,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a
489,Sassuolo,2019-11-08,V,0.0,Bologna,0.5999999999999996,0.40000000000000036,-0.2,-0.2,4.399999999999999,-2.5999999999999996,0.7999999999999998,-0.2,2019-2020,0.0,1.0
490,Napoli,2019-11-09,N,-0.19999999999999996,Genoa,2.5999999999999996,0.20000000000000018,0.0,-0.2,1.2000000000000028,-2.599999999999998,-0.6000000000000001,-0.8,2019-2020,1.0,0.0
491,Inter,2019-11-09,V,1.2000000000000002,Hellas Verona,4.0,1.2000000000000002,0.8,0.8,5.0,1.3999999999999986,0.0,0.0,2019-2020,2.0,0.0
492,Brescia,2019-11-09,P,0.6000000000000001,Torino,1.0,0.0,0.0,0.0,-3.1999999999999957,-4.000000000000002,0.20000000000000018,0.0,2019-2020,0.0,2.0
493,Juventus,2019-11-10,V,0.20000000000000018,Milan,8.2,3.2,0.2,0.2,5.200000000000003,0.1999999999999993,-0.7999999999999998,-0.2,2019-2020,2.0,0.0
494,Cagliari,2019-11-10,V,0.8,Fiorentina,-2.6000000000000014,-1.0000000000000004,0.2,0.2,-7.799999999999997,-2.200000000000001,0.20000000000000018,-0.2,2019-2020,1.0,0.0
495,Udinese,2019-11-10,N,0.6,SPAL,0.7999999999999989,0.0,0.0,0.0,-4.0,-2.0,-1.4000000000000004,0.0,2019-2020,1.0,0.0
496,Lazio,2019-11-10,V,1.2000000000000002,Lecce,2.5999999999999996,1.2000000000000002,0.39999999999999997,0.6,12.600000000000001,0.5999999999999996,0.7999999999999998,0.0,2019-2020,2.0,0.0
497,Parma,2019-11-10,V,-0.19999999999999996,Roma,0.1999999999999993,0.0,-0.4,-0.6,-9.600000000000001,-3.200000000000001,-1.6,-0.6,2019-2020,0.0,2.0
498,Sampdoria,2019-11-10,N,-2.4,Atalanta,-5.800000000000001,-4.3999999999999995,-0.4,-0.4,-10.0,2.1999999999999993,0.5999999999999996,-0.2,2019-2020,1.0,1.0
499,Milan,2019-11-23,N,-0.19999999999999996,Napoli,-2.6000000000000014,-1.0,0.0,0.0,0.0,0.0,1.4,0.0,2019-2020,0.0,1.0
500,Atalanta,2019-11-23,P,1.0,Juventus,-3.799999999999997,-1.7999999999999998,0.0,0.0,-4.200000000000003,-2.0,0.3999999999999999,0.2,2019-2020,0.0,0.0
501,Torino,2019-11-23,P,-1.4,Inter,-10.0,-2.6,-0.19999999999999996,-0.19999999999999996,-6.199999999999996,1.3999999999999986,-0.40000000000000036,0.2,2019-2020,1.0,0.0
502,Sampdoria,2019-11-24,V,-0.4,Udinese,0.1999999999999993,0.19999999999999973,0.0,0.0,-2.6000000000000014,1.8000000000000007,-0.3999999999999999,-0.2,2019-2020,1.0,1.0
503,Bologna,2019-11-24,N,-0.6000000000000001,Parma,-4.800000000000001,-2.1999999999999997,0.2,0.2,7.800000000000004,3.8000000000000007,0.9999999999999998,0.0,2019-2020,1.0,0.0
504,Roma,2019-11-24,V,1.0,Brescia,2.6000000000000014,1.0,0.4,0.6,7.600000000000001,0.1999999999999993,0.0,0.19999999999999996,2019-2020,2.0,0.0
505,Hellas Verona,2019-11-24,V,-0.3999999999999999,Fiorentina,-3.200000000000001,-2.4,0.2,0.2,-4.0,-1.8000000000000007,-0.3999999999999999,-0.2,2019-2020,0.0,2.0
506,Sassuolo,2019-11-24,P,-1.0,Lazio,-1.3999999999999986,-1.0,-0.8,-1.0,-1.1999999999999957,2.6000000000000014,0.0,0.0,2019-2020,0.0,0.0
