,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,season
8,Juventus,2019-10-26,Giornata n. 9,Ospiti,N,1.0,Lecce,24.0,3.0,1,1,590.0,687.0,14.0,71.0,14.0,1,0,19_20
8,Genoa,2019-10-26,Giornata n. 9,Casa,V,3.0,Brescia,17.0,10.0,0,0,464.0,528.0,5.0,61.0,24.0,6,0,19_20
8,Napoli,2019-10-27,Giornata n. 9,Ospiti,N,1.0,SPAL,13.0,4.0,0,0,582.0,686.0,4.0,68.0,16.0,1,0,19_20
8,Milan,2019-10-27,Giornata n. 9,Ospiti,P,1.0,Roma,12.0,4.0,0,0,437.0,526.0,8.0,58.0,19.0,5,0,19_20
8,Roma,2019-10-27,Giornata n. 9,Casa,V,2.0,Milan,12.0,5.0,0,0,311.0,385.0,4.0,42.0,15.0,4,0,19_20
8,Lazio,2019-10-27,Giornata n. 9,Ospiti,V,2.0,Fiorentina,11.0,6.0,0,1,461.0,547.0,3.0,53.0,14.0,3,0,19_20
8,Torino,2019-10-27,Giornata n. 9,Casa,N,1.0,Cagliari,11.0,4.0,0,0,290.0,381.0,6.0,50.0,17.0,2,0,19_20
8,Cagliari,2019-10-27,Giornata n. 9,Ospiti,N,1.0,Torino,10.0,3.0,0,0,262.0,381.0,11.0,50.0,12.0,3,0,19_20
8,Bologna,2019-10-27,Giornata n. 9,Casa,V,2.0,Sampdoria,13.0,5.0,0,0,369.0,468.0,11.0,55.0,14.0,1,0,19_20
8,SPAL,2019-10-27,Giornata n. 9,Casa,N,1.0,Napoli,10.0,2.0,0,0,230.0,319.0,4.0,32.0,20.0,4,0,19_20
8,Fiorentina,2019-10-27,Giornata n. 9,Casa,P,1.0,Lazio,11.0,3.0,0,0,393.0,490.0,7.0,47.0,16.0,5,1,19_20
8,Sampdoria,2019-10-27,Giornata n. 9,Ospiti,P,1.0,Bologna,12.0,2.0,0,0,261.0,381.0,5.0,45.0,19.0,3,0,19_20
8,Atalanta,2019-10-27,Giornata n. 9,Casa,V,7.0,Udinese,22.0,11.0,2,2,490.0,573.0,6.0,63.0,13.0,2,0,19_20
8,Udinese,2019-10-27,Giornata n. 9,Ospiti,P,1.0,Atalanta,8.0,4.0,0,0,264.0,340.0,2.0,37.0,7.0,3,1,19_20
9,Parma,2019-10-29,Giornata n. 10,Casa,P,0.0,Hellas Verona,20.0,5.0,0,0,376.0,493.0,12.0,53.0,14.0,1,0,19_20
9,Hellas Verona,2019-10-29,Giornata n. 10,Ospiti,V,1.0,Parma,8.0,2.0,0,0,337.0,441.0,3.0,47.0,17.0,5,0,19_20
8,Brescia,2019-10-29,Giornata n. 10,Casa,P,1.0,Inter,15.0,6.0,0,0,299.0,406.0,9.0,43.0,15.0,4,0,19_20
9,Inter,2019-10-29,Giornata n. 10,Ospiti,V,2.0,Brescia,13.0,2.0,0,0,447.0,549.0,8.0,57.0,18.0,3,0,19_20
8,Sassuolo,2019-10-30,Giornata n. 10,Casa,P,1.0,Fiorentina,7.0,4.0,0,0,404.0,478.0,3.0,54.0,17.0,3,0,19_20
9,Bologna,2019-10-30,Giornata n. 10,Ospiti,P,2.0,Cagliari,9.0,2.0,1,1,363.0,465.0,1.0,51.0,23.0,1,0,19_20
9,Genoa,2019-10-30,Giornata n. 10,Ospiti,P,1.0,Juventus,8.0,3.0,0,0,428.0,499.0,2.0,46.0,12.0,3,2,19_20
9,Napoli,2019-10-30,Giornata n. 10,Casa,N,2.0,Atalanta,19.0,9.0,0,0,486.0,579.0,2.0,51.0,15.0,3,0,19_20
9,Lazio,2019-10-30,Giornata n. 10,Casa,V,4.0,Torino,19.0,7.0,1,1,446.0,545.0,8.0,54.0,13.0,2,0,19_20
9,Udinese,2019-10-30,Giornata n. 10,Casa,P,0.0,Roma,13.0,4.0,0,0,450.0,535.0,5.0,55.0,17.0,4,0,19_20
9,Lecce,2019-10-30,Giornata n. 10,Ospiti,N,1.0,Sampdoria,13.0,4.0,0,0,376.0,464.0,5.0,48.0,15.0,4,1,19_20
9,Cagliari,2019-10-30,Giornata n. 10,Casa,V,3.0,Bologna,15.0,5.0,0,0,335.0,443.0,4.0,49.0,16.0,2,0,19_20
9,Atalanta,2019-10-30,Giornata n. 10,Ospiti,N,2.0,Napoli,15.0,4.0,0,0,479.0,557.0,3.0,49.0,16.0,3,0,19_20
9,Torino,2019-10-30,Giornata n. 10,Ospiti,P,0.0,Lazio,10.0,2.0,0,0,374.0,468.0,0.0,46.0,13.0,2,1,19_20
9,Sampdoria,2019-10-30,Giornata n. 10,Casa,N,1.0,Lecce,24.0,6.0,0,0,388.0,494.0,9.0,52.0,20.0,4,0,19_20
9,Fiorentina,2019-10-30,Giornata n. 10,Ospiti,V,2.0,Sassuolo,14.0,7.0,0,0,339.0,413.0,7.0,46.0,21.0,4,0,19_20
9,Roma,2019-10-30,Giornata n. 10,Ospiti,V,4.0,Udinese,12.0,5.0,1,1,346.0,435.0,3.0,45.0,18.0,2,1,19_20
9,Juventus,2019-10-30,Giornata n. 10,Casa,V,2.0,Genoa,26.0,10.0,1,1,512.0,584.0,10.0,54.0,23.0,5,1,19_20
9,Milan,2019-10-31,Giornata n. 10,Casa,V,1.0,SPAL,16.0,5.0,0,0,371.0,493.0,7.0,56.0,17.0,4,0,19_20
9,SPAL,2019-10-31,Giornata n. 10,Ospiti,P,0.0,Milan,10.0,2.0,0,0,263.0,382.0,6.0,44.0,24.0,4,0,19_20
10,Inter,2019-11-02,Giornata n. 11,Ospiti,V,2.0,Bologna,14.0,7.0,1,1,392.0,502.0,7.0,53.0,26.0,4,0,19_20
10,Roma,2019-11-02,Giornata n. 11,Casa,V,2.0,Napoli,15.0,4.0,1,2,326.0,427.0,10.0,45.0,22.0,5,1,19_20
10,Napoli,2019-11-02,Giornata n. 11,Ospiti,P,1.0,Roma,16.0,3.0,0,0,447.0,531.0,4.0,55.0,16.0,3,0,19_20
10,Bologna,2019-11-02,Giornata n. 11,Casa,P,1.0,Inter,11.0,3.0,0,0,359.0,445.0,2.0,47.0,18.0,3,0,19_20
10,Juventus,2019-11-02,Giornata n. 11,Ospiti,V,1.0,Torino,20.0,10.0,0,0,362.0,444.0,6.0,60.0,16.0,2,0,19_20
10,Torino,2019-11-02,Giornata n. 11,Casa,P,0.0,Juventus,9.0,4.0,0,0,207.0,301.0,11.0,40.0,24.0,4,0,19_20
10,Cagliari,2019-11-03,Giornata n. 11,Ospiti,V,2.0,Atalanta,13.0,3.0,0,0,359.0,444.0,2.0,43.0,17.0,3,0,19_20
9,Brescia,2019-11-03,Giornata n. 11,Ospiti,P,1.0,Hellas Verona,16.0,4.0,0,0,313.0,425.0,1.0,48.0,16.0,4,1,19_20
10,Udinese,2019-11-03,Giornata n. 11,Ospiti,V,3.0,Genoa,18.0,5.0,0,0,305.0,382.0,5.0,37.0,18.0,2,0,19_20
10,Lecce,2019-11-03,Giornata n. 11,Casa,N,2.0,Sassuolo,9.0,4.0,0,0,335.0,415.0,6.0,39.0,17.0,2,0,19_20
10,Milan,2019-11-03,Giornata n. 11,Casa,P,1.0,Lazio,12.0,3.0,0,0,350.0,445.0,8.0,47.0,15.0,3,0,19_20
9,Sassuolo,2019-11-03,Giornata n. 11,Ospiti,N,2.0,Lecce,14.0,3.0,0,0,572.0,642.0,6.0,61.0,17.0,3,0,19_20
10,Parma,2019-11-03,Giornata n. 11,Ospiti,N,1.0,Fiorentina,8.0,3.0,0,0,257.0,343.0,2.0,38.0,21.0,2,0,19_20
10,Hellas Verona,2019-11-03,Giornata n. 11,Casa,V,2.0,Brescia,12.0,2.0,0,0,352.0,456.0,5.0,52.0,21.0,1,0,19_20
10,Genoa,2019-11-03,Giornata n. 11,Casa,P,1.0,Udinese,16.0,2.0,0,0,546.0,643.0,8.0,63.0,12.0,0,0,19_20
10,Atalanta,2019-11-03,Giornata n. 11,Casa,P,0.0,Cagliari,19.0,2.0,0,0,486.0,578.0,13.0,57.0,17.0,2,1,19_20
10,Fiorentina,2019-11-03,Giornata n. 11,Casa,N,1.0,Parma,19.0,4.0,0,0,476.0,556.0,5.0,62.0,16.0,2,0,19_20
10,Lazio,2019-11-03,Giornata n. 11,Ospiti,V,2.0,Milan,8.0,5.0,0,0,401.0,502.0,4.0,53.0,14.0,5,0,19_20
10,SPAL,2019-11-04,Giornata n. 11,Casa,P,0.0,Sampdoria,14.0,3.0,0,0,373.0,493.0,8.0,59.0,14.0,3,0,19_20
10,Sampdoria,2019-11-04,Giornata n. 11,Ospiti,V,1.0,SPAL,17.0,5.0,0,0,242.0,349.0,5.0,41.0,16.0,1,0,19_20
10,Sassuolo,2019-11-08,Giornata n. 12,Casa,V,3.0,Bologna,20.0,7.0,0,0,454.0,538.0,4.0,50.0,19.0,2,0,19_20
11,Bologna,2019-11-08,Giornata n. 12,Ospiti,P,1.0,Sassuolo,11.0,5.0,0,0,441.0,544.0,4.0,50.0,20.0,6,0,19_20
10,Brescia,2019-11-09,Giornata n. 12,Casa,P,0.0,Torino,9.0,3.0,0,0,288.0,377.0,4.0,44.0,22.0,5,1,19_20
11,Genoa,2019-11-09,Giornata n. 12,Ospiti,N,0.0,Napoli,12.0,1.0,0,0,529.0,608.0,2.0,58.0,22.0,4,0,19_20
11,Torino,2019-11-09,Giornata n. 12,Ospiti,V,4.0,Brescia,18.0,5.0,2,2,411.0,485.0,4.0,56.0,19.0,3,0,19_20
11,Hellas Verona,2019-11-09,Giornata n. 12,Ospiti,P,1.0,Inter,8.0,1.0,1,1,284.0,381.0,3.0,40.0,11.0,1,0,19_20
11,Inter,2019-11-09,Giornata n. 12,Casa,V,2.0,Hellas Verona,41.0,11.0,0,0,482.0,576.0,9.0,60.0,14.0,3,0,19_20
11,Napoli,2019-11-09,Giornata n. 12,Casa,N,0.0,Genoa,19.0,7.0,0,0,371.0,446.0,5.0,42.0,15.0,1,0,19_20
11,Lecce,2019-11-10,Giornata n. 12,Ospiti,P,2.0,Lazio,19.0,9.0,0,1,356.0,433.0,3.0,44.0,12.0,3,0,19_20
11,Fiorentina,2019-11-10,Giornata n. 12,Ospiti,P,2.0,Cagliari,15.0,7.0,0,0,451.0,527.0,6.0,51.0,21.0,3,0,19_20
11,SPAL,2019-11-10,Giornata n. 12,Ospiti,N,0.0,Udinese,16.0,2.0,0,1,293.0,384.0,7.0,45.0,16.0,5,0,19_20
11,Cagliari,2019-11-10,Giornata n. 12,Casa,V,5.0,Fiorentina,15.0,8.0,0,0,421.0,504.0,5.0,49.0,17.0,1,0,19_20
11,Udinese,2019-11-10,Giornata n. 12,Casa,N,0.0,SPAL,17.0,1.0,0,0,385.0,471.0,3.0,55.0,20.0,3,0,19_20
11,Milan,2019-11-10,Giornata n. 12,Ospiti,P,0.0,Juventus,13.0,7.0,0,0,370.0,464.0,5.0,47.0,12.0,5,0,19_20
11,Lazio,2019-11-10,Giornata n. 12,Casa,V,4.0,Lecce,23.0,6.0,1,1,454.0,545.0,9.0,56.0,10.0,2,0,19_20
11,Parma,2019-11-10,Giornata n. 12,Casa,V,2.0,Roma,15.0,8.0,0,0,260.0,343.0,5.0,38.0,17.0,3,0,19_20
11,Roma,2019-11-10,Giornata n. 12,Ospiti,P,0.0,Parma,16.0,6.0,0,0,466.0,552.0,10.0,62.0,12.0,2,0,19_20
11,Atalanta,2019-11-10,Giornata n. 12,Ospiti,N,0.0,Sampdoria,10.0,3.0,0,0,537.0,645.0,7.0,64.0,14.0,4,1,19_20
11,Juventus,2019-11-10,Giornata n. 12,Casa,V,1.0,Milan,14.0,5.0,0,0,448.0,533.0,5.0,53.0,16.0,1,0,19_20
11,Sampdoria,2019-11-10,Giornata n. 12,Casa,N,0.0,Atalanta,11.0,2.0,0,0,246.0,363.0,1.0,36.0,19.0,2,0,19_20
12,Juventus,2019-11-23,Giornata n. 13,Ospiti,V,3.0,Atalanta,16.0,5.0,0,0,429.0,513.0,3.0,52.0,14.0,3,0,19_20
12,Atalanta,2019-11-23,Giornata n. 13,Casa,P,1.0,Juventus,20.0,6.0,0,1,357.0,467.0,8.0,48.0,17.0,5,0,19_20
12,Napoli,2019-11-23,Giornata n. 13,Ospiti,N,1.0,Milan,12.0,5.0,0,0,443.0,533.0,4.0,52.0,18.0,2,0,19_20
12,Milan,2019-11-23,Giornata n. 13,Casa,N,1.0,Napoli,13.0,3.0,0,0,408.0,493.0,3.0,48.0,22.0,3,0,19_20
12,Inter,2019-11-23,Giornata n. 13,Ospiti,V,3.0,Torino,12.0,5.0,0,0,292.0,383.0,4.0,41.0,22.0,3,0,19_20
12,Torino,2019-11-23,Giornata n. 13,Casa,P,0.0,Inter,12.0,2.0,0,0,440.0,551.0,12.0,59.0,12.0,2,0,19_20
12,Hellas Verona,2019-11-24,Giornata n. 13,Casa,V,1.0,Fiorentina,19.0,7.0,0,0,358.0,456.0,8.0,50.0,21.0,3,0,19_20
12,Parma,2019-11-24,Giornata n. 13,Ospiti,N,2.0,Bologna,13.0,4.0,0,0,248.0,320.0,2.0,35.0,19.0,3,0,19_20
11,Sassuolo,2019-11-24,Giornata n. 13,Casa,P,1.0,Lazio,12.0,1.0,0,0,514.0,587.0,5.0,55.0,13.0,1,0,19_20
12,Bologna,2019-11-24,Giornata n. 13,Casa,N,2.0,Parma,16.0,7.0,0,0,508.0,606.0,15.0,65.0,19.0,1,0,19_20
12,Sampdoria,2019-11-24,Giornata n. 13,Casa,V,2.0,Udinese,21.0,7.0,1,1,418.0,531.0,8.0,56.0,8.0,2,0,19_20
12,Fiorentina,2019-11-24,Giornata n. 13,Ospiti,P,0.0,Hellas Verona,15.0,1.0,0,0,365.0,461.0,6.0,50.0,9.0,2,0,19_20
12,Roma,2019-11-24,Giornata n. 13,Casa,V,3.0,Brescia,26.0,6.0,0,0,454.0,544.0,17.0,59.0,18.0,1,0,19_20
12,Udinese,2019-11-24,Giornata n. 13,Ospiti,P,1.0,Sampdoria,7.0,2.0,0,0,312.0,425.0,2.0,44.0,23.0,3,1,19_20
11,Brescia,2019-11-24,Giornata n. 13,Ospiti,P,0.0,Roma,8.0,2.0,0,0,298.0,372.0,6.0,41.0,10.0,1,0,19_20
12,Lazio,2019-11-24,Giornata n. 13,Ospiti,V,2.0,Sassuolo,16.0,6.0,0,0,403.0,485.0,8.0,45.0,18.0,3,0,19_20
12,Genoa,2019-11-25,Giornata n. 13,Ospiti,N,1.0,SPAL,14.0,5.0,0,0,444.0,512.0,4.0,58.0,16.0,1,0,19_20
12,Cagliari,2019-11-25,Giornata n. 13,Ospiti,N,2.0,Lecce,6.0,1.0,1,1,311.0,408.0,2.0,42.0,18.0,2,2,19_20
12,Lecce,2019-11-25,Giornata n. 13,Casa,N,2.0,Cagliari,28.0,6.0,1,1,454.0,556.0,11.0,58.0,15.0,2,1,19_20
12,SPAL,2019-11-25,Giornata n. 13,Casa,N,1.0,Genoa,15.0,5.0,1,1,279.0,370.0,5.0,42.0,16.0,2,0,19_20
13,Lecce,2019-11-30,Giornata n. 14,Ospiti,V,1.0,Fiorentina,6.0,4.0,0,0,272.0,363.0,2.0,37.0,22.0,3,0,19_20
13,Fiorentina,2019-11-30,Giornata n. 14,Casa,P,0.0,Lecce,19.0,7.0,0,0,531.0,629.0,10.0,63.0,13.0,1,0,19_20
13,Torino,2019-11-30,Giornata n. 14,Ospiti,V,1.0,Genoa,12.0,3.0,0,0,268.0,358.0,4.0,38.0,21.0,3,1,19_20
13,Atalanta,2019-11-30,Giornata n. 14,Ospiti,V,3.0,Brescia,25.0,10.0,0,0,542.0,628.0,11.0,68.0,16.0,3,0,19_20
12,Brescia,2019-11-30,Giornata n. 14,Casa,P,0.0,Atalanta,13.0,4.0,0,0,205.0,294.0,2.0,32.0,16.0,1,0,19_20
13,Genoa,2019-11-30,Giornata n. 14,Casa,P,0.0,Torino,13.0,1.0,0,0,485.0,595.0,6.0,62.0,16.0,2,0,19_20
13,Milan,2019-12-01,Giornata n. 14,Ospiti,V,1.0,Parma,26.0,7.0,0,0,583.0,667.0,7.0,66.0,19.0,3,0,19_20
13,Roma,2019-12-01,Giornata n. 14,Ospiti,V,3.0,Hellas Verona,11.0,4.0,1,1,263.0,363.0,5.0,42.0,16.0,3,0,19_20
13,Lazio,2019-12-01,Giornata n. 14,Casa,V,3.0,Udinese,19.0,4.0,2,2,565.0,627.0,2.0,51.0,11.0,0,0,19_20
13,SPAL,2019-12-01,Giornata n. 14,Ospiti,P,1.0,Inter,12.0,3.0,0,0,403.0,482.0,0.0,46.0,20.0,4,0,19_20
12,Sassuolo,2019-12-01,Giornata n. 14,Ospiti,N,2.0,Juventus,9.0,4.0,0,0,390.0,477.0,2.0,44.0,19.0,5,0,19_20
13,Parma,2019-12-01,Giornata n. 14,Casa,P,0.0,Milan,8.0,0.0,0,0,266.0,346.0,1.0,34.0,13.0,1,0,19_20
13,Bologna,2019-12-01,Giornata n. 14,Ospiti,V,2.0,Napoli,11.0,6.0,0,0,316.0,400.0,0.0,38.0,12.0,5,0,19_20
13,Inter,2019-12-01,Giornata n. 14,Casa,V,2.0,SPAL,19.0,8.0,0,0,472.0,558.0,8.0,54.0,18.0,1,0,19_20
13,Juventus,2019-12-01,Giornata n. 14,Casa,N,2.0,Sassuolo,30.0,8.0,1,1,522.0,606.0,9.0,56.0,13.0,1,0,19_20
13,Napoli,2019-12-01,Giornata n. 14,Casa,P,1.0,Bologna,30.0,6.0,0,0,548.0,641.0,7.0,62.0,16.0,1,0,19_20
13,Hellas Verona,2019-12-01,Giornata n. 14,Casa,P,1.0,Roma,8.0,2.0,0,0,397.0,505.0,6.0,58.0,14.0,3,0,19_20
13,Udinese,2019-12-01,Giornata n. 14,Ospiti,P,0.0,Lazio,10.0,0.0,0,0,511.0,592.0,2.0,49.0,15.0,1,0,19_20
13,Sampdoria,2019-12-02,Giornata n. 14,Ospiti,P,3.0,Cagliari,11.0,4.0,1,1,258.0,360.0,4.0,36.0,14.0,1,0,19_20
13,Cagliari,2019-12-02,Giornata n. 14,Casa,V,4.0,Sampdoria,17.0,8.0,0,0,548.0,654.0,6.0,64.0,18.0,3,0,19_20
14,Inter,2019-12-06,Giornata n. 15,Casa,N,0.0,Roma,9.0,2.0,0,0,445.0,546.0,8.0,50.0,15.0,3,0,19_20
14,Roma,2019-12-06,Giornata n. 15,Ospiti,N,0.0,Inter,6.0,2.0,0,0,460.0,545.0,3.0,50.0,14.0,1,0,19_20
14,Hellas Verona,2019-12-07,Giornata n. 15,Ospiti,P,2.0,Atalanta,7.0,2.0,0,0,272.0,395.0,4.0,43.0,16.0,5,1,19_20
14,Napoli,2019-12-07,Giornata n. 15,Ospiti,N,1.0,Udinese,18.0,3.0,0,0,592.0,689.0,10.0,69.0,15.0,4,1,19_20
14,Juventus,2019-12-07,Giornata n. 15,Ospiti,P,1.0,Lazio,9.0,4.0,0,0,526.0,598.0,5.0,60.0,10.0,3,1,19_20
14,Atalanta,2019-12-07,Giornata n. 15,Casa,V,3.0,Hellas Verona,20.0,9.0,1,1,408.0,524.0,13.0,57.0,14.0,1,0,19_20
14,Lazio,2019-12-07,Giornata n. 15,Casa,V,3.0,Juventus,16.0,7.0,0,1,330.0,404.0,4.0,40.0,19.0,4,0,19_20
14,Udinese,2019-12-07,Giornata n. 15,Casa,N,1.0,Napoli,6.0,1.0,0,0,238.0,306.0,3.0,31.0,22.0,3,0,19_20
14,Torino,2019-12-08,Giornata n. 15,Casa,V,2.0,Fiorentina,10.0,3.0,0,0,257.0,361.0,3.0,41.0,19.0,4,0,19_20
14,Genoa,2019-12-08,Giornata n. 15,Ospiti,N,2.0,Lecce,13.0,3.0,1,1,340.0,427.0,3.0,47.0,18.0,6,2,19_20
14,Bologna,2019-12-08,Giornata n. 15,Casa,P,2.0,Milan,10.0,3.0,1,1,335.0,448.0,5.0,49.0,20.0,4,0,19_20
14,Parma,2019-12-08,Giornata n. 15,Ospiti,V,1.0,Sampdoria,8.0,1.0,0,0,261.0,359.0,2.0,38.0,12.0,2,0,19_20
14,Fiorentina,2019-12-08,Giornata n. 15,Ospiti,P,1.0,Torino,17.0,4.0,0,0,410.0,519.0,9.0,59.0,23.0,3,0,19_20
14,Lecce,2019-12-08,Giornata n. 15,Casa,N,2.0,Genoa,21.0,5.0,0,0,387.0,482.0,11.0,53.0,19.0,5,0,19_20
13,Brescia,2019-12-08,Giornata n. 15,Ospiti,V,1.0,SPAL,12.0,5.0,0,0,262.0,351.0,1.0,36.0,25.0,3,0,19_20
14,Milan,2019-12-08,Giornata n. 15,Ospiti,V,3.0,Bologna,11.0,6.0,1,1,348.0,461.0,1.0,51.0,19.0,2,0,19_20
14,Cagliari,2019-12-08,Giornata n. 15,Ospiti,N,2.0,Sassuolo,10.0,3.0,0,0,369.0,453.0,4.0,46.0,20.0,4,0,19_20
13,Sassuolo,2019-12-08,Giornata n. 15,Casa,N,2.0,Cagliari,15.0,2.0,0,1,471.0,542.0,8.0,54.0,10.0,3,0,19_20
14,SPAL,2019-12-08,Giornata n. 15,Casa,P,0.0,Brescia,18.0,1.0,0,1,524.0,637.0,3.0,64.0,19.0,3,0,19_20
14,Sampdoria,2019-12-08,Giornata n. 15,Casa,P,0.0,Parma,18.0,3.0,0,1,473.0,575.0,3.0,62.0,16.0,3,0,19_20
15,Sampdoria,2019-12-14,Giornata n. 16,Ospiti,V,1.0,Genoa,6.0,1.0,0,0,208.0,314.0,2.0,37.0,26.0,3,0,19_20
15,Genoa,2019-12-14,Giornata n. 16,Casa,P,0.0,Sampdoria,8.0,1.0,0,0,432.0,538.0,4.0,63.0,18.0,5,0,19_20
15,Lecce,2019-12-14,Giornata n. 16,Ospiti,P,0.0,Brescia,11.0,4.0,0,0,414.0,517.0,6.0,61.0,28.0,6,0,19_20
15,Napoli,2019-12-14,Giornata n. 16,Casa,P,1.0,Parma,33.0,9.0,0,0,713.0,807.0,11.0,71.0,12.0,2,0,19_20
14,Brescia,2019-12-14,Giornata n. 16,Casa,V,3.0,Lecce,13.0,9.0,0,0,253.0,331.0,4.0,39.0,17.0,4,0,19_20
15,Parma,2019-12-14,Giornata n. 16,Ospiti,V,2.0,Napoli,7.0,4.0,0,0,221.0,322.0,1.0,29.0,15.0,2,0,19_20
15,Atalanta,2019-12-15,Giornata n. 16,Ospiti,P,1.0,Bologna,19.0,4.0,0,0,414.0,516.0,4.0,58.0,18.0,1,0,19_20
15,Udinese,2019-12-15,Giornata n. 16,Ospiti,P,1.0,Juventus,11.0,5.0,0,0,365.0,449.0,7.0,35.0,7.0,1,0,19_20
15,Torino,2019-12-15,Giornata n. 16,Ospiti,N,3.0,Hellas Verona,16.0,8.0,0,0,251.0,361.0,3.0,48.0,24.0,1,0,19_20
15,Juventus,2019-12-15,Giornata n. 16,Casa,V,3.0,Udinese,24.0,9.0,0,0,743.0,822.0,9.0,65.0,11.0,2,0,19_20
15,Fiorentina,2019-12-15,Giornata n. 16,Casa,N,1.0,Inter,13.0,5.0,0,0,416.0,522.0,5.0,52.0,17.0,3,0,19_20
15,Hellas Verona,2019-12-15,Giornata n. 16,Casa,N,3.0,Torino,11.0,6.0,1,1,254.0,395.0,6.0,52.0,26.0,3,0,19_20
15,Roma,2019-12-15,Giornata n. 16,Casa,V,3.0,SPAL,24.0,8.0,1,1,570.0,654.0,8.0,67.0,14.0,1,0,19_20
15,SPAL,2019-12-15,Giornata n. 16,Ospiti,P,1.0,Roma,6.0,2.0,1,1,251.0,323.0,3.0,33.0,17.0,3,0,19_20
15,Bologna,2019-12-15,Giornata n. 16,Casa,V,2.0,Atalanta,15.0,4.0,0,0,256.0,374.0,4.0,42.0,19.0,5,1,19_20
15,Inter,2019-12-15,Giornata n. 16,Ospiti,N,1.0,Fiorentina,6.0,5.0,0,0,386.0,476.0,1.0,48.0,18.0,4,0,19_20
14,Sassuolo,2019-12-15,Giornata n. 16,Ospiti,N,0.0,Milan,18.0,6.0,0,0,386.0,480.0,3.0,51.0,18.0,4,0,19_20
15,Milan,2019-12-15,Giornata n. 16,Casa,N,0.0,Sassuolo,24.0,8.0,0,0,383.0,465.0,8.0,49.0,15.0,5,0,19_20
15,Cagliari,2019-12-16,Giornata n. 16,Casa,P,1.0,Lazio,13.0,3.0,0,0,286.0,384.0,2.0,39.0,15.0,4,0,19_20
15,Lazio,2019-12-16,Giornata n. 16,Ospiti,V,2.0,Cagliari,16.0,5.0,0,0,484.0,589.0,9.0,61.0,13.0,3,0,19_20
16,Sampdoria,2019-12-18,Giornata n. 17,Casa,P,1.0,Juventus,12.0,4.0,0,0,222.0,327.0,5.0,29.0,7.0,5,1,19_20
15,Brescia,2019-12-18,Giornata n. 7,Casa,P,0.0,Sassuolo,19.0,5.0,0,0,284.0,372.0,4.0,35.0,18.0,2,0,19_20
15,Sassuolo,2019-12-18,Giornata n. 7,Ospiti,V,2.0,Brescia,11.0,5.0,0,0,603.0,691.0,4.0,65.0,17.0,3,0,19_20
16,Juventus,2019-12-18,Giornata n. 17,Ospiti,V,2.0,Sampdoria,11.0,4.0,0,0,698.0,792.0,5.0,71.0,19.0,2,0,19_20
16,Fiorentina,2019-12-20,Giornata n. 17,Casa,P,1.0,Roma,12.0,4.0,0,0,279.0,377.0,5.0,43.0,22.0,4,0,19_20
16,Roma,2019-12-20,Giornata n. 17,Ospiti,V,4.0,Fiorentina,13.0,6.0,0,0,416.0,508.0,4.0,57.0,16.0,3,0,19_20
16,Inter,2019-12-21,Giornata n. 17,Casa,V,4.0,Genoa,17.0,8.0,1,1,433.0,517.0,6.0,48.0,11.0,1,0,19_20
16,Torino,2019-12-21,Giornata n. 17,Casa,P,1.0,SPAL,15.0,6.0,0,0,275.0,387.0,10.0,47.0,22.0,4,1,19_20
16,SPAL,2019-12-21,Giornata n. 17,Ospiti,V,2.0,Torino,13.0,4.0,0,0,326.0,429.0,3.0,53.0,20.0,4,0,19_20
16,Cagliari,2019-12-21,Giornata n. 17,Ospiti,P,1.0,Udinese,14.0,1.0,0,0,529.0,620.0,1.0,58.0,14.0,4,1,19_20
16,Genoa,2019-12-21,Giornata n. 17,Ospiti,P,0.0,Inter,9.0,3.0,0,0,460.0,552.0,3.0,52.0,12.0,4,0,19_20
16,Udinese,2019-12-21,Giornata n. 17,Casa,V,2.0,Cagliari,14.0,2.0,0,0,345.0,443.0,2.0,42.0,17.0,3,0,19_20
16,Bologna,2019-12-22,Giornata n. 17,Ospiti,V,3.0,Lecce,24.0,14.0,0,0,430.0,522.0,2.0,51.0,21.0,3,0,19_20
16,Parma,2019-12-22,Giornata n. 17,Casa,N,1.0,Brescia,14.0,3.0,0,0,369.0,482.0,9.0,53.0,19.0,3,0,19_20
16,Milan,2019-12-22,Giornata n. 17,Ospiti,P,0.0,Atalanta,8.0,1.0,0,0,322.0,410.0,2.0,42.0,16.0,4,0,19_20
16,Atalanta,2019-12-22,Giornata n. 17,Casa,V,5.0,Milan,19.0,10.0,0,0,476.0,572.0,5.0,58.0,9.0,2,0,19_20
16,Sassuolo,2019-12-22,Giornata n. 17,Casa,P,1.0,Napoli,14.0,4.0,0,0,548.0,631.0,7.0,57.0,18.0,2,0,19_20
16,Napoli,2019-12-22,Giornata n. 17,Ospiti,V,2.0,Sassuolo,17.0,7.0,0,0,379.0,468.0,11.0,43.0,15.0,2,0,19_20
16,Brescia,2019-12-22,Giornata n. 17,Ospiti,N,1.0,Parma,12.0,4.0,0,0,325.0,426.0,5.0,47.0,12.0,2,0,19_20
16,Lecce,2019-12-22,Giornata n. 17,Casa,P,2.0,Bologna,12.0,3.0,0,0,391.0,492.0,6.0,49.0,18.0,3,0,19_20
