,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,season
28,Sampdoria,2021-04-03,Giornata n. 29,Ospiti,N,1.0,Milan,6.0,4.0,0,0,270.0,374.0,5.0,37.0,15.0,5,1,20_21
27,Torino,2021-04-03,Giornata n. 29,Casa,N,2.0,Juventus,10.0,6.0,0,0,195.0,274.0,5.0,29.0,17.0,3,0,20_21
28,Crotone,2021-04-03,Giornata n. 29,Ospiti,P,3.0,Napoli,8.0,4.0,0,0,311.0,391.0,6.0,36.0,17.0,4,0,20_21
28,Milan,2021-04-03,Giornata n. 29,Casa,N,1.0,Sampdoria,14.0,2.0,0,0,536.0,647.0,5.0,63.0,17.0,2,0,20_21
28,Roma,2021-04-03,Giornata n. 29,Ospiti,N,2.0,Sassuolo,10.0,7.0,1,1,299.0,363.0,4.0,31.0,17.0,3,0,20_21
28,Fiorentina,2021-04-03,Giornata n. 29,Ospiti,N,1.0,Genoa,10.0,3.0,0,0,359.0,443.0,2.0,44.0,10.0,1,1,20_21
27,Lazio,2021-04-03,Giornata n. 29,Casa,V,2.0,Spezia,10.0,4.0,1,1,405.0,499.0,3.0,50.0,17.0,3,2,20_21
27,Inter,2021-04-03,Giornata n. 29,Ospiti,V,1.0,Bologna,14.0,3.0,0,0,375.0,469.0,4.0,45.0,17.0,4,0,20_21
28,Atalanta,2021-04-03,Giornata n. 29,Casa,V,3.0,Udinese,24.0,10.0,0,0,530.0,621.0,4.0,58.0,16.0,0,0,20_21
28,Bologna,2021-04-03,Giornata n. 29,Casa,P,0.0,Inter,12.0,2.0,0,0,490.0,584.0,4.0,55.0,19.0,4,0,20_21
28,Parma,2021-04-03,Giornata n. 29,Ospiti,N,2.0,Benevento,18.0,6.0,0,0,558.0,654.0,3.0,71.0,22.0,1,0,20_21
27,Sassuolo,2021-04-03,Giornata n. 29,Casa,N,2.0,Roma,13.0,6.0,0,0,753.0,811.0,3.0,69.0,15.0,4,0,20_21
28,Juventus,2021-04-07,Giornata n. 3,Casa,V,2.0,Napoli,12.0,3.0,0,0,482.0,553.0,2.0,47.0,19.0,1,0,20_21
28,Inter,2021-04-07,Giornata n. 28,Casa,V,2.0,Sassuolo,7.0,3.0,0,0,336.0,386.0,1.0,30.0,11.0,2,0,20_21
28,Napoli,2021-04-07,Giornata n. 3,Ospiti,P,1.0,Juventus,13.0,3.0,1,1,538.0,614.0,6.0,53.0,15.0,2,0,20_21
28,Sassuolo,2021-04-07,Giornata n. 28,Ospiti,P,1.0,Inter,15.0,3.0,0,0,823.0,886.0,8.0,70.0,13.0,3,0,20_21
29,Udinese,2021-04-10,Giornata n. 30,Casa,P,0.0,Torino,16.0,4.0,0,0,523.0,609.0,5.0,64.0,20.0,0,0,20_21
29,Crotone,2021-04-10,Giornata n. 30,Ospiti,P,2.0,Spezia,9.0,5.0,0,0,321.0,417.0,4.0,40.0,17.0,1,0,20_21
29,Parma,2021-04-10,Giornata n. 30,Casa,P,1.0,Milan,16.0,5.0,0,0,527.0,610.0,7.0,58.0,18.0,4,0,20_21
29,Spezia,2021-04-10,Giornata n. 30,Casa,V,3.0,Crotone,8.0,4.0,0,0,518.0,630.0,3.0,60.0,12.0,1,0,20_21
28,Torino,2021-04-10,Giornata n. 30,Ospiti,V,1.0,Udinese,9.0,0.0,1,1,253.0,336.0,4.0,36.0,22.0,3,0,20_21
29,Milan,2021-04-10,Giornata n. 30,Ospiti,V,3.0,Parma,10.0,5.0,0,0,362.0,433.0,3.0,42.0,11.0,4,1,20_21
29,Genoa,2021-04-11,Giornata n. 30,Ospiti,P,1.0,Juventus,11.0,3.0,0,0,444.0,517.0,6.0,43.0,14.0,3,0,20_21
29,Fiorentina,2021-04-11,Giornata n. 30,Casa,P,2.0,Atalanta,10.0,2.0,0,0,326.0,417.0,0.0,40.0,15.0,3,0,20_21
29,Napoli,2021-04-11,Giornata n. 30,Ospiti,V,2.0,Sampdoria,21.0,8.0,0,0,415.0,522.0,7.0,56.0,11.0,3,0,20_21
29,Juventus,2021-04-11,Giornata n. 30,Casa,V,3.0,Genoa,25.0,12.0,0,0,624.0,687.0,8.0,57.0,19.0,3,0,20_21
29,Sampdoria,2021-04-11,Giornata n. 30,Casa,P,0.0,Napoli,12.0,4.0,0,0,287.0,403.0,8.0,44.0,15.0,0,0,20_21
29,Hellas Verona,2021-04-11,Giornata n. 30,Casa,P,0.0,Lazio,5.0,0.0,0,0,336.0,456.0,5.0,44.0,20.0,0,0,20_21
29,Inter,2021-04-11,Giornata n. 30,Casa,V,1.0,Cagliari,15.0,7.0,0,0,575.0,640.0,5.0,52.0,11.0,1,0,20_21
29,Bologna,2021-04-11,Giornata n. 30,Ospiti,P,0.0,Roma,12.0,4.0,0,0,501.0,591.0,6.0,56.0,16.0,1,0,20_21
28,Lazio,2021-04-11,Giornata n. 30,Ospiti,V,1.0,Hellas Verona,12.0,1.0,0,0,457.0,569.0,4.0,56.0,14.0,2,0,20_21
29,Cagliari,2021-04-11,Giornata n. 30,Ospiti,P,0.0,Inter,7.0,1.0,0,0,492.0,581.0,0.0,48.0,12.0,1,0,20_21
29,Atalanta,2021-04-11,Giornata n. 30,Ospiti,V,3.0,Fiorentina,14.0,7.0,1,1,516.0,615.0,6.0,60.0,15.0,1,0,20_21
29,Roma,2021-04-11,Giornata n. 30,Casa,V,1.0,Bologna,14.0,6.0,0,0,368.0,459.0,4.0,44.0,17.0,3,0,20_21
29,Benevento,2021-04-12,Giornata n. 30,Casa,P,0.0,Sassuolo,9.0,3.0,0,0,223.0,332.0,3.0,32.0,16.0,3,0,20_21
29,Sassuolo,2021-04-12,Giornata n. 30,Ospiti,V,1.0,Benevento,15.0,5.0,0,0,623.0,712.0,8.0,68.0,18.0,2,0,20_21
30,Udinese,2021-04-17,Giornata n. 31,Ospiti,V,2.0,Crotone,11.0,5.0,0,0,366.0,445.0,7.0,46.0,20.0,2,1,20_21
30,Parma,2021-04-17,Giornata n. 31,Ospiti,P,3.0,Cagliari,11.0,5.0,0,0,241.0,335.0,4.0,36.0,14.0,2,0,20_21
30,Fiorentina,2021-04-17,Giornata n. 31,Ospiti,P,1.0,Sassuolo,7.0,5.0,0,0,204.0,291.0,4.0,29.0,17.0,5,0,20_21
30,Sassuolo,2021-04-17,Giornata n. 31,Casa,V,3.0,Fiorentina,9.0,3.0,2,2,640.0,721.0,3.0,71.0,8.0,3,0,20_21
30,Hellas Verona,2021-04-17,Giornata n. 31,Ospiti,P,1.0,Sampdoria,19.0,4.0,0,0,330.0,439.0,7.0,51.0,15.0,3,0,20_21
30,Crotone,2021-04-17,Giornata n. 31,Casa,P,1.0,Udinese,6.0,2.0,1,1,438.0,524.0,5.0,54.0,16.0,0,0,20_21
30,Cagliari,2021-04-17,Giornata n. 31,Casa,V,4.0,Parma,20.0,5.0,0,0,489.0,587.0,0.0,64.0,15.0,4,0,20_21
30,Sampdoria,2021-04-17,Giornata n. 31,Casa,V,3.0,Hellas Verona,11.0,4.0,1,1,302.0,415.0,5.0,49.0,18.0,3,0,20_21
30,Milan,2021-04-18,Giornata n. 31,Casa,V,2.0,Genoa,17.0,4.0,0,0,466.0,558.0,5.0,54.0,9.0,0,0,20_21
30,Spezia,2021-04-18,Giornata n. 31,Ospiti,P,1.0,Bologna,9.0,4.0,0,0,469.0,568.0,8.0,59.0,13.0,1,0,20_21
30,Bologna,2021-04-18,Giornata n. 31,Casa,V,4.0,Spezia,9.0,4.0,1,1,296.0,394.0,4.0,41.0,17.0,1,0,20_21
30,Napoli,2021-04-18,Giornata n. 31,Casa,N,1.0,Inter,12.0,1.0,0,0,564.0,622.0,3.0,56.0,12.0,5,0,20_21
29,Torino,2021-04-18,Giornata n. 31,Casa,V,3.0,Roma,25.0,11.0,0,0,338.0,434.0,11.0,49.0,19.0,2,0,20_21
30,Benevento,2021-04-18,Giornata n. 31,Ospiti,P,3.0,Lazio,15.0,6.0,1,1,350.0,429.0,4.0,43.0,14.0,3,0,20_21
30,Juventus,2021-04-18,Giornata n. 31,Ospiti,P,0.0,Atalanta,12.0,1.0,0,0,518.0,607.0,8.0,56.0,16.0,2,0,20_21
30,Genoa,2021-04-18,Giornata n. 31,Ospiti,P,1.0,Milan,12.0,2.0,0,0,388.0,484.0,4.0,46.0,14.0,1,0,20_21
29,Lazio,2021-04-18,Giornata n. 31,Casa,V,5.0,Benevento,11.0,5.0,1,2,481.0,567.0,5.0,57.0,16.0,2,0,20_21
30,Atalanta,2021-04-18,Giornata n. 31,Casa,V,1.0,Juventus,13.0,2.0,0,0,422.0,486.0,3.0,44.0,24.0,3,0,20_21
30,Inter,2021-04-18,Giornata n. 31,Ospiti,N,1.0,Napoli,11.0,2.0,0,0,424.0,479.0,3.0,44.0,13.0,2,0,20_21
30,Roma,2021-04-18,Giornata n. 31,Ospiti,P,1.0,Torino,9.0,4.0,0,0,375.0,453.0,3.0,51.0,17.0,2,1,20_21
31,Hellas Verona,2021-04-20,Giornata n. 32,Casa,P,1.0,Fiorentina,9.0,4.0,0,0,504.0,612.0,5.0,65.0,17.0,2,0,20_21
31,Fiorentina,2021-04-20,Giornata n. 32,Ospiti,V,2.0,Hellas Verona,5.0,3.0,1,1,251.0,336.0,3.0,35.0,20.0,3,0,20_21
31,Parma,2021-04-21,Giornata n. 32,Ospiti,P,1.0,Juventus,9.0,1.0,0,0,331.0,403.0,6.0,36.0,24.0,2,0,20_21
31,Sampdoria,2021-04-21,Giornata n. 32,Ospiti,V,1.0,Crotone,14.0,5.0,0,0,546.0,657.0,6.0,60.0,7.0,1,0,20_21
31,Crotone,2021-04-21,Giornata n. 32,Casa,P,0.0,Sampdoria,7.0,4.0,0,0,348.0,442.0,2.0,40.0,17.0,1,0,20_21
31,Genoa,2021-04-21,Giornata n. 32,Casa,N,2.0,Benevento,13.0,5.0,0,0,534.0,643.0,3.0,64.0,15.0,2,0,20_21
31,Inter,2021-04-21,Giornata n. 32,Ospiti,N,1.0,Spezia,20.0,5.0,0,0,607.0,696.0,8.0,64.0,6.0,0,0,20_21
31,Bologna,2021-04-21,Giornata n. 32,Casa,N,1.0,Torino,8.0,1.0,0,0,266.0,372.0,3.0,49.0,30.0,4,0,20_21
30,Torino,2021-04-21,Giornata n. 32,Ospiti,N,1.0,Bologna,17.0,3.0,0,0,289.0,392.0,7.0,51.0,18.0,2,0,20_21
31,Cagliari,2021-04-21,Giornata n. 32,Ospiti,V,1.0,Udinese,14.0,3.0,1,1,362.0,437.0,5.0,44.0,14.0,2,0,20_21
31,Sassuolo,2021-04-21,Giornata n. 32,Ospiti,V,2.0,Milan,16.0,6.0,0,0,444.0,520.0,7.0,53.0,14.0,1,0,20_21
31,Udinese,2021-04-21,Giornata n. 32,Casa,P,0.0,Cagliari,12.0,2.0,0,0,480.0,563.0,2.0,56.0,12.0,0,0,20_21
31,Milan,2021-04-21,Giornata n. 32,Casa,P,1.0,Sassuolo,18.0,6.0,0,0,401.0,464.0,3.0,47.0,21.0,0,0,20_21
31,Spezia,2021-04-21,Giornata n. 32,Casa,N,1.0,Inter,1.0,1.0,0,0,309.0,384.0,0.0,36.0,11.0,2,0,20_21
31,Benevento,2021-04-21,Giornata n. 32,Ospiti,N,2.0,Genoa,7.0,1.0,1,1,265.0,365.0,0.0,36.0,18.0,0,0,20_21
31,Juventus,2021-04-21,Giornata n. 32,Casa,V,3.0,Parma,16.0,6.0,0,0,636.0,720.0,6.0,64.0,14.0,2,0,20_21
31,Napoli,2021-04-22,Giornata n. 32,Casa,V,5.0,Lazio,9.0,7.0,1,1,437.0,504.0,2.0,50.0,9.0,4,0,20_21
31,Roma,2021-04-22,Giornata n. 32,Casa,N,1.0,Atalanta,14.0,3.0,0,0,484.0,594.0,4.0,59.0,17.0,4,1,20_21
30,Lazio,2021-04-22,Giornata n. 32,Ospiti,P,2.0,Napoli,16.0,3.0,0,0,448.0,513.0,3.0,50.0,21.0,4,0,20_21
31,Atalanta,2021-04-22,Giornata n. 32,Ospiti,N,1.0,Roma,22.0,8.0,0,0,321.0,409.0,8.0,41.0,14.0,2,1,20_21
32,Crotone,2021-04-24,Giornata n. 33,Ospiti,V,4.0,Parma,12.0,3.0,1,1,310.0,401.0,5.0,43.0,12.0,2,0,20_21
32,Spezia,2021-04-24,Giornata n. 33,Ospiti,P,0.0,Genoa,9.0,1.0,0,0,527.0,629.0,3.0,66.0,14.0,2,0,20_21
32,Parma,2021-04-24,Giornata n. 33,Casa,P,3.0,Crotone,15.0,3.0,0,0,447.0,542.0,7.0,57.0,16.0,3,0,20_21
32,Genoa,2021-04-24,Giornata n. 33,Casa,V,2.0,Spezia,10.0,6.0,0,0,243.0,330.0,0.0,34.0,20.0,2,0,20_21
32,Sassuolo,2021-04-24,Giornata n. 33,Casa,V,1.0,Sampdoria,16.0,7.0,0,0,688.0,765.0,8.0,66.0,18.0,0,0,20_21
32,Sampdoria,2021-04-24,Giornata n. 33,Ospiti,P,0.0,Sassuolo,11.0,2.0,0,0,323.0,402.0,3.0,34.0,10.0,0,0,20_21
32,Atalanta,2021-04-25,Giornata n. 33,Casa,V,5.0,Bologna,25.0,8.0,1,1,439.0,522.0,8.0,55.0,13.0,0,0,20_21
32,Hellas Verona,2021-04-25,Giornata n. 33,Ospiti,P,0.0,Inter,11.0,1.0,0,0,486.0,577.0,8.0,51.0,15.0,3,0,20_21
32,Udinese,2021-04-25,Giornata n. 33,Ospiti,V,4.0,Benevento,9.0,5.0,0,0,292.0,365.0,2.0,42.0,20.0,2,0,20_21
32,Cagliari,2021-04-25,Giornata n. 33,Casa,V,3.0,Roma,11.0,6.0,0,0,199.0,274.0,4.0,30.0,15.0,3,0,20_21
32,Benevento,2021-04-25,Giornata n. 33,Casa,P,2.0,Udinese,20.0,6.0,1,1,402.0,506.0,11.0,58.0,20.0,2,0,20_21
32,Roma,2021-04-25,Giornata n. 33,Ospiti,P,2.0,Cagliari,17.0,7.0,0,0,553.0,639.0,10.0,70.0,17.0,1,0,20_21
32,Bologna,2021-04-25,Giornata n. 33,Ospiti,P,0.0,Atalanta,8.0,3.0,0,0,332.0,421.0,3.0,45.0,8.0,1,1,20_21
32,Inter,2021-04-25,Giornata n. 33,Casa,V,1.0,Hellas Verona,12.0,3.0,0,0,465.0,549.0,3.0,49.0,9.0,0,0,20_21
32,Fiorentina,2021-04-25,Giornata n. 33,Casa,N,1.0,Juventus,11.0,4.0,1,1,207.0,294.0,7.0,34.0,15.0,3,0,20_21
32,Juventus,2021-04-25,Giornata n. 33,Ospiti,N,1.0,Fiorentina,9.0,1.0,0,0,488.0,579.0,2.0,66.0,16.0,1,0,20_21
32,Milan,2021-04-26,Giornata n. 33,Ospiti,P,0.0,Lazio,16.0,5.0,0,0,508.0,606.0,9.0,59.0,13.0,0,0,20_21
31,Lazio,2021-04-26,Giornata n. 33,Casa,V,3.0,Milan,14.0,5.0,0,0,327.0,422.0,1.0,41.0,13.0,2,0,20_21
31,Torino,2021-04-26,Giornata n. 33,Casa,P,0.0,Napoli,15.0,5.0,0,0,370.0,448.0,8.0,47.0,19.0,3,1,20_21
32,Napoli,2021-04-26,Giornata n. 33,Ospiti,V,2.0,Torino,25.0,7.0,0,0,418.0,502.0,11.0,53.0,16.0,1,0,20_21
33,Crotone,2021-05-01,Giornata n. 34,Casa,P,0.0,Inter,6.0,1.0,0,0,367.0,428.0,4.0,39.0,13.0,1,0,20_21
33,Benevento,2021-05-01,Giornata n. 34,Ospiti,P,0.0,Milan,13.0,1.0,0,0,384.0,474.0,7.0,44.0,9.0,0,0,20_21
33,Milan,2021-05-01,Giornata n. 34,Casa,V,2.0,Benevento,20.0,11.0,0,0,540.0,594.0,6.0,56.0,20.0,2,0,20_21
33,Spezia,2021-05-01,Giornata n. 34,Ospiti,N,1.0,Hellas Verona,13.0,2.0,0,0,325.0,417.0,5.0,53.0,17.0,2,0,20_21
33,Inter,2021-05-01,Giornata n. 34,Ospiti,V,2.0,Crotone,23.0,5.0,0,0,589.0,659.0,11.0,61.0,10.0,2,0,20_21
33,Hellas Verona,2021-05-01,Giornata n. 34,Casa,N,1.0,Spezia,8.0,5.0,0,0,271.0,369.0,5.0,47.0,30.0,6,0,20_21
33,Fiorentina,2021-05-02,Giornata n. 34,Ospiti,N,3.0,Bologna,8.0,2.0,1,1,232.0,319.0,5.0,38.0,14.0,2,0,20_21
33,Roma,2021-05-02,Giornata n. 34,Ospiti,P,0.0,Sampdoria,9.0,2.0,0,1,341.0,444.0,8.0,46.0,15.0,3,0,20_21
32,Lazio,2021-05-02,Giornata n. 34,Casa,V,4.0,Genoa,19.0,9.0,1,1,458.0,539.0,7.0,52.0,14.0,3,0,20_21
33,Udinese,2021-05-02,Giornata n. 34,Casa,P,1.0,Juventus,8.0,2.0,0,0,394.0,480.0,2.0,43.0,14.0,3,0,20_21
33,Napoli,2021-05-02,Giornata n. 34,Casa,N,1.0,Cagliari,19.0,5.0,0,0,498.0,557.0,3.0,54.0,11.0,1,0,20_21
33,Bologna,2021-05-02,Giornata n. 34,Casa,N,3.0,Fiorentina,12.0,6.0,0,0,444.0,525.0,3.0,62.0,18.0,2,0,20_21
33,Sassuolo,2021-05-02,Giornata n. 34,Casa,N,1.0,Atalanta,11.0,4.0,1,1,536.0,614.0,4.0,63.0,18.0,6,1,20_21
33,Atalanta,2021-05-02,Giornata n. 34,Ospiti,N,1.0,Sassuolo,9.0,7.0,0,1,281.0,362.0,4.0,37.0,11.0,1,1,20_21
33,Cagliari,2021-05-02,Giornata n. 34,Ospiti,N,1.0,Napoli,14.0,4.0,0,0,371.0,467.0,1.0,46.0,16.0,3,0,20_21
33,Juventus,2021-05-02,Giornata n. 34,Ospiti,V,2.0,Udinese,13.0,3.0,1,1,558.0,642.0,6.0,57.0,22.0,0,0,20_21
33,Sampdoria,2021-05-02,Giornata n. 34,Casa,V,2.0,Roma,13.0,7.0,0,0,401.0,513.0,8.0,54.0,16.0,0,0,20_21
33,Genoa,2021-05-02,Giornata n. 34,Ospiti,P,3.0,Lazio,8.0,4.0,1,1,406.0,493.0,4.0,48.0,15.0,4,0,20_21
32,Torino,2021-05-03,Giornata n. 34,Casa,V,1.0,Parma,13.0,2.0,0,0,343.0,447.0,5.0,50.0,11.0,0,0,20_21
33,Parma,2021-05-03,Giornata n. 34,Ospiti,P,0.0,Torino,10.0,1.0,0,0,346.0,450.0,2.0,50.0,18.0,3,0,20_21
34,Fiorentina,2021-05-08,Giornata n. 35,Casa,V,2.0,Lazio,10.0,5.0,0,0,182.0,257.0,5.0,30.0,16.0,4,0,20_21
34,Spezia,2021-05-08,Giornata n. 35,Casa,P,1.0,Napoli,8.0,2.0,0,0,418.0,494.0,1.0,48.0,19.0,3,0,20_21
34,Bologna,2021-05-08,Giornata n. 35,Ospiti,N,1.0,Udinese,15.0,3.0,1,1,414.0,505.0,10.0,53.0,20.0,1,0,20_21
34,Napoli,2021-05-08,Giornata n. 35,Ospiti,V,4.0,Spezia,12.0,6.0,0,0,442.0,529.0,2.0,52.0,21.0,2,0,20_21
34,Udinese,2021-05-08,Giornata n. 35,Casa,N,1.0,Bologna,9.0,3.0,0,0,356.0,440.0,5.0,47.0,15.0,1,0,20_21
34,Inter,2021-05-08,Giornata n. 35,Casa,V,5.0,Sampdoria,13.0,6.0,1,1,551.0,619.0,2.0,55.0,12.0,0,0,20_21
34,Sampdoria,2021-05-08,Giornata n. 35,Ospiti,P,1.0,Inter,14.0,3.0,0,0,430.0,511.0,8.0,45.0,17.0,2,0,20_21
33,Lazio,2021-05-08,Giornata n. 35,Ospiti,P,0.0,Fiorentina,11.0,3.0,0,0,526.0,607.0,7.0,70.0,15.0,8,1,20_21
34,Benevento,2021-05-09,Giornata n. 35,Casa,P,1.0,Cagliari,7.0,7.0,0,0,278.0,369.0,4.0,59.0,18.0,2,0,20_21
34,Hellas Verona,2021-05-09,Giornata n. 35,Casa,N,1.0,Torino,23.0,7.0,0,0,351.0,463.0,9.0,57.0,17.0,3,0,20_21
34,Juventus,2021-05-09,Giornata n. 35,Casa,P,0.0,Milan,16.0,1.0,0,0,533.0,624.0,8.0,56.0,18.0,2,0,20_21
34,Cagliari,2021-05-09,Giornata n. 35,Ospiti,V,3.0,Benevento,9.0,3.0,0,0,180.0,254.0,5.0,41.0,19.0,2,0,20_21
34,Genoa,2021-05-09,Giornata n. 35,Casa,P,1.0,Sassuolo,14.0,4.0,0,0,298.0,399.0,8.0,40.0,20.0,2,0,20_21
34,Sassuolo,2021-05-09,Giornata n. 35,Ospiti,V,2.0,Genoa,14.0,6.0,0,0,520.0,595.0,2.0,60.0,16.0,0,0,20_21
33,Torino,2021-05-09,Giornata n. 35,Ospiti,N,1.0,Hellas Verona,7.0,3.0,0,0,229.0,356.0,3.0,43.0,22.0,3,0,20_21
34,Milan,2021-05-09,Giornata n. 35,Ospiti,V,3.0,Juventus,9.0,4.0,0,1,418.0,497.0,2.0,44.0,14.0,2,0,20_21
34,Crotone,2021-05-09,Giornata n. 35,Ospiti,P,0.0,Roma,7.0,2.0,0,0,296.0,371.0,4.0,38.0,13.0,0,0,20_21
34,Atalanta,2021-05-09,Giornata n. 35,Ospiti,V,5.0,Parma,18.0,12.0,0,0,532.0,610.0,3.0,56.0,15.0,1,0,20_21
34,Parma,2021-05-09,Giornata n. 35,Casa,P,2.0,Atalanta,7.0,2.0,0,0,390.0,484.0,1.0,44.0,16.0,1,0,20_21
34,Roma,2021-05-09,Giornata n. 35,Casa,V,5.0,Crotone,22.0,10.0,0,0,521.0,601.0,8.0,62.0,10.0,2,0,20_21
35,Napoli,2021-05-11,Giornata n. 36,Casa,V,5.0,Udinese,21.0,9.0,0,0,496.0,565.0,8.0,51.0,9.0,0,0,20_21
35,Udinese,2021-05-11,Giornata n. 36,Ospiti,P,1.0,Napoli,4.0,1.0,0,0,455.0,533.0,3.0,49.0,15.0,1,0,20_21
35,Inter,2021-05-12,Giornata n. 36,Casa,V,3.0,Roma,14.0,5.0,0,0,503.0,559.0,5.0,51.0,5.0,0,0,20_21
34,Torino,2021-05-12,Giornata n. 36,Casa,P,0.0,Milan,14.0,1.0,0,0,351.0,420.0,2.0,43.0,16.0,2,0,20_21
35,Milan,2021-05-12,Giornata n. 36,Ospiti,V,7.0,Torino,11.0,7.0,1,1,492.0,565.0,3.0,57.0,16.0,1,0,20_21
35,Fiorentina,2021-05-12,Giornata n. 36,Ospiti,N,0.0,Cagliari,2.0,0.0,0,0,328.0,408.0,1.0,44.0,10.0,2,0,20_21
35,Bologna,2021-05-12,Giornata n. 36,Casa,P,0.0,Genoa,22.0,7.0,0,0,491.0,604.0,12.0,66.0,10.0,1,0,20_21
35,Sampdoria,2021-05-12,Giornata n. 36,Casa,N,2.0,Spezia,16.0,5.0,0,0,538.0,653.0,5.0,62.0,13.0,2,0,20_21
35,Spezia,2021-05-12,Giornata n. 36,Ospiti,N,2.0,Sampdoria,15.0,6.0,0,0,310.0,397.0,5.0,38.0,22.0,2,0,20_21
35,Roma,2021-05-12,Giornata n. 36,Ospiti,P,1.0,Inter,20.0,5.0,0,0,467.0,535.0,8.0,49.0,15.0,4,0,20_21
35,Parma,2021-05-12,Giornata n. 36,Ospiti,P,0.0,Lazio,12.0,4.0,0,0,433.0,515.0,2.0,49.0,14.0,3,0,20_21
34,Lazio,2021-05-12,Giornata n. 36,Casa,V,1.0,Parma,16.0,5.0,0,0,456.0,540.0,7.0,51.0,13.0,1,0,20_21
35,Juventus,2021-05-12,Giornata n. 36,Ospiti,V,3.0,Sassuolo,16.0,7.0,0,0,331.0,405.0,5.0,35.0,14.0,2,0,20_21
35,Sassuolo,2021-05-12,Giornata n. 36,Casa,P,1.0,Juventus,18.0,2.0,0,1,677.0,743.0,3.0,65.0,12.0,1,0,20_21
35,Genoa,2021-05-12,Giornata n. 36,Ospiti,V,2.0,Bologna,10.0,6.0,1,1,203.0,307.0,4.0,34.0,11.0,2,0,20_21
35,Cagliari,2021-05-12,Giornata n. 36,Casa,N,0.0,Fiorentina,8.0,0.0,0,0,431.0,529.0,3.0,56.0,21.0,1,0,20_21
35,Benevento,2021-05-12,Giornata n. 36,Ospiti,P,0.0,Atalanta,4.0,0.0,0,0,218.0,316.0,5.0,30.0,18.0,5,1,20_21
35,Atalanta,2021-05-12,Giornata n. 36,Casa,V,2.0,Benevento,15.0,4.0,0,0,659.0,746.0,7.0,70.0,23.0,2,0,20_21
35,Crotone,2021-05-13,Giornata n. 36,Casa,V,2.0,Hellas Verona,9.0,4.0,0,0,273.0,363.0,0.0,38.0,20.0,3,0,20_21
35,Hellas Verona,2021-05-13,Giornata n. 36,Ospiti,P,1.0,Crotone,11.0,2.0,0,0,480.0,597.0,9.0,62.0,11.0,1,0,20_21
36,Genoa,2021-05-15,Giornata n. 37,Casa,P,3.0,Atalanta,9.0,5.0,1,1,394.0,473.0,2.0,40.0,13.0,1,0,20_21
36,Juventus,2021-05-15,Giornata n. 37,Casa,V,3.0,Inter,11.0,4.0,1,2,377.0,426.0,4.0,41.0,10.0,5,1,20_21
35,Torino,2021-05-15,Giornata n. 37,Ospiti,P,1.0,Spezia,5.0,1.0,1,1,357.0,475.0,6.0,60.0,19.0,5,0,20_21
35,Lazio,2021-05-15,Giornata n. 37,Ospiti,P,0.0,Roma,9.0,4.0,0,0,424.0,501.0,4.0,51.0,7.0,2,1,20_21
36,Roma,2021-05-15,Giornata n. 37,Casa,V,2.0,Lazio,13.0,2.0,0,0,394.0,480.0,4.0,49.0,8.0,2,0,20_21
36,Spezia,2021-05-15,Giornata n. 37,Casa,V,4.0,Torino,12.0,7.0,1,1,223.0,322.0,3.0,40.0,27.0,3,0,20_21
36,Inter,2021-05-15,Giornata n. 37,Ospiti,P,2.0,Juventus,6.0,2.0,1,1,552.0,614.0,3.0,59.0,18.0,5,1,20_21
36,Atalanta,2021-05-15,Giornata n. 37,Ospiti,V,4.0,Genoa,12.0,6.0,0,0,626.0,721.0,4.0,60.0,9.0,2,0,20_21
36,Milan,2021-05-16,Giornata n. 37,Casa,N,0.0,Cagliari,21.0,3.0,0,0,545.0,644.0,9.0,61.0,8.0,2,0,20_21
36,Benevento,2021-05-16,Giornata n. 37,Casa,N,1.0,Crotone,21.0,8.0,0,0,421.0,495.0,8.0,54.0,13.0,2,0,20_21
36,Napoli,2021-05-16,Giornata n. 37,Ospiti,V,2.0,Fiorentina,20.0,5.0,0,1,441.0,505.0,6.0,59.0,10.0,2,0,20_21
36,Udinese,2021-05-16,Giornata n. 37,Casa,P,0.0,Sampdoria,9.0,2.0,0,0,472.0,561.0,6.0,52.0,13.0,3,0,20_21
36,Parma,2021-05-16,Giornata n. 37,Casa,P,1.0,Sassuolo,16.0,7.0,0,0,301.0,376.0,2.0,33.0,13.0,1,0,20_21
36,Fiorentina,2021-05-16,Giornata n. 37,Casa,P,0.0,Napoli,7.0,3.0,0,0,286.0,357.0,3.0,41.0,16.0,5,1,20_21
36,Sampdoria,2021-05-16,Giornata n. 37,Ospiti,V,1.0,Udinese,15.0,6.0,1,1,438.0,516.0,3.0,48.0,14.0,1,0,20_21
36,Sassuolo,2021-05-16,Giornata n. 37,Ospiti,V,3.0,Parma,12.0,8.0,1,1,661.0,751.0,12.0,67.0,13.0,0,0,20_21
36,Cagliari,2021-05-16,Giornata n. 37,Ospiti,N,0.0,Milan,7.0,2.0,0,0,318.0,416.0,7.0,39.0,12.0,2,0,20_21
36,Crotone,2021-05-16,Giornata n. 37,Ospiti,N,1.0,Benevento,5.0,2.0,0,0,342.0,421.0,4.0,46.0,20.0,2,1,20_21
