,Data,Casa,Punteggio,Ospiti
114,2019-11-03,Lecce,2–2,Sassuolo
115,2019-11-03,Genoa,1–3,Udinese
116,2019-11-03,Fiorentina,1–1,Parma
117,2019-11-03,Milan,1–2,Lazio
118,2019-11-04,SPAL,0–1,Sampdoria
120,2019-11-08,Sassuolo,3–1,Bologna
121,2019-11-09,Brescia,0–4,Torino
122,2019-11-09,Inter,2–1,Hellas Verona
123,2019-11-09,Napoli,0–0,Genoa
124,2019-11-10,Cagliari,5–2,Fiorentina
125,2019-11-10,Lazio,4–2,Lecce
126,2019-11-10,Udinese,0–0,SPAL
127,2019-11-10,Sampdoria,0–0,Atalanta
128,2019-11-10,Parma,2–0,Roma
129,2019-11-10,Juventus,1–0,Milan
131,2019-11-23,Atalanta,1–3,Juventus
132,2019-11-23,Milan,1–1,Napoli
133,2019-11-23,Torino,0–3,Inter
134,2019-11-24,Bologna,2–2,Parma
135,2019-11-24,Roma,3–0,Brescia
136,2019-11-24,Hellas Verona,1–0,Fiorentina
137,2019-11-24,Sassuolo,1–2,Lazio
138,2019-11-24,Sampdoria,2–1,Udinese
139,2019-11-25,Lecce,2–2,Cagliari
140,2019-11-25,SPAL,1–1,Genoa
142,2019-11-30,Brescia,0–3,Atalanta
143,2019-11-30,Genoa,0–1,Torino
144,2019-11-30,Fiorentina,0–1,Lecce
145,2019-12-01,Juventus,2–2,Sassuolo
146,2019-12-01,Lazio,3–0,Udinese
147,2019-12-01,Parma,0–1,Milan
148,2019-12-01,Inter,2–1,SPAL
149,2019-12-01,Napoli,1–2,Bologna
150,2019-12-01,Hellas Verona,1–3,Roma
151,2019-12-02,Cagliari,4–3,Sampdoria
153,2019-12-06,Inter,0–0,Roma
154,2019-12-07,Atalanta,3–2,Hellas Verona
155,2019-12-07,Udinese,1–1,Napoli
156,2019-12-07,Lazio,3–1,Juventus
157,2019-12-08,Lecce,2–2,Genoa
158,2019-12-08,Torino,2–1,Fiorentina
159,2019-12-08,Sassuolo,2–2,Cagliari
160,2019-12-08,SPAL,0–1,Brescia
161,2019-12-08,Sampdoria,0–1,Parma
162,2019-12-08,Bologna,2–3,Milan
164,2019-12-14,Brescia,3–0,Lecce
165,2019-12-14,Napoli,1–2,Parma
166,2019-12-14,Genoa,0–1,Sampdoria
167,2019-12-15,Hellas Verona,3–3,Torino
168,2019-12-15,Bologna,2–1,Atalanta
169,2019-12-15,Milan,0–0,Sassuolo
170,2019-12-15,Juventus,3–1,Udinese
171,2019-12-15,Roma,3–1,SPAL
172,2019-12-15,Fiorentina,1–1,Inter
173,2019-12-16,Cagliari,1–2,Lazio
175,2019-12-18,Sampdoria,1–2,Juventus
177,2019-12-18,Brescia,0–2,Sassuolo
179,2019-12-20,Fiorentina,1–4,Roma
180,2019-12-21,Udinese,2–1,Cagliari
181,2019-12-21,Inter,4–0,Genoa
182,2019-12-21,Torino,1–2,SPAL
183,2019-12-22,Atalanta,5–0,Milan
184,2019-12-22,Parma,1–1,Brescia
185,2019-12-22,Lecce,2–3,Bologna
186,2019-12-22,Sassuolo,1–2,Napoli
188,2020-01-05,Brescia,1–2,Lazio
189,2020-01-05,SPAL,0–2,Hellas Verona
190,2020-01-05,Genoa,2–1,Sassuolo
191,2020-01-05,Roma,0–2,Torino
192,2020-01-06,Bologna,1–1,Fiorentina
193,2020-01-06,Atalanta,5–0,Parma
194,2020-01-06,Juventus,4–0,Cagliari
195,2020-01-06,Milan,0–0,Sampdoria
196,2020-01-06,Lecce,0–1,Udinese
197,2020-01-06,Napoli,1–3,Inter
199,2020-01-11,Cagliari,0–2,Milan
200,2020-01-11,Lazio,1–0,Napoli
201,2020-01-11,Inter,1–1,Atalanta
202,2020-01-12,Udinese,3–0,Sassuolo
203,2020-01-12,Sampdoria,5–1,Brescia
204,2020-01-12,Torino,1–0,Bologna
205,2020-01-12,Fiorentina,1–0,SPAL
206,2020-01-12,Hellas Verona,2–1,Genoa
207,2020-01-12,Roma,1–2,Juventus
208,2020-01-13,Parma,2–0,Lecce
210,2020-01-18,Lazio,5–1,Sampdoria
211,2020-01-18,Sassuolo,2–1,Torino
212,2020-01-18,Napoli,0–2,Fiorentina
213,2020-01-19,Milan,3–2,Udinese
214,2020-01-19,Bologna,1–1,Hellas Verona
215,2020-01-19,Brescia,2–2,Cagliari
216,2020-01-19,Lecce,1–1,Inter
217,2020-01-19,Genoa,1–3,Roma
218,2020-01-19,Juventus,2–1,Parma
219,2020-01-20,Atalanta,1–2,SPAL
221,2020-01-24,Brescia,0–1,Milan
222,2020-01-25,SPAL,1–3,Bologna
223,2020-01-25,Fiorentina,0–0,Genoa
224,2020-01-25,Torino,0–7,Atalanta
225,2020-01-26,Inter,1–1,Cagliari
226,2020-01-26,Hellas Verona,3–0,Lecce
227,2020-01-26,Sampdoria,0–0,Sassuolo
228,2020-01-26,Parma,2–0,Udinese
229,2020-01-26,Roma,1–1,Lazio
230,2020-01-26,Napoli,2–1,Juventus
232,2020-02-01,Bologna,2–1,Brescia
233,2020-02-01,Cagliari,2–2,Parma
234,2020-02-01,Sassuolo,4–2,Roma
235,2020-02-02,Juventus,3–0,Fiorentina
236,2020-02-02,Atalanta,2–2,Genoa
237,2020-02-02,Lazio,5–1,SPAL
238,2020-02-02,Milan,1–1,Hellas Verona
239,2020-02-02,Lecce,4–0,Torino
240,2020-02-02,Udinese,0–2,Inter
241,2020-02-03,Sampdoria,2–4,Napoli
243,2020-02-05,Lazio,0–0,Hellas Verona
245,2020-02-07,Roma,2–3,Bologna
246,2020-02-08,Fiorentina,1–2,Atalanta
247,2020-02-08,Torino,1–3,Sampdoria
248,2020-02-08,Hellas Verona,2–1,Juventus
249,2020-02-09,SPAL,1–2,Sassuolo
250,2020-02-09,Genoa,1–0,Cagliari
251,2020-02-09,Brescia,1–1,Udinese
252,2020-02-09,Napoli,2–3,Lecce
253,2020-02-09,Parma,0–1,Lazio
254,2020-02-09,Inter,4–2,Milan
256,2020-02-15,Lecce,2–1,SPAL
257,2020-02-15,Bologna,0–3,Genoa
258,2020-02-15,Atalanta,2–1,Roma
259,2020-02-16,Udinese,0–0,Hellas Verona
260,2020-02-16,Juventus,2–0,Brescia
261,2020-02-16,Sampdoria,1–5,Fiorentina
262,2020-02-16,Sassuolo,0–1,Parma
263,2020-02-16,Cagliari,0–1,Napoli
264,2020-02-16,Lazio,2–1,Inter
265,2020-02-17,Milan,1–0,Torino
267,2020-02-21,Brescia,1–2,Napoli
268,2020-02-22,Bologna,1–1,Udinese
269,2020-02-22,SPAL,1–2,Juventus
270,2020-02-22,Fiorentina,1–1,Milan
271,2020-02-23,Genoa,2–3,Lazio
272,2020-02-23,Roma,4–0,Lecce
274,2020-02-29,Lazio,2–0,Bologna
275,2020-02-29,Napoli,2–1,Torino
276,2020-03-01,Lecce,2–7,Atalanta
277,2020-03-01,Cagliari,3–4,Roma
278,2020-03-08,Parma,0–1,SPAL
279,2020-03-08,Milan,1–2,Genoa
280,2020-03-08,Sampdoria,2–1,Hellas Verona
281,2020-03-08,Udinese,0–0,Fiorentina
282,2020-03-08,Juventus,2–0,Inter
283,2020-03-09,Sassuolo,3–0,Brescia
285,2020-06-20,Torino,1–1,Parma
286,2020-06-20,Hellas Verona,2–1,Cagliari
287,2020-06-21,Atalanta,4–1,Sassuolo
288,2020-06-21,Inter,2–1,Sampdoria
290,2020-06-22,Fiorentina,1–1,Brescia
291,2020-06-22,Lecce,1–4,Milan
292,2020-06-22,Bologna,0–2,Juventus
293,2020-06-23,Hellas Verona,0–2,Napoli
294,2020-06-23,SPAL,0–1,Cagliari
295,2020-06-23,Genoa,1–4,Parma
296,2020-06-23,Torino,1–0,Udinese
297,2020-06-24,Inter,3–3,Sassuolo
298,2020-06-24,Atalanta,3–2,Lazio
299,2020-06-24,Roma,2–1,Sampdoria
301,2020-06-26,Juventus,4–0,Lecce
302,2020-06-27,Brescia,2–2,Genoa
303,2020-06-27,Cagliari,4–2,Torino
304,2020-06-27,Lazio,2–1,Fiorentina
305,2020-06-28,Milan,2–0,Roma
306,2020-06-28,Sampdoria,1–2,Bologna
307,2020-06-28,Napoli,3–1,SPAL
308,2020-06-28,Sassuolo,3–3,Hellas Verona
309,2020-06-28,Udinese,2–3,Atalanta
310,2020-06-28,Parma,1–2,Inter
312,2020-06-30,Torino,1–2,Lazio
313,2020-06-30,Genoa,1–3,Juventus
314,2020-07-01,Bologna,1–1,Cagliari
315,2020-07-01,Inter,6–0,Brescia
316,2020-07-01,Fiorentina,1–3,Sassuolo
317,2020-07-01,SPAL,2–2,Milan
318,2020-07-01,Hellas Verona,3–2,Parma
319,2020-07-01,Lecce,1–2,Sampdoria
320,2020-07-02,Atalanta,2–0,Napoli
321,2020-07-02,Roma,0–2,Udinese
323,2020-07-04,Juventus,4–1,Torino
324,2020-07-04,Sassuolo,4–2,Lecce
325,2020-07-04,Lazio,0–3,Milan
326,2020-07-05,Inter,1–2,Bologna
327,2020-07-05,Parma,1–2,Fiorentina
328,2020-07-05,Brescia,2–0,Hellas Verona
329,2020-07-05,Udinese,2–2,Genoa
330,2020-07-05,Cagliari,0–1,Atalanta
331,2020-07-05,Sampdoria,3–0,SPAL
332,2020-07-05,Napoli,2–1,Roma
334,2020-07-07,Lecce,2–1,Lazio
335,2020-07-07,Milan,4–2,Juventus
336,2020-07-08,Fiorentina,0–0,Cagliari
337,2020-07-08,Genoa,1–2,Napoli
338,2020-07-08,Bologna,1–2,Sassuolo
339,2020-07-08,Torino,3–1,Brescia
340,2020-07-08,Roma,2–1,Parma
341,2020-07-08,Atalanta,2–0,Sampdoria
342,2020-07-09,SPAL,0–3,Udinese
343,2020-07-09,Hellas Verona,2–2,Inter
345,2020-07-11,Lazio,1–2,Sassuolo
346,2020-07-11,Brescia,0–3,Roma
347,2020-07-11,Juventus,2–2,Atalanta
348,2020-07-12,Genoa,2–0,SPAL
349,2020-07-12,Fiorentina,1–1,Hellas Verona
350,2020-07-12,Udinese,1–3,Sampdoria
351,2020-07-12,Cagliari,0–0,Lecce
352,2020-07-12,Parma,2–2,Bologna
353,2020-07-12,Napoli,2–2,Milan
354,2020-07-13,Inter,3–1,Torino
356,2020-07-14,Atalanta,6–2,Brescia
357,2020-07-15,Sampdoria,3–0,Cagliari
358,2020-07-15,Bologna,1–1,Napoli
359,2020-07-15,Milan,3–1,Parma
360,2020-07-15,Roma,2–1,Hellas Verona
361,2020-07-15,Sassuolo,3–3,Juventus
362,2020-07-15,Lecce,1–3,Fiorentina
363,2020-07-15,Udinese,0–0,Lazio
364,2020-07-16,Torino,3–0,Genoa
365,2020-07-16,SPAL,0–4,Inter
367,2020-07-18,Hellas Verona,1–1,Atalanta
368,2020-07-18,Cagliari,1–1,Sassuolo
369,2020-07-18,Milan,5–1,Bologna
370,2020-07-19,Parma,2–3,Sampdoria
371,2020-07-19,Brescia,2–1,SPAL
372,2020-07-19,Genoa,2–1,Lecce
373,2020-07-19,Fiorentina,2–0,Torino
374,2020-07-19,Napoli,2–1,Udinese
375,2020-07-19,Roma,2–2,Inter
376,2020-07-20,Juventus,2–1,Lazio
378,2020-07-21,Atalanta,1–0,Bologna
379,2020-07-21,Sassuolo,1–2,Milan
380,2020-07-22,Parma,2–1,Napoli
381,2020-07-22,Inter,0–0,Fiorentina
382,2020-07-22,SPAL,1–6,Roma
383,2020-07-22,Torino,1–1,Hellas Verona
384,2020-07-22,Lecce,3–1,Brescia
385,2020-07-22,Sampdoria,1–2,Genoa
386,2020-07-23,Udinese,2–1,Juventus
387,2020-07-23,Lazio,2–1,Cagliari
389,2020-07-24,Milan,1–1,Atalanta
390,2020-07-25,Brescia,1–2,Parma
391,2020-07-25,Genoa,0–3,Inter
392,2020-07-25,Napoli,2–0,Sassuolo
393,2020-07-26,Bologna,3–2,Lecce
394,2020-07-26,Roma,2–1,Fiorentina
395,2020-07-26,Cagliari,0–1,Udinese
396,2020-07-26,SPAL,1–1,Torino
397,2020-07-26,Hellas Verona,1–5,Lazio
398,2020-07-26,Juventus,2–0,Sampdoria
400,2020-07-28,Parma,1–2,Atalanta
401,2020-07-28,Inter,2–0,Napoli
402,2020-07-29,Udinese,1–2,Lecce
403,2020-07-29,Hellas Verona,3–0,SPAL
404,2020-07-29,Sassuolo,5–0,Genoa
405,2020-07-29,Lazio,2–0,Brescia
406,2020-07-29,Sampdoria,1–4,Milan
407,2020-07-29,Fiorentina,4–0,Bologna
408,2020-07-29,Torino,2–3,Roma
409,2020-07-29,Cagliari,2–0,Juventus
411,2020-08-01,Brescia,1–1,Sampdoria
412,2020-08-01,Juventus,1–3,Roma
413,2020-08-01,Milan,3–0,Cagliari
414,2020-08-01,Atalanta,0–2,Inter
415,2020-08-01,Napoli,3–1,Lazio
416,2020-08-02,SPAL,1–3,Fiorentina
417,2020-08-02,Sassuolo,0–1,Udinese
418,2020-08-02,Lecce,3–4,Parma
419,2020-08-02,Bologna,1–1,Torino
420,2020-08-02,Genoa,3–0,Hellas Verona
