,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards
13,Fiorentina,2020-12-22,Giornata n. 14,Ospiti,V,3,Juventus,9,5,0,0,366.0,447.0,5.0,47.0,20,4,0
12,Juventus,2020-12-22,Giornata n. 14,Casa,P,0,Fiorentina,13,3,0,0,445.0,514.0,5.0,53.0,12,1,1
13,Crotone,2020-12-22,Giornata n. 14,Casa,V,2,Parma,11,6,0,0,327.0,432.0,3.0,49.0,18,4,0
13,Hellas Verona,2020-12-23,Giornata n. 14,Casa,P,1,Inter,6,2,0,0,263.0,379.0,2.0,40.0,18,4,0
13,Cagliari,2020-12-23,Giornata n. 14,Ospiti,P,2,Roma,9,1,1,1,265.0,363.0,0.0,39.0,21,2,0
13,Roma,2020-12-23,Giornata n. 14,Casa,V,3,Cagliari,15,8,0,0,476.0,573.0,6.0,61.0,20,3,0
13,Spezia,2020-12-23,Giornata n. 14,Casa,P,1,Genoa,8,4,0,0,568.0,683.0,4.0,67.0,19,3,0
13,Sassuolo,2020-12-23,Giornata n. 14,Ospiti,V,3,Sampdoria,14,8,0,0,404.0,503.0,6.0,53.0,15,4,0
13,Benevento,2020-12-23,Giornata n. 14,Ospiti,V,2,Udinese,9,4,0,0,275.0,364.0,1.0,39.0,12,2,0
13,Inter,2020-12-23,Giornata n. 14,Ospiti,V,2,Hellas Verona,18,6,0,0,459.0,572.0,8.0,60.0,21,2,0
13,Torino,2020-12-23,Giornata n. 14,Ospiti,N,1,Napoli,10,3,0,0,304.0,384.0,3.0,36.0,15,3,0
12,Udinese,2020-12-23,Giornata n. 14,Casa,P,0,Benevento,14,3,0,0,486.0,578.0,7.0,61.0,21,1,0
12,Napoli,2020-12-23,Giornata n. 14,Casa,N,1,Torino,15,6,0,0,603.0,695.0,4.0,64.0,21,3,0
13,Sampdoria,2020-12-23,Giornata n. 14,Casa,P,2,Sassuolo,26,6,0,0,325.0,442.0,14.0,47.0,13,2,1
13,Bologna,2020-12-23,Giornata n. 14,Casa,N,2,Atalanta,9,3,0,0,432.0,526.0,1.0,46.0,15,2,0
13,Milan,2020-12-23,Giornata n. 14,Casa,V,3,Lazio,12,4,1,1,298.0,380.0,4.0,40.0,10,2,0
13,Genoa,2020-12-23,Giornata n. 14,Ospiti,V,2,Spezia,6,4,1,1,231.0,331.0,2.0,33.0,23,4,0
13,Lazio,2020-12-23,Giornata n. 14,Ospiti,P,2,Milan,14,6,0,1,480.0,580.0,6.0,60.0,17,4,0
12,Atalanta,2020-12-23,Giornata n. 14,Ospiti,N,2,Bologna,11,5,1,1,508.0,610.0,5.0,54.0,17,2,0
13,Udinese,2021-01-03,Giornata n. 15,Ospiti,P,1,Juventus,10,3,0,0,345.0,429.0,1.0,38.0,10,0,0
14,Milan,2021-01-03,Giornata n. 15,Ospiti,V,2,Benevento,9,1,1,1,289.0,363.0,4.0,39.0,15,3,1
14,Crotone,2021-01-03,Giornata n. 15,Ospiti,P,2,Inter,8,2,1,1,485.0,556.0,3.0,52.0,8,3,0
13,Atalanta,2021-01-03,Giornata n. 15,Casa,V,5,Sassuolo,23,7,0,0,360.0,470.0,8.0,46.0,21,3,0
14,Roma,2021-01-03,Giornata n. 15,Casa,V,1,Sampdoria,20,6,0,0,549.0,635.0,8.0,64.0,20,3,0
14,Sassuolo,2021-01-03,Giornata n. 15,Ospiti,P,1,Atalanta,10,4,0,0,448.0,550.0,3.0,54.0,12,1,0
14,Inter,2021-01-03,Giornata n. 15,Casa,V,6,Crotone,16,8,0,0,440.0,514.0,3.0,48.0,9,0,0
14,Benevento,2021-01-03,Giornata n. 15,Casa,P,0,Milan,24,5,0,1,477.0,568.0,12.0,61.0,10,1,0
13,Napoli,2021-01-03,Giornata n. 15,Ospiti,V,4,Cagliari,33,10,1,1,587.0,644.0,8.0,62.0,7,1,0
14,Genoa,2021-01-03,Giornata n. 15,Casa,N,1,Lazio,10,3,0,0,291.0,383.0,4.0,39.0,11,2,0
14,Bologna,2021-01-03,Giornata n. 15,Ospiti,N,0,Fiorentina,8,3,0,0,458.0,538.0,5.0,54.0,14,3,0
14,Torino,2021-01-03,Giornata n. 15,Ospiti,V,3,Parma,12,5,0,0,328.0,430.0,3.0,43.0,18,2,0
14,Sampdoria,2021-01-03,Giornata n. 15,Ospiti,P,0,Roma,5,2,0,0,250.0,365.0,2.0,37.0,17,5,0
14,Cagliari,2021-01-03,Giornata n. 15,Casa,P,1,Napoli,8,1,0,0,327.0,391.0,3.0,38.0,12,4,1
14,Parma,2021-01-03,Giornata n. 15,Casa,P,0,Torino,16,4,0,0,459.0,566.0,9.0,57.0,21,2,0
14,Hellas Verona,2021-01-03,Giornata n. 15,Ospiti,V,1,Spezia,12,3,0,0,296.0,422.0,5.0,47.0,11,0,0
14,Spezia,2021-01-03,Giornata n. 15,Casa,P,0,Hellas Verona,7,1,0,0,344.0,475.0,3.0,53.0,22,6,1
14,Lazio,2021-01-03,Giornata n. 15,Ospiti,N,1,Genoa,11,2,1,1,484.0,595.0,9.0,61.0,21,4,0
14,Fiorentina,2021-01-03,Giornata n. 15,Casa,N,0,Bologna,8,0,0,0,383.0,458.0,8.0,46.0,9,4,0
13,Juventus,2021-01-03,Giornata n. 15,Casa,V,4,Udinese,20,10,0,0,636.0,706.0,7.0,62.0,15,3,0
14,Napoli,2021-01-06,Giornata n. 16,Casa,P,1,Spezia,29,9,0,0,542.0,643.0,10.0,62.0,10,2,0
14,Udinese,2021-01-06,Giornata n. 16,Ospiti,N,2,Bologna,17,6,0,0,484.0,584.0,6.0,62.0,15,3,0
14,Juventus,2021-01-06,Giornata n. 16,Ospiti,V,3,Milan,14,6,0,0,481.0,556.0,4.0,57.0,17,2,0
14,Atalanta,2021-01-06,Giornata n. 16,Casa,V,3,Parma,17,6,0,0,493.0,583.0,12.0,51.0,13,1,0
15,Inter,2021-01-06,Giornata n. 16,Ospiti,P,1,Sampdoria,24,6,0,1,471.0,574.0,10.0,63.0,19,4,0
15,Lazio,2021-01-06,Giornata n. 16,Casa,V,2,Fiorentina,13,3,0,0,361.0,433.0,2.0,45.0,13,3,0
15,Parma,2021-01-06,Giornata n. 16,Ospiti,P,0,Atalanta,2,0,0,0,473.0,555.0,3.0,49.0,7,1,0
15,Cagliari,2021-01-06,Giornata n. 16,Casa,P,1,Benevento,12,5,0,0,473.0,562.0,7.0,61.0,19,4,1
15,Milan,2021-01-06,Giornata n. 16,Casa,P,1,Juventus,20,8,0,0,351.0,418.0,7.0,43.0,19,1,0
15,Spezia,2021-01-06,Giornata n. 16,Ospiti,V,2,Napoli,8,2,1,1,312.0,398.0,2.0,38.0,17,5,1
15,Roma,2021-01-06,Giornata n. 16,Ospiti,V,3,Crotone,11,3,1,1,417.0,509.0,4.0,49.0,20,3,0
15,Crotone,2021-01-06,Giornata n. 16,Casa,P,1,Roma,14,4,0,0,448.0,534.0,3.0,51.0,15,2,0
15,Genoa,2021-01-06,Giornata n. 16,Ospiti,P,1,Sassuolo,7,2,0,0,308.0,406.0,2.0,37.0,14,3,0
15,Bologna,2021-01-06,Giornata n. 16,Casa,N,2,Udinese,10,6,0,0,283.0,355.0,4.0,38.0,15,4,1
15,Benevento,2021-01-06,Giornata n. 16,Ospiti,V,2,Cagliari,10,4,0,0,274.0,353.0,6.0,39.0,14,3,0
15,Torino,2021-01-06,Giornata n. 16,Casa,N,1,Hellas Verona,18,2,0,0,287.0,407.0,9.0,45.0,15,1,0
15,Sampdoria,2021-01-06,Giornata n. 16,Casa,V,2,Inter,9,2,1,1,249.0,339.0,4.0,37.0,13,3,0
15,Hellas Verona,2021-01-06,Giornata n. 16,Ospiti,N,1,Torino,8,2,0,0,378.0,494.0,3.0,55.0,21,3,0
15,Sassuolo,2021-01-06,Giornata n. 16,Casa,V,2,Genoa,17,3,0,0,589.0,688.0,8.0,63.0,19,3,0
15,Fiorentina,2021-01-06,Giornata n. 16,Ospiti,P,1,Lazio,10,4,1,1,452.0,540.0,9.0,55.0,12,1,0
16,Torino,2021-01-09,Giornata n. 17,Ospiti,P,0,Milan,9,2,0,0,428.0,511.0,5.0,54.0,17,2,0
16,Bologna,2021-01-09,Giornata n. 17,Ospiti,P,0,Genoa,13,3,0,0,531.0,648.0,4.0,64.0,9,0,0
16,Benevento,2021-01-09,Giornata n. 17,Casa,P,1,Atalanta,5,2,0,0,295.0,400.0,1.0,42.0,14,3,0
16,Genoa,2021-01-09,Giornata n. 17,Casa,V,2,Bologna,10,7,0,0,258.0,365.0,1.0,36.0,13,2,0
15,Atalanta,2021-01-09,Giornata n. 17,Ospiti,V,4,Benevento,27,12,0,0,471.0,557.0,11.0,58.0,22,2,0
16,Milan,2021-01-09,Giornata n. 17,Casa,V,2,Torino,7,3,1,1,351.0,429.0,7.0,46.0,21,6,0
15,Udinese,2021-01-10,Giornata n. 17,Casa,P,1,Napoli,17,8,0,0,342.0,417.0,2.0,38.0,21,3,0
16,Roma,2021-01-10,Giornata n. 17,Casa,N,2,Inter,14,8,0,0,503.0,574.0,3.0,51.0,21,3,0
15,Juventus,2021-01-10,Giornata n. 17,Casa,V,3,Sassuolo,23,8,0,0,608.0,668.0,6.0,56.0,17,4,0
16,Sassuolo,2021-01-10,Giornata n. 17,Ospiti,P,1,Juventus,10,2,0,0,458.0,528.0,3.0,44.0,7,1,1
16,Lazio,2021-01-10,Giornata n. 17,Ospiti,V,2,Parma,21,5,0,0,479.0,575.0,6.0,53.0,8,1,0
16,Parma,2021-01-10,Giornata n. 17,Casa,P,0,Lazio,10,3,0,0,408.0,507.0,5.0,47.0,11,4,0
16,Hellas Verona,2021-01-10,Giornata n. 17,Casa,V,2,Crotone,13,6,0,0,266.0,393.0,6.0,45.0,16,3,0
16,Inter,2021-01-10,Giornata n. 17,Ospiti,N,2,Roma,17,6,0,0,483.0,561.0,7.0,49.0,12,3,0
15,Napoli,2021-01-10,Giornata n. 17,Ospiti,V,2,Udinese,16,5,1,1,607.0,695.0,7.0,63.0,8,1,0
16,Fiorentina,2021-01-10,Giornata n. 17,Casa,V,1,Cagliari,14,4,0,0,380.0,488.0,9.0,52.0,18,1,0
16,Cagliari,2021-01-10,Giornata n. 17,Ospiti,P,0,Fiorentina,8,1,0,1,355.0,452.0,5.0,48.0,14,3,0
16,Crotone,2021-01-10,Giornata n. 17,Ospiti,P,1,Hellas Verona,9,2,0,0,359.0,475.0,4.0,55.0,16,3,0
16,Spezia,2021-01-11,Giornata n. 17,Casa,V,2,Sampdoria,8,3,1,1,436.0,550.0,4.0,56.0,21,4,0
16,Sampdoria,2021-01-11,Giornata n. 17,Ospiti,P,1,Spezia,6,3,0,0,303.0,432.0,2.0,44.0,16,3,0
17,Roma,2021-01-15,Giornata n. 18,Ospiti,P,0,Lazio,7,2,0,0,533.0,631.0,7.0,60.0,20,4,0
17,Lazio,2021-01-15,Giornata n. 18,Casa,V,3,Roma,8,8,0,0,335.0,421.0,1.0,40.0,13,5,0
16,Udinese,2021-01-16,Giornata n. 18,Ospiti,P,1,Sampdoria,15,5,0,0,352.0,438.0,5.0,46.0,12,1,0
17,Bologna,2021-01-16,Giornata n. 18,Casa,V,1,Hellas Verona,19,4,1,1,350.0,473.0,7.0,48.0,18,2,0
17,Hellas Verona,2021-01-16,Giornata n. 18,Ospiti,P,0,Bologna,8,1,0,0,389.0,515.0,3.0,52.0,10,1,0
17,Spezia,2021-01-16,Giornata n. 18,Ospiti,N,0,Torino,6,3,0,0,248.0,336.0,2.0,34.0,13,4,1
17,Torino,2021-01-16,Giornata n. 18,Casa,N,0,Spezia,10,1,0,0,575.0,662.0,6.0,66.0,12,3,0
17,Sampdoria,2021-01-16,Giornata n. 18,Casa,V,2,Udinese,14,5,1,1,409.0,507.0,11.0,54.0,10,1,0
16,Atalanta,2021-01-17,Giornata n. 18,Casa,N,0,Genoa,18,2,0,0,578.0,721.0,9.0,64.0,15,1,0
16,Napoli,2021-01-17,Giornata n. 18,Casa,V,6,Fiorentina,9,6,1,1,449.0,516.0,1.0,49.0,13,1,0
17,Benevento,2021-01-17,Giornata n. 18,Ospiti,P,1,Crotone,22,5,0,0,405.0,507.0,13.0,59.0,15,3,1
16,Juventus,2021-01-17,Giornata n. 18,Ospiti,P,0,Inter,10,4,0,0,492.0,568.0,4.0,50.0,16,2,0
17,Inter,2021-01-17,Giornata n. 18,Casa,V,2,Juventus,17,6,0,0,488.0,559.0,3.0,50.0,9,2,0
17,Sassuolo,2021-01-17,Giornata n. 18,Casa,N,1,Parma,16,3,1,1,484.0,553.0,5.0,60.0,18,3,0
17,Parma,2021-01-17,Giornata n. 18,Ospiti,N,1,Sassuolo,11,2,0,0,278.0,363.0,2.0,40.0,13,2,0
17,Crotone,2021-01-17,Giornata n. 18,Casa,V,4,Benevento,9,3,0,0,264.0,349.0,4.0,41.0,15,1,0
17,Genoa,2021-01-17,Giornata n. 18,Ospiti,N,0,Atalanta,7,3,0,0,294.0,412.0,1.0,36.0,13,2,0
17,Fiorentina,2021-01-17,Giornata n. 18,Ospiti,P,0,Napoli,11,1,0,0,455.0,536.0,4.0,51.0,16,0,0
17,Cagliari,2021-01-18,Giornata n. 18,Casa,P,0,Milan,17,2,0,0,367.0,457.0,7.0,44.0,11,2,0
17,Milan,2021-01-18,Giornata n. 18,Ospiti,V,2,Cagliari,9,5,1,1,496.0,578.0,4.0,56.0,13,3,1
17,Udinese,2021-01-20,Giornata n. 10,Casa,N,1,Atalanta,6,1,0,0,228.0,320.0,2.0,35.0,24,3,0
17,Atalanta,2021-01-20,Giornata n. 10,Ospiti,N,1,Udinese,17,4,0,0,496.0,604.0,7.0,65.0,29,2,0
18,Torino,2021-01-22,Giornata n. 19,Ospiti,N,2,Benevento,17,5,0,0,399.0,506.0,4.0,61.0,22,3,0
18,Benevento,2021-01-22,Giornata n. 19,Casa,N,2,Torino,10,2,1,1,225.0,329.0,6.0,39.0,17,1,0
18,Udinese,2021-01-23,Giornata n. 19,Casa,N,0,Inter,6,1,0,0,354.0,430.0,3.0,39.0,13,3,0
18,Inter,2021-01-23,Giornata n. 19,Ospiti,N,0,Udinese,10,4,0,0,585.0,674.0,4.0,61.0,18,2,0
18,Spezia,2021-01-23,Giornata n. 19,Ospiti,P,3,Roma,6,3,0,0,441.0,550.0,1.0,52.0,13,1,0
18,Crotone,2021-01-23,Giornata n. 19,Ospiti,P,1,Fiorentina,10,3,0,0,406.0,499.0,3.0,54.0,21,2,0
18,Fiorentina,2021-01-23,Giornata n. 19,Casa,V,2,Crotone,12,6,0,0,341.0,423.0,5.0,46.0,11,2,0
18,Milan,2021-01-23,Giornata n. 19,Casa,P,0,Atalanta,14,3,0,0,391.0,475.0,5.0,51.0,16,2,0
18,Atalanta,2021-01-23,Giornata n. 19,Ospiti,V,3,Milan,17,7,1,1,381.0,456.0,7.0,49.0,19,1,0
18,Roma,2021-01-23,Giornata n. 19,Casa,V,4,Spezia,14,7,0,0,414.0,500.0,3.0,48.0,13,3,0
18,Lazio,2021-01-24,Giornata n. 19,Casa,V,2,Sassuolo,20,6,0,0,430.0,510.0,9.0,50.0,17,2,0
18,Parma,2021-01-24,Giornata n. 19,Casa,P,0,Sampdoria,12,5,0,0,429.0,522.0,5.0,51.0,15,1,0
18,Sampdoria,2021-01-24,Giornata n. 19,Ospiti,V,2,Parma,11,3,0,0,405.0,498.0,5.0,49.0,16,1,0
18,Cagliari,2021-01-24,Giornata n. 19,Ospiti,P,0,Genoa,14,4,0,0,523.0,639.0,7.0,59.0,9,2,0
17,Napoli,2021-01-24,Giornata n. 19,Ospiti,P,1,Hellas Verona,12,2,0,0,410.0,517.0,3.0,52.0,11,3,0
18,Genoa,2021-01-24,Giornata n. 19,Casa,V,1,Cagliari,11,5,0,0,341.0,445.0,4.0,41.0,13,1,0
18,Hellas Verona,2021-01-24,Giornata n. 19,Casa,V,3,Napoli,14,7,0,0,360.0,477.0,3.0,48.0,13,2,0
17,Juventus,2021-01-24,Giornata n. 19,Casa,V,2,Bologna,23,11,0,0,447.0,517.0,7.0,53.0,11,3,0
18,Sassuolo,2021-01-24,Giornata n. 19,Ospiti,P,1,Lazio,5,1,0,0,439.0,517.0,6.0,50.0,16,3,0
18,Bologna,2021-01-24,Giornata n. 19,Ospiti,P,0,Juventus,11,2,0,0,392.0,467.0,6.0,47.0,19,2,0
19,Torino,2021-01-29,Giornata n. 20,Casa,N,1,Fiorentina,14,3,0,0,355.0,447.0,7.0,52.0,22,2,0
19,Fiorentina,2021-01-29,Giornata n. 20,Ospiti,N,1,Torino,8,1,0,0,336.0,420.0,2.0,48.0,15,2,2
19,Sampdoria,2021-01-30,Giornata n. 20,Casa,P,0,Juventus,6,1,0,0,358.0,452.0,5.0,39.0,16,4,0
19,Inter,2021-01-30,Giornata n. 20,Casa,V,4,Benevento,12,6,0,0,587.0,672.0,7.0,61.0,11,0,0
19,Bologna,2021-01-30,Giornata n. 20,Casa,P,1,Milan,11,5,0,0,369.0,472.0,6.0,49.0,13,2,0
19,Benevento,2021-01-30,Giornata n. 20,Ospiti,P,0,Inter,0,0,0,0,347.0,422.0,3.0,39.0,15,2,0
19,Milan,2021-01-30,Giornata n. 20,Ospiti,V,2,Bologna,13,8,1,2,401.0,488.0,4.0,51.0,13,1,0
18,Juventus,2021-01-30,Giornata n. 20,Ospiti,V,2,Sampdoria,9,3,0,0,626.0,711.0,8.0,61.0,10,2,0
19,Udinese,2021-01-31,Giornata n. 20,Ospiti,V,1,Spezia,5,2,1,1,276.0,356.0,2.0,37.0,19,4,1
19,Lazio,2021-01-31,Giornata n. 20,Ospiti,V,3,Atalanta,14,7,0,0,328.0,457.0,2.0,45.0,24,2,0
19,Genoa,2021-01-31,Giornata n. 20,Ospiti,V,3,Crotone,11,5,0,0,312.0,434.0,11.0,46.0,22,1,0
19,Hellas Verona,2021-01-31,Giornata n. 20,Ospiti,P,1,Roma,9,1,0,0,410.0,525.0,5.0,51.0,12,1,0
19,Sassuolo,2021-01-31,Giornata n. 20,Ospiti,N,1,Cagliari,17,4,0,0,564.0,666.0,14.0,69.0,14,3,0
19,Parma,2021-01-31,Giornata n. 20,Ospiti,P,0,Napoli,5,1,0,0,463.0,552.0,6.0,52.0,24,4,0
19,Roma,2021-01-31,Giornata n. 20,Casa,V,3,Hellas Verona,16,7,0,0,388.0,500.0,4.0,49.0,20,2,0
19,Spezia,2021-01-31,Giornata n. 20,Casa,P,0,Udinese,10,5,0,0,519.0,607.0,2.0,63.0,21,6,1
19,Cagliari,2021-01-31,Giornata n. 20,Casa,N,1,Sassuolo,10,3,0,0,218.0,298.0,3.0,31.0,9,2,0
19,Atalanta,2021-01-31,Giornata n. 20,Casa,P,1,Lazio,8,2,0,0,462.0,566.0,2.0,55.0,13,0,0
19,Crotone,2021-01-31,Giornata n. 20,Casa,P,0,Genoa,13,4,0,0,405.0,519.0,3.0,54.0,17,3,0
18,Napoli,2021-01-31,Giornata n. 20,Casa,V,2,Parma,10,3,0,0,408.0,510.0,7.0,48.0,16,2,0
20,Inter,2021-02-05,Giornata n. 21,Ospiti,V,2,Fiorentina,14,6,0,0,530.0,613.0,7.0,55.0,16,1,0
20,Fiorentina,2021-02-05,Giornata n. 21,Casa,P,0,Inter,14,3,0,0,427.0,510.0,7.0,45.0,10,3,0
20,Spezia,2021-02-06,Giornata n. 21,Ospiti,V,2,Sassuolo,13,5,0,0,286.0,394.0,5.0,46.0,20,3,0
20,Torino,2021-02-06,Giornata n. 21,Ospiti,N,3,Atalanta,19,5,0,1,285.0,395.0,3.0,42.0,19,2,0
20,Atalanta,2021-02-06,Giornata n. 21,Casa,N,3,Torino,11,4,0,0,433.0,546.0,4.0,58.0,23,3,0
19,Napoli,2021-02-06,Giornata n. 21,Ospiti,P,1,Genoa,27,9,0,0,623.0,725.0,6.0,66.0,11,3,0
20,Roma,2021-02-06,Giornata n. 21,Ospiti,P,0,Juventus,14,3,0,0,477.0,564.0,9.0,52.0,15,2,0
19,Juventus,2021-02-06,Giornata n. 21,Casa,V,2,Roma,3,2,0,0,454.0,530.0,2.0,48.0,13,2,0
20,Sassuolo,2021-02-06,Giornata n. 21,Casa,P,1,Spezia,8,4,0,0,364.0,467.0,5.0,54.0,22,2,0
20,Genoa,2021-02-06,Giornata n. 21,Casa,V,2,Napoli,4,2,0,0,274.0,373.0,1.0,34.0,14,2,0
20,Lazio,2021-02-07,Giornata n. 21,Casa,V,1,Cagliari,14,5,0,0,478.0,579.0,12.0,63.0,17,2,0
20,Sampdoria,2021-02-07,Giornata n. 21,Ospiti,N,1,Benevento,14,6,0,0,423.0,543.0,10.0,64.0,16,2,0
20,Bologna,2021-02-07,Giornata n. 21,Ospiti,V,3,Parma,15,5,0,0,358.0,452.0,1.0,43.0,14,1,0
20,Cagliari,2021-02-07,Giornata n. 21,Ospiti,P,0,Lazio,7,2,0,0,247.0,338.0,2.0,37.0,15,2,0
20,Udinese,2021-02-07,Giornata n. 21,Casa,V,2,Hellas Verona,16,7,0,0,303.0,409.0,10.0,46.0,13,2,0
20,Milan,2021-02-07,Giornata n. 21,Casa,V,4,Crotone,21,10,0,0,394.0,473.0,8.0,50.0,17,3,0
20,Benevento,2021-02-07,Giornata n. 21,Casa,N,1,Sampdoria,12,3,0,0,201.0,302.0,2.0,36.0,19,4,0
20,Hellas Verona,2021-02-07,Giornata n. 21,Ospiti,P,0,Udinese,6,0,0,0,360.0,472.0,8.0,54.0,15,4,0
20,Crotone,2021-02-07,Giornata n. 21,Ospiti,P,0,Milan,11,2,0,0,386.0,478.0,6.0,50.0,10,1,0
20,Parma,2021-02-07,Giornata n. 21,Casa,P,0,Bologna,15,5,0,0,493.0,606.0,5.0,57.0,14,2,0
21,Bologna,2021-02-12,Giornata n. 22,Casa,N,1,Benevento,12,2,0,0,442.0,532.0,8.0,58.0,18,3,0
21,Benevento,2021-02-12,Giornata n. 22,Ospiti,N,1,Bologna,14,6,0,0,284.0,387.0,3.0,42.0,12,2,0
20,Napoli,2021-02-13,Giornata n. 22,Casa,V,1,Juventus,7,1,1,1,304.0,396.0,3.0,38.0,12,2,0
20,Juventus,2021-02-13,Giornata n. 22,Ospiti,P,0,Napoli,24,6,0,0,547.0,634.0,9.0,62.0,18,3,0
21,Spezia,2021-02-13,Giornata n. 22,Casa,V,2,Milan,17,4,0,0,308.0,413.0,5.0,47.0,20,3,0
21,Torino,2021-02-13,Giornata n. 22,Casa,N,0,Genoa,11,2,0,0,322.0,442.0,3.0,45.0,17,2,0
21,Milan,2021-02-13,Giornata n. 22,Ospiti,P,0,Spezia,7,0,0,0,366.0,468.0,2.0,53.0,17,1,0
21,Genoa,2021-02-13,Giornata n. 22,Ospiti,N,0,Torino,6,2,0,0,409.0,531.0,5.0,55.0,17,4,0
21,Atalanta,2021-02-14,Giornata n. 22,Ospiti,V,1,Cagliari,10,2,0,0,559.0,688.0,6.0,65.0,16,3,0
21,Roma,2021-02-14,Giornata n. 22,Casa,V,3,Udinese,12,4,1,1,455.0,548.0,7.0,51.0,19,2,0
21,Crotone,2021-02-14,Giornata n. 22,Casa,P,1,Sassuolo,6,4,0,0,278.0,364.0,7.0,36.0,18,1,0
21,Sassuolo,2021-02-14,Giornata n. 22,Ospiti,V,2,Crotone,22,3,1,1,544.0,636.0,8.0,64.0,21,1,0
21,Udinese,2021-02-14,Giornata n. 22,Ospiti,P,0,Roma,6,1,0,0,434.0,525.0,2.0,49.0,9,0,0
21,Inter,2021-02-14,Giornata n. 22,Casa,V,3,Lazio,11,6,1,1,309.0,402.0,4.0,35.0,9,2,0
21,Lazio,2021-02-14,Giornata n. 22,Ospiti,P,1,Inter,14,6,0,0,630.0,741.0,0.0,65.0,5,1,0
21,Fiorentina,2021-02-14,Giornata n. 22,Ospiti,P,1,Sampdoria,18,7,0,0,343.0,476.0,7.0,50.0,12,3,0
21,Cagliari,2021-02-14,Giornata n. 22,Casa,P,0,Atalanta,4,1,0,0,246.0,377.0,6.0,35.0,21,3,0
21,Sampdoria,2021-02-14,Giornata n. 22,Casa,V,2,Fiorentina,8,3,0,0,345.0,467.0,6.0,50.0,17,1,0
21,Parma,2021-02-15,Giornata n. 22,Ospiti,P,1,Hellas Verona,12,1,1,1,299.0,414.0,4.0,48.0,15,2,0
21,Hellas Verona,2021-02-15,Giornata n. 22,Casa,V,2,Parma,12,4,0,0,324.0,440.0,4.0,52.0,19,4,0
22,Torino,2021-02-19,Giornata n. 23,Ospiti,V,1,Cagliari,10,5,0,0,313.0,451.0,3.0,53.0,22,2,0
22,Fiorentina,2021-02-19,Giornata n. 23,Casa,V,3,Spezia,10,5,0,0,270.0,356.0,0.0,37.0,24,4,0
22,Cagliari,2021-02-19,Giornata n. 23,Casa,P,0,Torino,18,1,0,0,256.0,392.0,8.0,47.0,20,3,0
22,Spezia,2021-02-19,Giornata n. 23,Ospiti,P,0,Fiorentina,10,2,0,0,490.0,596.0,6.0,63.0,11,0,0
22,Lazio,2021-02-20,Giornata n. 23,Casa,V,1,Sampdoria,12,6,0,0,456.0,547.0,4.0,56.0,17,4,0
22,Hellas Verona,2021-02-20,Giornata n. 23,Ospiti,N,2,Genoa,9,3,0,0,387.0,520.0,1.0,50.0,18,1,0
22,Sampdoria,2021-02-20,Giornata n. 23,Ospiti,P,0,Lazio,8,0,0,0,319.0,428.0,5.0,44.0,18,3,0
22,Genoa,2021-02-20,Giornata n. 23,Casa,N,2,Hellas Verona,14,3,0,0,390.0,520.0,5.0,50.0,11,1,0
22,Bologna,2021-02-20,Giornata n. 23,Ospiti,N,1,Sassuolo,5,2,0,0,169.0,255.0,6.0,27.0,10,0,1
22,Sassuolo,2021-02-20,Giornata n. 23,Casa,N,1,Bologna,30,8,0,0,592.0,695.0,10.0,73.0,14,1,0
22,Roma,2021-02-21,Giornata n. 23,Ospiti,N,0,Benevento,11,3,0,0,546.0,659.0,9.0,71.0,19,1,0
22,Atalanta,2021-02-21,Giornata n. 23,Casa,V,4,Napoli,18,5,0,0,433.0,522.0,6.0,47.0,20,2,0
21,Napoli,2021-02-21,Giornata n. 23,Ospiti,P,2,Atalanta,4,2,0,0,484.0,585.0,3.0,53.0,13,1,0
22,Milan,2021-02-21,Giornata n. 23,Casa,P,0,Inter,15,8,0,0,521.0,617.0,7.0,60.0,11,2,0
22,Udinese,2021-02-21,Giornata n. 23,Ospiti,N,2,Parma,14,3,0,0,410.0,482.0,2.0,53.0,16,4,0
22,Inter,2021-02-21,Giornata n. 23,Ospiti,V,3,Milan,15,6,0,0,338.0,417.0,7.0,40.0,10,1,0
22,Benevento,2021-02-21,Giornata n. 23,Casa,N,0,Roma,6,3,0,0,188.0,272.0,1.0,29.0,12,4,1
22,Parma,2021-02-21,Giornata n. 23,Casa,N,2,Udinese,15,4,1,1,353.0,420.0,3.0,47.0,17,7,0
22,Crotone,2021-02-22,Giornata n. 23,Ospiti,P,0,Juventus,15,2,0,0,330.0,394.0,3.0,41.0,9,1,0
21,Juventus,2021-02-22,Giornata n. 23,Casa,V,3,Crotone,27,7,0,0,490.0,567.0,7.0,59.0,19,3,0
23,Spezia,2021-02-27,Giornata n. 24,Casa,N,2,Parma,11,4,0,0,351.0,444.0,8.0,53.0,22,3,0
23,Lazio,2021-02-27,Giornata n. 24,Ospiti,P,0,Bologna,20,6,0,1,463.0,575.0,7.0,59.0,21,2,0
22,Juventus,2021-02-27,Giornata n. 24,Ospiti,N,1,Hellas Verona,15,5,0,0,397.0,513.0,5.0,56.0,15,2,0
23,Parma,2021-02-27,Giornata n. 24,Ospiti,N,2,Spezia,11,5,0,0,295.0,391.0,2.0,47.0,20,4,0
