,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards
27,Atalanta,2022-03-13,Giornata n. 29,Casa,N,0,Genoa,12.0,2.0,0,0,461.0,644.0,4.0,59.0,14.0,2,0
26,Udinese,2022-03-13,Giornata n. 29,Casa,N,1,Roma,11.0,5.0,0,0,285.0,367.0,6.0,37.0,17.0,3,0
27,Torino,2022-03-13,Giornata n. 29,Casa,N,1,Inter,13.0,3.0,0,0,323.0,424.0,3.0,44.0,17.0,1,0
27,Inter,2022-03-13,Giornata n. 29,Ospiti,N,1,Torino,14.0,6.0,0,0,403.0,529.0,4.0,56.0,21.0,5,0
28,Genoa,2022-03-13,Giornata n. 29,Ospiti,N,0,Atalanta,13.0,3.0,0,0,291.0,455.0,3.0,41.0,18.0,0,0
27,Fiorentina,2022-03-13,Giornata n. 29,Casa,V,1,Bologna,14.0,5.0,0,0,423.0,529.0,9.0,61.0,10.0,1,0
27,Bologna,2022-03-13,Giornata n. 29,Ospiti,P,0,Fiorentina,4.0,0.0,0,0,243.0,340.0,1.0,39.0,17.0,5,1
28,Hellas Verona,2022-03-13,Giornata n. 29,Casa,P,1,Napoli,8.0,1.0,0,0,365.0,469.0,3.0,49.0,19.0,6,2
28,Roma,2022-03-13,Giornata n. 29,Ospiti,N,1,Udinese,9.0,2.0,1,1,534.0,619.0,4.0,63.0,14.0,2,0
28,Napoli,2022-03-13,Giornata n. 29,Ospiti,V,2,Hellas Verona,13.0,4.0,0,0,375.0,485.0,5.0,51.0,9.0,0,0
28,Lazio,2022-03-14,Giornata n. 29,Casa,V,1,Venezia,9.0,0.0,1,1,670.0,760.0,8.0,66.0,10.0,1,0
27,Venezia,2022-03-14,Giornata n. 29,Ospiti,P,0,Lazio,7.0,2.0,0,0,315.0,387.0,4.0,34.0,13.0,1,0
28,Torino,2022-03-18,Giornata n. 30,Ospiti,P,0,Genoa,9.0,3.0,0,0,605.0,692.0,3.0,74.0,19.0,3,0
29,Sassuolo,2022-03-18,Giornata n. 30,Casa,V,4,Spezia,14.0,6.0,1,1,490.0,578.0,6.0,58.0,14.0,2,0
29,Genoa,2022-03-18,Giornata n. 30,Casa,V,1,Torino,7.0,2.0,0,0,134.0,239.0,2.0,26.0,13.0,3,1
29,Spezia,2022-03-18,Giornata n. 30,Ospiti,P,1,Sassuolo,6.0,1.0,0,0,333.0,426.0,2.0,42.0,18.0,3,0
27,Udinese,2022-03-19,Giornata n. 30,Ospiti,P,1,Napoli,10.0,3.0,0,0,264.0,354.0,4.0,36.0,13.0,2,1
29,Milan,2022-03-19,Giornata n. 30,Ospiti,V,1,Cagliari,21.0,5.0,0,0,397.0,494.0,5.0,57.0,16.0,0,0
28,Inter,2022-03-19,Giornata n. 30,Casa,N,1,Fiorentina,13.0,5.0,0,0,433.0,525.0,5.0,50.0,15.0,1,0
29,Napoli,2022-03-19,Giornata n. 30,Casa,V,2,Udinese,20.0,8.0,0,0,531.0,621.0,7.0,64.0,10.0,2,0
29,Cagliari,2022-03-19,Giornata n. 30,Casa,P,0,Milan,13.0,1.0,0,0,242.0,368.0,6.0,43.0,14.0,1,0
28,Fiorentina,2022-03-19,Giornata n. 30,Ospiti,N,1,Inter,17.0,4.0,0,0,424.0,518.0,3.0,50.0,13.0,2,0
28,Venezia,2022-03-20,Giornata n. 30,Casa,P,0,Sampdoria,13.0,1.0,0,0,296.0,405.0,3.0,47.0,30.0,5,1
29,Roma,2022-03-20,Giornata n. 30,Casa,V,3,Lazio,12.0,6.0,0,0,256.0,342.0,5.0,34.0,17.0,4,0
29,Sampdoria,2022-03-20,Giornata n. 30,Ospiti,V,2,Venezia,8.0,4.0,0,0,348.0,457.0,4.0,53.0,24.0,1,0
28,Atalanta,2022-03-20,Giornata n. 30,Ospiti,V,1,Bologna,15.0,2.0,0,0,279.0,400.0,3.0,40.0,12.0,1,0
28,Bologna,2022-03-20,Giornata n. 30,Casa,P,0,Atalanta,12.0,3.0,0,0,467.0,604.0,6.0,60.0,9.0,0,0
29,Lazio,2022-03-20,Giornata n. 30,Ospiti,P,0,Roma,9.0,3.0,0,0,577.0,669.0,3.0,66.0,14.0,3,0
29,Hellas Verona,2022-03-20,Giornata n. 30,Ospiti,N,1,Empoli,13.0,4.0,0,1,428.0,532.0,7.0,62.0,13.0,3,0
27,Salernitana,2022-03-20,Giornata n. 30,Ospiti,P,0,Juventus,12.0,4.0,0,0,364.0,440.0,5.0,44.0,13.0,2,0
29,Empoli,2022-03-20,Giornata n. 30,Casa,N,1,Hellas Verona,7.0,2.0,0,0,213.0,332.0,3.0,38.0,17.0,2,0
29,Juventus,2022-03-20,Giornata n. 30,Casa,V,2,Salernitana,12.0,7.0,0,0,477.0,557.0,5.0,56.0,11.0,3,0
30,Spezia,2022-04-02,Giornata n. 31,Casa,V,1,Venezia,11.0,4.0,0,0,332.0,453.0,5.0,53.0,18.0,3,0
29,Venezia,2022-04-02,Giornata n. 31,Ospiti,P,0,Spezia,15.0,3.0,0,0,310.0,405.0,2.0,47.0,14.0,1,0
30,Sassuolo,2022-04-02,Giornata n. 31,Ospiti,P,1,Lazio,20.0,5.0,0,0,494.0,554.0,3.0,46.0,8.0,3,0
28,Salernitana,2022-04-02,Giornata n. 31,Casa,P,0,Torino,14.0,4.0,0,0,283.0,410.0,9.0,53.0,16.0,5,1
29,Torino,2022-04-02,Giornata n. 31,Ospiti,V,1,Salernitana,7.0,4.0,1,1,269.0,368.0,2.0,47.0,29.0,4,0
30,Lazio,2022-04-02,Giornata n. 31,Casa,V,2,Sassuolo,14.0,5.0,0,0,570.0,638.0,4.0,54.0,11.0,1,0
30,Roma,2022-04-03,Giornata n. 31,Ospiti,V,1,Sampdoria,6.0,1.0,0,0,414.0,510.0,4.0,51.0,15.0,3,0
30,Napoli,2022-04-03,Giornata n. 31,Ospiti,V,3,Atalanta,5.0,4.0,1,1,368.0,473.0,1.0,45.0,12.0,3,0
29,Fiorentina,2022-04-03,Giornata n. 31,Casa,V,1,Empoli,24.0,11.0,0,0,506.0,574.0,4.0,61.0,10.0,1,0
30,Cagliari,2022-04-03,Giornata n. 31,Ospiti,P,1,Udinese,6.0,3.0,0,0,346.0,450.0,2.0,49.0,15.0,4,1
30,Sampdoria,2022-04-03,Giornata n. 31,Casa,P,0,Roma,8.0,3.0,0,0,379.0,483.0,4.0,49.0,16.0,2,0
29,Atalanta,2022-04-03,Giornata n. 31,Casa,P,1,Napoli,19.0,3.0,0,0,485.0,579.0,9.0,55.0,17.0,2,0
29,Inter,2022-04-03,Giornata n. 31,Ospiti,V,1,Juventus,5.0,1.0,1,1,376.0,461.0,1.0,46.0,20.0,4,0
28,Udinese,2022-04-03,Giornata n. 31,Casa,V,5,Cagliari,24.0,11.0,0,0,392.0,469.0,2.0,51.0,20.0,2,0
30,Empoli,2022-04-03,Giornata n. 31,Ospiti,P,0,Fiorentina,4.0,1.0,0,0,294.0,361.0,0.0,39.0,19.0,3,1
30,Juventus,2022-04-03,Giornata n. 31,Casa,P,0,Inter,22.0,5.0,0,0,449.0,543.0,8.0,54.0,10.0,4,1
29,Bologna,2022-04-04,Giornata n. 31,Ospiti,N,0,Milan,8.0,4.0,0,0,328.0,425.0,2.0,47.0,10.0,2,0
30,Milan,2022-04-04,Giornata n. 31,Casa,N,0,Bologna,33.0,7.0,0,0,377.0,484.0,9.0,53.0,11.0,0,0
30,Hellas Verona,2022-04-04,Giornata n. 31,Casa,V,1,Genoa,7.0,4.0,0,0,261.0,395.0,2.0,46.0,17.0,4,0
30,Genoa,2022-04-04,Giornata n. 31,Ospiti,P,0,Hellas Verona,7.0,4.0,0,0,295.0,465.0,5.0,54.0,15.0,3,0
31,Hellas Verona,2022-04-09,Giornata n. 32,Ospiti,P,0,Inter,9.0,3.0,0,0,394.0,486.0,2.0,52.0,8.0,0,0
31,Empoli,2022-04-09,Giornata n. 32,Casa,N,0,Spezia,15.0,4.0,0,0,364.0,477.0,5.0,57.0,10.0,2,0
31,Cagliari,2022-04-09,Giornata n. 32,Casa,P,1,Juventus,4.0,1.0,0,0,256.0,375.0,1.0,41.0,19.0,1,0
31,Spezia,2022-04-09,Giornata n. 32,Ospiti,N,0,Empoli,11.0,4.0,0,0,251.0,357.0,4.0,43.0,21.0,2,0
31,Juventus,2022-04-09,Giornata n. 32,Ospiti,V,2,Cagliari,20.0,7.0,0,0,436.0,533.0,4.0,59.0,10.0,0,0
30,Inter,2022-04-09,Giornata n. 32,Casa,V,2,Hellas Verona,18.0,6.0,0,0,335.0,455.0,10.0,48.0,14.0,2,0
31,Napoli,2022-04-10,Giornata n. 32,Casa,P,2,Fiorentina,15.0,3.0,0,0,437.0,528.0,3.0,50.0,14.0,0,0
31,Lazio,2022-04-10,Giornata n. 32,Ospiti,V,4,Genoa,17.0,11.0,0,0,467.0,573.0,6.0,56.0,9.0,1,0
30,Torino,2022-04-10,Giornata n. 32,Casa,N,0,Milan,14.0,3.0,0,0,268.0,361.0,6.0,43.0,19.0,2,0
30,Atalanta,2022-04-10,Giornata n. 32,Ospiti,P,1,Sassuolo,15.0,4.0,0,0,421.0,509.0,8.0,49.0,15.0,1,0
29,Udinese,2022-04-10,Giornata n. 32,Ospiti,V,2,Venezia,15.0,4.0,1,1,261.0,367.0,11.0,48.0,14.0,2,0
31,Roma,2022-04-10,Giornata n. 32,Casa,V,2,Salernitana,17.0,7.0,0,0,456.0,548.0,9.0,66.0,19.0,5,0
31,Sassuolo,2022-04-10,Giornata n. 32,Casa,V,2,Atalanta,14.0,7.0,0,0,442.0,526.0,8.0,51.0,19.0,2,0
30,Fiorentina,2022-04-10,Giornata n. 32,Ospiti,V,3,Napoli,11.0,4.0,0,0,442.0,528.0,2.0,50.0,19.0,3,0
29,Salernitana,2022-04-10,Giornata n. 32,Ospiti,P,1,Roma,6.0,3.0,0,0,203.0,284.0,2.0,34.0,25.0,8,0
31,Genoa,2022-04-10,Giornata n. 32,Casa,P,1,Lazio,15.0,4.0,0,0,349.0,442.0,3.0,44.0,9.0,0,0
30,Venezia,2022-04-10,Giornata n. 32,Casa,P,1,Udinese,9.0,4.0,0,0,299.0,395.0,7.0,52.0,16.0,7,0
31,Milan,2022-04-10,Giornata n. 32,Ospiti,N,0,Torino,14.0,4.0,0,0,365.0,472.0,5.0,57.0,8.0,2,0
31,Sampdoria,2022-04-11,Giornata n. 32,Ospiti,P,0,Bologna,9.0,2.0,0,0,403.0,495.0,0.0,47.0,12.0,2,0
30,Bologna,2022-04-11,Giornata n. 32,Casa,V,2,Sampdoria,19.0,4.0,0,0,456.0,557.0,6.0,53.0,12.0,1,0
32,Spezia,2022-04-15,Giornata n. 33,Casa,P,1,Inter,11.0,3.0,0,0,229.0,334.0,6.0,34.0,13.0,2,0
31,Inter,2022-04-15,Giornata n. 33,Ospiti,V,3,Spezia,23.0,7.0,0,0,541.0,644.0,7.0,66.0,12.0,0,0
32,Milan,2022-04-15,Giornata n. 33,Casa,V,2,Genoa,10.0,5.0,0,0,442.0,536.0,3.0,58.0,11.0,1,0
32,Genoa,2022-04-15,Giornata n. 33,Ospiti,P,0,Milan,7.0,1.0,0,0,274.0,382.0,1.0,42.0,22.0,2,0
31,Torino,2022-04-16,Giornata n. 33,Ospiti,N,1,Lazio,12.0,4.0,0,0,483.0,553.0,7.0,52.0,12.0,2,0
32,Sassuolo,2022-04-16,Giornata n. 33,Ospiti,P,0,Cagliari,8.0,2.0,0,0,444.0,563.0,3.0,63.0,11.0,2,0
32,Lazio,2022-04-16,Giornata n. 33,Casa,N,1,Torino,10.0,4.0,0,0,414.0,512.0,9.0,48.0,10.0,1,0
31,Bologna,2022-04-16,Giornata n. 33,Ospiti,N,1,Juventus,10.0,2.0,0,0,350.0,420.0,5.0,49.0,12.0,5,2
31,Fiorentina,2022-04-16,Giornata n. 33,Casa,V,1,Venezia,22.0,5.0,0,0,540.0,616.0,5.0,69.0,16.0,4,0
32,Juventus,2022-04-16,Giornata n. 33,Casa,N,1,Bologna,24.0,4.0,0,0,373.0,443.0,4.0,51.0,11.0,1,0
31,Venezia,2022-04-16,Giornata n. 33,Ospiti,P,0,Fiorentina,3.0,1.0,0,0,200.0,280.0,0.0,31.0,19.0,4,0
30,Udinese,2022-04-16,Giornata n. 33,Casa,V,4,Empoli,13.0,5.0,0,0,248.0,319.0,4.0,39.0,21.0,1,0
32,Cagliari,2022-04-16,Giornata n. 33,Casa,V,1,Sassuolo,15.0,7.0,0,0,220.0,329.0,3.0,37.0,18.0,2,0
32,Empoli,2022-04-16,Giornata n. 33,Ospiti,P,1,Udinese,14.0,3.0,1,1,394.0,489.0,7.0,61.0,13.0,4,0
32,Sampdoria,2022-04-16,Giornata n. 33,Casa,P,1,Salernitana,5.0,1.0,0,0,537.0,652.0,5.0,67.0,18.0,1,0
30,Salernitana,2022-04-16,Giornata n. 33,Ospiti,V,2,Sampdoria,7.0,2.0,0,0,230.0,319.0,2.0,33.0,25.0,7,0
32,Hellas Verona,2022-04-18,Giornata n. 33,Ospiti,V,2,Atalanta,21.0,6.0,0,0,333.0,433.0,1.0,44.0,13.0,3,0
32,Roma,2022-04-18,Giornata n. 33,Ospiti,N,1,Napoli,8.0,6.0,0,0,381.0,470.0,5.0,51.0,16.0,2,1
32,Napoli,2022-04-18,Giornata n. 33,Casa,N,1,Roma,8.0,3.0,1,1,370.0,456.0,5.0,49.0,23.0,4,0
31,Atalanta,2022-04-18,Giornata n. 33,Casa,P,1,Hellas Verona,17.0,4.0,0,0,437.0,559.0,10.0,56.0,14.0,3,0
31,Udinese,2022-04-20,Giornata n. 19,Casa,P,0,Salernitana,12.0,3.0,0,0,320.0,435.0,9.0,54.0,23.0,3,0
31,Salernitana,2022-04-20,Giornata n. 19,Ospiti,V,1,Udinese,9.0,2.0,0,0,275.0,374.0,3.0,46.0,14.0,5,0
33,Roma,2022-04-23,Giornata n. 34,Ospiti,P,1,Inter,9.0,2.0,0,0,517.0,595.0,3.0,55.0,13.0,2,0
32,Inter,2022-04-23,Giornata n. 34,Casa,V,3,Roma,11.0,8.0,0,0,408.0,491.0,4.0,45.0,11.0,2,0
33,Sampdoria,2022-04-23,Giornata n. 34,Ospiti,N,1,Hellas Verona,3.0,2.0,0,1,271.0,394.0,5.0,43.0,16.0,3,0
33,Spezia,2022-04-23,Giornata n. 34,Ospiti,P,1,Torino,6.0,1.0,1,1,323.0,443.0,6.0,45.0,17.0,2,0
33,Hellas Verona,2022-04-23,Giornata n. 34,Casa,N,1,Sampdoria,12.0,1.0,0,0,408.0,524.0,4.0,57.0,15.0,1,0
32,Venezia,2022-04-23,Giornata n. 34,Casa,P,1,Atalanta,9.0,2.0,0,0,327.0,434.0,0.0,39.0,12.0,0,0
32,Atalanta,2022-04-23,Giornata n. 34,Ospiti,V,3,Venezia,19.0,4.0,0,0,555.0,670.0,7.0,61.0,14.0,3,0
32,Torino,2022-04-23,Giornata n. 34,Casa,V,2,Spezia,14.0,5.0,1,1,441.0,539.0,5.0,55.0,11.0,1,0
33,Milan,2022-04-24,Giornata n. 34,Ospiti,V,2,Lazio,25.0,8.0,0,0,389.0,501.0,8.0,53.0,16.0,4,0
33,Empoli,2022-04-24,Giornata n. 34,Casa,V,3,Napoli,17.0,7.0,0,0,305.0,404.0,10.0,42.0,13.0,4,0
33,Genoa,2022-04-24,Giornata n. 34,Casa,V,1,Cagliari,13.0,2.0,0,0,242.0,414.0,2.0,53.0,22.0,3,0
33,Lazio,2022-04-24,Giornata n. 34,Casa,P,1,Milan,7.0,2.0,0,0,345.0,437.0,2.0,47.0,14.0,3,0
32,Salernitana,2022-04-24,Giornata n. 34,Casa,V,2,Fiorentina,10.0,4.0,0,0,155.0,246.0,6.0,28.0,17.0,1,0
32,Udinese,2022-04-24,Giornata n. 34,Ospiti,N,2,Bologna,17.0,5.0,0,0,306.0,392.0,4.0,45.0,23.0,2,0
33,Napoli,2022-04-24,Giornata n. 34,Ospiti,P,2,Empoli,16.0,2.0,0,0,451.0,557.0,7.0,58.0,10.0,1,0
33,Cagliari,2022-04-24,Giornata n. 34,Ospiti,P,0,Genoa,11.0,1.0,0,0,189.0,362.0,3.0,47.0,18.0,2,0
32,Fiorentina,2022-04-24,Giornata n. 34,Ospiti,P,1,Salernitana,8.0,3.0,0,0,521.0,630.0,4.0,72.0,12.0,1,0
32,Bologna,2022-04-24,Giornata n. 34,Casa,N,2,Udinese,10.0,3.0,0,0,379.0,474.0,2.0,55.0,9.0,2,0
33,Sassuolo,2022-04-25,Giornata n. 34,Casa,P,1,Juventus,22.0,7.0,0,0,619.0,691.0,6.0,62.0,16.0,2,1
33,Juventus,2022-04-25,Giornata n. 34,Ospiti,V,2,Sassuolo,10.0,5.0,0,0,336.0,416.0,4.0,38.0,10.0,2,0
33,Bologna,2022-04-27,Giornata n. 20,Casa,V,2,Inter,5.0,3.0,0,0,363.0,440.0,0.0,41.0,12.0,1,0
33,Atalanta,2022-04-27,Giornata n. 20,Casa,N,4,Torino,15.0,3.0,2,2,359.0,462.0,8.0,49.0,12.0,2,0
33,Udinese,2022-04-27,Giornata n. 20,Ospiti,V,4,Fiorentina,17.0,8.0,0,0,146.0,229.0,2.0,28.0,25.0,4,0
33,Fiorentina,2022-04-27,Giornata n. 20,Casa,P,0,Udinese,18.0,7.0,0,0,485.0,592.0,14.0,72.0,12.0,3,0
33,Torino,2022-04-27,Giornata n. 20,Ospiti,N,4,Atalanta,3.0,2.0,2,2,376.0,472.0,0.0,51.0,13.0,2,0
33,Inter,2022-04-27,Giornata n. 20,Ospiti,P,1,Bologna,26.0,6.0,0,0,534.0,629.0,7.0,59.0,11.0,3,0
34,Hellas Verona,2022-04-30,Giornata n. 35,Ospiti,V,2,Cagliari,13.0,4.0,0,0,216.0,331.0,2.0,40.0,26.0,4,0
34,Napoli,2022-04-30,Giornata n. 35,Casa,V,6,Sassuolo,18.0,8.0,0,0,519.0,580.0,4.0,53.0,12.0,0,0
34,Sassuolo,2022-04-30,Giornata n. 35,Ospiti,P,1,Napoli,13.0,4.0,0,0,445.0,507.0,3.0,47.0,11.0,3,0
34,Lazio,2022-04-30,Giornata n. 35,Ospiti,V,4,Spezia,21.0,8.0,1,1,580.0,677.0,5.0,70.0,10.0,1,0
34,Cagliari,2022-04-30,Giornata n. 35,Casa,P,1,Hellas Verona,14.0,4.0,0,0,353.0,487.0,2.0,60.0,16.0,2,0
34,Spezia,2022-04-30,Giornata n. 35,Casa,P,3,Lazio,9.0,3.0,0,0,196.0,296.0,4.0,30.0,17.0,3,0
34,Sampdoria,2022-04-30,Giornata n. 35,Casa,V,1,Genoa,10.0,2.0,0,0,261.0,374.0,1.0,48.0,19.0,3,0
34,Genoa,2022-04-30,Giornata n. 35,Ospiti,P,0,Sampdoria,13.0,4.0,0,1,272.0,400.0,2.0,52.0,26.0,1,0
34,Juventus,2022-05-01,Giornata n. 35,Casa,V,2,Venezia,18.0,4.0,0,0,381.0,455.0,8.0,50.0,18.0,3,0
33,Venezia,2022-05-01,Giornata n. 35,Ospiti,P,1,Juventus,9.0,3.0,0,0,373.0,459.0,4.0,50.0,14.0,3,0
34,Empoli,2022-05-01,Giornata n. 35,Casa,P,1,Torino,11.0,4.0,0,0,223.0,309.0,5.0,39.0,16.0,4,2
34,Fiorentina,2022-05-01,Giornata n. 35,Ospiti,P,0,Milan,8.0,2.0,0,0,369.0,457.0,2.0,51.0,17.0,3,0
34,Udinese,2022-05-01,Giornata n. 35,Casa,P,1,Inter,8.0,5.0,0,0,385.0,466.0,5.0,48.0,15.0,2,0
34,Milan,2022-05-01,Giornata n. 35,Casa,V,1,Fiorentina,13.0,2.0,0,0,341.0,437.0,2.0,49.0,18.0,1,0
34,Torino,2022-05-01,Giornata n. 35,Ospiti,V,3,Empoli,11.0,1.0,2,2,394.0,493.0,4.0,61.0,12.0,2,0
34,Inter,2022-05-01,Giornata n. 35,Ospiti,V,2,Udinese,11.0,4.0,0,1,434.0,509.0,11.0,52.0,11.0,1,0
34,Bologna,2022-05-01,Giornata n. 35,Ospiti,N,0,Roma,10.0,4.0,0,0,429.0,535.0,5.0,57.0,12.0,1,0
34,Roma,2022-05-01,Giornata n. 35,Casa,N,0,Bologna,18.0,5.0,0,0,303.0,399.0,10.0,43.0,10.0,0,0
33,Salernitana,2022-05-02,Giornata n. 35,Ospiti,N,1,Atalanta,11.0,9.0,0,0,272.0,375.0,4.0,39.0,11.0,2,0
34,Atalanta,2022-05-02,Giornata n. 35,Casa,N,1,Salernitana,20.0,5.0,0,0,490.0,596.0,11.0,61.0,14.0,3,0
34,Venezia,2022-05-05,Giornata n. 20,Ospiti,P,1,Salernitana,10.0,4.0,0,0,355.0,465.0,4.0,58.0,20.0,7,1
34,Salernitana,2022-05-05,Giornata n. 20,Casa,V,2,Venezia,18.0,3.0,1,1,238.0,331.0,6.0,42.0,12.0,2,0
35,Empoli,2022-05-06,Giornata n. 36,Ospiti,P,2,Inter,4.0,2.0,0,0,289.0,360.0,2.0,36.0,10.0,0,0
35,Inter,2022-05-06,Giornata n. 36,Casa,V,4,Empoli,37.0,10.0,0,0,558.0,638.0,14.0,64.0,10.0,1,0
35,Genoa,2022-05-06,Giornata n. 36,Casa,V,2,Juventus,17.0,5.0,1,1,366.0,470.0,9.0,47.0,13.0,2,0
35,Juventus,2022-05-06,Giornata n. 36,Ospiti,P,1,Genoa,13.0,4.0,0,0,442.0,540.0,2.0,53.0,15.0,3,0
35,Udinese,2022-05-07,Giornata n. 36,Ospiti,N,1,Sassuolo,13.0,6.0,0,0,308.0,393.0,9.0,41.0,18.0,2,0
35,Lazio,2022-05-07,Giornata n. 36,Casa,V,2,Sampdoria,16.0,10.0,0,0,678.0,759.0,6.0,60.0,10.0,1,0
35,Sampdoria,2022-05-07,Giornata n. 36,Ospiti,P,0,Lazio,9.0,2.0,0,0,411.0,515.0,0.0,40.0,10.0,1,0
35,Sassuolo,2022-05-07,Giornata n. 36,Casa,N,1,Udinese,15.0,5.0,0,0,491.0,573.0,6.0,59.0,12.0,2,0
35,Torino,2022-05-07,Giornata n. 36,Casa,P,0,Napoli,10.0,3.0,0,0,295.0,383.0,5.0,43.0,19.0,2,0
35,Napoli,2022-05-07,Giornata n. 36,Ospiti,V,1,Torino,10.0,4.0,0,1,429.0,504.0,4.0,57.0,12.0,3,0
35,Venezia,2022-05-08,Giornata n. 36,Casa,V,4,Bologna,16.0,7.0,1,2,256.0,348.0,4.0,41.0,10.0,2,0
35,Bologna,2022-05-08,Giornata n. 36,Ospiti,P,3,Venezia,23.0,10.0,0,0,420.0,508.0,8.0,59.0,16.0,4,0
35,Salernitana,2022-05-08,Giornata n. 36,Casa,N,1,Cagliari,12.0,2.0,1,1,283.0,388.0,7.0,48.0,12.0,5,1
35,Milan,2022-05-08,Giornata n. 36,Ospiti,V,3,Hellas Verona,18.0,8.0,0,0,355.0,450.0,8.0,53.0,7.0,1,0
35,Hellas Verona,2022-05-08,Giornata n. 36,Casa,P,1,Milan,10.0,3.0,0,0,314.0,403.0,5.0,47.0,17.0,2,0
35,Atalanta,2022-05-08,Giornata n. 36,Ospiti,V,3,Spezia,17.0,6.0,0,0,521.0,614.0,3.0,66.0,14.0,3,0
35,Cagliari,2022-05-08,Giornata n. 36,Ospiti,N,1,Salernitana,9.0,3.0,0,0,332.0,427.0,6.0,52.0,18.0,2,1
35,Spezia,2022-05-08,Giornata n. 36,Casa,P,1,Atalanta,5.0,1.0,0,0,236.0,321.0,0.0,34.0,10.0,2,0
35,Fiorentina,2022-05-09,Giornata n. 36,Casa,V,2,Roma,11.0,6.0,1,1,480.0,561.0,5.0,53.0,17.0,3,0
35,Roma,2022-05-09,Giornata n. 36,Ospiti,P,0,Fiorentina,7.0,1.0,0,0,407.0,492.0,3.0,47.0,15.0,1,0
36,Udinese,2022-05-14,Giornata n. 37,Casa,P,2,Spezia,17.0,6.0,0,0,463.0,561.0,4.0,61.0,18.0,3,0
36,Venezia,2022-05-14,Giornata n. 37,Ospiti,N,1,Roma,4.0,2.0,0,0,198.0,291.0,2.0,32.0,15.0,5,1
36,Salernitana,2022-05-14,Giornata n. 37,Ospiti,N,1,Empoli,28.0,8.0,0,1,375.0,471.0,11.0,55.0,9.0,2,0
36,Roma,2022-05-14,Giornata n. 37,Casa,N,1,Venezia,46.0,15.0,0,0,522.0,629.0,20.0,68.0,12.0,2,0
36,Torino,2022-05-14,Giornata n. 37,Ospiti,V,1,Hellas Verona,11.0,5.0,0,0,336.0,437.0,4.0,54.0,20.0,2,0
36,Hellas Verona,2022-05-14,Giornata n. 37,Casa,P,0,Torino,10.0,5.0,0,0,279.0,378.0,4.0,46.0,19.0,3,0
36,Empoli,2022-05-14,Giornata n. 37,Casa,N,1,Salernitana,16.0,6.0,0,0,308.0,390.0,3.0,45.0,18.0,3,0
36,Spezia,2022-05-14,Giornata n. 37,Ospiti,V,3,Udinese,10.0,7.0,0,1,244.0,358.0,2.0,39.0,11.0,2,0
36,Bologna,2022-05-15,Giornata n. 37,Casa,P,1,Sassuolo,8.0,1.0,1,1,412.0,495.0,4.0,55.0,11.0,0,0
36,Genoa,2022-05-15,Giornata n. 37,Ospiti,P,0,Napoli,11.0,3.0,0,0,236.0,308.0,2.0,34.0,21.0,1,0
36,Napoli,2022-05-15,Giornata n. 37,Casa,V,3,Genoa,16.0,8.0,1,1,487.0,585.0,9.0,66.0,13.0,1,0
36,Sassuolo,2022-05-15,Giornata n. 37,Ospiti,V,3,Bologna,16.0,7.0,0,0,325.0,405.0,9.0,45.0,11.0,1,0
36,Inter,2022-05-15,Giornata n. 37,Ospiti,V,3,Cagliari,17.0,7.0,0,0,527.0,601.0,5.0,62.0,15.0,2,0
36,Atalanta,2022-05-15,Giornata n. 37,Ospiti,P,0,Milan,12.0,2.0,0,0,407.0,490.0,6.0,55.0,16.0,4,0
36,Cagliari,2022-05-15,Giornata n. 37,Casa,P,1,Inter,10.0,2.0,0,0,294.0,375.0,2.0,38.0,14.0,0,0
36,Milan,2022-05-15,Giornata n. 37,Casa,V,2,Atalanta,12.0,6.0,0,0,314.0,401.0,4.0,45.0,12.0,3,0
36,Juventus,2022-05-16,Giornata n. 37,Casa,N,2,Lazio,4.0,2.0,0,0,315.0,369.0,0.0,37.0,20.0,3,0
36,Sampdoria,2022-05-16,Giornata n. 37,Casa,V,4,Fiorentina,13.0,5.0,0,0,232.0,309.0,4.0,37.0,19.0,3,1
36,Fiorentina,2022-05-16,Giornata n. 37,Ospiti,P,1,Sampdoria,11.0,0.0,1,1,452.0,537.0,5.0,63.0,9.0,3,0
36,Lazio,2022-05-16,Giornata n. 37,Ospiti,N,2,Juventus,18.0,7.0,0,0,555.0,627.0,9.0,63.0,17.0,3,0
37,Roma,2022-05-20,Giornata n. 38,Ospiti,V,3,Torino,11.0,4.0,2,2,296.0,374.0,6.0,42.0,13.0,2,0
37,Torino,2022-05-20,Giornata n. 38,Casa,P,0,Roma,13.0,2.0,0,0,444.0,522.0,5.0,58.0,11.0,2,0
37,Lazio,2022-05-21,Giornata n. 38,Casa,N,3,Hellas Verona,19.0,7.0,0,0,354.0,443.0,6.0,53.0,9.0,2,0
37,Hellas Verona,2022-05-21,Giornata n. 38,Ospiti,N,3,Lazio,11.0,7.0,0,0,287.0,387.0,4.0,47.0,20.0,6,0
37,Atalanta,2022-05-21,Giornata n. 38,Casa,P,0,Empoli,40.0,9.0,0,0,542.0,645.0,15.0,61.0,8.0,1,0
37,Bologna,2022-05-21,Giornata n. 38,Ospiti,V,1,Genoa,11.0,3.0,0,0,321.0,435.0,9.0,50.0,10.0,1,0
