,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,rank_h,rank_a
337,Atalanta,2022-04-27,N,0.5757575757575757,Torino,2.0606060606060606,0.5151515151515147,0.030303030303030304,0.06060606060606061,80.21212121212119,80.30303030303025,1.121212121212121,1.1212121212121247,-4.1515151515151505,-0.15151515151515182,-0.030303030303030304,4.0,2.0
338,Fiorentina,2022-04-27,P,0.1515151515151516,Udinese,0.2424242424242422,0.2727272727272725,0.09090909090909091,0.1818181818181818,152.93939393939394,148.7575757575758,-0.1212121212121211,15.030303030303031,-3.363636363636365,-0.27272727272727293,0.06060606060606061,6.0,1.0
339,Napoli,2022-04-30,V,0.05882352941176472,Sassuolo,0.117647058823529,-0.6176470588235299,0.05882352941176472,0.1470588235294118,60.588235294117624,63.2058823529411,0.0,2.970588235294116,-0.47058823529411775,-0.7941176470588236,-0.058823529411764705,4.0,1.0
340,Cagliari,2022-04-30,P,-0.823529411764706,Hellas Verona,-1.6470588235294112,-1.1176470588235294,-0.1176470588235294,-0.11764705882352941,-56.764705882352985,-56.23529411764707,-0.8529411764705883,-7.294117647058826,0.5,0.11764705882352944,-0.08823529411764705,3.0,3.0
341,Spezia,2022-04-30,P,-0.9411764705882353,Lazio,-0.764705882352942,-1.0882352941176472,-0.08823529411764706,-0.11764705882352941,-197.8529411764706,-186.94117647058823,-0.3235294117647065,-10.823529411764703,2.9705882352941178,-0.02941176470588225,-0.02941176470588236,0.0,9.0
342,Sampdoria,2022-04-30,V,0.47058823529411753,Genoa,0.14705882352941124,0.5588235294117649,-0.08823529411764706,-0.02941176470588236,41.85294117647061,37.5,0.08823529411764719,2.764705882352942,-1.5,0.0,0.0,4.0,1.0
343,Roma,2022-05-01,N,0.47058823529411775,Bologna,3.6470588235294112,0.8823529411764706,0.058823529411764705,0.08823529411764705,23.441176470588232,18.323529411764696,1.2352941176470589,1.441176470588239,2.235294117647058,0.5882352941176472,0.02941176470588236,5.0,3.0
344,Milan,2022-05-01,V,0.17647058823529416,Fiorentina,2.117647058823529,-0.1764705882352935,-0.02941176470588236,-0.02941176470588236,-34.117647058823536,-30.970588235294144,-0.058823529411765385,-3.088235294117645,0.882352941176471,-0.20588235294117663,-0.14705882352941174,4.0,3.0
345,Juventus,2022-05-01,V,0.711229946524064,Venezia,4.9910873440285215,1.7682709447415332,0.08645276292335116,0.08556149732620322,135.04545454545456,126.86720142602496,1.4670231729055256,10.655080213903744,-0.8360071301247771,-0.9064171122994653,-0.15329768270944744,8.0,0.0
346,Empoli,2022-05-01,P,0.08823529411764697,Torino,0.8529411764705888,0.2941176470588234,0.08823529411764705,0.08823529411764705,-25.941176470588232,-31.088235294117624,0.7941176470588234,-4.676470588235297,-4.088235294117645,-0.0588235294117645,0.0,1.0,7.0
347,Udinese,2022-05-01,P,-0.5588235294117647,Inter,-3.705882352941174,-1.4411764705882355,-0.1176470588235294,-0.20588235294117646,-180.29411764705884,-177.2058823529411,-1.3529411764705879,-14.235294117647065,2.7058823529411757,0.6176470588235292,0.17647058823529413,1.0,6.0
348,Atalanta,2022-05-02,N,0.9456327985739751,Salernitana,4.729055258467023,1.2335115864527628,0.08645276292335116,0.11586452762923352,171.04901960784315,180.5463458110517,1.1604278074866308,13.752228163992875,0.12566844919786213,-0.249554367201426,-0.06238859180035651,9.0,0.0
349,Salernitana,2022-05-05,V,0.02941176470588236,Venezia,0.9411764705882337,0.3529411764705883,0.0,-0.02941176470588236,-31.235294117647072,-29.735294117647072,1.3823529411764706,-1.588235294117645,-0.764705882352942,-0.3529411764705883,-0.08823529411764705,1.0,0.0
350,Genoa,2022-05-06,V,-0.8285714285714286,Juventus,-4.2285714285714295,-1.9428571428571435,0.0,0.0,-141.82857142857142,-114.7714285714286,-0.8285714285714287,-8.17142857142857,1.8571428571428594,0.5142857142857145,0.028571428571428574,1.0,7.0
351,Inter,2022-05-06,V,0.8,Empoli,3.428571428571429,1.942857142857143,0.0,0.11428571428571427,136.60000000000002,126.60000000000002,1.2571428571428571,7.74285714285714,-1.0857142857142854,-0.4571428571428571,-0.14285714285714285,9.0,0.0
352,Torino,2022-05-07,P,-0.6285714285714286,Napoli,-2.628571428571428,-1.2000000000000006,-0.08571428571428569,-0.17142857142857143,-144.68571428571425,-127.28571428571428,-0.8000000000000007,-4.628571428571426,5.514285714285716,0.7428571428571429,0.028571428571428574,0.0,5.0
353,Lazio,2022-05-07,V,0.8,Sampdoria,1.0571428571428587,1.4285714285714284,0.14285714285714288,0.14285714285714285,177.1142857142857,155.8571428571429,0.5142857142857147,8.342857142857142,-2.2857142857142865,-0.17142857142857126,0.057142857142857134,7.0,1.0
354,Sassuolo,2022-05-07,N,0.17142857142857126,Udinese,1.8000000000000007,0.742857142857142,0.1142857142857143,0.1142857142857143,153.74285714285713,146.0285714285714,0.20000000000000018,12.942857142857143,-2.885714285714288,-0.05714285714285694,-0.05714285714285715,1.0,5.0
355,Venezia,2022-05-08,V,-0.2857142857142857,Bologna,-2.114285714285714,-0.7428571428571429,-0.028571428571428574,-0.028571428571428567,-72.39999999999998,-73.97142857142859,-1.4285714285714284,-7.74285714285714,2.742857142857142,0.4571428571428573,0.028571428571428553,1.0,8.0
356,Salernitana,2022-05-08,N,-0.02857142857142858,Cagliari,-0.11428571428571388,0.37142857142857144,0.0,-0.028571428571428567,-25.114285714285757,-39.74285714285713,1.0285714285714285,-4.0,-1.1999999999999993,-0.1428571428571428,0.0,0.0,8.0
357,Hellas Verona,2022-05-08,P,0.0,Milan,-3.428571428571429,-0.6571428571428566,0.05714285714285716,0.0,-68.80000000000001,-52.14285714285717,-0.6571428571428575,-3.5142857142857125,1.6285714285714281,0.5142857142857142,0.1142857142857143,1.0,6.0
358,Spezia,2022-05-08,P,-0.7142857142857142,Atalanta,-4.885714285714286,-0.9142857142857141,-0.057142857142857134,-0.05714285714285715,-137.34285714285716,-144.59999999999997,-1.7714285714285714,-10.971428571428575,0.8571428571428559,0.11428571428571432,0.05714285714285714,0.0,8.0
359,Fiorentina,2022-05-09,V,-0.02857142857142847,Roma,-1.8285714285714274,0.22857142857142865,0.02857142857142858,0.057142857142857106,53.82857142857142,52.1142857142857,-0.8571428571428577,6.342857142857142,-1.8571428571428577,-0.7428571428571429,0.0,1.0,6.0
360,Hellas Verona,2022-05-14,P,0.4722222222222223,Torino,-0.3888888888888875,0.25,0.02777777777777779,0.05555555555555555,-18.27777777777777,-13.694444444444457,0.0,-2.25,-3.1388888888888875,0.16666666666666652,0.11111111111111112,1.0,3.0
361,Udinese,2022-05-14,P,0.4722222222222221,Spezia,3.0555555555555554,1.3333333333333335,0.0,-0.027777777777777776,-8.277777777777771,-13.555555555555543,1.083333333333333,-1.1666666666666643,1.0277777777777786,0.16666666666666652,0.05555555555555555,8.0,1.0
362,Roma,2022-05-14,N,0.611111111111111,Venezia,5.472222222222221,1.416666666666667,0.055555555555555566,0.05555555555555555,93.22222222222223,89.44444444444446,2.666666666666666,8.666666666666671,-0.47222222222222143,0.0555555555555558,0.0,8.0,1.0
363,Empoli,2022-05-14,N,0.4444444444444444,Salernitana,2.6111111111111107,0.8055555555555554,0.08333333333333334,0.08333333333333334,63.94444444444446,66.41666666666669,0.44444444444444375,7.2222222222222285,0.25,-0.22222222222222232,0.0,3.0,0.0
364,Bologna,2022-05-15,P,-0.5277777777777777,Sassuolo,-3.166666666666666,-1.5277777777777772,-0.11111111111111112,-0.08333333333333334,-73.25,-61.77777777777777,-0.4722222222222223,-4.638888888888893,-0.7222222222222232,0.05555555555555536,0.08333333333333334,4.0,3.0
365,Napoli,2022-05-15,V,1.1388888888888888,Genoa,4.666666666666668,2.1111111111111107,0.08333333333333334,0.16666666666666666,214.11111111111114,188.16666666666669,1.1388888888888893,13.75,-3.277777777777777,-0.7777777777777779,-0.027777777777777776,6.0,1.0
366,Cagliari,2022-05-15,P,-1.25,Inter,-6.833333333333332,-3.2499999999999996,-0.11111111111111112,-0.19444444444444448,-178.44444444444446,-157.50000000000006,-3.027777777777778,-11.527777777777779,2.1388888888888893,0.6944444444444446,0.1388888888888889,1.0,7.0
367,Milan,2022-05-15,V,-0.0277777777777779,Atalanta,0.5,0.3333333333333339,0.0,0.05555555555555555,-32.25,-44.30555555555554,-0.666666666666667,-0.27777777777777857,-1.083333333333334,-0.2777777777777777,0.027777777777777776,3.0,3.0
368,Juventus,2022-05-16,N,-0.4722222222222223,Lazio,2.9444444444444446,-0.13888888888888928,-0.05555555555555555,-0.08333333333333334,-80.08333333333331,-80.72222222222229,0.1388888888888884,-2.861111111111107,2.166666666666666,-0.33333333333333304,-0.08333333333333334,6.0,2.0
369,Sampdoria,2022-05-16,V,-0.38888888888888884,Fiorentina,-3.1111111111111107,-1.6666666666666665,-0.1388888888888889,-0.16666666666666669,-115.47222222222223,-96.3055555555556,-1.2777777777777777,-10.861111111111107,1.6111111111111107,0.16666666666666696,-0.1388888888888889,4.0,3.0
370,Torino,2022-05-20,P,-0.2702702702702704,Roma,-3.378378378378379,-1.0270270270270272,0.02702702702702703,-0.02702702702702703,-36.027027027026975,-23.29729729729729,-1.864864864864865,1.5945945945945894,3.9459459459459474,-0.5945945945945947,-0.13513513513513514,2.0,7.0
371,Fiorentina,2022-05-21,V,0.0,Juventus,-0.8378378378378368,0.1351351351351351,0.08108108108108109,0.13513513513513514,19.216216216216196,22.75675675675666,0.5945945945945939,5.621621621621621,-1.8108108108108123,0.3243243243243241,0.16216216216216217,1.0,6.0
372,Genoa,2022-05-21,P,-0.43243243243243235,Bologna,-1.2702702702702702,-1.0,0.05405405405405406,0.05405405405405406,-85.81081081081084,-69.83783783783787,-0.7297297297297294,-6.5945945945945965,3.756756756756758,-0.05405405405405439,-0.10810810810810811,4.0,2.0
373,Lazio,2022-05-21,N,0.32432432432432434,Hellas Verona,-0.43243243243243157,0.8648648648648645,0.0,0.02702702702702703,171.54054054054052,149.64864864864865,0.21621621621621667,4.702702702702702,-3.0270270270270263,-0.21621621621621623,-0.05405405405405406,6.0,2.0
374,Atalanta,2022-05-21,P,0.43243243243243246,Empoli,1.864864864864865,0.24324324324324298,-0.05405405405405406,-0.02702702702702703,111.08108108108104,117.24324324324328,0.756756756756757,6.918918918918919,0.027027027027028083,0.0,-0.08108108108108109,7.0,1.0
375,Salernitana,2022-05-22,P,-0.6486486486486487,Udinese,-2.243243243243242,-1.3783783783783785,0.02702702702702703,0.05405405405405406,-27.324324324324323,-23.70270270270271,-0.21621621621621667,-1.4594594594594597,-2.2702702702702684,-0.02702702702702675,-0.02702702702702703,1.0,8.0
376,Sassuolo,2022-05-22,P,-0.054054054054053946,Milan,-0.5945945945945947,0.6756756756756754,0.05405405405405406,-0.02702702702702703,36.378378378378386,28.324324324324266,0.18918918918918948,0.621621621621621,-0.1621621621621614,0.40540540540540526,0.02702702702702703,2.0,5.0
377,Spezia,2022-05-22,P,-0.8108108108108107,Napoli,-5.0,-1.5135135135135132,-0.1891891891891892,-0.24324324324324326,-204.89189189189187,-194.1351351351351,-1.3243243243243241,-15.162162162162161,2.243243243243244,0.7027027027027026,0.05405405405405406,2.0,7.0
378,Inter,2022-05-22,V,0.9459459459459458,Sampdoria,7.081081081081081,2.945945945945946,0.13513513513513514,0.1891891891891892,144.2972972972973,125.43243243243245,2.7837837837837838,10.054054054054049,-1.1621621621621614,-0.5945945945945945,-0.10810810810810811,7.0,1.0
379,Venezia,2022-05-22,N,0.0,Cagliari,-1.1621621621621632,0.16216216216216228,0.0,0.02702702702702703,3.459459459459481,-11.054054054054063,-0.40540540540540526,-2.3513513513513544,-0.40540540540540526,0.4594594594594592,0.10810810810810811,0.0,8.0
