,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,rank_h,rank_a
360,Hellas Verona,2022-05-14,P,0.10000000000000009,Torino,0.9000000000000004,0.7999999999999998,-0.5,-0.39999999999999997,-28.5,-13.199999999999989,-0.9000000000000004,-1.3999999999999986,-1.0999999999999996,0.5,0.2,1.0,3.0
361,Udinese,2022-05-14,P,1.1,Spezia,4.9,2.3,0.0,-0.1,13.300000000000011,-2.8999999999999773,1.8999999999999995,2.3000000000000043,3.599999999999998,-0.10000000000000009,0.0,8.0,1.0
362,Roma,2022-05-14,N,0.20000000000000007,Venezia,2.3000000000000007,0.9999999999999996,0.1,-0.09999999999999998,100.5,96.70000000000005,2.1,6.600000000000001,-1.8000000000000007,-0.6000000000000001,0.0,8.0,1.0
363,Empoli,2022-05-14,N,-0.19999999999999996,Salernitana,-1.8000000000000007,-0.7999999999999998,-0.1,-0.1,47.89999999999998,52.19999999999999,-0.40000000000000036,4.700000000000003,-0.8000000000000007,-1.5,0.09999999999999998,3.0,0.0
364,Bologna,2022-05-15,P,-0.8,Sassuolo,-4.800000000000001,-2.1999999999999997,-0.4,-0.4,-98.09999999999997,-80.09999999999997,-1.2000000000000002,-3.0999999999999943,-0.40000000000000036,0.19999999999999973,0.09999999999999998,4.0,3.0
365,Napoli,2022-05-15,V,1.6,Genoa,1.0999999999999996,1.3999999999999995,0.1,0.09999999999999998,186.2,148.39999999999998,1.3000000000000003,10.200000000000003,-3.5999999999999996,0.0,-0.1,6.0,1.0
366,Cagliari,2022-05-15,P,-1.5999999999999999,Inter,-7.100000000000001,-3.6,-0.1,-0.2,-168.39999999999998,-135.3,-3.3,-7.200000000000003,3.6999999999999993,0.3999999999999999,0.2,1.0,7.0
367,Milan,2022-05-15,V,-0.30000000000000004,Atalanta,1.4000000000000004,1.7000000000000002,-0.2,-0.2,-67.90000000000003,-81.70000000000005,-0.8999999999999995,-2.6000000000000014,-1.5,-0.7999999999999998,-0.1,3.0,3.0
368,Juventus,2022-05-16,N,-0.19999999999999996,Lazio,1.5999999999999996,-0.9000000000000004,-0.19999999999999998,-0.19999999999999998,-95.0,-102.0,-0.7999999999999998,-5.200000000000003,1.0,0.40000000000000013,0.0,6.0,2.0
369,Sampdoria,2022-05-16,V,-0.40000000000000013,Fiorentina,-5.9,-2.5000000000000004,-0.1,0.1,-58.30000000000001,-44.10000000000002,-1.9000000000000004,-9.199999999999996,0.40000000000000036,-0.40000000000000013,0.0,4.0,3.0
370,Torino,2022-05-20,P,0.19999999999999996,Roma,-4.1,-1.6000000000000005,0.5,0.5,-25.0,-22.80000000000001,-3.0000000000000004,1.0,2.200000000000001,-0.6000000000000001,-0.2,2.0,7.0
371,Fiorentina,2022-05-21,V,-0.5,Juventus,0.5999999999999996,0.40000000000000036,0.1,0.1,37.39999999999998,47.60000000000002,1.4,9.700000000000003,-0.1999999999999993,0.0,-0.1,1.0,6.0
372,Genoa,2022-05-21,P,-0.6000000000000001,Bologna,1.299999999999999,0.0,0.0,0.1,-105.19999999999999,-76.5,-0.2999999999999998,-7.0,5.399999999999999,-0.20000000000000018,-0.19999999999999998,4.0,2.0
373,Lazio,2022-05-21,N,1.0,Hellas Verona,2.9000000000000004,2.2,0.19999999999999998,0.09999999999999998,202.79999999999995,187.59999999999997,2.5999999999999996,9.200000000000003,-4.399999999999999,-1.3,-0.1,6.0,2.0
374,Atalanta,2022-05-21,P,0.6,Empoli,6.000000000000002,0.10000000000000009,0.1,0.1,135.2,148.69999999999993,2.8000000000000007,9.800000000000004,-0.8000000000000007,-0.10000000000000009,-0.3,7.0,1.0
375,Salernitana,2022-05-22,P,-1.1,Udinese,-1.9000000000000004,-1.5,0.1,0.19999999999999998,-41.5,-34.69999999999999,0.09999999999999964,-2.8999999999999986,-3.5999999999999996,1.6,0.1,1.0,8.0
376,Sassuolo,2022-05-22,P,0.5999999999999999,Milan,-1.8000000000000007,0.0,0.4,0.4,89.69999999999999,73.39999999999998,-0.09999999999999964,2.1999999999999957,0.7000000000000011,0.5000000000000002,0.2,2.0,5.0
377,Spezia,2022-05-22,P,-0.9000000000000001,Napoli,-3.9000000000000004,-1.1,-0.19999999999999998,-0.10000000000000003,-170.79999999999995,-155.7,-1.2999999999999998,-14.599999999999994,2.5999999999999996,0.30000000000000004,0.0,2.0,7.0
378,Inter,2022-05-22,V,1.0,Sampdoria,8.6,3.2,0.1,0.0,80.39999999999998,70.70000000000005,3.1999999999999997,5.799999999999997,-1.5999999999999996,0.30000000000000004,-0.1,7.0,1.0
379,Venezia,2022-05-22,N,0.30000000000000004,Cagliari,-1.4000000000000004,0.2999999999999998,0.1,0.2,0.6999999999999886,-25.0,-0.8999999999999999,-3.799999999999997,0.0,1.4,0.09999999999999998,0.0,8.0
