,home,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,prediction,rank
179,18.0,1.0,-1.4,4.0,0.0,-0.2000000000000001,0.0,-0.2,8.399999999999999,2.0,0.0,0.0,1.0,2.0
180,3.0,1.0,0.1999999999999999,6.0,-3.6,-2.4,-0.2,-0.2,2.4000000000000057,1.1999999999999993,0.6000000000000001,0.2,1.0,4.0
181,11.0,1.0,-0.1999999999999999,15.0,3.6,0.6000000000000005,0.2,0.2,5.800000000000004,-1.3999999999999986,-0.2000000000000001,0.0,1.0,4.0
182,19.0,1.0,-0.6,2.0,-7.6,-3.2,-0.2,-0.2,-12.0,0.1999999999999993,-1.4,-0.6,0.0,-2.0
183,10.0,0.0,0.4000000000000001,18.0,7.4,1.2000000000000002,0.0,0.0,6.600000000000001,-0.6000000000000014,-0.1999999999999997,0.0,1.0,1.0
184,7.0,0.0,0.0,5.0,-7.4,-1.7999999999999998,0.2,0.2,-13.199999999999996,-4.0,-1.6,0.0,0.0,0.0
185,12.0,1.0,1.2000000000000002,1.0,6.399999999999999,1.8000000000000005,0.0,0.0,12.800000000000004,-2.2,-0.3999999999999999,0.4,1.0,4.0
186,4.0,2.0,0.3999999999999999,8.0,-3.4000000000000004,0.2000000000000001,0.0,0.0,-17.0,1.4000000000000004,0.1999999999999997,0.2,2.0,-4.0
187,9.0,1.0,-1.1999999999999995,16.0,3.0,-2.3999999999999995,0.4,0.4,-4.799999999999997,-3.0,-0.6000000000000001,0.0,1.0,2.0
188,17.0,2.0,-0.2000000000000001,0.0,3.8000000000000007,0.7999999999999998,-0.2,-0.4,2.199999999999996,2.6,0.5999999999999999,-0.2,0.0,-3.0
189,13.0,2.0,-1.4,14.0,-5.6,-4.4,-0.4,-0.4,-5.599999999999994,-1.4000000000000004,1.1999999999999995,0.0,0.0,-4.0
190,19.0,2.0,0.4,13.0,1.0,-0.1999999999999999,0.0,0.2,-2.0,2.4000000000000004,-0.8,0.2,1.0,4.0
191,14.0,1.0,1.0,18.0,6.0,2.2,0.0,0.0,4.200000000000003,-3.8000000000000007,-1.0,-0.2,1.0,3.0
192,8.0,0.0,-1.0,17.0,-3.6000000000000014,-2.0,0.2,0.2,4.0,-1.1999999999999993,0.2000000000000001,-0.2,1.0,-3.0
193,5.0,0.0,-0.8000000000000003,16.0,7.799999999999999,-0.5999999999999996,-0.2,-0.2,-2.6000000000000014,1.1999999999999993,0.2000000000000001,0.2,1.0,-2.0
194,12.0,1.0,0.1999999999999999,10.0,-2.3999999999999986,-0.6000000000000005,-0.2,-0.2,5.400000000000006,-5.799999999999999,-0.6000000000000001,0.2,1.0,4.0
195,15.0,0.0,-0.1999999999999999,1.0,3.799999999999999,0.2000000000000001,0.0,0.0,12.4,0.0,0.1999999999999997,0.0,1.0,-1.0
196,6.0,2.0,-2.4,0.0,-2.8000000000000007,-0.8000000000000003,0.0,-0.2,-17.6,4.0,1.0,-0.2,2.0,-5.0
197,2.0,0.0,-0.1999999999999999,4.0,1.5999999999999996,0.2000000000000001,0.0,0.0,12.6,-2.0,0.2000000000000001,0.3999999999999999,0.0,1.0
198,7.0,2.0,0.7999999999999999,11.0,-5.199999999999999,0.0,0.2,0.2,-20.8,3.0,-0.3999999999999999,-0.2,2.0,-2.0
199,9.0,1.0,0.7999999999999999,3.0,3.6,1.5999999999999996,0.4,0.4,5.600000000000001,-4.799999999999999,-0.7999999999999998,0.0,1.0,5.0
200,16.0,1.0,1.6,19.0,-2.6,3.0,0.4,0.2,12.800000000000004,3.8000000000000007,0.5999999999999996,-0.2,1.0,-1.0
201,17.0,1.0,0.3999999999999999,2.0,4.800000000000001,2.0,-0.2,-0.2,1.6000000000000014,0.8000000000000007,0.1999999999999999,-0.2,1.0,1.0
202,11.0,0.0,-0.5999999999999999,12.0,-0.8000000000000007,-1.0,0.0,0.0,4.599999999999994,1.8000000000000007,0.7999999999999998,0.0,0.0,-4.0
203,3.0,2.0,-1.0,5.0,-8.0,-1.4,0.0,0.0,-9.200000000000005,-0.1999999999999993,-0.4000000000000003,-0.4,2.0,-3.0
204,10.0,2.0,-0.4000000000000001,9.0,2.2,0.4000000000000003,-0.4,-0.6,-1.8000000000000045,4.400000000000002,0.7999999999999998,0.2,0.0,-3.0
205,18.0,1.0,0.5999999999999999,8.0,-2.3999999999999986,0.0,0.0,0.0,-11.200000000000005,6.400000000000002,0.6000000000000001,0.2,0.0,0.0
206,13.0,2.0,0.1999999999999999,15.0,-5.4,-2.2,0.2,0.2,-7.799999999999997,-1.200000000000001,0.1999999999999999,0.0,1.0,-3.0
207,1.0,2.0,0.3999999999999999,6.0,-2.200000000000001,-0.3999999999999999,-0.2,-0.2,-0.6000000000000014,-1.5999999999999996,-0.6000000000000001,-0.2,1.0,4.0
208,0.0,0.0,0.7999999999999998,14.0,-1.9999999999999984,-1.0,-0.2,0.0,2.799999999999997,-1.200000000000001,0.0,0.4,0.0,1.0
209,4.0,2.0,0.0,7.0,-6.199999999999999,-2.6000000000000005,0.2,0.2,-6.0,0.8000000000000007,-1.0,0.2,0.0,-4.0
210,12.0,1.0,-1.6,16.0,4.4,0.8000000000000007,-0.8,-0.8,0.2000000000000028,-6.800000000000001,-0.7999999999999998,0.6,1.0,3.0
211,9.0,0.0,1.0,13.0,7.200000000000001,3.4000000000000004,0.0,0.1999999999999999,11.6,1.0,0.0,0.2,1.0,5.0
212,4.0,0.0,0.0,3.0,-2.2,-0.8000000000000003,0.0,-0.2,-6.0,-3.4000000000000004,-1.0,0.2,1.0,-3.0
213,15.0,0.0,-0.6000000000000001,18.0,3.4000000000000004,0.9999999999999996,-0.2,-0.2,3.200000000000003,-6.800000000000001,-0.5999999999999996,-0.2,0.0,-4.0
214,14.0,0.0,1.4,11.0,-2.2,1.0,0.4,0.4,-7.600000000000001,2.4000000000000004,-0.2000000000000001,-0.2,1.0,1.0
215,19.0,0.0,-0.8,5.0,-1.5999999999999996,-1.2000000000000002,0.0,0.2,-4.199999999999996,-0.7999999999999989,-0.2000000000000001,-0.3999999999999999,0.0,-4.0
216,8.0,2.0,0.0,1.0,-0.200000000000001,0.6000000000000001,0.0,0.0,17.6,-0.5999999999999996,-0.6000000000000001,0.0,1.0,3.0
217,7.0,0.0,-0.1999999999999999,17.0,0.4000000000000003,-0.7999999999999998,-0.2,-0.2,-4.799999999999997,0.0,1.0,0.0,0.0,-2.0
218,2.0,2.0,-2.6,0.0,-5.800000000000001,-3.2,0.0,-0.3999999999999999,-8.199999999999996,1.4000000000000004,0.0,-0.2,2.0,3.0
219,6.0,2.0,-0.6000000000000001,10.0,-8.399999999999999,-2.4000000000000004,0.2,0.2,-9.799999999999995,-1.4000000000000004,0.8000000000000003,-0.2,0.0,-5.0
220,10.0,1.0,0.1999999999999999,4.0,6.399999999999999,1.4000000000000004,0.0,0.0,4.799999999999997,4.6,2.0,0.2,1.0,5.0
221,3.0,2.0,-1.2,14.0,-3.8000000000000007,-3.2,-0.2,0.0,-1.0,0.8000000000000007,0.3999999999999999,0.0,2.0,-3.0
222,13.0,2.0,1.2000000000000002,8.0,-3.8000000000000007,-0.6000000000000001,0.4,0.4,-23.2,-0.8000000000000007,0.1999999999999999,-0.2,0.0,-3.0
223,5.0,0.0,0.0,12.0,1.599999999999998,-2.4000000000000004,-0.2,-0.2,-1.2000000000000028,5.0,1.1999999999999995,0.0,2.0,-1.0
224,18.0,1.0,0.5999999999999999,19.0,-3.0,0.6000000000000001,0.2,0.0,1.3999999999999986,6.600000000000001,0.0,0.2,1.0,2.0
225,16.0,2.0,1.2,6.0,2.200000000000001,-0.2000000000000001,0.8,0.8,10.400000000000006,5.4,0.0,-0.2,1.0,5.0
226,17.0,2.0,-1.0,9.0,-3.9999999999999982,0.4000000000000003,-0.2,-0.3999999999999999,-8.799999999999997,1.6000000000000014,-0.5999999999999999,-0.2,2.0,-5.0
227,11.0,1.0,0.4,2.0,5.799999999999999,2.8000000000000003,0.0,0.0,7.399999999999999,-2.6,1.2,0.0,1.0,2.0
228,0.0,1.0,2.4,15.0,2.0,3.4,0.0,0.2,6.0,-2.8000000000000007,-1.1999999999999995,0.0,1.0,1.0
229,1.0,0.0,0.0,7.0,-1.799999999999999,-0.9999999999999996,0.0,0.0,-0.1999999999999957,1.5999999999999996,0.1999999999999997,0.2,1.0,0.0
230,9.0,1.0,1.6,6.0,8.200000000000001,3.2,0.4,0.6,18.4,-4.799999999999999,-0.5999999999999996,-0.2,1.0,5.0
231,2.0,1.0,-1.0,13.0,0.7999999999999989,-0.5999999999999996,-0.4,-0.4,13.6,1.1999999999999993,-0.8,0.2,0.0,3.0
232,0.0,2.0,1.7999999999999998,11.0,1.3999999999999986,0.5999999999999996,0.0,0.2,7.0,-2.6,-1.2000000000000002,-0.2,1.0,1.0
233,15.0,2.0,-0.4000000000000001,5.0,-0.8000000000000007,-0.1999999999999997,0.0,0.0,0.6000000000000014,0.5999999999999996,0.8000000000000003,-0.4,0.0,-3.0
234,12.0,0.0,0.6000000000000001,18.0,3.8000000000000007,4.0,0.0,0.0,11.799999999999995,-11.0,-1.4,-0.2,1.0,4.0
235,8.0,1.0,-1.2000000000000002,16.0,0.0,-0.2000000000000001,-0.8,-0.8,7.200000000000003,-2.3999999999999986,-1.1999999999999995,0.2,1.0,1.0
236,4.0,1.0,-0.1999999999999999,17.0,-2.4000000000000004,-2.0,-0.2,-0.2,0.2000000000000028,-4.0,-1.6,0.0,2.0,-5.0
237,19.0,1.0,-0.3999999999999999,3.0,3.0,-1.0,-0.2,0.0,-3.6000000000000014,1.200000000000001,0.8000000000000003,0.4,1.0,-1.0
238,7.0,1.0,0.0,10.0,-1.799999999999999,0.2000000000000001,-0.2,-0.2,-9.0,-1.0,-1.2000000000000002,-0.4,2.0,-2.0
239,14.0,1.0,1.4,1.0,3.3999999999999986,2.6000000000000005,0.2,0.2,2.6000000000000014,-0.7999999999999989,-0.1999999999999997,-0.2,0.0,2.0
240,11.0,1.0,0.1999999999999999,4.0,1.8000000000000007,2.0,0.0,0.0,2.3999999999999986,4.0,1.4,0.0,1.0,2.0
241,6.0,2.0,-1.4,14.0,-5.200000000000001,-3.6,-0.4,-0.4,-8.0,1.1999999999999993,0.0,0.0,2.0,-5.0
242,18.0,1.0,-1.6,0.0,-2.799999999999999,-3.0,0.0,-0.2,-19.4,9.4,2.2,0.2,0.0,-2.0
243,17.0,0.0,-0.3999999999999999,15.0,-1.5999999999999996,0.9999999999999996,0.2,0.2,-0.1999999999999957,-0.4000000000000003,-0.7999999999999998,0.0,0.0,4.0
244,16.0,1.0,0.8,2.0,2.799999999999999,1.6,0.6,0.6,5.0,-2.3999999999999986,1.4,-0.2,1.0,0.0
245,1.0,2.0,-2.0,9.0,-2.8000000000000007,-2.2,-0.2,-0.4,-9.0,5.200000000000001,0.7999999999999998,0.2,2.0,-5.0
246,13.0,2.0,0.6000000000000001,12.0,-9.4,-4.4,0.2,0.2,-20.6,3.6,-0.7999999999999998,-0.2,2.0,-5.0
247,3.0,0.0,-0.3999999999999999,7.0,0.1999999999999993,-0.7999999999999998,0.2,0.4,8.800000000000004,0.200000000000001,0.1999999999999997,0.0,2.0,-1.0
248,5.0,0.0,1.7999999999999998,8.0,1.599999999999998,0.2000000000000001,0.2,0.2,-11.200000000000005,1.3999999999999986,1.0,0.2,1.0,-2.0
249,2.0,1.0,-0.7999999999999999,8.0,-3.0,-1.7999999999999998,-0.2,-0.2,-9.799999999999995,3.2,-1.0,0.0,2.0,-3.0
250,11.0,1.0,1.0,17.0,2.0,2.2,-0.2,-0.2,-4.800000000000004,-2.4000000000000004,-1.1999999999999995,-0.2,1.0,4.0
251,4.0,0.0,0.0,13.0,0.1999999999999993,0.4000000000000003,-0.2,-0.2,12.6,-5.199999999999999,-1.0,0.0,1.0,1.0
252,10.0,1.0,-1.4,14.0,-0.6000000000000014,-0.8000000000000007,0.0,0.0,1.6000000000000014,0.200000000000001,0.1999999999999997,0.2,0.0,-2.0
253,15.0,2.0,0.0,16.0,-4.4,-1.4000000000000004,-0.3999999999999999,-0.3999999999999999,-4.799999999999997,4.400000000000002,1.2000000000000002,0.0,0.0,-3.0
254,19.0,1.0,0.0,1.0,-1.0,-0.6000000000000001,0.0,0.4,-5.799999999999997,1.0,0.8000000000000003,0.0,0.0,1.0
255,0.0,1.0,-1.0,5.0,-2.0,0.5999999999999996,-0.4,-0.2,12.799999999999995,-2.4000000000000004,-1.4,-0.2,0.0,-1.0
256,18.0,1.0,-0.1999999999999999,3.0,-1.1999999999999993,-1.2000000000000002,-0.2,-0.4,-9.400000000000006,2.799999999999997,0.3999999999999999,0.2,1.0,3.0
257,7.0,0.0,0.0,6.0,3.6,1.7999999999999998,0.0,0.0,-0.1999999999999957,-2.3999999999999986,-0.3999999999999999,0.0,1.0,5.0
258,12.0,2.0,-1.0,9.0,3.6000000000000014,1.1999999999999993,0.0,0.0,3.800000000000004,-1.0,0.0,0.2,1.0,-2.0
259,9.0,1.0,1.6,19.0,3.2,3.2,-0.2,-0.6,13.200000000000005,-4.200000000000001,-1.2000000000000002,0.0,1.0,4.0
260,3.0,2.0,-1.8000000000000005,11.0,2.4000000000000004,-0.7999999999999998,0.0,0.0,-1.2000000000000028,3.2,0.6000000000000001,0.0,2.0,-5.0
261,13.0,1.0,0.5999999999999999,7.0,-4.6,-0.3999999999999999,0.0,0.0,-10.200000000000005,-1.0,-0.2000000000000001,0.0,0.0,-3.0
262,1.0,1.0,0.0,2.0,3.2,1.4,0.0,-0.2,8.199999999999996,0.5999999999999979,0.3999999999999999,-0.2,1.0,0.0
263,5.0,0.0,0.4000000000000001,10.0,3.3999999999999986,0.0,0.0,0.0,-1.7999999999999972,0.200000000000001,-0.1999999999999997,0.0,2.0,-2.0
264,6.0,2.0,-0.6,18.0,-4.199999999999999,-2.6,0.0,0.0,-7.399999999999999,-0.3999999999999986,0.0,0.0,0.0,-5.0
265,8.0,1.0,0.5999999999999999,15.0,6.4,2.4000000000000004,0.0,0.0,7.200000000000003,-3.6000000000000014,-0.1999999999999997,-0.2,1.0,4.0
266,16.0,2.0,-0.5999999999999999,0.0,1.5999999999999996,-0.8000000000000007,0.2,0.2,-6.0,-2.0,0.4000000000000001,0.0,2.0,3.0
267,17.0,0.0,-1.2000000000000002,12.0,-8.8,-3.2,-0.2,-0.4,-4.799999999999997,2.4000000000000004,0.0,0.2,2.0,-2.0
268,14.0,1.0,0.1999999999999999,4.0,4.6,1.2000000000000002,0.0,0.0,2.3999999999999986,3.799999999999999,2.0,0.2,1.0,4.0
269,2.0,1.0,-1.0,5.0,-4.0,-0.2000000000000001,-0.4,-0.2,1.7999999999999972,4.199999999999999,0.6000000000000001,0.2,1.0,-2.0
270,18.0,2.0,0.6000000000000001,1.0,-2.400000000000002,0.8000000000000007,-0.2,-0.2,-6.200000000000003,1.0,-0.2000000000000001,0.0,1.0,1.0
271,17.0,2.0,-0.6,16.0,-5.199999999999999,-3.2,-0.4,-0.4,-3.200000000000003,2.6000000000000014,0.6000000000000001,0.4,0.0,2.0
272,15.0,1.0,-1.2,14.0,-5.199999999999999,-2.2,0.0,0.0,-6.0,3.200000000000001,0.0,-0.2,2.0,-3.0
273,11.0,2.0,0.5999999999999999,8.0,-3.8000000000000007,0.7999999999999998,-0.2,-0.2,-3.800000000000004,2.0,-1.6,0.0,1.0,-2.0
274,0.0,0.0,1.4,3.0,1.5999999999999996,0.7999999999999998,0.0,0.0,11.4,-6.600000000000001,-0.9999999999999998,0.0,1.0,4.0
275,10.0,1.0,0.3999999999999999,13.0,2.2,1.0,0.4,0.4,11.800000000000004,-1.1999999999999993,0.6000000000000001,0.0,1.0,5.0
276,4.0,1.0,0.5999999999999999,6.0,0.200000000000001,0.2000000000000001,0.2,0.2,8.399999999999999,-8.8,-1.6,-0.2,1.0,2.0
277,7.0,1.0,-2.0,9.0,3.4000000000000004,-1.6,-0.2,-0.2,-1.0,4.0,0.0,-0.2,0.0,-2.0
278,12.0,1.0,0.1999999999999999,19.0,6.6,2.8000000000000003,-0.2,-0.3999999999999999,23.200000000000003,-3.2,-0.3999999999999999,0.0,1.0,5.0
279,3.0,2.0,-0.7999999999999999,2.0,-0.4000000000000003,0.3999999999999999,0.0,-0.2,-5.199999999999996,4.800000000000001,0.3999999999999999,-0.2,0.0,1.0
280,16.0,1.0,-0.2000000000000001,11.0,4.4,1.3999999999999997,0.4,0.4,0.3999999999999986,-4.599999999999998,-0.6000000000000001,0.0,0.0,-1.0
281,9.0,1.0,0.1999999999999999,4.0,0.5999999999999996,1.0,-0.2,-0.2,7.200000000000003,0.5999999999999996,0.7999999999999998,0.2,1.0,5.0
282,19.0,1.0,0.3999999999999999,7.0,-4.799999999999999,-0.6000000000000001,0.2,0.6,-13.800000000000004,-1.5999999999999996,0.7999999999999998,0.2,1.0,3.0
283,8.0,2.0,0.2000000000000001,10.0,2.2,-0.3999999999999994,-0.1999999999999999,-0.1999999999999999,1.6000000000000014,1.0,1.6,0.0,1.0,4.0
284,1.0,1.0,0.3999999999999999,17.0,4.0,2.2,0.4,0.4,0.2000000000000028,4.800000000000001,0.5999999999999996,-0.2,1.0,3.0
285,13.0,2.0,-0.1999999999999999,0.0,-6.8,-2.2,0.0,0.0,-21.0,-0.200000000000001,0.1999999999999999,0.0,2.0,-5.0
286,14.0,2.0,-0.3999999999999999,12.0,-3.3999999999999986,-2.2,0.4,0.2,-10.200000000000005,4.199999999999999,1.0,0.2,0.0,0.0
287,6.0,2.0,-0.1999999999999999,15.0,2.4000000000000004,0.5999999999999996,-0.4,-0.4,-6.200000000000003,3.2,-0.6000000000000001,0.0,0.0,-1.0
288,5.0,0.0,0.1999999999999999,18.0,-1.1999999999999993,-2.8000000000000003,0.4,0.4,-0.2000000000000028,-3.599999999999998,-0.1999999999999997,-0.2,2.0,1.0
289,11.0,0.0,0.0,19.0,0.200000000000001,0.9999999999999996,-0.2,-0.4,18.0,2.8000000000000007,-0.3999999999999999,0.0,1.0,0.0
290,2.0,2.0,-0.2000000000000001,9.0,0.1999999999999993,0.1999999999999997,-0.2,0.0,-3.3999999999999986,4.399999999999999,1.4,-0.2,0.0,-5.0
291,7.0,2.0,-1.4,8.0,1.200000000000001,-0.8000000000000003,-0.4,-0.4,-0.4000000000000057,2.8000000000000007,-0.2000000000000001,0.0,0.0,-1.0
292,4.0,1.0,-1.6,12.0,-6.199999999999999,-3.2,0.4,0.2,-12.199999999999996,4.6,-0.4000000000000001,-0.2,2.0,-5.0
293,15.0,1.0,-1.0,10.0,-3.0,-3.0,0.0,0.0,1.2000000000000028,2.4000000000000004,1.6,0.2,0.0,-4.0
294,6.0,1.0,-0.3999999999999999,13.0,5.199999999999999,0.3999999999999999,0.0,0.0,8.399999999999999,5.200000000000001,0.3999999999999999,0.2,2.0,0.0
295,14.0,0.0,0.0,5.0,0.4000000000000003,0.2000000000000001,0.2,0.2,4.199999999999996,0.5999999999999996,1.8,0.4,1.0,0.0
296,18.0,1.0,0.0,16.0,-1.1999999999999993,-1.0,-0.4,-0.4,0.6000000000000014,3.2,0.8,0.2,0.0,0.0
297,17.0,1.0,0.7999999999999999,3.0,1.8000000000000007,-0.8000000000000003,0.0,0.0,8.399999999999999,-8.2,-2.0,0.2,1.0,-1.0
298,0.0,1.0,0.1999999999999999,1.0,2.0,1.2000000000000002,-0.6,-0.6,12.200000000000005,-4.200000000000001,-0.4000000000000001,-0.2,0.0,5.0
299,16.0,2.0,0.8,14.0,-0.200000000000001,3.2,-0.2,-0.2,0.3999999999999986,-1.0,-1.5999999999999996,-0.4,0.0,0.0
300,9.0,1.0,0.6000000000000001,11.0,0.0,-0.6000000000000001,0.2,0.2,-3.6000000000000014,-3.2,-0.3999999999999999,0.2,0.0,3.0
301,13.0,0.0,-0.3999999999999999,18.0,-6.200000000000001,-1.2000000000000002,0.2,0.2,-14.599999999999994,-1.0,-0.3999999999999999,-0.2,1.0,-3.0
302,19.0,1.0,0.0,4.0,-1.5999999999999996,-1.0,-0.2,-0.2,-12.0,-0.4000000000000003,0.3999999999999999,0.0,0.0,1.0
303,5.0,2.0,0.1999999999999999,6.0,-2.0,0.2000000000000001,-0.2,-0.2,-2.199999999999996,-3.0000000000000018,-0.3999999999999999,-0.2,1.0,4.0
304,8.0,0.0,-0.6000000000000001,0.0,-2.0000000000000018,-1.7999999999999998,0.4,0.4,-0.2000000000000028,1.1999999999999993,0.0,0.0,0.0,0.0
305,12.0,0.0,1.8000000000000005,7.0,0.200000000000001,2.0,0.0,0.2,11.799999999999995,-5.799999999999999,-0.2000000000000001,0.0,1.0,4.0
306,10.0,0.0,0.0,17.0,-1.5999999999999996,0.7999999999999998,0.4,0.4,-1.6000000000000014,1.4000000000000004,0.3999999999999999,-0.2,1.0,4.0
307,2.0,1.0,0.3999999999999999,15.0,0.8000000000000007,0.8000000000000003,-0.4,-0.2,2.200000000000003,4.599999999999998,0.3999999999999999,-0.2,0.0,4.0
308,1.0,1.0,1.4,3.0,3.4000000000000004,1.8000000000000005,0.6,0.3999999999999999,10.6,-2.8000000000000007,-1.6,0.0,1.0,1.0
309,15.0,1.0,-0.8,9.0,-5.200000000000001,-1.5999999999999996,0.1999999999999999,0.1999999999999999,-9.0,-1.8000000000000007,2.0,0.0,0.0,-4.0
310,14.0,1.0,-0.4000000000000001,19.0,3.6,0.4000000000000003,0.2,0.2,8.200000000000003,3.799999999999999,1.4,0.0,1.0,3.0
311,11.0,1.0,-0.4000000000000001,10.0,-1.8000000000000007,-1.1999999999999993,-0.4,-0.4,5.200000000000003,0.4000000000000003,0.6000000000000001,0.0,0.0,1.0
312,6.0,2.0,-0.6000000000000001,8.0,2.4000000000000004,-0.5999999999999996,-0.2,-0.2,-8.799999999999997,4.4,1.1999999999999995,0.0,2.0,-5.0
313,18.0,0.0,0.0,2.0,3.8000000000000007,0.3999999999999994,0.0,0.0,3.800000000000004,-3.0,0.2000000000000001,0.2,1.0,4.0
314,5.0,0.0,-1.2000000000000002,1.0,1.8000000000000007,-2.6000000000000005,-1.0,-1.0,1.7999999999999972,-0.8000000000000007,0.0,-0.2,0.0,4.0
315,16.0,1.0,1.0,7.0,0.8000000000000007,1.4,0.2,0.2,11.599999999999994,0.1999999999999993,0.1999999999999999,-0.4,0.0,3.0
316,3.0,2.0,-1.8000000000000005,12.0,-6.800000000000001,-3.4000000000000004,0.0,0.2,-25.8,9.999999999999998,2.8,0.4,2.0,-3.0
317,17.0,0.0,1.2000000000000002,13.0,4.4,1.1999999999999995,-0.2,-0.2,8.799999999999997,-2.2,-0.8,0.0,1.0,3.0
318,0.0,0.0,0.6000000000000001,4.0,4.800000000000001,1.4,-0.2,-0.2,7.399999999999999,-1.5999999999999996,-0.6000000000000001,0.0,1.0,3.0
319,10.0,1.0,-0.2000000000000001,19.0,3.4000000000000004,2.4000000000000004,0.2,0.2,11.6,3.4000000000000004,-0.1999999999999999,-0.2,1.0,5.0
320,2.0,1.0,0.4000000000000001,6.0,-4.199999999999999,0.4000000000000003,-0.2,-0.2,4.199999999999996,0.3999999999999986,0.6000000000000001,0.4,1.0,4.0
321,19.0,0.0,-0.8,17.0,-1.799999999999999,-2.0,0.2,0.4,-11.800000000000004,1.5999999999999996,0.0,0.2,1.0,-2.0
322,1.0,1.0,0.0,16.0,-4.800000000000001,0.2000000000000001,0.6000000000000001,0.6000000000000001,-6.0,0.8000000000000007,0.3999999999999999,0.2,1.0,-1.0
323,8.0,0.0,0.8,14.0,-0.7999999999999989,1.6,0.1999999999999999,0.1999999999999999,15.4,-1.5999999999999996,-2.0,0.0,0.0,-1.0
324,9.0,1.0,0.3999999999999999,5.0,-3.3999999999999986,-1.4,0.2,0.2,-0.3999999999999986,-1.0,0.0,0.0,1.0,3.0
325,4.0,2.0,-0.1999999999999999,15.0,0.8000000000000007,0.7999999999999998,-0.3999999999999999,-0.3999999999999999,5.200000000000003,2.6,-0.7999999999999998,0.0,0.0,0.0
326,7.0,2.0,-0.6,18.0,-1.799999999999999,-1.6,0.0,0.0,-13.6,0.5999999999999996,-0.6000000000000001,0.1999999999999999,2.0,-2.0
327,13.0,0.0,-0.1999999999999999,11.0,-6.800000000000001,-2.2,0.0,0.2,-18.0,-0.200000000000001,0.3999999999999999,0.0,2.0,-5.0
328,10.0,2.0,0.6,3.0,5.199999999999999,1.4,0.2,0.0,14.799999999999995,-1.8000000000000007,-1.7999999999999998,-0.4,1.0,1.0
329,12.0,2.0,1.0,0.0,-5.0,-0.6000000000000005,0.0,0.0,7.0,-2.0,0.0,0.0,1.0,1.0
330,8.0,0.0,0.0,9.0,2.2,1.0,0.2,0.2,14.400000000000006,-4.599999999999998,-0.3999999999999999,0.0,1.0,-2.0
331,1.0,1.0,0.6000000000000001,4.0,-0.7999999999999989,1.6,0.6,0.6,-3.0,1.5999999999999996,-0.1999999999999997,0.0,1.0,0.0
332,14.0,1.0,-0.1999999999999999,2.0,2.200000000000001,-0.2000000000000001,0.0,0.0,-10.0,-3.3999999999999986,-0.7999999999999998,-0.6,1.0,3.0
333,18.0,1.0,0.1999999999999999,11.0,-1.5999999999999996,0.2000000000000001,-0.2,-0.2,-3.0,1.6000000000000014,1.6,0.2,0.0,-1.0
334,16.0,2.0,-0.1999999999999999,10.0,-4.4,-1.4,0.0,0.0,0.8000000000000043,-1.0,0.3999999999999999,-0.4,1.0,-4.0
335,15.0,0.0,1.6,7.0,-2.2,-0.3999999999999999,0.6,0.6,2.200000000000003,-4.000000000000002,0.6000000000000001,-0.6,0.0,-1.0
336,3.0,0.0,-0.2,13.0,0.8000000000000007,2.6,-0.2,-0.2,4.800000000000004,1.8000000000000007,1.1999999999999995,0.4,0.0,4.0
337,6.0,2.0,-1.0,12.0,-1.6000000000000014,-3.4,0.2,0.2,-16.400000000000006,6.799999999999999,0.9999999999999998,0.0,1.0,-5.0
338,0.0,1.0,0.8,19.0,8.600000000000001,5.6,-0.2,-0.4,12.6,-4.0,-0.4000000000000001,-0.2,1.0,0.0
339,5.0,2.0,-0.8,17.0,4.0,1.0,0.0,0.0,-5.399999999999999,2.0,-0.3999999999999999,0.0,1.0,1.0
340,9.0,0.0,0.4000000000000001,18.0,-0.1999999999999993,-0.4000000000000003,0.0,0.0,3.799999999999997,-2.6000000000000014,-1.4,-0.2,1.0,4.0
341,19.0,0.0,-1.0,8.0,-2.6,-3.2,-0.2,0.0,-23.200000000000003,2.3999999999999986,1.2000000000000002,0.2,0.0,-3.0
342,3.0,2.0,-1.0,15.0,-2.2,0.5999999999999996,-0.6,-0.3999999999999999,-3.3999999999999986,6.199999999999999,-0.6000000000000001,0.2,0.0,3.0
343,12.0,1.0,0.8,2.0,5.0,2.8,-0.2,-0.2,10.4,-4.400000000000002,-1.6,-0.6,1.0,5.0
344,10.0,2.0,-0.2000000000000001,0.0,-2.400000000000002,-2.8000000000000007,0.0,0.0,-2.3999999999999986,3.6,0.6000000000000001,0.4,0.0,1.0
345,7.0,0.0,-1.2000000000000002,14.0,-3.2,-2.4000000000000004,0.0,0.0,-6.200000000000003,2.799999999999999,0.7999999999999998,0.6,2.0,-4.0
346,13.0,0.0,0.0,16.0,-5.0,-1.2,0.0,0.2,-19.6,3.200000000000001,-0.6000000000000001,-0.2,0.0,-5.0
347,4.0,1.0,0.7999999999999999,5.0,-2.4000000000000004,0.2000000000000001,0.0,-0.2,-1.3999999999999986,-3.0000000000000018,0.5999999999999996,0.0,0.0,-3.0
348,17.0,0.0,0.6000000000000001,6.0,-2.0,0.7999999999999998,-0.2,-0.2,14.4,-8.2,-1.1999999999999995,0.0,1.0,5.0
349,11.0,1.0,-1.2,1.0,2.8000000000000007,-1.6,-0.2,-0.2,6.399999999999999,2.799999999999999,-0.3999999999999999,0.2,1.0,4.0
