,home,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,prediction,rank
851,9.0,1.0,0.0,18.0,6.4,1.7999999999999998,-0.2,-0.2,10.4,-2.4000000000000004,-0.7999999999999998,0.2,1.0,6.0
852,24.0,0.0,-0.3999999999999999,2.0,-0.4000000000000003,-1.2000000000000002,0.0,0.0,-2.200000000000003,5.799999999999999,1.8000000000000005,0.0,1.0,-3.0
853,14.0,0.0,0.8000000000000003,17.0,4.800000000000001,2.4,0.0,0.0,-13.0,-1.799999999999999,-1.0,0.0,0.0,4.0
854,13.0,0.0,0.3999999999999999,20.0,-2.3999999999999995,-0.8000000000000003,0.2,0.2,0.4000000000000057,-2.200000000000001,-2.4,-0.2,0.0,2.0
855,16.0,2.0,-1.0,11.0,-9.2,-3.0,-0.4,-0.6000000000000001,-7.799999999999997,1.599999999999998,0.6000000000000001,0.2,2.0,-1.0
856,23.0,2.0,-1.0,12.0,-9.2,-3.2,0.0,0.0,-5.800000000000004,5.6,1.8000000000000005,0.2,2.0,-8.0
857,5.0,0.0,-0.2,7.0,-5.4,-1.0,0.0,0.0,6.600000000000001,3.4000000000000004,0.4000000000000001,0.0,1.0,-1.0
858,17.0,1.0,0.2,20.0,-1.6000000000000003,-0.6000000000000001,0.2,0.2,15.199999999999996,0.0,-1.4,-0.2,1.0,7.0
859,10.0,2.0,0.3999999999999999,24.0,-2.0,1.4000000000000004,0.2,0.2,4.600000000000001,-4.400000000000002,0.0,0.0,0.0,7.0
860,18.0,2.0,0.0,19.0,0.200000000000001,0.3999999999999999,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0
861,23.0,1.0,-1.2,28.0,-5.0,-2.0,-0.2,-0.2,-10.6,-4.800000000000001,-0.2000000000000001,0.4,2.0,4.0
862,11.0,0.0,1.4,13.0,11.6,3.6,0.4,0.8,11.200000000000005,1.1999999999999993,0.3999999999999999,0.0,1.0,7.0
863,7.0,2.0,-1.2,9.0,-3.8000000000000007,-1.3999999999999997,-0.2,-0.2,-10.200000000000005,-0.8000000000000007,0.0,-0.2,2.0,-3.0
864,12.0,1.0,1.0,16.0,8.2,3.6,0.0,0.0,9.0,-8.0,-0.8,0.0,0.0,6.0
865,1.0,2.0,-0.2000000000000001,14.0,-1.8000000000000007,1.0,0.0,0.0,4.0,0.1999999999999993,0.3999999999999999,-0.2,0.0,-3.0
866,0.0,1.0,0.6000000000000001,5.0,6.0,1.2000000000000002,0.2,0.2,-4.600000000000001,2.0,0.0,-0.2,1.0,1.0
867,2.0,2.0,-1.2000000000000002,8.0,-4.800000000000001,-2.2,0.0,0.0,-5.0,-2.0,-0.8,0.0,2.0,-3.0
868,19.0,0.0,0.8,23.0,-1.4000000000000004,-1.0,0.2,0.2,-4.400000000000006,2.6000000000000014,-0.7999999999999998,-0.4,1.0,4.0
869,20.0,0.0,-1.0,10.0,1.4000000000000004,-1.7999999999999998,-0.2,-0.2,-8.0,1.6000000000000014,1.0,0.0,0.0,-8.0
870,5.0,0.0,-0.3999999999999999,17.0,1.0,1.2000000000000002,-0.2,-0.2,1.7999999999999972,-1.4000000000000004,-0.2000000000000001,-0.2,0.0,0.0
871,7.0,0.0,-1.4,11.0,-11.999999999999998,-2.2,-0.4,-0.8,-10.4,-0.7999999999999989,0.0,0.2,2.0,-3.0
872,13.0,0.0,-0.3999999999999999,2.0,-4.6000000000000005,-1.8,-0.2,-0.2,-0.6000000000000014,3.6,1.2,0.0,1.0,-5.0
873,28.0,0.0,0.3999999999999999,1.0,0.8000000000000007,0.0,0.2,0.2,8.0,4.6,0.6000000000000001,0.0,0.0,-8.0
874,9.0,0.0,0.6000000000000001,0.0,1.200000000000001,0.7999999999999998,0.4,0.4,8.799999999999997,-1.8000000000000007,0.3999999999999999,0.4,1.0,3.0
875,24.0,2.0,0.3999999999999999,16.0,2.2,0.0,0.2,0.2,2.4000000000000057,3.200000000000001,0.0,-0.2,1.0,-5.0
876,8.0,1.0,0.3999999999999999,12.0,-3.200000000000001,-0.7999999999999998,0.2,0.2,-11.0,8.8,-0.1999999999999999,-0.2,0.0,0.0
877,14.0,1.0,0.8000000000000003,18.0,6.4,1.6,-0.2,-0.2,0.1999999999999957,-4.4,-0.5999999999999999,0.2,1.0,4.0
878,5.0,0.0,-0.7999999999999999,24.0,-1.0,0.6000000000000001,-0.2,-0.2,3.6000000000000014,-2.2,0.5999999999999996,-0.2,0.0,3.0
879,16.0,1.0,0.5999999999999999,23.0,2.0,0.0,0.0,0.0,-3.200000000000003,-0.8000000000000007,-0.6000000000000001,-0.2,1.0,3.0
880,13.0,2.0,-1.0,9.0,-9.4,-4.199999999999999,-0.4,-0.6,-15.6,-2.0,-0.6000000000000001,-0.4,2.0,-7.0
881,20.0,1.0,-0.4,7.0,5.4,0.7999999999999998,0.0,0.0,-1.3999999999999986,-2.2,1.4,0.0,1.0,-6.0
882,10.0,1.0,-0.8000000000000003,12.0,-5.599999999999998,-1.5999999999999996,0.2,0.2,-8.800000000000004,6.0,0.3999999999999999,-0.4,0.0,-5.0
883,18.0,0.0,0.2000000000000001,1.0,0.4000000000000003,-0.1999999999999993,0.2,0.0,-7.399999999999999,2.799999999999999,0.1999999999999997,0.2,0.0,1.0
884,8.0,1.0,1.6,28.0,0.8000000000000007,1.2000000000000002,0.2,0.2,-9.799999999999995,0.3999999999999986,-1.5999999999999996,0.0,1.0,8.0
885,17.0,2.0,-1.4,11.0,-6.999999999999998,-1.7999999999999998,-0.2,-0.3999999999999999,3.200000000000003,-1.1999999999999993,0.3999999999999999,0.2,0.0,-6.0
886,2.0,0.0,-0.5999999999999999,19.0,0.7999999999999989,0.0,0.0,0.0,-3.3999999999999986,-4.399999999999999,-1.4,0.0,2.0,-2.0
887,0.0,1.0,-1.2000000000000002,14.0,0.8000000000000007,0.7999999999999998,-0.2,-0.2,-0.4000000000000057,3.3999999999999986,-0.8,-0.2,0.0,3.0
888,23.0,1.0,0.1999999999999999,13.0,-3.0,0.1999999999999997,0.2,0.2,-1.0,1.799999999999999,1.2000000000000002,0.2,2.0,0.0
889,9.0,2.0,1.6,5.0,5.4,3.2,0.0,0.1999999999999999,11.0,1.1999999999999993,-0.5999999999999996,0.4,1.0,5.0
890,24.0,2.0,-1.0,8.0,-3.6000000000000014,-2.8000000000000003,0.1999999999999999,0.1999999999999999,1.5999999999999943,1.400000000000002,0.5999999999999999,0.2,2.0,-7.0
891,14.0,1.0,0.8,2.0,0.1999999999999993,-0.3999999999999999,0.2,0.2,3.3999999999999986,0.0,2.2,0.2,1.0,5.0
892,28.0,2.0,0.3999999999999999,7.0,2.799999999999999,0.3999999999999999,0.2,0.2,13.799999999999995,-3.400000000000002,1.2000000000000002,0.0,1.0,-8.0
893,19.0,2.0,0.8,20.0,-2.8000000000000007,0.3999999999999999,-0.2,-0.2,3.800000000000004,2.8000000000000007,-1.1999999999999995,-0.2,1.0,7.0
894,12.0,0.0,0.6000000000000001,18.0,3.4000000000000004,1.5999999999999996,0.0,0.0,12.400000000000006,-6.600000000000001,0.3999999999999999,0.0,1.0,5.0
895,16.0,2.0,1.2000000000000002,17.0,0.200000000000001,0.0,-0.2,-0.2,-19.0,1.5999999999999996,0.1999999999999997,-0.2,0.0,-2.0
896,1.0,0.0,-0.4000000000000001,0.0,-4.199999999999999,-0.7999999999999998,0.0,0.2,0.8000000000000043,-1.200000000000001,0.3999999999999999,0.0,2.0,-6.0
897,11.0,1.0,0.6000000000000001,10.0,5.799999999999999,1.2000000000000002,0.2,0.3999999999999999,2.0,-0.200000000000001,-0.6000000000000001,0.0,0.0,2.0
898,9.0,1.0,0.6000000000000001,19.0,2.799999999999999,1.5999999999999996,0.4,0.6,11.4,-2.8000000000000007,0.2000000000000001,0.4,1.0,5.0
899,5.0,0.0,-0.1999999999999999,1.0,0.1999999999999993,-1.0000000000000004,0.4,0.2,-1.0,-0.5999999999999996,0.3999999999999999,0.0,1.0,5.0
900,28.0,2.0,0.0,24.0,1.8000000000000007,1.0,-0.4,-0.4,13.4,-1.0,0.7999999999999998,-0.2,0.0,-4.0
901,13.0,2.0,-0.6,18.0,-0.7999999999999989,-0.3999999999999999,0.0,0.0,3.200000000000003,1.6000000000000014,0.1999999999999997,-0.2,2.0,-2.0
902,2.0,2.0,-0.3999999999999999,12.0,-5.199999999999999,-2.6000000000000005,0.2,0.2,-17.0,2.6,-1.6,-0.2,2.0,-6.0
903,0.0,1.0,0.8,17.0,5.799999999999999,2.2,0.0,0.0,-4.799999999999997,2.599999999999998,-0.9999999999999998,-0.2,1.0,7.0
904,20.0,2.0,-1.2000000000000002,11.0,-0.8000000000000007,-0.9999999999999996,-0.2,-0.2,-8.0,-1.200000000000001,0.2000000000000001,0.2,2.0,-5.0
905,8.0,1.0,0.8000000000000003,23.0,6.199999999999999,2.2,0.2,0.2,3.199999999999996,0.8000000000000007,-1.2000000000000002,-0.2,1.0,5.0
906,14.0,1.0,0.5999999999999999,16.0,-0.8000000000000007,0.7999999999999998,0.2,0.2,10.199999999999996,1.4000000000000004,0.6000000000000001,0.0,1.0,2.0
907,7.0,0.0,-0.4000000000000001,10.0,-3.8,-0.2000000000000001,0.2,0.0,-11.200000000000005,6.199999999999999,-0.4000000000000003,0.0,0.0,-3.0
908,17.0,1.0,0.1999999999999999,7.0,4.0,1.5999999999999996,0.0,0.0,17.6,-6.400000000000002,-0.3999999999999999,0.2,1.0,2.0
909,16.0,1.0,-1.1999999999999995,8.0,-1.4000000000000004,-2.2,-0.4,-0.4,-8.599999999999994,-0.5999999999999996,1.6,0.2,2.0,-4.0
910,18.0,0.0,0.4000000000000001,24.0,5.199999999999999,1.4,-0.4,-0.4,1.3999999999999986,-1.4000000000000004,0.1999999999999997,0.0,0.0,3.0
911,1.0,0.0,0.1999999999999999,19.0,-2.799999999999999,-0.1999999999999997,0.0,0.2,3.200000000000003,-2.2,1.4,0.0,1.0,-3.0
912,23.0,2.0,-0.8,14.0,-6.0,-2.0,0.2,0.2,-7.0,-2.2,0.2000000000000001,0.0,2.0,-8.0
913,2.0,2.0,0.0,20.0,-7.999999999999998,-1.8000000000000005,0.0,-0.2,-3.800000000000004,2.4000000000000004,0.2000000000000001,0.0,0.0,8.0
914,10.0,1.0,0.3999999999999999,5.0,3.0,1.0,-0.2,0.0,9.199999999999996,1.8000000000000007,0.5999999999999996,0.0,1.0,4.0
915,0.0,1.0,2.4,13.0,5.4,2.8,0.2,0.2,3.0,-0.1999999999999993,-0.3999999999999999,0.0,1.0,8.0
916,12.0,2.0,0.3999999999999999,28.0,10.999999999999998,3.2,0.2,0.2,5.800000000000004,-5.400000000000002,-1.4,0.0,1.0,8.0
917,11.0,2.0,-0.1999999999999997,9.0,-1.6000000000000014,-2.8,0.0,-0.1999999999999999,-13.400000000000006,-0.5999999999999996,0.5999999999999996,0.0,0.0,-4.0
918,20.0,2.0,-1.6,0.0,-2.799999999999999,-2.2,0.0,0.2,-6.399999999999999,-4.800000000000001,-0.1999999999999999,0.2,2.0,-8.0
919,7.0,1.0,-0.1999999999999999,1.0,-2.200000000000001,-1.5999999999999996,0.2,0.0,-6.800000000000004,3.8000000000000007,0.1999999999999997,-0.2,0.0,1.0
920,11.0,1.0,0.6000000000000001,18.0,-1.1999999999999993,0.6000000000000005,0.4,0.4,-0.3999999999999986,-1.3999999999999986,0.3999999999999999,0.0,0.0,0.0
921,24.0,1.0,-0.1999999999999999,23.0,-1.0,-0.7999999999999998,0.0,0.0,-3.5999999999999943,2.8000000000000007,-0.7999999999999998,0.2,1.0,-1.0
922,5.0,1.0,0.1999999999999999,2.0,0.4000000000000003,-0.1999999999999997,0.3999999999999999,0.3999999999999999,2.199999999999996,-1.0,0.3999999999999999,-0.4,1.0,0.0
923,13.0,2.0,-1.4,10.0,-1.0,0.3999999999999999,-0.2,-0.4,-3.199999999999996,-0.4000000000000021,-1.4,0.0,2.0,-8.0
924,19.0,2.0,-0.3999999999999999,12.0,-7.600000000000001,-2.3999999999999995,-0.2,-0.2,-8.799999999999997,3.4000000000000004,-1.2,-0.2,0.0,-7.0
925,14.0,0.0,-0.1999999999999997,8.0,-1.5999999999999996,-0.2000000000000001,0.0,-0.1999999999999999,5.400000000000006,3.6000000000000014,0.8000000000000003,0.0,0.0,1.0
926,9.0,1.0,0.7999999999999998,17.0,1.5999999999999996,1.4000000000000004,0.0,0.2,-3.0,-0.1999999999999993,-0.6000000000000001,0.2,1.0,6.0
927,28.0,1.0,-0.6000000000000001,16.0,-4.4,-1.0,0.0,0.0,10.400000000000006,3.0,1.2000000000000002,0.2,0.0,-8.0
928,10.0,1.0,-0.1999999999999999,14.0,0.8000000000000007,-2.0,0.0,0.2,-2.200000000000003,-4.199999999999999,0.2000000000000001,0.0,0.0,-1.0
929,1.0,1.0,-0.1999999999999999,24.0,2.6,1.2000000000000002,-0.2,-0.2,4.799999999999997,-2.6,0.0,0.2,2.0,6.0
930,18.0,0.0,0.0,28.0,5.200000000000001,1.0,-0.4,-0.4,-8.399999999999999,-1.6000000000000014,-2.2,-0.4,0.0,8.0
931,16.0,1.0,0.6000000000000001,19.0,-2.8000000000000007,-1.4,0.2,0.2,-7.600000000000001,-1.799999999999999,1.4,0.2,1.0,2.0
932,0.0,0.0,2.4000000000000004,7.0,10.400000000000002,4.0,0.0,0.0,12.599999999999994,0.8000000000000007,-0.7999999999999998,0.0,1.0,5.0
933,12.0,1.0,0.4000000000000001,5.0,11.599999999999998,4.6,0.0,0.0,10.0,-2.799999999999999,-0.3999999999999999,0.0,1.0,1.0
934,8.0,1.0,-0.1999999999999997,9.0,-1.0,-0.7999999999999998,0.2,0.4,-5.600000000000001,0.0,-0.2000000000000001,-0.2,1.0,-4.0
935,17.0,0.0,1.4,13.0,2.6,0.8000000000000003,0.0,0.0,8.0,-2.200000000000001,-0.6000000000000001,0.2,1.0,1.0
936,23.0,1.0,0.0,20.0,-2.4000000000000004,-0.3999999999999999,0.2,0.0,7.799999999999997,2.3999999999999986,0.7999999999999998,0.0,2.0,2.0
937,2.0,2.0,-1.0,11.0,-2.200000000000001,-2.0,-0.3999999999999999,-0.1999999999999999,7.799999999999997,0.1999999999999993,0.0,0.2,2.0,-5.0
938,19.0,0.0,-1.7999999999999998,0.0,-4.6,-1.4000000000000004,-0.2,-0.2,-5.600000000000001,-1.8000000000000007,-0.1999999999999999,0.0,2.0,-3.0
939,20.0,0.0,0.1999999999999999,18.0,2.2,1.4,0.0,0.2,-0.7999999999999972,-2.4000000000000004,0.1999999999999997,0.2,2.0,-8.0
940,19.0,0.0,-1.4,8.0,-5.399999999999999,-1.8000000000000007,0.0,-0.2,-10.200000000000005,2.3999999999999986,-0.2000000000000001,0.0,2.0,-5.0
941,5.0,1.0,-1.0,23.0,0.200000000000001,-0.6000000000000001,0.0,0.0,0.6000000000000014,0.5999999999999996,-0.6000000000000001,0.0,1.0,5.0
942,11.0,2.0,-0.6000000000000001,0.0,-8.999999999999998,-2.0,0.8,0.8,-12.0,-4.4,1.2,0.4,0.0,-1.0
943,14.0,1.0,0.8,28.0,6.0,2.8000000000000003,-0.2,-0.2,7.399999999999999,1.8000000000000007,-1.2000000000000002,-0.6,1.0,8.0
944,10.0,1.0,0.3999999999999999,17.0,0.0,0.7999999999999998,0.0,0.2,-3.0,0.200000000000001,1.0,-0.2,1.0,4.0
945,13.0,2.0,-1.0,16.0,-1.4000000000000004,-0.3999999999999999,-0.4,-0.4,5.0,2.8000000000000007,0.2000000000000001,-0.2,0.0,-5.0
946,7.0,1.0,0.3999999999999999,2.0,-2.8000000000000007,1.7999999999999998,0.0,-0.2,-9.799999999999995,-0.5999999999999996,-0.3999999999999999,-0.4,1.0,1.0
947,24.0,1.0,-1.7999999999999998,12.0,-10.999999999999998,-4.4,-0.6,-0.6,-12.200000000000005,3.3999999999999986,0.6000000000000001,0.0,2.0,-8.0
948,9.0,1.0,1.0,1.0,4.199999999999999,2.4000000000000004,-0.2,-0.2,5.600000000000001,1.200000000000001,0.1999999999999997,0.0,1.0,8.0
949,18.0,0.0,0.3999999999999999,5.0,2.2,0.0,-0.2,-0.2,3.799999999999997,3.6000000000000014,0.6000000000000001,0.0,0.0,-2.0
950,16.0,2.0,-1.0,9.0,-9.0,-4.8,0.4,0.4,-11.4,-0.7999999999999989,-0.1999999999999997,0.0,2.0,-5.0
951,8.0,1.0,1.0000000000000002,20.0,2.6000000000000014,2.4,-0.2,-0.2,6.200000000000003,-0.5999999999999996,0.0,-0.2,1.0,9.0
952,1.0,2.0,-0.7999999999999999,11.0,0.3999999999999986,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,3.200000000000003,-1.8000000000000007,-0.7999999999999998,-0.2,2.0,-8.0
953,14.0,1.0,0.6000000000000001,24.0,2.2,1.4000000000000004,0.2,0.2,5.0,4.600000000000001,1.4,0.0,1.0,7.0
954,28.0,2.0,0.3999999999999999,19.0,-5.199999999999999,-1.8000000000000005,0.4,0.4,2.6000000000000014,0.1999999999999993,1.4,0.6,0.0,-7.0
955,2.0,0.0,-0.7999999999999999,17.0,0.200000000000001,0.0,-0.2,0.0,-4.200000000000003,-1.4000000000000004,0.7999999999999998,0.2,2.0,-2.0
956,0.0,2.0,0.2000000000000001,10.0,4.6,1.4000000000000004,0.0,0.0,7.600000000000001,5.200000000000001,-1.6,0.0,0.0,2.0
957,23.0,2.0,0.8,7.0,1.0,-1.2000000000000002,0.2,0.2,12.800000000000004,2.2,0.2000000000000001,0.0,0.0,-8.0
958,12.0,1.0,2.6,13.0,9.6,3.6000000000000005,0.6,0.6,8.800000000000004,-3.6,-0.3999999999999999,0.0,1.0,5.0
959,5.0,2.0,-0.8,8.0,-5.0,-2.3999999999999995,0.2,0.0,-6.399999999999999,0.5999999999999996,-1.0000000000000002,0.4,2.0,-3.0
960,7.0,1.0,-1.0,12.0,-6.0,-0.5999999999999996,-0.4,-0.4,-15.599999999999994,3.4000000000000004,0.0,0.0,0.0,-6.0
961,17.0,2.0,-0.1999999999999999,28.0,5.4,-0.6000000000000001,-0.2,-0.2,8.600000000000001,-2.2,-1.4,-0.3999999999999999,1.0,9.0
962,0.0,0.0,1.0,18.0,3.799999999999999,2.8000000000000003,0.2,0.2,2.6000000000000014,2.0,-1.0000000000000002,0.0,1.0,2.0
963,9.0,1.0,-0.3999999999999999,14.0,3.4000000000000004,1.0,-0.2,-0.2,4.0,-4.600000000000001,-0.3999999999999999,0.0,1.0,1.0
964,10.0,1.0,2.0,2.0,3.0,2.8,0.0,-0.2,-2.0,2.6,0.0,-0.2,1.0,7.0
965,19.0,1.0,-0.5999999999999999,24.0,-0.5999999999999996,0.0,0.2,0.2,-11.200000000000005,3.4000000000000004,0.7999999999999998,0.2,0.0,5.0
966,11.0,1.0,0.0,23.0,1.5999999999999996,2.2,0.6,0.8,-1.6000000000000014,-0.4000000000000021,0.3999999999999999,0.2,1.0,8.0
967,20.0,0.0,-0.1999999999999999,16.0,0.200000000000001,-0.1999999999999997,-0.2,-0.2,-1.0,0.8000000000000007,0.0,0.2,0.0,-5.0
968,13.0,2.0,-0.6000000000000001,1.0,-4.800000000000001,-1.7999999999999998,-0.2,-0.2,-1.4000000000000057,-0.8000000000000007,0.3999999999999999,-0.2,2.0,-6.0
969,1.0,0.0,0.0,20.0,4.0,1.4,0.0,0.0,7.200000000000003,-1.4000000000000004,-1.2000000000000002,-0.2,1.0,7.0
970,12.0,1.0,0.5999999999999999,9.0,1.200000000000001,-0.5999999999999996,0.4,0.4,2.0,-1.5999999999999996,-0.6000000000000001,0.0,2.0,-3.0
971,28.0,1.0,-0.6000000000000001,11.0,-4.200000000000001,-2.0,-0.3999999999999999,-0.6000000000000001,-0.5999999999999943,1.6000000000000014,0.6000000000000001,0.2,2.0,-9.0
972,18.0,0.0,-0.4000000000000001,7.0,5.200000000000001,-1.2000000000000002,0.0,0.2,16.4,3.3999999999999986,0.7999999999999998,0.0,0.0,6.0
973,2.0,2.0,-1.4,0.0,-3.0,-1.4,-0.2,0.0,-14.400000000000006,-8.200000000000001,0.8000000000000003,0.0,2.0,1.0
974,16.0,1.0,0.3999999999999999,5.0,-1.6000000000000014,0.6000000000000001,0.2,0.2,1.6000000000000014,0.8000000000000007,0.6000000000000001,-0.4,1.0,1.0
975,23.0,2.0,0.1999999999999999,17.0,-0.7999999999999989,0.0,-0.2,-0.2,-4.600000000000001,0.4000000000000003,-0.3999999999999999,-0.2,0.0,-6.0
976,14.0,1.0,0.8,19.0,3.4000000000000004,2.2,-0.2,-0.2,11.4,1.6000000000000014,0.1999999999999997,-0.2,1.0,5.0
977,8.0,1.0,-0.2000000000000001,10.0,-1.4000000000000004,-0.6000000000000005,0.0,0.0,5.0,-2.6000000000000014,-0.7999999999999998,0.0,1.0,3.0
978,24.0,1.0,1.0,13.0,-0.5999999999999996,-0.2000000000000001,0.0,0.0,0.6000000000000014,-2.200000000000001,-0.3999999999999999,0.0,1.0,1.0
979,5.0,1.0,-0.5999999999999999,28.0,2.2,-0.3999999999999999,0.0,0.0,-0.3999999999999986,-4.599999999999998,-1.4,0.0,0.0,8.0
980,2.0,2.0,-1.0,18.0,-3.799999999999999,-0.8000000000000003,0.0,-0.2,-12.0,-5.399999999999999,-0.1999999999999997,0.0,0.0,-2.0
981,10.0,1.0,0.6000000000000001,16.0,3.4000000000000004,2.8000000000000003,-0.2,-0.2,1.3999999999999986,0.1999999999999993,0.5999999999999999,0.0,1.0,6.0
982,7.0,0.0,0.0,24.0,-2.000000000000001,0.7999999999999998,0.0,0.0,-9.0,2.0,-0.3999999999999999,0.0,0.0,6.0
983,17.0,0.0,0.0,1.0,0.0,-0.6000000000000001,0.2,0.2,10.4,1.8000000000000007,0.3999999999999999,0.0,0.0,-1.0
984,0.0,1.0,-0.4000000000000001,12.0,-0.4000000000000003,-0.4000000000000003,-0.2,-0.2,7.799999999999997,7.4,-0.4000000000000001,0.0,1.0,0.0
985,11.0,2.0,-0.6000000000000001,8.0,0.0,-0.3999999999999994,0.2,0.3999999999999999,-0.1999999999999957,2.6,0.6000000000000001,0.2,2.0,-4.0
986,20.0,0.0,-1.0,14.0,-1.0,-1.3999999999999997,0.0,0.0,-9.0,-1.799999999999999,-0.2000000000000001,0.2,2.0,-9.0
987,13.0,0.0,-0.4,19.0,3.2,0.3999999999999999,0.0,0.0,8.399999999999999,0.5999999999999996,-0.1999999999999997,-0.2,2.0,-2.0
988,9.0,1.0,0.0,23.0,4.0,2.0,0.0,0.0,7.799999999999997,-2.6,0.7999999999999998,0.0,1.0,7.0
989,28.0,0.0,0.7999999999999999,13.0,-0.6000000000000014,0.5999999999999996,-0.4,-0.4,3.200000000000003,0.0,-0.6000000000000001,0.2,1.0,-4.0
990,1.0,1.0,-0.4000000000000001,10.0,-4.0,-2.8,0.0,0.0,-11.0,-1.1999999999999993,-0.6000000000000001,0.2,0.0,-5.0
991,24.0,0.0,-0.1999999999999999,9.0,-7.199999999999999,-2.8,0.0,0.0,-5.600000000000001,1.200000000000001,-0.2000000000000001,0.0,2.0,-6.0
992,16.0,2.0,-1.4,0.0,-3.4000000000000004,-1.4,-0.2,-0.2,-5.599999999999994,-1.599999999999998,0.4000000000000001,0.0,0.0,2.0
993,12.0,1.0,0.5999999999999999,20.0,3.6,0.6000000000000001,0.0,0.0,14.4,-2.4000000000000004,-0.3999999999999999,-0.2,1.0,9.0
994,14.0,2.0,0.8,11.0,-0.5999999999999996,-1.0,0.0,-0.2,1.2000000000000028,2.3999999999999986,0.1999999999999999,0.0,1.0,1.0
995,19.0,1.0,-0.3999999999999999,5.0,-3.0,-1.6000000000000003,0.2,0.2,-0.4000000000000057,-0.4000000000000003,-0.1999999999999997,-0.2,1.0,-6.0
996,23.0,2.0,0.2,2.0,0.4000000000000003,0.7999999999999998,0.0,0.0,5.200000000000003,0.1999999999999993,-0.7999999999999998,0.0,1.0,-8.0
997,8.0,1.0,0.7999999999999998,7.0,3.200000000000001,2.2,0.2,0.2,5.199999999999996,-2.6,-0.6000000000000001,0.0,1.0,5.0
998,9.0,1.0,0.4000000000000001,28.0,3.4000000000000004,0.5999999999999996,0.0,0.0,2.8000000000000043,-3.8000000000000007,-0.6000000000000001,-0.2,1.0,9.0
999,2.0,1.0,-1.0,1.0,-1.4000000000000004,-2.0,0.2,0.2,-4.600000000000001,3.0,1.4,0.0,1.0,-1.0
1000,20.0,2.0,-0.7999999999999999,24.0,-2.8,0.2000000000000001,0.0,0.0,-13.200000000000005,-1.4000000000000004,0.3999999999999999,0.2,2.0,-3.0
1001,0.0,1.0,2.0,23.0,1.8000000000000007,1.4000000000000004,0.0,0.0,8.799999999999997,3.200000000000001,0.6000000000000001,0.0,1.0,8.0
1002,11.0,0.0,0.4000000000000001,19.0,4.6,3.8,0.2,0.3999999999999999,5.800000000000004,-0.4000000000000003,-0.2000000000000001,-0.2,1.0,1.0
1003,5.0,2.0,-0.3999999999999999,14.0,-2.6,-1.4,-0.2,-0.2,-8.600000000000001,-1.1999999999999993,0.7999999999999998,0.4,2.0,-3.0
1004,17.0,0.0,-0.4000000000000001,12.0,2.9999999999999982,0.0,0.0,0.0,8.799999999999997,4.199999999999999,-0.2000000000000001,-0.2,0.0,-3.0
1005,7.0,0.0,0.7999999999999999,16.0,-1.200000000000001,0.3999999999999999,0.0,0.0,-1.6000000000000014,-0.5999999999999996,-0.2000000000000001,0.0,0.0,-4.0
1006,13.0,2.0,-2.0,8.0,-3.6,-4.0,0.2,0.2,1.8000000000000045,6.199999999999999,3.0,0.0,2.0,-5.0
1007,19.0,1.0,-0.4000000000000001,17.0,-7.800000000000001,-1.6000000000000003,-0.6,-0.6,-16.6,-4.4,-0.1999999999999999,0.0,0.0,0.0
1008,28.0,0.0,0.7999999999999999,20.0,4.200000000000001,-0.2000000000000001,0.0,0.2,13.0,2.8000000000000007,-0.5999999999999999,-0.2,1.0,-1.0
1009,9.0,1.0,0.6000000000000001,10.0,2.599999999999998,-0.7999999999999998,0.0,-0.2,-3.200000000000003,-0.1999999999999993,0.1999999999999997,0.0,1.0,4.0
1010,23.0,1.0,-1.0,18.0,-4.399999999999999,-1.6,0.0,-0.2,-7.200000000000003,-5.599999999999998,-0.8000000000000003,0.0,2.0,-6.0
1011,14.0,1.0,0.1999999999999999,7.0,6.800000000000001,2.8,0.2,0.2,9.400000000000006,3.8000000000000007,0.0,0.0,1.0,6.0
1012,12.0,1.0,0.4000000000000001,1.0,3.200000000000001,0.2000000000000001,0.4,0.4,5.800000000000004,-1.200000000000001,0.8000000000000003,0.0,1.0,4.0
1013,16.0,0.0,0.2,2.0,0.200000000000001,1.0,-0.2,-0.2,10.199999999999996,-2.8000000000000007,-1.4,-0.2,0.0,0.0
1014,24.0,2.0,0.2000000000000001,11.0,-4.0,-2.8000000000000003,-0.4,-0.4,-4.400000000000006,2.599999999999998,-0.2000000000000001,0.0,0.0,-5.0
1015,5.0,0.0,-0.1999999999999999,13.0,-1.5999999999999996,0.3999999999999999,-0.4,-0.4,-5.0,0.7999999999999989,-0.3999999999999999,0.0,1.0,3.0
1016,8.0,1.0,-0.3999999999999999,0.0,-0.8000000000000007,1.2000000000000002,0.2,0.2,-12.200000000000005,-4.800000000000001,-1.2000000000000002,0.0,0.0,1.0
1017,0.0,1.0,1.4,28.0,4.399999999999999,3.0,0.0,-0.2,-0.2000000000000028,-1.200000000000001,0.1999999999999999,0.0,1.0,8.0
1018,10.0,1.0,-0.3999999999999999,23.0,4.0,2.2,-0.2,0.0,16.0,-2.2,0.0,0.0,1.0,6.0
1019,17.0,1.0,-0.2000000000000001,24.0,5.199999999999999,0.3999999999999999,0.6,0.6,14.0,-0.3999999999999986,-0.8,0.0,0.0,6.0
