,Data,Ora,Competizione,Girone,Giorno,Stadio,Risultato,Rf,Rs,Avversario,xG,xGA,Poss.,Spettatori,Capitano,Formazione,Arbitro,Report partita,Note,Reti,Tiri,Tiri.1,% TiP,G/Tiri,G/TiP,Dist.,Pun.,Rigori,Rig T,npxG,npxG/Sh,G-xG,np:G-xG
27,06-03-2022,18:00,Serie A,Giornata n. 28,Dom,Ospiti,P,0,1,Juventus,0.7,1.5,44,26.475,Giulio Maggiore,4-2-3-1,Francesco Fourneau,Report partita,,0,9,4,444,0,0.0,197.0,1.0,0,0,0.7,7.0,-0.7,-0.7
28,12-03-2022,15:00,Serie A,Giornata n. 29,Sab,Casa,V,2,0,Cagliari,2.2,0.6,43,7.18,Giulio Maggiore,4-3-3,Daniele Orsato,Report partita,,2,14,8,571,14,25.0,182.0,0.0,0,1,1.4,10.0,-0.2,0.6
29,18-03-2022,18:45,Serie A,Giornata n. 30,Ven,Ospiti,P,1,4,Sassuolo,0.5,2.0,42,6.13,Giulio Maggiore,4-3-2-1,Manuel Volpi,Report partita,,1,6,1,167,17,100.0,151.0,0.0,0,0,0.5,8.0,0.5,0.5
30,02-04-2022,15:00,Serie A,Giornata n. 31,Sab,Casa,V,1,0,Venezia,1.2,1.0,53,7.993,Giulio Maggiore,4-3-3,Daniele Doveri,Report partita,,1,11,4,364,9,25.0,162.0,0.0,0,0,1.2,11.0,-0.2,-0.2
31,09-04-2022,15:00,Serie A,Giornata n. 32,Sab,Ospiti,N,0,0,Empoli,0.7,1.0,43,5.265,Giulio Maggiore,4-2-3-1,Giovanni Ayroldi,Report partita,,0,11,4,364,0,0.0,131.0,0.0,0,0,0.7,7.0,-0.7,-0.7
32,15-04-2022,19:00,Serie A,Giornata n. 33,Ven,Casa,P,1,3,Inter,0.9,2.5,34,11.382,Giulio Maggiore,4-2-3-1,Fabio Maresca,Report partita,,1,11,3,273,9,33.0,144.0,0.0,0,0,0.9,8.0,0.1,0.1
33,23-04-2022,15:00,Serie A,Giornata n. 34,Sab,Ospiti,P,1,2,Torino,1.0,2.3,45,8.333,Emmanuel Gyasi,3-4-3,Davide Ghersini,Report partita,,1,6,1,167,0,0.0,239.0,2.0,1,1,0.3,4.0,0.0,-0.3
34,30-04-2022,20:45,Serie A,Giornata n. 35,Sab,Casa,P,3,4,Lazio,1.6,3.5,30,8.75,Giulio Maggiore,4-2-3-1,Luca Pairetto,Report partita,,3,9,3,333,33,100.0,136.0,0.0,0,0,1.6,17.0,1.4,1.4
35,08-05-2022,12:30,Serie A,Giornata n. 36,Dom,Casa,P,1,3,Atalanta,1.0,2.1,34,9.0,Giulio Maggiore,4-4-2,Fabio Maresca,Report partita,,1,5,1,200,20,100.0,163.0,1.0,0,0,1.0,21.0,0.0,0.0
36,14-05-2022,18:00,Serie A,Giornata n. 37,Sab,Ospiti,V,3,2,Udinese,2.2,1.4,39,20.95,Giulio Maggiore,4-2-3-1,Gianluca Aureliano,Report partita,,3,10,7,700,30,43.0,155.0,0.0,0,1,1.5,15.0,0.8,1.5
37,22-05-2022,12:30,Serie A,Giornata n. 38,Dom,Casa,P,0,3,Napoli,2.0,1.0,32,10.0,Giulio Maggiore,4-2-3-1,Matteo Marchetti,Report partita,,0,16,4,250,0,0.0,168.0,1.0,0,0,2.0,12.0,-2.0,-2.0
