,data,ora,competizione,girone,giorno,stadio,risultato,rf,rs,avversario,xg,xga,poss.,spettatori,capitano,formazione,arbitro,report partita,note,reti,tiri,tiri.1,% tip,g/tiri,g/tip,dist.,pun.,rigori,rig t,npxg,npxg/sh,g-xg,np:g-xg,team
24,13-02-2022,15:00,Serie A,Giornata n. 25,Dom,Casa,N,1,1,Salernitana,2.2,0.8,49.0,13.742,Stefano Sturaro,4-2-3-1,Marco Di Bello,Report partita,,1,16.0,5.0,313.0,6.0,20.0,171.0,1.0,0,0,2.2,14.0,-1.2,-1.2,Genoa
25,20-02-2022,15:00,Serie A,Giornata n. 26,Dom,Ospiti,N,1,1,Venezia,1.2,1.0,53.0,7.566,Stefano Sturaro,4-4-2◆,Daniele Orsato,Report partita,,1,12.0,2.0,167.0,8.0,50.0,144.0,0.0,0,0,1.2,10.0,-0.2,-0.2,Genoa
26,25-02-2022,21:00,Serie A,Giornata n. 27,Ven,Casa,N,0,0,Inter,0.8,1.5,29.0,14.314,Stefano Sturaro,4-2-3-1,Daniele Chiffi,Report partita,,0,7.0,1.0,143.0,0.0,0.0,153.0,0.0,0,0,0.8,12.0,-0.8,-0.8,Genoa
27,06-03-2022,12:30,Serie A,Giornata n. 28,Dom,Casa,N,0,0,Empoli,1.1,0.3,52.0,14.935,Stefano Sturaro,4-2-3-1,Gianluca Aureliano,Report partita,,0,19.0,6.0,316.0,0.0,0.0,147.0,0.0,0,0,1.1,6.0,-1.1,-1.1,Genoa
28,13-03-2022,18:00,Serie A,Giornata n. 29,Dom,Ospiti,N,0,0,Atalanta,1.0,1.2,41.0,9.14,Milan Badelj,4-2-3-1,Rosario Abisso,Report partita,,0,13.0,3.0,231.0,0.0,0.0,229.0,1.0,0,0,1.0,8.0,-1.0,-1.0,Genoa
29,18-03-2022,21:00,Serie A,Giornata n. 30,Ven,Casa,V,1,0,Torino,1.0,1.0,26.0,14.961,Stefano Sturaro,4-2-3-1,Maurizio Mariani,Report partita,,1,7.0,2.0,286.0,14.0,50.0,220.0,0.0,0,0,1.0,14.0,0.0,0.0,Genoa
30,04-04-2022,18:30,Serie A,Giornata n. 31,Lun,Ospiti,P,0,1,Hellas Verona,0.5,1.1,54.0,14.993,Stefano Sturaro,4-2-3-1,Francesco Fourneau,Report partita,,0,7.0,4.0,571.0,0.0,0.0,172.0,0.0,0,0,0.5,8.0,-0.5,-0.5,Genoa
31,10-04-2022,12:30,Serie A,Giornata n. 32,Dom,Casa,P,1,4,Lazio,0.8,1.6,44.0,16.756,Milan Badelj,4-2-3-1,Gianluca Manganiello,Report partita,,0,15.0,4.0,267.0,0.0,0.0,184.0,1.0,0,0,0.8,6.0,-0.8,-0.8,Genoa
32,15-04-2022,21:00,Serie A,Giornata n. 33,Ven,Ospiti,P,0,2,Milan,0.3,1.6,42.0,70.259,Milan Badelj,4-3-2-1,Daniele Chiffi,Report partita,,0,7.0,1.0,143.0,0.0,0.0,214.0,0.0,0,0,0.3,4.0,-0.3,-0.3,Genoa
33,24-04-2022,18:00,Serie A,Giornata n. 34,Dom,Casa,V,1,0,Cagliari,1.1,0.8,53.0,17.257,Stefano Sturaro,4-2-3-1,Paolo Valeri,Report partita,,1,13.0,2.0,154.0,8.0,50.0,166.0,0.0,0,0,1.1,9.0,-0.1,-0.1,Genoa
34,30-04-2022,18:00,Serie A,Giornata n. 35,Sab,Ospiti,P,0,1,Sampdoria,1.6,1.0,52.0,30.136,Stefano Sturaro,4-2-3-1,Fabio Maresca,Report partita,,0,13.0,4.0,308.0,0.0,0.0,152.0,0.0,0,1,0.9,7.0,-1.6,-0.9,Genoa
35,06-05-2022,21:00,Serie A,Giornata n. 36,Ven,Casa,V,2,1,Juventus,2.7,1.4,47.0,18.762,Domenico Criscito,4-2-3-1,Simone Sozza,Report partita,,2,17.0,5.0,294.0,6.0,20.0,168.0,0.0,1,1,1.9,11.0,-0.7,-0.9,Genoa
36,15-05-2022,15:00,Serie A,Giornata n. 37,Dom,Ospiti,P,0,3,Napoli,1.0,2.2,34.0,54.0,Domenico Criscito,4-2-3-1,Michael Fabbri,Report partita,,0,11.0,3.0,273.0,0.0,0.0,204.0,1.0,0,0,1.0,9.0,-1.0,-1.0,Genoa
37,21-05-2022,17:15,Serie A,Giornata n. 38,Sab,Casa,P,0,1,Bologna,1.0,1.0,50.0,17.768,Domenico Criscito,4-2-3-1,Gianpiero Miele,Report partita,,0,18.0,5.0,278.0,0.0,0.0,195.0,1.0,0,0,1.0,6.0,-1.0,-1.0,Genoa
0,21-08-2021,18:30,Serie A,Giornata n. 1,Sab,Casa,P,2,3,Sassuolo,2.1,1.4,40.0,5.448,Miguel Veloso,3-4-3,Manuel Volpi,Report partita,,2,14.0,3.0,214.0,7.0,33.0,149.0,1.0,1,1,1.4,10.0,-0.1,-0.4,Hellas Verona
1,27-08-2021,20:45,Serie A,Giornata n. 2,Ven,Casa,P,1,3,Inter,0.8,1.6,43.0,11.214,Davide Faraoni,3-4-3,Gianluca Manganiello,Report partita,,1,8.0,1.0,125.0,13.0,100.0,146.0,0.0,0,0,0.8,10.0,0.2,0.2,Hellas Verona
2,13-09-2021,20:45,Serie A,Giornata n. 3,Lun,Ospiti,P,0,1,Bologna,0.4,1.4,57.0,10.218,Davide Faraoni,3-4-3,Ivan Pezzuto,Report partita,,0,5.0,0.0,0.0,0.0,,155.0,0.0,0,0,0.4,7.0,-0.4,-0.4,Hellas Verona
3,19-09-2021,18:00,Serie A,Giornata n. 4,Dom,Casa,V,3,2,Roma,1.1,0.8,53.0,10.148,Davide Faraoni,3-4-3,Fabio Maresca,Report partita,,3,10.0,6.0,600.0,30.0,50.0,192.0,0.0,0,0,1.1,11.0,1.9,1.9,Hellas Verona
4,22-09-2021,18:30,Serie A,Giornata n. 5,Mer,Ospiti,N,2,2,Salernitana,1.7,2.7,50.0,9.561,Davide Faraoni,3-4-3,Massimiliano Irrati,Report partita,,2,9.0,5.0,556.0,22.0,40.0,152.0,1.0,0,0,1.7,19.0,0.3,0.3,Hellas Verona
5,25-09-2021,20:45,Serie A,Giornata n. 6,Sab,Ospiti,N,3,3,Genoa,2.2,1.6,51.0,13.478,Davide Faraoni,3-4-3,Daniele Doveri,Report partita,,3,11.0,6.0,545.0,18.0,33.0,177.0,1.0,1,1,1.5,13.0,0.8,0.5,Hellas Verona
6,03-10-2021,15:00,Serie A,Giornata n. 7,Dom,Casa,V,4,0,Spezia,0.4,1.4,45.0,8.398,Davide Faraoni,3-4-3,Giacomo Camplone,Report partita,,4,6.0,4.0,667.0,67.0,100.0,184.0,0.0,0,0,0.4,7.0,3.6,3.6,Hellas Verona
7,16-10-2021,20:45,Serie A,Giornata n. 8,Sab,Ospiti,P,2,3,Milan,1.4,1.5,47.0,40.128,Davide Faraoni,3-4-3,Alessandro Prontera,Report partita,,2,9.0,4.0,444.0,11.0,25.0,152.0,0.0,1,1,0.7,8.0,0.6,0.3,Hellas Verona
8,24-10-2021,15:00,Serie A,Giornata n. 9,Dom,Casa,V,4,1,Lazio,2.8,0.9,49.0,13.953,Miguel Veloso,3-4-3,Marco Piccinini,Report partita,,4,16.0,7.0,438.0,25.0,57.0,149.0,0.0,0,0,2.8,17.0,1.2,1.2,Hellas Verona
9,27-10-2021,18:30,Serie A,Giornata n. 10,Mer,Ospiti,N,1,1,Udinese,0.8,1.2,66.0,8.751,Miguel Veloso,3-4-3,Matteo Marchetti,Report partita,,1,4.0,1.0,250.0,0.0,0.0,250.0,0.0,1,1,0.1,2.0,0.2,-0.1,Hellas Verona
10,30-10-2021,18:00,Serie A,Giornata n. 11,Sab,Casa,V,2,1,Juventus,1.6,0.9,45.0,22.314,Miguel Veloso,3-4-3,Livio Marinelli,Report partita,,2,12.0,5.0,417.0,17.0,40.0,171.0,0.0,0,0,1.6,16.0,0.4,0.4,Hellas Verona
11,07-11-2021,18:00,Serie A,Giornata n. 12,Dom,Ospiti,N,1,1,Napoli,1.0,0.8,42.0,28.0,Miguel Veloso,3-4-3,Giovanni Ayroldi,Report partita,,1,11.0,3.0,273.0,9.0,33.0,159.0,0.0,0,0,1.0,9.0,0.0,0.0,Hellas Verona
12,22-11-2021,18:30,Serie A,Giornata n. 13,Lun,Casa,V,2,1,Empoli,1.3,1.6,56.0,13.797,Miguel Veloso,3-4-3,Matteo Gariglio,Report partita,,2,22.0,4.0,182.0,9.0,50.0,167.0,1.0,0,0,1.3,6.0,0.7,0.7,Hellas Verona
13,27-11-2021,15:00,Serie A,Giornata n. 14,Sab,Ospiti,P,1,3,Sampdoria,0.9,0.8,58.0,6.813,Davide Faraoni,3-4-3,Lorenzo Maggioni,Report partita,,1,15.0,4.0,267.0,7.0,25.0,164.0,0.0,0,0,0.9,6.0,0.1,0.1,Hellas Verona
14,30-11-2021,20:45,Serie A,Giornata n. 15,Mar,Casa,N,0,0,Cagliari,1.8,0.6,68.0,12.188,Miguel Veloso,3-4-3,Matteo Marcenaro,Report partita,,0,15.0,6.0,400.0,0.0,0.0,172.0,1.0,0,0,1.8,12.0,-1.8,-1.8,Hellas Verona
15,05-12-2021,15:00,Serie A,Giornata n. 16,Dom,Ospiti,V,4,3,Venezia,1.9,1.8,56.0,7.608,Miguel Veloso,3-4-1-2,Alessandro Prontera,Report partita,,3,15.0,5.0,333.0,13.0,40.0,172.0,2.0,1,1,1.3,9.0,1.1,0.7,Hellas Verona
16,12-12-2021,15:00,Serie A,Giornata n. 17,Dom,Casa,P,1,2,Atalanta,1.1,1.7,53.0,15.0,Davide Faraoni,3-4-1-2,Juan Sacchi,Report partita,,1,19.0,3.0,158.0,5.0,33.0,149.0,0.0,0,0,1.1,6.0,-0.1,-0.1,Hellas Verona
17,19-12-2021,18:00,Serie A,Giornata n. 18,Dom,Ospiti,P,0,1,Torino,0.4,0.8,34.0,6.202,Miguel Veloso,3-4-3,Michael Fabbri,Report partita,,0,8.0,2.0,250.0,0.0,0.0,181.0,0.0,0,0,0.4,5.0,-0.4,-0.4,Hellas Verona
18,22-12-2021,18:30,Serie A,Giornata n. 19,Mer,Casa,N,1,1,Fiorentina,1.1,1.0,40.0,14.001,Miguel Veloso,3-4-3,Daniele Doveri,Report partita,,1,7.0,2.0,286.0,14.0,50.0,190.0,0.0,0,0,1.1,15.0,-0.1,-0.1,Hellas Verona
19,06-01-2022,14:30,Serie A,Giornata n. 20,Gio,Ospiti,V,2,1,Spezia,1.9,0.9,60.0,3.25,Miguel Veloso,3-4-3,Maurizio Mariani,Report partita,,2,22.0,5.0,227.0,9.0,40.0,159.0,1.0,0,0,1.9,9.0,0.1,0.1,Hellas Verona
20,09-01-2022,20:45,Serie A,Giornata n. 21,Dom,Casa,P,1,2,Salernitana,1.4,1.1,70.0,3.106,Miguel Veloso,3-4-3,Federico Dionisi,Report partita,,1,24.0,7.0,292.0,4.0,14.0,179.0,1.0,0,0,1.4,6.0,-0.4,-0.4,Hellas Verona
21,16-01-2022,12:30,Serie A,Giornata n. 22,Dom,Ospiti,V,4,2,Sassuolo,3.5,1.1,45.0,3.843,Miguel Veloso,3-4-3,Alessandro Prontera,Report partita,,4,20.0,5.0,250.0,15.0,60.0,144.0,0.0,1,1,2.8,14.0,0.5,0.2,Hellas Verona
22,21-01-2022,20:45,Serie A,Giornata n. 23,Ven,Casa,V,2,1,Bologna,1.5,0.6,57.0,4.286,Miguel Veloso,3-4-3,Matteo Gariglio,Report partita,,2,14.0,6.0,429.0,14.0,33.0,128.0,0.0,0,0,1.5,11.0,0.5,0.5,Hellas Verona
23,06-02-2022,20:45,Serie A,Giornata n. 24,Dom,Ospiti,P,0,2,Juventus,0.6,1.2,54.0,17.016,Miguel Veloso,3-4-3,Luca Massimi,Report partita,,0,13.0,1.0,77.0,0.0,0.0,188.0,0.0,0,0,0.6,5.0,-0.6,-0.6,Hellas Verona
24,13-02-2022,15:00,Serie A,Giornata n. 25,Dom,Casa,V,4,0,Udinese,1.0,1.6,44.0,11.713,Darko Lazović,3-4-3,Andrea Colombo,Report partita,,4,6.0,5.0,833.0,67.0,80.0,127.0,0.0,0,0,1.0,17.0,3.0,3.0,Hellas Verona
25,19-02-2022,18:00,Serie A,Giornata n. 26,Sab,Ospiti,N,2,2,Roma,0.5,0.6,43.0,34.777,Davide Faraoni,3-4-3,Luca Pairetto,Report partita,,2,5.0,3.0,600.0,40.0,67.0,139.0,0.0,0,0,0.5,10.0,1.5,1.5,Hellas Verona
26,27-02-2022,15:05,Serie A,Giornata n. 27,Dom,Casa,V,3,1,Venezia,2.3,0.9,57.0,14.298,Davide Faraoni,3-4-3,Juan Sacchi,Report partita,,3,19.0,11.0,579.0,16.0,27.0,155.0,0.0,0,0,2.3,12.0,0.7,0.7,Hellas Verona
27,06-03-2022,15:00,Serie A,Giornata n. 28,Dom,Ospiti,N,1,1,Fiorentina,1.3,1.4,50.0,23.491,Davide Faraoni,3-4-1-2,Gianluca Manganiello,Report partita,,1,3.0,1.0,333.0,0.0,0.0,155.0,0.0,1,1,0.5,18.0,-0.3,-0.5,Hellas Verona
28,13-03-2022,15:00,Serie A,Giornata n. 29,Dom,Casa,P,1,2,Napoli,0.5,1.5,49.0,18.782,Davide Faraoni,3-5-2,Daniele Doveri,Report partita,,1,8.0,1.0,125.0,13.0,100.0,167.0,0.0,0,0,0.5,6.0,0.5,0.5,Hellas Verona
29,20-03-2022,15:00,Serie A,Giornata n. 30,Dom,Ospiti,N,1,1,Empoli,1.3,1.0,62.0,5.445,Koray Günter,3-4-1-2,Matteo Marcenaro,Report partita,,1,13.0,4.0,308.0,8.0,25.0,184.0,1.0,0,1,0.5,4.0,-0.3,0.5,Hellas Verona
30,04-04-2022,18:30,Serie A,Giornata n. 31,Lun,Casa,V,1,0,Genoa,1.1,0.5,46.0,14.993,Davide Faraoni,3-4-3,Francesco Fourneau,Report partita,,1,7.0,4.0,571.0,14.0,25.0,162.0,0.0,0,0,1.1,15.0,-0.1,-0.1,Hellas Verona
31,09-04-2022,18:00,Serie A,Giornata n. 32,Sab,Ospiti,P,0,2,Inter,0.8,2.5,52.0,61.325,Davide Faraoni,3-4-3,Livio Marinelli,Report partita,,0,9.0,3.0,333.0,0.0,0.0,159.0,0.0,0,0,0.8,9.0,-0.8,-0.8,Hellas Verona
32,18-04-2022,21:00,Serie A,Giornata n. 33,Lun,Ospiti,V,2,1,Atalanta,3.2,1.5,44.0,14.537,Davide Faraoni,3-4-3,Marco Piccinini,Report partita,,1,21.0,6.0,286.0,5.0,17.0,153.0,1.0,0,0,3.2,16.0,-2.2,-2.2,Hellas Verona
33,23-04-2022,20:45,Serie A,Giornata n. 34,Sab,Casa,N,1,1,Sampdoria,1.1,1.0,57.0,16.188,Davide Faraoni,3-4-3,Giovanni Ayroldi,Report partita,,1,12.0,1.0,83.0,8.0,100.0,161.0,1.0,0,0,1.1,10.0,-0.1,-0.1,Hellas Verona
34,30-04-2022,15:00,Serie A,Giornata n. 35,Sab,Ospiti,V,2,1,Cagliari,1.3,0.9,40.0,16.267,Davide Faraoni,3-4-3,Daniele Orsato,Report partita,,2,13.0,4.0,308.0,15.0,50.0,154.0,2.0,0,0,1.3,10.0,0.7,0.7,Hellas Verona
35,08-05-2022,20:45,Serie A,Giornata n. 36,Dom,Casa,P,1,3,Milan,1.2,2.9,47.0,30.154,Davide Faraoni,3-4-3,Daniele Doveri,Report partita,,1,10.0,3.0,300.0,10.0,33.0,147.0,0.0,0,0,1.2,12.0,-0.2,-0.2,Hellas Verona
36,14-05-2022,18:00,Serie A,Giornata n. 37,Sab,Casa,P,0,1,Torino,0.7,0.7,46.0,24.001,Darko Lazović,3-4-3,Giacomo Camplone,Report partita,,0,10.0,5.0,500.0,0.0,0.0,144.0,0.0,0,0,0.7,7.0,-0.7,-0.7,Hellas Verona
37,21-05-2022,20:45,Serie A,Giornata n. 38,Sab,Ospiti,N,3,3,Lazio,1.6,2.4,47.0,50.0,Alessandro Berardi,3-4-3,Andrea Colombo,Report partita,,3,11.0,7.0,636.0,27.0,43.0,164.0,1.0,0,0,1.6,15.0,1.4,1.4,Hellas Verona
0,21-08-2021,18:30,Serie A,Giornata n. 1,Sab,Casa,V,4,0,Genoa,1.5,1.0,59.0,27.402,Samir Handanovič,3-5-1-1,Valerio Marini,Report partita,,4,17.0,8.0,471.0,24.0,50.0,133.0,0.0,0,0,1.5,9.0,2.5,2.5,Inter
1,27-08-2021,20:45,Serie A,Giornata n. 2,Ven,Ospiti,V,3,1,Hellas Verona,1.6,0.8,57.0,11.214,Samir Handanovič,3-5-1-1,Gianluca Manganiello,Report partita,,3,16.0,8.0,500.0,19.0,38.0,139.0,0.0,0,0,1.6,10.0,1.4,1.4,Inter
2,12-09-2021,12:30,Serie A,Giornata n. 3,Dom,Ospiti,N,2,2,Sampdoria,0.7,1.2,48.0,7.441,Samir Handanovič,3-5-2,Daniele Orsato,Report partita,,2,8.0,3.0,375.0,25.0,67.0,148.0,1.0,0,0,0.7,9.0,1.3,1.3,Inter
3,18-09-2021,18:00,Serie A,Giornata n. 4,Sab,Casa,V,6,1,Bologna,3.1,0.5,46.0,35.278,Samir Handanovič,3-5-2,Giovanni Ayroldi,Report partita,,6,19.0,11.0,579.0,32.0,55.0,147.0,0.0,0,0,3.1,17.0,2.9,2.9,Inter
4,21-09-2021,20:45,Serie A,Giornata n. 5,Mar,Ospiti,V,3,1,Fiorentina,2.8,1.4,47.0,15.927,Samir Handanovič,3-5-2,Michael Fabbri,Report partita,,3,17.0,5.0,294.0,18.0,60.0,137.0,1.0,0,0,2.8,16.0,0.2,0.2,Inter
5,25-09-2021,18:00,Serie A,Giornata n. 6,Sab,Casa,N,2,2,Atalanta,3.9,2.1,50.0,36.517,Samir Handanovič,3-5-2,Fabio Maresca,Report partita,,2,17.0,6.0,353.0,12.0,33.0,142.0,1.0,0,1,3.1,19.0,-1.9,-1.1,Inter
6,02-10-2021,20:45,Serie A,Giornata n. 7,Sab,Ospiti,V,2,1,Sassuolo,1.9,1.5,45.0,10.4,Samir Handanovič,3-5-2,Luca Pairetto,Report partita,,2,16.0,2.0,125.0,6.0,50.0,161.0,0.0,1,1,1.2,7.0,0.1,-0.2,Inter
