,data,ora,competizione,girone,giorno,stadio,risultato,rf,rs,avversario,xg,xga,poss.,spettatori,capitano,formazione,arbitro,report partita,note,reti,tiri,tiri.1,% tip,g/tiri,g/tip,dist.,pun.,rigori,rig t,npxg,npxg/sh,g-xg,np:g-xg,team
32,23-04-2022,15:00,Serie A,Giornata n. 34,Sab,Ospiti,V,3,1,Venezia,3.6,0.9,61.0,6.132,Remo Freuler,3-4-1-2,Francesco Fourneau,Report partita,,3,19.0,4.0,211.0,16.0,75.0,109.0,0.0,0,0,3.6,19.0,-0.6,-0.6,Atalanta
33,27-04-2022,20:15,Serie A,Giornata n. 20,Mer,Casa,N,4,4,Torino,2.7,2.4,49.0,,Remo Freuler,3-4-3,Rosario Abisso,Report partita,,4,15.0,3.0,200.0,13.0,67.0,157.0,1.0,2,2,1.2,8.0,1.3,0.8,Atalanta
34,02-05-2022,20:45,Serie A,Giornata n. 35,Lun,Casa,N,1,1,Salernitana,1.6,1.2,61.0,17.011,Remo Freuler,3-4-3,Marco Guida,Report partita,,1,20.0,5.0,250.0,5.0,20.0,164.0,1.0,0,0,1.6,8.0,-0.6,-0.6,Atalanta
35,08-05-2022,12:30,Serie A,Giornata n. 36,Dom,Ospiti,V,3,1,Spezia,2.1,1.0,66.0,9.0,Remo Freuler,3-4-3,Fabio Maresca,Report partita,,3,17.0,6.0,353.0,18.0,50.0,166.0,1.0,0,0,2.1,12.0,0.9,0.9,Atalanta
36,15-05-2022,18:00,Serie A,Giornata n. 37,Dom,Ospiti,P,0,2,Milan,0.9,1.5,55.0,73.304,Remo Freuler,3-4-1-2,Daniele Orsato,Report partita,,0,12.0,2.0,167.0,0.0,0.0,153.0,0.0,0,0,0.9,8.0,-0.9,-0.9,Atalanta
37,21-05-2022,20:45,Serie A,Giornata n. 38,Sab,Casa,P,0,1,Empoli,3.8,0.4,61.0,17.654,Remo Freuler,3-4-1-2,Rosario Abisso,Report partita,,0,40.0,9.0,225.0,0.0,0.0,154.0,0.0,0,0,3.8,10.0,-3.8,-3.8,Atalanta
0,22-08-2021,18:30,Serie A,Giornata n. 1,Dom,Casa,V,3,2,Salernitana,1.5,1.6,72.0,8.375,Roberto Soriano,4-2-3-1,Antonio Rapuano,Report partita,,3,18.0,7.0,389.0,17.0,43.0,172.0,2.0,0,0,1.5,9.0,1.5,1.5,Bologna
1,28-08-2021,18:30,Serie A,Giornata n. 2,Sab,Ospiti,N,0,0,Atalanta,0.3,1.0,41.0,7.912,Lorenzo De Silvestri,4-3-3,Daniele Orsato,Report partita,,0,4.0,1.0,250.0,0.0,0.0,139.0,0.0,0,0,0.3,7.0,-0.3,-0.3,Bologna
2,13-09-2021,20:45,Serie A,Giornata n. 3,Lun,Casa,V,1,0,Hellas Verona,1.4,0.4,43.0,10.218,Roberto Soriano,4-2-3-1,Ivan Pezzuto,Report partita,,1,16.0,4.0,250.0,6.0,25.0,156.0,0.0,0,0,1.4,9.0,-0.4,-0.4,Bologna
3,18-09-2021,18:00,Serie A,Giornata n. 4,Sab,Ospiti,P,1,6,Inter,0.5,3.1,54.0,35.278,Roberto Soriano,4-2-3-1,Giovanni Ayroldi,Report partita,,1,8.0,2.0,250.0,13.0,50.0,164.0,0.0,0,0,0.5,7.0,0.5,0.5,Bologna
4,21-09-2021,18:30,Serie A,Giornata n. 5,Mar,Casa,N,2,2,Genoa,2.0,1.5,59.0,9.707,Roberto Soriano,4-2-3-1,Francesco Fourneau,Report partita,,2,16.0,4.0,250.0,6.0,25.0,145.0,1.0,1,1,1.2,8.0,0.0,-0.2,Bologna
5,26-09-2021,15:00,Serie A,Giornata n. 6,Dom,Ospiti,P,2,4,Empoli,2.5,1.8,63.0,5.022,Roberto Soriano,4-2-3-1,Piero Giacomelli,Report partita,,2,20.0,5.0,250.0,10.0,40.0,149.0,0.0,0,1,1.7,9.0,-0.5,0.3,Bologna
6,03-10-2021,12:30,Serie A,Giornata n. 7,Dom,Casa,V,3,0,Lazio,0.5,0.6,41.0,12.975,Roberto Soriano,3-4-3,Davide Massa,Report partita,,3,10.0,3.0,300.0,30.0,100.0,174.0,0.0,0,0,0.5,5.0,2.5,2.5,Bologna
7,17-10-2021,15:00,Serie A,Giornata n. 8,Dom,Ospiti,N,1,1,Udinese,1.7,1.0,59.0,10.627,Roberto Soriano,3-4-3,Rosario Abisso,Report partita,,1,24.0,11.0,458.0,4.0,9.0,190.0,1.0,0,0,1.7,7.0,-0.7,-0.7,Bologna
8,23-10-2021,20:45,Serie A,Giornata n. 9,Sab,Casa,P,2,4,Milan,0.7,0.9,38.0,22.167,Roberto Soriano,3-4-3,Paolo Valeri,Report partita,,1,9.0,4.0,444.0,11.0,25.0,136.0,0.0,0,0,0.7,8.0,0.3,0.3,Bologna
9,28-10-2021,20:45,Serie A,Giornata n. 10,Gio,Ospiti,P,0,3,Napoli,0.2,2.6,35.0,20.0,Lorenzo De Silvestri,3-4-3,Marco Serra,Report partita,,0,8.0,1.0,125.0,0.0,0.0,228.0,1.0,0,0,0.2,3.0,-0.2,-0.2,Bologna
10,01-11-2021,20:45,Serie A,Giornata n. 11,Lun,Casa,V,2,0,Cagliari,1.0,0.4,57.0,10.126,Roberto Soriano,3-4-3,Davide Massa,Report partita,,2,8.0,3.0,375.0,25.0,67.0,194.0,0.0,0,0,1.0,13.0,1.0,1.0,Bologna
11,07-11-2021,15:00,Serie A,Giornata n. 12,Dom,Ospiti,V,2,1,Sampdoria,1.9,0.8,53.0,5.694,Roberto Soriano,3-4-3,Gianluca Manganiello,Report partita,,2,14.0,6.0,429.0,14.0,33.0,160.0,0.0,0,0,1.9,14.0,0.1,0.1,Bologna
12,21-11-2021,15:00,Serie A,Giornata n. 13,Dom,Casa,P,0,1,Venezia,1.4,1.0,67.0,15.255,Roberto Soriano,3-4-3,Daniele Chiffi,Report partita,,0,24.0,6.0,250.0,0.0,0.0,193.0,0.0,0,0,1.4,6.0,-1.4,-1.4,Bologna
13,28-11-2021,15:00,Serie A,Giornata n. 14,Dom,Ospiti,V,1,0,Spezia,2.4,1.1,57.0,6.265,Roberto Soriano,3-4-3,Luca Massimi,Report partita,,1,16.0,4.0,250.0,0.0,0.0,177.0,1.0,1,1,1.7,10.0,-1.4,-1.7,Bologna
14,01-12-2021,18:30,Serie A,Giornata n. 15,Mer,Casa,V,1,0,Roma,0.2,0.9,42.0,15.78,Roberto Soriano,3-4-3,Luca Pairetto,Report partita,,1,6.0,3.0,500.0,17.0,33.0,244.0,0.0,0,0,0.2,3.0,0.8,0.8,Bologna
15,05-12-2021,12:30,Serie A,Giornata n. 16,Dom,Casa,P,2,3,Fiorentina,0.7,1.1,37.0,18.175,Roberto Soriano,3-5-2,Massimiliano Irrati,Report partita,,2,8.0,3.0,375.0,25.0,67.0,183.0,1.0,0,0,0.7,9.0,1.3,1.3,Bologna
16,12-12-2021,12:30,Serie A,Giornata n. 17,Dom,Ospiti,P,1,2,Torino,1.0,1.6,51.0,6.562,Roberto Soriano,3-4-3,Federico Dionisi,Report partita,,1,7.0,4.0,571.0,0.0,0.0,242.0,0.0,1,1,0.3,4.0,0.0,-0.3,Bologna
17,18-12-2021,18:00,Serie A,Giornata n. 18,Sab,Casa,P,0,2,Juventus,0.4,1.1,57.0,22.394,Roberto Soriano,3-5-2,Daniele Orsato,Report partita,,0,11.0,3.0,273.0,0.0,0.0,193.0,0.0,0,0,0.4,4.0,-0.4,-0.4,Bologna
18,22-12-2021,16:30,Serie A,Giornata n. 19,Mer,Ospiti,V,3,0,Sassuolo,1.3,0.8,41.0,4.763,Roberto Soriano,3-5-2,Michael Fabbri,Report partita,,3,9.0,5.0,556.0,33.0,60.0,162.0,0.0,0,0,1.3,15.0,1.7,1.7,Bologna
19,11-01-2022,20:45,Serie A,Giornata n. 21,Mar,Ospiti,P,1,2,Cagliari,0.6,1.6,47.0,5.583,Roberto Soriano,3-5-2,Davide Ghersini,Report partita,,1,10.0,3.0,300.0,10.0,33.0,165.0,2.0,0,0,0.6,6.0,0.4,0.4,Bologna
20,17-01-2022,18:30,Serie A,Giornata n. 22,Lun,Casa,P,0,2,Napoli,0.9,2.1,39.0,5.0,Roberto Soriano,3-5-2,Livio Marinelli,Report partita,,0,12.0,5.0,417.0,0.0,0.0,170.0,1.0,0,0,0.9,8.0,-0.9,-0.9,Bologna
21,21-01-2022,20:45,Serie A,Giornata n. 23,Ven,Ospiti,P,1,2,Hellas Verona,0.6,1.5,43.0,4.286,Roberto Soriano,3-5-2,Matteo Gariglio,Report partita,,1,8.0,2.0,250.0,13.0,50.0,203.0,1.0,0,0,0.6,8.0,0.4,0.4,Bologna
22,06-02-2022,15:00,Serie A,Giornata n. 24,Dom,Casa,N,0,0,Empoli,0.7,1.6,59.0,10.349,Roberto Soriano,3-4-1-2,Cosso Cosso,Report partita,,0,12.0,2.0,167.0,0.0,0.0,184.0,0.0,0,0,0.7,5.0,-0.7,-0.7,Bologna
23,12-02-2022,15:00,Serie A,Giornata n. 25,Sab,Ospiti,P,0,3,Lazio,0.7,2.6,43.0,22.0,Roberto Soriano,3-5-2,Marco Piccinini,Report partita,,0,11.0,3.0,273.0,0.0,0.0,155.0,0.0,0,0,0.7,6.0,-0.7,-0.7,Bologna
24,21-02-2022,21:00,Serie A,Giornata n. 26,Lun,Casa,V,2,1,Spezia,1.9,0.5,61.0,12.05,Roberto Soriano,3-4-3,Livio Marinelli,Report partita,,2,19.0,7.0,368.0,11.0,29.0,179.0,0.0,0,0,1.9,10.0,0.1,0.1,Bologna
25,26-02-2022,15:00,Serie A,Giornata n. 27,Sab,Ospiti,N,1,1,Salernitana,0.4,1.4,44.0,13.289,Roberto Soriano,3-4-3,Giovanni Ayroldi,Report partita,,1,8.0,3.0,375.0,13.0,33.0,207.0,0.0,0,0,0.4,5.0,0.6,0.6,Bologna
26,06-03-2022,15:00,Serie A,Giornata n. 28,Dom,Casa,N,0,0,Torino,0.3,1.2,52.0,17.575,Lorenzo De Silvestri,3-4-3,Luca Massimi,Report partita,,0,6.0,1.0,167.0,0.0,0.0,200.0,0.0,0,0,0.3,5.0,-0.3,-0.3,Bologna
27,13-03-2022,12:30,Serie A,Giornata n. 29,Dom,Ospiti,P,0,1,Fiorentina,1.1,1.9,39.0,22.635,Roberto Soriano,3-4-3,Juan Sacchi,Report partita,,0,4.0,0.0,0.0,0.0,,154.0,0.0,0,0,1.1,28.0,-1.1,-1.1,Bologna
28,20-03-2022,20:45,Serie A,Giornata n. 30,Dom,Casa,P,0,1,Atalanta,1.3,1.2,60.0,1.323,Roberto Soriano,3-4-3,Fabio Maresca,Report partita,,0,12.0,3.0,250.0,0.0,0.0,174.0,0.0,0,0,1.3,11.0,-1.3,-1.3,Bologna
29,04-04-2022,20:45,Serie A,Giornata n. 31,Lun,Ospiti,N,0,0,Milan,0.6,2.2,47.0,68.136,Gary Medel,3-5-2,Livio Marinelli,Report partita,,0,8.0,4.0,500.0,0.0,0.0,215.0,0.0,0,0,0.6,8.0,-0.6,-0.6,Bologna
30,11-04-2022,20:45,Serie A,Giornata n. 32,Lun,Casa,V,2,0,Sampdoria,2.6,0.6,53.0,15.783,Gary Medel,3-5-2,Luca Pairetto,Report partita,,2,19.0,4.0,211.0,11.0,50.0,175.0,0.0,0,0,2.6,14.0,-0.6,-0.6,Bologna
31,16-04-2022,18:30,Serie A,Giornata n. 33,Sab,Ospiti,N,1,1,Juventus,1.2,2.0,49.0,36.107,Roberto Soriano,3-5-2,Juan Sacchi,Report partita,,1,10.0,2.0,200.0,10.0,50.0,208.0,0.0,0,0,1.2,12.0,-0.2,-0.2,Bologna
32,24-04-2022,15:00,Serie A,Giornata n. 34,Dom,Casa,N,2,2,Udinese,1.5,1.8,55.0,15.922,Roberto Soriano,3-5-2,Alberto Santoro,Report partita,,2,10.0,3.0,300.0,20.0,67.0,167.0,2.0,0,0,1.5,15.0,0.5,0.5,Bologna
33,27-04-2022,20:15,Serie A,Giornata n. 20,Mer,Casa,V,2,1,Inter,1.2,2.1,41.0,26.034,Roberto Soriano,3-5-2,Daniele Doveri,Report partita,,2,5.0,3.0,600.0,40.0,67.0,131.0,0.0,0,0,1.2,24.0,0.8,0.8,Bologna
34,01-05-2022,20:45,Serie A,Giornata n. 35,Dom,Ospiti,N,0,0,Roma,1.3,1.0,57.0,62.988,Roberto Soriano,3-5-2,Michael Fabbri,Report partita,,0,10.0,4.0,400.0,0.0,0.0,153.0,0.0,0,0,1.3,13.0,-1.3,-1.3,Bologna
35,08-05-2022,15:00,Serie A,Giornata n. 36,Dom,Ospiti,P,3,4,Venezia,2.8,2.8,59.0,6.674,Roberto Soriano,3-5-2,Livio Marinelli,Report partita,,3,23.0,10.0,435.0,13.0,30.0,142.0,0.0,0,0,2.8,12.0,0.2,0.2,Bologna
36,15-05-2022,12:30,Serie A,Giornata n. 37,Dom,Casa,P,1,3,Sassuolo,1.7,1.7,55.0,19.794,Roberto Soriano,3-5-2,Davide Ghersini,Report partita,,1,8.0,1.0,125.0,0.0,0.0,141.0,0.0,1,1,0.9,12.0,-0.7,-0.9,Bologna
37,21-05-2022,17:15,Serie A,Giornata n. 38,Sab,Ospiti,V,1,0,Genoa,1.0,1.0,50.0,17.768,Lorenzo De Silvestri,3-5-2,Gianpiero Miele,Report partita,,1,11.0,3.0,273.0,9.0,33.0,121.0,1.0,0,0,1.0,9.0,0.0,0.0,Bologna
0,23-08-2021,18:30,Serie A,Giornata n. 1,Lun,Casa,N,2,2,Spezia,2.7,0.8,59.0,5.387,João Pedro,3-4-3,Francesco Fourneau,Report partita,,2,19.0,6.0,316.0,5.0,17.0,151.0,0.0,1,1,1.9,10.0,-0.7,-0.9,Cagliari
1,29-08-2021,20:45,Serie A,Giornata n. 2,Dom,Ospiti,P,1,4,Milan,0.4,2.7,43.0,31.946,João Pedro,3-5-2,Marco Serra,Report partita,,1,7.0,2.0,286.0,14.0,50.0,126.0,1.0,0,0,0.4,6.0,0.6,0.6,Cagliari
2,12-09-2021,15:00,Serie A,Giornata n. 3,Dom,Casa,P,2,3,Genoa,1.4,1.1,53.0,6.423,João Pedro,3-5-2,Luca Pairetto,Report partita,,2,8.0,2.0,250.0,13.0,50.0,160.0,0.0,1,1,0.7,9.0,0.6,0.3,Cagliari
3,19-09-2021,18:00,Serie A,Giornata n. 4,Dom,Ospiti,N,2,2,Lazio,1.8,2.1,28.0,20.0,João Pedro,4-4-2,Davide Ghersini,Report partita,,2,10.0,3.0,300.0,20.0,67.0,152.0,0.0,0,0,1.8,18.0,0.2,0.2,Cagliari
4,22-09-2021,20:45,Serie A,Giornata n. 5,Mer,Casa,P,0,2,Empoli,1.1,1.1,49.0,7.226,João Pedro,3-5-2,Marco Di Bello,Report partita,,0,15.0,1.0,67.0,0.0,0.0,163.0,0.0,0,0,1.1,7.0,-1.1,-1.1,Cagliari
5,26-09-2021,20:45,Serie A,Giornata n. 6,Dom,Ospiti,P,0,2,Napoli,0.2,1.8,33.0,20.0,João Pedro,4-2-3-1,Marco Piccinini,Report partita,,0,6.0,0.0,0.0,0.0,,205.0,1.0,0,0,0.2,4.0,-0.2,-0.2,Cagliari
6,01-10-2021,20:45,Serie A,Giornata n. 7,Ven,Casa,N,1,1,Venezia,0.4,1.1,42.0,8.135,João Pedro,3-5-2,Manuel Volpi,Report partita,,1,9.0,3.0,333.0,11.0,33.0,216.0,0.0,0,0,0.4,4.0,0.6,0.6,Cagliari
7,17-10-2021,12:30,Serie A,Giornata n. 8,Dom,Casa,V,3,1,Sampdoria,1.1,1.5,39.0,9.923,João Pedro,4-4-2,Matteo Marchetti,Report partita,,3,12.0,5.0,417.0,25.0,60.0,176.0,0.0,0,0,1.1,10.0,1.9,1.9,Cagliari
8,24-10-2021,15:00,Serie A,Giornata n. 9,Dom,Ospiti,P,0,3,Fiorentina,0.2,3.1,35.0,20.29,João Pedro,4-4-2,Antonio Rapuano,Report partita,,0,3.0,1.0,333.0,0.0,0.0,214.0,0.0,0,0,0.2,8.0,-0.2,-0.2,Cagliari
9,27-10-2021,20:45,Serie A,Giornata n. 10,Mer,Casa,P,1,2,Roma,1.1,2.4,42.0,8.547,João Pedro,3-5-2,Ivan Pezzuto,Report partita,,1,7.0,5.0,714.0,14.0,20.0,151.0,0.0,0,0,1.1,16.0,-0.1,-0.1,Cagliari
10,01-11-2021,20:45,Serie A,Giornata n. 11,Lun,Ospiti,P,0,2,Bologna,0.4,1.0,43.0,10.126,João Pedro,3-5-2,Davide Massa,Report partita,,0,9.0,2.0,222.0,0.0,0.0,226.0,2.0,0,0,0.4,5.0,-0.4,-0.4,Cagliari
11,06-11-2021,20:45,Serie A,Giornata n. 12,Sab,Casa,P,1,2,Atalanta,0.9,2.8,38.0,6.976,João Pedro,4-4-2,Marco Piccinini,Report partita,,1,7.0,1.0,143.0,14.0,100.0,167.0,1.0,0,0,0.9,13.0,0.1,0.1,Cagliari
12,21-11-2021,12:30,Serie A,Giornata n. 13,Dom,Ospiti,N,2,2,Sassuolo,1.5,3.2,42.0,4.135,João Pedro,4-2-3-1,Niccolò Baroni,Report partita,,2,10.0,3.0,300.0,10.0,33.0,150.0,0.0,1,1,0.7,7.0,0.5,0.3,Cagliari
13,26-11-2021,20:45,Serie A,Giornata n. 14,Ven,Casa,N,1,1,Salernitana,1.6,0.4,57.0,9.7,João Pedro,3-5-2,Daniele Doveri,Report partita,,1,19.0,3.0,158.0,5.0,33.0,141.0,2.0,0,0,1.6,8.0,-0.6,-0.6,Cagliari
14,30-11-2021,20:45,Serie A,Giornata n. 15,Mar,Ospiti,N,0,0,Hellas Verona,0.6,1.8,32.0,12.188,Luca Ceppitelli,3-5-2,Matteo Marcenaro,Report partita,,0,12.0,3.0,250.0,0.0,0.0,202.0,1.0,0,0,0.6,5.0,-0.6,-0.6,Cagliari
15,06-12-2021,20:45,Serie A,Giornata n. 16,Lun,Casa,N,1,1,Torino,1.2,1.4,52.0,8.799,João Pedro,3-5-2,Luca Massimi,Report partita,,1,16.0,2.0,125.0,6.0,50.0,138.0,1.0,0,0,1.2,7.0,-0.2,-0.2,Cagliari
16,12-12-2021,20:45,Serie A,Giornata n. 17,Dom,Ospiti,P,0,4,Inter,0.2,3.0,25.0,33.712,João Pedro,3-5-2,Matteo Marchetti,Report partita,,0,5.0,2.0,400.0,0.0,0.0,178.0,0.0,0,0,0.2,4.0,-0.2,-0.2,Cagliari
17,18-12-2021,20:45,Serie A,Giornata n. 18,Sab,Casa,P,0,4,Udinese,0.4,0.6,55.0,7.864,João Pedro,3-5-2,Fabio Maresca,Report partita,,0,5.0,2.0,400.0,0.0,0.0,170.0,0.0,0,0,0.4,7.0,-0.4,-0.4,Cagliari
18,21-12-2021,20:45,Serie A,Giornata n. 19,Mar,Ospiti,P,0,2,Juventus,1.3,1.0,37.0,11.197,João Pedro,3-5-2,Federico Dionisi,Report partita,,0,6.0,1.0,167.0,0.0,0.0,93.0,0.0,0,0,1.3,21.0,-1.3,-1.3,Cagliari
19,06-01-2022,12:30,Serie A,Giornata n. 20,Gio,Ospiti,V,2,1,Sampdoria,2.4,0.6,51.0,3.188,João Pedro,3-5-2,Giacomo Camplone,Report partita,,2,15.0,7.0,467.0,13.0,29.0,154.0,0.0,0,0,2.4,18.0,-0.4,-0.4,Cagliari
20,11-01-2022,20:45,Serie A,Giornata n. 21,Mar,Casa,V,2,1,Bologna,1.6,0.6,53.0,5.583,João Pedro,3-5-2,Davide Ghersini,Report partita,,2,13.0,4.0,308.0,15.0,50.0,150.0,0.0,0,0,1.6,12.0,0.4,0.4,Cagliari
21,16-01-2022,18:00,Serie A,Giornata n. 22,Dom,Ospiti,P,0,1,Roma,0.6,1.9,44.0,5.0,João Pedro,3-4-1-2,Lorenzo Maggioni,Report partita,,0,8.0,2.0,250.0,0.0,0.0,180.0,0.0,0,0,0.6,7.0,-0.6,-0.6,Cagliari
22,23-01-2022,12:30,Serie A,Giornata n. 23,Dom,Casa,N,1,1,Fiorentina,1.4,1.9,41.0,5.0,João Pedro,3-5-2,Gianluca Aureliano,Report partita,,1,11.0,1.0,91.0,9.0,100.0,130.0,0.0,0,1,1.0,10.0,-0.4,0.0,Cagliari
23,06-02-2022,12:30,Serie A,Giornata n. 24,Dom,Ospiti,V,2,1,Atalanta,1.1,1.1,39.0,7.868,Alessio Cragno,3-5-2,Alessandro Prontera,Report partita,,2,7.0,4.0,571.0,29.0,50.0,171.0,2.0,0,0,1.1,16.0,0.9,0.9,Cagliari
24,13-02-2022,15:00,Serie A,Giornata n. 25,Dom,Ospiti,N,1,1,Empoli,1.0,1.0,55.0,4.787,João Pedro,3-5-2,Federico Dionisi,Report partita,,1,17.0,4.0,235.0,6.0,25.0,174.0,1.0,0,0,1.0,7.0,0.0,0.0,Cagliari
25,21-02-2022,19:00,Serie A,Giornata n. 26,Lun,Casa,N,1,1,Napoli,1.8,0.9,46.0,12.063,João Pedro,3-5-2,Maurizio Mariani,Report partita,,1,13.0,5.0,385.0,8.0,20.0,123.0,0.0,0,0,1.8,15.0,-0.8,-0.8,Cagliari
26,27-02-2022,12:35,Serie A,Giornata n. 27,Dom,Ospiti,V,2,1,Torino,1.9,0.8,43.0,10.231,João Pedro,3-5-2,Manuel Volpi,Report partita,,2,11.0,5.0,455.0,18.0,40.0,116.0,0.0,0,0,1.9,18.0,0.1,0.1,Cagliari
27,05-03-2022,20:45,Serie A,Giornata n. 28,Sab,Casa,P,0,3,Lazio,0.6,2.6,45.0,10.873,João Pedro,3-4-1-2,Fabio Maresca,Report partita,,0,16.0,3.0,188.0,0.0,0.0,198.0,0.0,0,0,0.6,4.0,-0.6,-0.6,Cagliari
28,12-03-2022,15:00,Serie A,Giornata n. 29,Sab,Ospiti,P,0,2,Spezia,0.6,2.2,57.0,7.18,João Pedro,3-4-1-2,Daniele Orsato,Report partita,,0,11.0,1.0,91.0,0.0,0.0,184.0,0.0,0,0,0.6,6.0,-0.6,-0.6,Cagliari
29,19-03-2022,20:45,Serie A,Giornata n. 30,Sab,Casa,P,0,1,Milan,1.1,2.4,43.0,12.309,João Pedro,3-5-2,Marco Di Bello,Report partita,,0,13.0,1.0,77.0,0.0,0.0,150.0,1.0,0,0,1.1,9.0,-1.1,-1.1,Cagliari
30,03-04-2022,15:00,Serie A,Giornata n. 31,Dom,Ospiti,P,1,5,Udinese,0.4,3.5,49.0,12.215,João Pedro,3-5-1-1,Rosario Abisso,Report partita,,1,6.0,3.0,500.0,17.0,33.0,184.0,0.0,0,0,0.4,7.0,0.6,0.6,Cagliari
31,09-04-2022,20:45,Serie A,Giornata n. 32,Sab,Casa,P,1,2,Juventus,0.1,1.5,41.0,13.437,João Pedro,3-5-2,Daniele Chiffi,Report partita,,1,4.0,1.0,250.0,25.0,100.0,228.0,0.0,0,0,0.1,3.0,0.9,0.9,Cagliari
32,16-04-2022,12:30,Serie A,Giornata n. 33,Sab,Casa,V,1,0,Sassuolo,1.6,0.4,37.0,14.689,João Pedro,3-5-2,Davide Massa,Report partita,,1,15.0,7.0,467.0,7.0,14.0,176.0,1.0,0,0,1.6,11.0,-0.6,-0.6,Cagliari
33,24-04-2022,18:00,Serie A,Giornata n. 34,Dom,Ospiti,P,0,1,Genoa,0.8,1.1,47.0,17.257,João Pedro,3-5-2,Paolo Valeri,Report partita,,0,11.0,1.0,91.0,0.0,0.0,163.0,1.0,0,0,0.8,7.0,-0.8,-0.8,Cagliari
34,30-04-2022,15:00,Serie A,Giornata n. 35,Sab,Casa,P,1,2,Hellas Verona,0.9,1.3,60.0,16.267,João Pedro,3-5-2,Daniele Orsato,Report partita,,1,14.0,4.0,286.0,7.0,25.0,159.0,2.0,0,0,0.9,6.0,0.1,0.1,Cagliari
35,08-05-2022,18:00,Serie A,Giornata n. 36,Dom,Ospiti,N,1,1,Salernitana,0.5,1.2,52.0,28.048,João Pedro,3-5-2,Marco Di Bello,Report partita,,1,9.0,3.0,333.0,11.0,33.0,144.0,0.0,0,0,0.5,6.0,0.5,0.5,Cagliari
36,15-05-2022,20:45,Serie A,Giornata n. 37,Dom,Casa,P,1,3,Inter,0.6,2.6,38.0,15.443,João Pedro,4-4-2◆,Daniele Doveri,Report partita,,1,10.0,2.0,200.0,10.0,50.0,195.0,0.0,0,0,0.6,6.0,0.4,0.4,Cagliari
37,22-05-2022,21:00,Serie A,Giornata n. 38,Dom,Ospiti,N,0,0,Venezia,2.1,0.7,56.0,5.654,João Pedro,3-5-2,Fabio Maresca,Report partita,,0,30.0,7.0,233.0,0.0,0.0,156.0,0.0,0,0,2.1,7.0,-2.1,-2.1,Cagliari
0,21-08-2021,20:45,Serie A,Giornata n. 1,Sab,Casa,P,1,3,Lazio,1.3,1.3,46.0,3.655,Simone Romagnoli,4-4-2◆,Simone Sozza,Report partita,,1,17.0,4.0,235.0,6.0,25.0,174.0,0.0,0,0,1.3,8.0,-0.3,-0.3,Empoli
1,28-08-2021,20:45,Serie A,Giornata n. 2,Sab,Ospiti,V,1,0,Juventus,0.8,1.5,46.0,17.584,Leonardo Mancuso,4-4-2◆,Davide Ghersini,Report partita,,1,12.0,3.0,250.0,8.0,33.0,173.0,0.0,0,0,0.8,7.0,0.2,0.2,Empoli
2,11-09-2021,15:00,Serie A,Giornata n. 3,Sab,Casa,P,1,2,Venezia,1.9,1.7,69.0,2.511,Leonardo Mancuso,4-4-2◆,Antonio Rapuano,Report partita,,1,21.0,5.0,238.0,0.0,0.0,185.0,2.0,1,1,1.2,6.0,-0.9,-1.2,Empoli
3,19-09-2021,12:30,Serie A,Giornata n. 4,Dom,Casa,P,0,3,Sampdoria,1.6,1.8,53.0,3.064,Leonardo Mancuso,4-4-2◆,Maurizio Mariani,Report partita,,0,15.0,4.0,267.0,0.0,0.0,189.0,1.0,0,0,1.6,11.0,-1.6,-1.6,Empoli
4,22-09-2021,20:45,Serie A,Giornata n. 5,Mer,Ospiti,V,2,0,Cagliari,1.1,1.1,51.0,7.226,Simone Romagnoli,4-4-2◆,Marco Di Bello,Report partita,,2,18.0,5.0,278.0,11.0,40.0,205.0,0.0,0,0,1.1,6.0,0.9,0.9,Empoli
5,26-09-2021,15:00,Serie A,Giornata n. 6,Dom,Casa,V,4,2,Bologna,1.8,2.5,37.0,5.022,Simone Romagnoli,4-4-2◆,Piero Giacomelli,Report partita,,3,14.0,6.0,429.0,14.0,33.0,166.0,1.0,1,1,1.1,8.0,1.2,0.9,Empoli
6,03-10-2021,18:00,Serie A,Giornata n. 7,Dom,Ospiti,P,0,2,Roma,0.6,1.3,36.0,31.946,Simone Romagnoli,4-4-2◆,Giovanni Ayroldi,Report partita,,0,12.0,3.0,250.0,0.0,0.0,170.0,0.0,0,0,0.6,5.0,-0.6,-0.6,Empoli
7,17-10-2021,15:00,Serie A,Giornata n. 8,Dom,Casa,P,1,4,Atalanta,0.7,4.2,48.0,6.214,Simone Romagnoli,4-3-3,Marco Serra,Report partita,,1,13.0,4.0,308.0,8.0,25.0,188.0,1.0,0,0,0.7,5.0,0.3,0.3,Empoli
8,23-10-2021,15:00,Serie A,Giornata n. 9,Sab,Ospiti,V,4,2,Salernitana,2.2,1.0,41.0,11.142,Filippo Bandinelli,4-4-2◆,Daniele Doveri,Report partita,,3,9.0,4.0,444.0,22.0,50.0,153.0,0.0,1,1,1.5,16.0,0.8,0.5,Empoli
9,27-10-2021,20:45,Serie A,Giornata n. 10,Mer,Casa,P,0,2,Inter,0.6,2.0,31.0,9.335,Filippo Bandinelli,4-4-2◆,Daniele Chiffi,Report partita,,0,9.0,1.0,111.0,0.0,0.0,170.0,1.0,0,0,0.6,6.0,-0.6,-0.6,Empoli
