,calciatore,data,giorno,competizione,girone,stadio,risultato,squadra,avversario,f inz,ruolo,min,reti,assist,rigori,rig t,tiri,tiri.1,amm.,esp.,tocchi,press,cntrs,int,blocchi,xg,npxg,xa,sca,gca,compl.,"tent,",% compl.,prog.,controlli palla,prog.,vinti,tent.,report partita
24,Gastón Pereiro,06-12-2021,Lun,Serie A,Giornata n. 16,Casa,N 1–1,Cagliari,Torino,No,AM,13,0,0,0,0,0,0,0,0,7,4,1,0,1,0.0,0.0,0.0,1,0,4,5,800,1,2,1,0,0,Report partita
25,Gastón Pereiro,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,P 0–4,Cagliari,Inter,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
27,Gastón Pereiro,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 0–4,Cagliari,Udinese,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
28,Gastón Pereiro,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,P 0–2,Cagliari,Juventus,Sì,FW,63,0,0,0,0,0,0,0,0,21,18,2,2,0,0.0,0.0,0.0,2,0,8,14,571,1,9,1,1,2,Report partita
29,Gastón Pereiro,06-01-2022,Gio,Serie A,Giornata n. 20,Ospiti,V 2–1,Cagliari,Sampdoria,No,FW,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,5,5,1000,0,4,1,0,0,Report partita
30,Gastón Pereiro,11-01-2022,Mar,Serie A,Giornata n. 21,Casa,V 2–1,Cagliari,Bologna,No,"FW,CM",28,1,1,0,0,1,1,0,0,17,6,1,0,0,0.1,0.1,0.7,1,1,10,12,833,3,14,4,1,2,Report partita
31,Gastón Pereiro,16-01-2022,Dom,Serie A,Giornata n. 22,Ospiti,P 0–1,Cagliari,Roma,Sì,AM,68,0,0,0,0,1,1,0,0,24,14,0,1,0,0.0,0.0,0.0,1,0,13,19,684,2,20,4,0,0,Report partita
33,Gastón Pereiro,23-01-2022,Dom,Serie A,Giornata n. 23,Casa,N 1–1,Cagliari,Fiorentina,Sì,FW,90,0,1,0,0,1,0,0,0,36,31,0,0,0,0.0,0.0,0.2,6,1,19,31,613,1,17,2,0,2,Report partita
34,Gastón Pereiro,06-02-2022,Dom,Serie A,Giornata n. 24,Ospiti,V 2–1,Cagliari,Atalanta,Sì,FW,90,2,0,0,0,3,3,0,0,42,43,1,0,2,0.7,0.7,0.0,1,0,17,28,607,0,28,4,0,0,Report partita
35,Gastón Pereiro,13-02-2022,Dom,Serie A,Giornata n. 25,Ospiti,N 1–1,Cagliari,Empoli,Sì,"FW,WB",90,0,0,0,0,3,1,0,0,45,23,1,0,3,0.1,0.1,0.1,5,0,22,37,595,2,36,12,3,3,Report partita
36,Gastón Pereiro,21-02-2022,Lun,Serie A,Giornata n. 26,Casa,N 1–1,Cagliari,Napoli,Sì,FW,81,1,0,0,0,1,1,0,0,33,7,1,0,2,0.0,0.0,0.0,3,0,21,27,778,3,16,4,0,0,Report partita
37,Gastón Pereiro,27-02-2022,Dom,Serie A,Giornata n. 27,Ospiti,V 2–1,Cagliari,Torino,Sì,CM,59,0,0,0,0,1,0,0,0,24,11,0,0,0,0.1,0.1,0.0,1,0,11,20,550,1,14,0,0,1,Report partita
38,Gastón Pereiro,05-03-2022,Sab,Serie A,Giornata n. 28,Casa,P 0–3,Cagliari,Lazio,Sì,"FW,AM",66,0,0,0,0,1,0,0,0,41,14,1,0,2,0.0,0.0,0.0,1,0,20,34,588,4,33,7,2,4,Report partita
39,Gastón Pereiro,12-03-2022,Sab,Serie A,Giornata n. 29,Ospiti,P 0–2,Cagliari,Spezia,No,"RW,DM",29,0,0,0,0,0,0,0,0,12,2,0,0,0,0.0,0.0,0.1,2,0,7,12,583,0,9,5,0,0,Report partita
40,Gastón Pereiro,19-03-2022,Sab,Serie A,Giornata n. 30,Casa,P 0–1,Cagliari,Milan,No,DM,9,0,0,0,0,1,0,0,0,7,0,0,0,0,0.0,0.0,0.0,1,0,5,6,833,1,4,2,0,0,Report partita
41,Gastón Pereiro,03-04-2022,Dom,Serie A,Giornata n. 31,Ospiti,P 1–5,Cagliari,Udinese,Sì,"AM,RW",75,0,0,0,0,1,0,0,0,40,23,1,0,3,0.0,0.0,0.1,2,0,21,34,618,2,26,5,0,0,Report partita
42,Gastón Pereiro,09-04-2022,Sab,Serie A,Giornata n. 32,Casa,P 1–2,Cagliari,Juventus,No,FW,24,0,0,0,0,1,0,0,0,15,2,0,0,0,0.0,0.0,0.0,0,0,8,12,667,0,12,3,0,0,Report partita
43,Gastón Pereiro,16-04-2022,Sab,Serie A,Giornata n. 33,Casa,V 1–0,Cagliari,Sassuolo,No,FW,4,0,0,0,0,0,0,1,0,7,4,0,0,0,0.0,0.0,0.0,0,0,1,5,200,0,6,0,0,0,Report partita
44,Gastón Pereiro,24-04-2022,Dom,Serie A,Giornata n. 34,Ospiti,P 0–1,Cagliari,Genoa,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
45,Gastón Pereiro,30-04-2022,Sab,Serie A,Giornata n. 35,Casa,P 1–2,Cagliari,Hellas Verona,No,CM,16,0,0,0,0,0,0,0,0,5,2,0,0,0,0.0,0.0,0.1,2,0,2,3,667,0,4,2,0,0,Report partita
46,Gastón Pereiro,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,N 1–1,Cagliari,Salernitana,No,"AM,CM",20,0,0,0,0,0,0,0,0,3,3,0,0,0,0.0,0.0,0.0,0,0,2,3,667,0,2,0,0,0,Report partita
47,Gastón Pereiro,15-05-2022,Dom,Serie A,Giornata n. 37,Casa,P 1–3,Cagliari,Inter,No,LM,5,0,0,0,0,0,0,0,0,8,4,0,0,0,0.0,0.0,0.1,3,0,4,7,571,0,7,2,1,1,Report partita
48,Gastón Pereiro,22-05-2022,Dom,Serie A,Giornata n. 38,Ospiti,N 0–0,Cagliari,Venezia,No,DM,11,0,0,0,0,3,2,0,0,12,0,0,0,0,0.1,0.1,0.0,2,0,6,9,667,1,13,4,2,2,Report partita
4,Martín Cáceres,12-09-2021,Dom,Serie A,Giornata n. 3,Casa,P 2–3,Cagliari,Genoa,No,CB,45,0,0,0,0,0,0,0,0,29,2,0,0,2,0.0,0.0,0.0,1,0,21,26,808,2,25,2,0,0,Report partita
5,Martín Cáceres,19-09-2021,Dom,Serie A,Giornata n. 4,Ospiti,N 2–2,Cagliari,Lazio,Sì,RB,55,0,0,0,0,1,0,1,0,32,12,1,1,0,0.0,0.0,0.1,1,0,15,24,625,0,19,0,0,0,Report partita
6,Martín Cáceres,22-09-2021,Mer,Serie A,Giornata n. 5,Casa,P 0–2,Cagliari,Empoli,No,"RB,CB",21,0,0,0,0,0,0,0,0,21,1,0,1,0,0.0,0.0,0.2,3,0,17,20,850,2,10,0,0,0,Report partita
7,Martín Cáceres,26-09-2021,Dom,Serie A,Giornata n. 6,Ospiti,P 0–2,Cagliari,Napoli,Sì,LB,90,0,0,0,0,1,0,0,0,53,8,1,5,1,0.1,0.1,0.0,1,0,34,45,756,4,28,1,0,0,Report partita
8,Martín Cáceres,01-10-2021,Ven,Serie A,Giornata n. 7,Casa,N 1–1,Cagliari,Venezia,Sì,"CB,RB",90,0,1,0,0,0,0,0,0,74,10,2,3,4,0.0,0.0,0.1,1,1,47,61,770,1,38,2,0,0,Report partita
11,Martín Cáceres,17-10-2021,Dom,Serie A,Giornata n. 8,Casa,V 3–1,Cagliari,Sampdoria,Sì,RB,90,1,0,0,0,2,1,0,0,59,11,4,2,3,0.1,0.1,0.0,2,0,30,45,667,3,19,0,0,0,Report partita
12,Martín Cáceres,24-10-2021,Dom,Serie A,Giornata n. 9,Ospiti,P 0–3,Cagliari,Fiorentina,Sì,RB,23,0,0,0,0,0,0,0,0,12,2,1,3,0,0.0,0.0,0.0,0,0,5,9,556,2,7,0,0,0,Report partita
14,Martín Cáceres,01-11-2021,Lun,Serie A,Giornata n. 11,Ospiti,P 0–2,Cagliari,Bologna,No,CB,21,0,0,0,0,1,0,0,1,21,2,0,2,0,0.0,0.0,0.0,0,0,15,18,833,1,15,3,0,0,Report partita
17,Martín Cáceres,21-11-2021,Dom,Serie A,Giornata n. 13,Ospiti,N 2–2,Cagliari,Sassuolo,No,RB,13,0,0,0,0,0,0,0,0,8,2,1,0,1,0.0,0.0,0.0,0,0,3,4,750,1,4,1,0,0,Report partita
18,Martín Cáceres,26-11-2021,Ven,Serie A,Giornata n. 14,Casa,N 1–1,Cagliari,Salernitana,Sì,CB,90,0,0,0,0,1,0,0,0,65,6,1,1,3,0.1,0.1,0.0,0,0,47,58,810,6,36,5,0,0,Report partita
19,Martín Cáceres,30-11-2021,Mar,Serie A,Giornata n. 15,Ospiti,N 0–0,Cagliari,Hellas Verona,Sì,CB,90,0,0,0,0,0,0,1,0,41,9,2,2,1,0.0,0.0,0.0,0,0,15,34,441,1,19,1,0,0,Report partita
20,Martín Cáceres,06-12-2021,Lun,Serie A,Giornata n. 16,Casa,N 1–1,Cagliari,Torino,Sì,CB,90,0,0,0,0,1,0,1,0,61,10,2,0,1,0.0,0.0,0.0,3,0,29,55,527,3,25,3,0,1,Report partita
21,Martín Cáceres,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,P 0–4,Cagliari,Inter,Sì,CB,69,0,0,0,0,0,0,0,0,36,8,3,1,5,0.0,0.0,0.0,1,0,19,26,731,0,20,0,1,1,Report partita
23,Martín Cáceres,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 0–4,Cagliari,Udinese,No,CB,45,0,0,0,0,0,0,0,0,35,2,0,1,0,0.0,0.0,0.0,0,0,21,33,636,0,23,3,0,0,Report partita
2,Diego Godín,23-08-2021,Lun,Serie A,Giornata n. 1,Casa,N 2–2,Cagliari,Spezia,Sì,CB,73,0,0,0,0,2,0,0,0,70,13,4,3,0,0.1,0.1,0.0,3,0,53,55,964,4,37,3,0,0,Report partita
3,Diego Godín,29-08-2021,Dom,Serie A,Giornata n. 2,Ospiti,P 1–4,Cagliari,Milan,Sì,CB,90,0,0,0,0,1,0,1,0,42,15,1,0,2,0.0,0.0,0.0,0,0,32,33,970,1,23,2,2,2,Report partita
6,Diego Godín,22-09-2021,Mer,Serie A,Giornata n. 5,Casa,P 0–2,Cagliari,Empoli,No,CB,45,0,0,0,0,2,0,1,0,30,12,1,2,1,0.2,0.2,0.1,1,0,18,20,900,0,10,2,0,0,Report partita
7,Diego Godín,26-09-2021,Dom,Serie A,Giornata n. 6,Ospiti,P 0–2,Cagliari,Napoli,Sì,CB,90,0,0,0,0,1,0,0,0,60,9,3,1,3,0.1,0.1,0.0,1,0,39,44,886,0,41,2,0,1,Report partita
8,Diego Godín,01-10-2021,Ven,Serie A,Giornata n. 7,Casa,N 1–1,Cagliari,Venezia,Sì,CB,90,0,0,0,0,0,0,0,0,62,13,2,4,2,0.0,0.0,0.0,0,0,47,51,922,0,40,2,1,1,Report partita
12,Diego Godín,17-10-2021,Dom,Serie A,Giornata n. 8,Casa,V 3–1,Cagliari,Sampdoria,Sì,CB,57,0,0,0,0,0,0,0,0,35,7,1,1,2,0.0,0.0,0.0,0,0,22,26,846,0,17,0,0,0,Report partita
14,Diego Godín,01-11-2021,Lun,Serie A,Giornata n. 11,Ospiti,P 0–2,Cagliari,Bologna,Sì,CB,90,0,0,0,0,0,0,0,0,61,4,0,1,1,0.0,0.0,0.0,1,0,54,56,964,1,40,3,1,1,Report partita
15,Diego Godín,06-11-2021,Sab,Serie A,Giornata n. 12,Casa,P 1–2,Cagliari,Atalanta,Sì,CB,90,0,1,0,0,0,0,1,0,41,12,3,3,0,0.0,0.0,0.2,2,2,28,31,903,5,17,1,0,0,Report partita
18,Diego Godín,06-12-2021,Lun,Serie A,Giornata n. 16,Casa,N 1–1,Cagliari,Torino,No,CB,13,0,0,0,0,0,0,0,0,12,2,1,0,1,0.0,0.0,0.0,0,0,4,9,444,0,3,0,0,0,Report partita
19,Diego Godín,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,P 0–4,Cagliari,Inter,Sì,CB,90,0,0,0,0,0,0,0,0,34,15,2,0,1,0.0,0.0,0.0,0,0,20,22,909,1,17,1,1,1,Report partita
21,Diego Godín,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 0–4,Cagliari,Udinese,Sì,CB,90,0,0,0,0,1,0,0,0,94,12,2,2,0,0.1,0.1,0.0,0,0,76,87,874,0,64,4,4,4,Report partita
1,Kevin Strootman,23-08-2021,Lun,Serie A,Giornata n. 1,Casa,N 2–2,Cagliari,Spezia,Sì,DM,90,0,0,0,0,0,0,1,0,88,13,2,3,0,0.0,0.0,0.0,2,0,59,75,787,8,53,1,1,2,Report partita
2,Kevin Strootman,29-08-2021,Dom,Serie A,Giornata n. 2,Ospiti,P 1–4,Cagliari,Milan,Sì,DM,74,0,0,0,0,0,0,1,0,54,9,1,0,3,0.0,0.0,0.0,0,0,42,47,894,2,34,2,0,1,Report partita
4,Kevin Strootman,22-09-2021,Mer,Serie A,Giornata n. 5,Casa,P 0–2,Cagliari,Empoli,No,"CM,DM",45,0,0,0,0,1,0,0,0,31,14,2,2,3,0.0,0.0,0.0,1,0,17,24,708,4,15,1,0,0,Report partita
5,Kevin Strootman,26-09-2021,Dom,Serie A,Giornata n. 6,Ospiti,P 0–2,Cagliari,Napoli,Sì,DM,84,0,0,0,0,0,0,0,0,53,18,1,4,2,0.0,0.0,0.0,0,0,35,44,795,4,34,2,0,0,Report partita
6,Kevin Strootman,01-10-2021,Ven,Serie A,Giornata n. 7,Casa,N 1–1,Cagliari,Venezia,Sì,"DM,CM",86,0,0,0,0,0,0,1,0,47,18,0,1,1,0.0,0.0,0.0,0,0,39,45,867,3,31,2,0,0,Report partita
7,Kevin Strootman,17-10-2021,Dom,Serie A,Giornata n. 8,Casa,V 3–1,Cagliari,Sampdoria,Sì,DM,90,0,0,0,0,0,0,1,0,47,16,1,4,2,0.0,0.0,0.0,1,0,28,37,757,2,24,2,1,1,Report partita
9,Kevin Strootman,01-11-2021,Lun,Serie A,Giornata n. 11,Ospiti,P 0–2,Cagliari,Bologna,Sì,DM,58,0,0,0,0,0,0,0,0,35,12,0,0,2,0.0,0.0,0.0,0,0,28,30,933,2,18,2,0,0,Report partita
10,Kevin Strootman,06-11-2021,Sab,Serie A,Giornata n. 12,Casa,P 1–2,Cagliari,Atalanta,Sì,LM,59,0,0,0,0,0,0,0,0,20,8,1,1,0,0.0,0.0,0.1,1,0,13,16,813,1,12,0,0,0,Report partita
11,Kevin Strootman,21-11-2021,Dom,Serie A,Giornata n. 13,Ospiti,N 2–2,Cagliari,Sassuolo,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
12,Kevin Strootman,26-11-2021,Ven,Serie A,Giornata n. 14,Casa,N 1–1,Cagliari,Salernitana,No,"CM,DM",45,0,0,0,0,0,0,0,0,41,15,3,0,1,0.0,0.0,0.0,0,0,28,35,800,2,16,2,0,0,Report partita
13,Kevin Strootman,30-11-2021,Mar,Serie A,Giornata n. 15,Ospiti,N 0–0,Cagliari,Hellas Verona,No,DM,9,0,0,0,0,0,0,0,0,7,1,0,0,0,0.0,0.0,0.0,0,0,4,5,800,0,3,0,0,0,Report partita
15,Kevin Strootman,24-04-2022,Dom,Serie A,Giornata n. 34,Ospiti,P 0–1,Cagliari,Genoa,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
16,Kevin Strootman,30-04-2022,Sab,Serie A,Giornata n. 35,Casa,P 1–2,Cagliari,Hellas Verona,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
17,Kevin Strootman,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,N 1–1,Cagliari,Salernitana,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
18,Kevin Strootman,15-05-2022,Dom,Serie A,Giornata n. 37,Casa,P 1–3,Cagliari,Inter,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
19,Kevin Strootman,22-05-2022,Dom,Serie A,Giornata n. 38,Ospiti,N 0–0,Cagliari,Venezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
1,Sebastian Walukiewicz,23-08-2021,Lun,Serie A,Giornata n. 1,Casa,N 2–2,Cagliari,Spezia,Sì,CB,62,0,0,0,0,1,0,0,0,44,8,1,1,0,0.3,0.3,0.0,0,0,37,39,949,1,29,2,1,1,Report partita
2,Sebastian Walukiewicz,29-08-2021,Dom,Serie A,Giornata n. 2,Ospiti,P 1–4,Cagliari,Milan,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
3,Sebastian Walukiewicz,12-09-2021,Dom,Serie A,Giornata n. 3,Casa,P 2–3,Cagliari,Genoa,Sì,CB,45,0,0,0,0,0,0,0,0,45,6,0,1,0,0.0,0.0,0.0,0,0,38,43,884,1,38,3,1,1,Report partita
4,Sebastian Walukiewicz,19-09-2021,Dom,Serie A,Giornata n. 4,Ospiti,N 2–2,Cagliari,Lazio,No,CB,35,0,0,0,0,0,0,0,0,16,10,4,1,0,0.0,0.0,0.0,0,0,5,7,714,0,3,1,0,0,Report partita
5,Sebastian Walukiewicz,22-09-2021,Mer,Serie A,Giornata n. 5,Casa,P 0–2,Cagliari,Empoli,Sì,"CB,RB",69,0,0,0,0,0,0,0,0,56,10,0,2,3,0.0,0.0,0.0,0,0,48,50,960,5,38,2,4,4,Report partita
6,Sebastian Walukiewicz,26-09-2021,Dom,Serie A,Giornata n. 6,Ospiti,P 0–2,Cagliari,Napoli,Sì,CB,67,0,0,0,0,0,0,1,0,35,18,1,2,2,0.0,0.0,0.0,1,0,25,28,893,1,23,1,0,0,Report partita
8,Sebastian Walukiewicz,03-04-2022,Dom,Serie A,Giornata n. 31,Ospiti,P 1–5,Cagliari,Udinese,No,CB,15,0,0,0,0,0,0,0,0,8,2,1,1,0,0.0,0.0,0.0,0,0,5,6,833,0,5,0,0,0,Report partita
9,Sebastian Walukiewicz,09-04-2022,Sab,Serie A,Giornata n. 32,Casa,P 1–2,Cagliari,Juventus,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
10,Sebastian Walukiewicz,16-04-2022,Sab,Serie A,Giornata n. 33,Casa,V 1–0,Cagliari,Sassuolo,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
