,calciatore,data,giorno,competizione,girone,stadio,risultato,squadra,avversario,f inz,ruolo,min,reti,assist,rigori,rig t,tiri,tiri.1,amm.,esp.,tocchi,press,cntrs,int,blocchi,xg,npxg,xa,sca,gca,compl.,"tent,",% compl.,prog.,controlli palla,prog.,vinti,tent.,report partita
27,Łukasz Skorupski,11-01-2022,Mar,Serie A,Giornata n. 21,Ospiti,P 1–2,Bologna,Cagliari,Sì,GK,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0.0,0.0,0.0,0,0,21,37,568,0,20,0,0,0,Report partita
28,Łukasz Skorupski,17-01-2022,Lun,Serie A,Giornata n. 22,Casa,P 0–2,Bologna,Napoli,Sì,GK,90,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,21,26,808,0,12,0,0,0,Report partita
29,Łukasz Skorupski,21-01-2022,Ven,Serie A,Giornata n. 23,Ospiti,P 1–2,Bologna,Hellas Verona,Sì,GK,90,0,0,0,0,0,0,1,0,41,0,0,0,0,0.0,0.0,0.0,0,0,24,40,600,0,16,0,0,0,Report partita
30,Łukasz Skorupski,06-02-2022,Dom,Serie A,Giornata n. 24,Casa,N 0–0,Bologna,Empoli,Sì,GK,90,0,0,0,0,0,0,0,0,50,0,0,0,0,0.0,0.0,0.0,0,0,41,48,854,0,22,0,0,0,Report partita
31,Łukasz Skorupski,12-02-2022,Sab,Serie A,Giornata n. 25,Ospiti,P 0–3,Bologna,Lazio,Sì,GK,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0.0,0.0,0.0,0,0,30,33,909,0,20,0,0,0,Report partita
32,Łukasz Skorupski,21-02-2022,Lun,Serie A,Giornata n. 26,Casa,V 2–1,Bologna,Spezia,Sì,GK,90,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,21,25,840,0,17,0,0,0,Report partita
33,Łukasz Skorupski,26-02-2022,Sab,Serie A,Giornata n. 27,Ospiti,N 1–1,Bologna,Salernitana,Sì,GK,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0,0,25,30,833,0,14,0,0,0,Report partita
34,Łukasz Skorupski,06-03-2022,Dom,Serie A,Giornata n. 28,Casa,N 0–0,Bologna,Torino,Sì,GK,90,0,0,0,0,0,0,0,0,52,0,0,0,0,0.0,0.0,0.0,0,0,32,50,640,0,37,0,0,0,Report partita
35,Łukasz Skorupski,13-03-2022,Dom,Serie A,Giornata n. 29,Ospiti,P 0–1,Bologna,Fiorentina,Sì,GK,90,0,0,0,0,0,0,0,0,44,0,0,0,0,0.0,0.0,0.0,0,0,25,37,676,0,18,0,0,0,Report partita
36,Łukasz Skorupski,20-03-2022,Dom,Serie A,Giornata n. 30,Casa,P 0–1,Bologna,Atalanta,Sì,GK,90,0,0,0,0,0,0,0,0,54,0,0,0,0,0.0,0.0,0.0,0,0,38,51,745,0,27,0,0,0,Report partita
39,Łukasz Skorupski,04-04-2022,Lun,Serie A,Giornata n. 31,Ospiti,N 0–0,Bologna,Milan,Sì,GK,90,0,0,0,0,0,0,0,0,42,0,0,0,0,0.0,0.0,0.0,0,0,26,37,703,0,13,0,0,0,Report partita
40,Łukasz Skorupski,11-04-2022,Lun,Serie A,Giornata n. 32,Casa,V 2–0,Bologna,Sampdoria,Sì,GK,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,1,0,27,32,844,0,13,0,0,0,Report partita
41,Łukasz Skorupski,16-04-2022,Sab,Serie A,Giornata n. 33,Ospiti,N 1–1,Bologna,Juventus,Sì,GK,90,0,0,0,0,0,0,0,0,46,0,0,0,0,0.0,0.0,0.0,0,0,30,43,698,0,12,0,0,0,Report partita
43,Łukasz Skorupski,27-04-2022,Mer,Serie A,Giornata n. 20,Casa,V 2–1,Bologna,Inter,Sì,GK,90,0,0,0,0,0,0,0,0,50,0,0,0,0,0.0,0.0,0.0,0,0,35,48,729,0,15,0,0,0,Report partita
44,Łukasz Skorupski,01-05-2022,Dom,Serie A,Giornata n. 35,Ospiti,N 0–0,Bologna,Roma,Sì,GK,90,0,0,0,0,0,0,0,0,44,0,0,0,0,0.0,0.0,0.0,0,0,34,39,872,0,18,0,0,0,Report partita
45,Łukasz Skorupski,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,P 3–4,Bologna,Venezia,Sì,GK,90,0,0,0,0,0,0,1,0,27,1,0,0,0,0.0,0.0,0.0,0,0,19,23,826,0,17,0,0,0,Report partita
46,Łukasz Skorupski,15-05-2022,Dom,Serie A,Giornata n. 37,Casa,P 1–3,Bologna,Sassuolo,Sì,GK,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0.0,0.0,0.0,0,0,28,36,778,0,17,0,0,0,Report partita
0,Aaron Hickey,22-08-2021,Dom,Serie A,Giornata n. 1,Casa,V 3–2,Bologna,Salernitana,Sì,LB,55,0,0,0,0,2,1,0,0,39,3,0,0,4,0.1,0.1,0.0,1,0,24,27,889,0,26,9,0,0,Report partita
1,Aaron Hickey,28-08-2021,Sab,Serie A,Giornata n. 2,Ospiti,N 0–0,Bologna,Atalanta,Sì,LB,80,0,0,0,0,0,0,0,0,43,9,2,4,3,0.0,0.0,0.0,1,0,24,32,750,0,26,0,2,2,Report partita
2,Aaron Hickey,13-09-2021,Lun,Serie A,Giornata n. 3,Casa,V 1–0,Bologna,Hellas Verona,Sì,LB,90,0,0,0,0,0,0,0,0,48,9,1,1,0,0.0,0.0,0.0,1,0,32,42,762,0,28,3,1,2,Report partita
3,Aaron Hickey,18-09-2021,Sab,Serie A,Giornata n. 4,Ospiti,P 1–6,Bologna,Inter,Sì,LB,55,0,0,0,0,1,0,1,0,31,8,1,1,0,0.0,0.0,0.0,1,0,24,27,889,1,21,5,1,1,Report partita
4,Aaron Hickey,21-09-2021,Mar,Serie A,Giornata n. 5,Casa,N 2–2,Bologna,Genoa,Sì,LB,79,1,0,0,0,2,2,0,0,67,20,2,0,3,0.1,0.1,0.1,1,0,46,54,852,2,43,5,4,5,Report partita
5,Aaron Hickey,26-09-2021,Dom,Serie A,Giornata n. 6,Ospiti,P 2–4,Bologna,Empoli,Sì,LB,45,0,0,0,0,0,0,0,0,30,5,0,0,0,0.0,0.0,0.0,0,0,24,27,889,1,16,0,0,0,Report partita
6,Aaron Hickey,03-10-2021,Dom,Serie A,Giornata n. 7,Casa,V 3–0,Bologna,Lazio,Sì,WB,86,1,0,0,0,1,1,0,0,49,14,4,1,1,0.0,0.0,0.0,0,0,29,35,829,3,34,2,4,4,Report partita
7,Aaron Hickey,17-10-2021,Dom,Serie A,Giornata n. 8,Ospiti,N 1–1,Bologna,Udinese,Sì,WB,90,0,0,0,0,1,0,1,0,44,23,1,1,3,0.0,0.0,0.1,2,0,27,33,818,1,24,3,0,0,Report partita
8,Aaron Hickey,23-10-2021,Sab,Serie A,Giornata n. 9,Casa,P 2–4,Bologna,Milan,Sì,"LB,WB",62,0,0,0,0,2,1,0,0,37,8,1,0,1,0.0,0.0,0.0,0,0,25,30,833,1,26,6,1,1,Report partita
9,Aaron Hickey,28-10-2021,Gio,Serie A,Giornata n. 10,Ospiti,P 0–3,Bologna,Napoli,Sì,WB,80,0,0,0,0,0,0,0,0,45,7,2,1,0,0.0,0.0,0.0,0,0,33,34,971,1,34,4,0,0,Report partita
10,Aaron Hickey,01-11-2021,Lun,Serie A,Giornata n. 11,Casa,V 2–0,Bologna,Cagliari,Sì,WB,90,0,0,0,0,0,0,1,0,54,12,1,3,4,0.0,0.0,0.0,0,0,39,44,886,2,34,2,1,1,Report partita
11,Aaron Hickey,07-11-2021,Dom,Serie A,Giornata n. 12,Ospiti,V 2–1,Bologna,Sampdoria,Sì,WB,90,0,0,0,0,0,0,1,0,36,15,0,1,3,0.0,0.0,0.0,2,1,22,25,880,3,20,2,0,1,Report partita
12,Aaron Hickey,21-11-2021,Dom,Serie A,Giornata n. 13,Casa,P 0–1,Bologna,Venezia,Sì,WB,78,0,0,0,0,0,0,0,0,65,10,0,0,1,0.0,0.0,0.1,4,0,55,64,859,3,55,10,1,1,Report partita
13,Aaron Hickey,28-11-2021,Dom,Serie A,Giornata n. 14,Ospiti,V 1–0,Bologna,Spezia,Sì,WB,90,0,0,0,0,0,0,0,0,58,11,0,0,2,0.0,0.0,0.0,1,0,38,50,760,0,38,6,1,2,Report partita
14,Aaron Hickey,01-12-2021,Mer,Serie A,Giornata n. 15,Casa,V 1–0,Bologna,Roma,Sì,WB,90,0,0,0,0,0,0,0,0,48,14,1,1,3,0.0,0.0,0.0,0,0,28,36,778,1,30,5,2,6,Report partita
15,Aaron Hickey,05-12-2021,Dom,Serie A,Giornata n. 16,Casa,P 2–3,Bologna,Fiorentina,No,WB,29,1,0,0,0,1,1,0,0,25,6,1,1,1,0.1,0.1,0.0,1,0,18,19,947,2,16,1,1,2,Report partita
16,Aaron Hickey,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,P 1–2,Bologna,Torino,Sì,"WB,LB",90,0,0,0,0,3,1,0,0,53,12,2,2,2,0.1,0.1,0.0,1,0,36,42,857,1,34,3,0,1,Report partita
17,Aaron Hickey,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 0–2,Bologna,Juventus,Sì,WB,84,0,0,0,0,0,0,0,0,65,7,0,1,1,0.0,0.0,0.0,3,0,45,55,818,1,43,5,1,1,Report partita
18,Aaron Hickey,22-12-2021,Mer,Serie A,Giornata n. 19,Ospiti,V 3–0,Bologna,Sassuolo,Sì,WB,90,1,0,0,0,2,2,0,0,49,10,1,1,3,0.1,0.1,0.1,2,0,29,35,829,0,28,4,0,1,Report partita
20,Aaron Hickey,17-01-2022,Lun,Serie A,Giornata n. 22,Casa,P 0–2,Bologna,Napoli,Sì,WB,71,0,0,0,0,2,2,0,0,36,10,1,3,2,0.1,0.1,0.0,0,0,20,26,769,1,25,2,0,2,Report partita
21,Aaron Hickey,21-01-2022,Ven,Serie A,Giornata n. 23,Ospiti,P 1–2,Bologna,Hellas Verona,Sì,WB,85,0,0,0,0,0,0,1,0,37,8,0,1,3,0.0,0.0,0.1,1,0,21,29,724,2,24,0,2,2,Report partita
23,Aaron Hickey,12-02-2022,Sab,Serie A,Giornata n. 25,Ospiti,P 0–3,Bologna,Lazio,Sì,WB,77,0,0,0,0,0,0,0,0,35,19,4,0,2,0.0,0.0,0.0,1,0,21,24,875,1,25,1,0,0,Report partita
24,Aaron Hickey,21-02-2022,Lun,Serie A,Giornata n. 26,Casa,V 2–1,Bologna,Spezia,Sì,"WB,LB",90,0,0,0,0,1,0,0,0,57,15,3,2,1,0.0,0.0,0.1,5,1,38,47,809,1,35,3,2,4,Report partita
25,Aaron Hickey,26-02-2022,Sab,Serie A,Giornata n. 27,Ospiti,N 1–1,Bologna,Salernitana,Sì,WB,90,0,1,0,0,0,0,0,0,36,15,0,0,1,0.0,0.0,0.2,1,1,18,27,667,1,23,4,0,2,Report partita
26,Aaron Hickey,06-03-2022,Dom,Serie A,Giornata n. 28,Casa,N 0–0,Bologna,Torino,Sì,WB,90,0,0,0,0,1,1,0,0,41,20,1,1,3,0.0,0.0,0.0,1,0,25,33,758,2,13,0,0,0,Report partita
27,Aaron Hickey,13-03-2022,Dom,Serie A,Giornata n. 29,Ospiti,P 0–1,Bologna,Fiorentina,Sì,"WB,LB,RB",90,0,0,0,0,0,0,1,0,47,24,6,3,2,0.0,0.0,0.0,0,0,22,33,667,1,27,4,0,0,Report partita
28,Aaron Hickey,20-03-2022,Dom,Serie A,Giornata n. 30,Casa,P 0–1,Bologna,Atalanta,Sì,WB,86,0,0,0,0,0,0,0,0,49,12,2,1,3,0.0,0.0,0.0,0,0,34,41,829,1,32,5,1,2,Report partita
31,Aaron Hickey,04-04-2022,Lun,Serie A,Giornata n. 31,Ospiti,N 0–0,Bologna,Milan,Sì,WB,70,0,0,0,0,0,0,0,0,53,14,0,0,2,0.0,0.0,0.4,2,0,28,41,683,3,41,6,0,1,Report partita
32,Aaron Hickey,11-04-2022,Lun,Serie A,Giornata n. 32,Casa,V 2–0,Bologna,Sampdoria,Sì,WB,90,0,0,0,0,1,0,0,0,60,7,1,0,1,0.2,0.2,0.0,3,1,40,52,769,3,45,10,1,2,Report partita
33,Aaron Hickey,16-04-2022,Sab,Serie A,Giornata n. 33,Ospiti,N 1–1,Bologna,Juventus,Sì,"WB,RB",90,0,0,0,0,0,0,0,0,59,6,0,1,0,0.0,0.0,0.0,0,0,41,45,911,4,36,1,0,2,Report partita
34,Aaron Hickey,24-04-2022,Dom,Serie A,Giornata n. 34,Casa,N 2–2,Bologna,Udinese,Sì,"WB,CB",74,1,0,0,0,1,1,0,0,40,1,0,1,0,0.2,0.2,0.0,1,0,26,34,765,2,27,2,1,1,Report partita
35,Aaron Hickey,27-04-2022,Mer,Serie A,Giornata n. 20,Casa,V 2–1,Bologna,Inter,Sì,WB,90,0,0,0,0,0,0,0,0,41,12,3,1,3,0.0,0.0,0.0,1,0,21,23,913,1,25,3,0,1,Report partita
36,Aaron Hickey,01-05-2022,Dom,Serie A,Giornata n. 35,Ospiti,N 0–0,Bologna,Roma,Sì,WB,90,0,0,0,0,0,0,0,0,52,13,2,1,2,0.0,0.0,0.0,0,0,31,41,756,1,22,5,0,2,Report partita
37,Aaron Hickey,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,P 3–4,Bologna,Venezia,Sì,"LB,WB",90,0,0,0,0,0,0,1,0,46,11,0,2,1,0.0,0.0,0.1,1,0,40,42,952,2,34,7,1,1,Report partita
38,Aaron Hickey,15-05-2022,Dom,Serie A,Giornata n. 37,Casa,P 1–3,Bologna,Sassuolo,Sì,"WB,LB",75,0,0,0,0,0,0,0,0,54,8,1,2,4,0.0,0.0,0.1,1,0,35,45,778,0,31,4,0,2,Report partita
39,Aaron Hickey,21-05-2022,Sab,Serie A,Giornata n. 38,Ospiti,V 1–0,Bologna,Genoa,No,WB,19,0,0,0,0,0,0,0,0,16,3,1,1,1,0.0,0.0,0.0,0,0,8,11,727,2,6,0,0,0,Report partita
2,Gary Medel,22-08-2021,Dom,Serie A,Giornata n. 1,Casa,V 3–2,Bologna,Salernitana,Sì,CB,90,0,0,0,0,0,0,0,0,87,1,0,0,0,0.0,0.0,0.0,0,0,78,81,963,5,62,4,1,2,Report partita
3,Gary Medel,28-08-2021,Sab,Serie A,Giornata n. 2,Ospiti,N 0–0,Bologna,Atalanta,Sì,CB,90,0,0,0,0,0,0,1,0,60,8,3,2,2,0.0,0.0,0.0,0,0,43,51,843,2,35,0,1,1,Report partita
7,Gary Medel,13-09-2021,Lun,Serie A,Giornata n. 3,Casa,V 1–0,Bologna,Hellas Verona,Sì,CB,90,0,0,0,0,0,0,0,0,45,8,2,3,0,0.0,0.0,0.0,0,0,29,36,806,3,22,0,0,0,Report partita
8,Gary Medel,18-09-2021,Sab,Serie A,Giornata n. 4,Ospiti,P 1–6,Bologna,Inter,Sì,CB,90,0,0,0,0,0,0,0,0,52,6,1,2,1,0.0,0.0,0.0,0,0,45,45,1000,1,35,0,0,0,Report partita
9,Gary Medel,21-09-2021,Mar,Serie A,Giornata n. 5,Casa,N 2–2,Bologna,Genoa,Sì,CB,90,0,0,0,0,0,0,1,0,75,11,1,0,2,0.0,0.0,0.0,0,0,68,70,971,2,50,2,0,0,Report partita
10,Gary Medel,26-09-2021,Dom,Serie A,Giornata n. 6,Ospiti,P 2–4,Bologna,Empoli,Sì,CB,90,0,0,0,0,0,0,0,0,60,8,1,1,2,0.0,0.0,0.0,0,0,46,49,939,1,34,2,1,1,Report partita
11,Gary Medel,03-10-2021,Dom,Serie A,Giornata n. 7,Casa,V 3–0,Bologna,Lazio,Sì,CB,90,0,0,0,0,0,0,0,0,67,8,1,3,4,0.0,0.0,0.0,1,1,46,52,885,0,45,0,0,0,Report partita
15,Gary Medel,17-10-2021,Dom,Serie A,Giornata n. 8,Ospiti,N 1–1,Bologna,Udinese,No,CB,23,0,0,0,0,0,0,0,0,14,1,0,0,0,0.0,0.0,0.0,0,0,12,13,923,1,10,0,0,0,Report partita
16,Gary Medel,23-10-2021,Sab,Serie A,Giornata n. 9,Casa,P 2–4,Bologna,Milan,Sì,CB,86,0,0,0,0,0,0,0,0,31,7,0,1,1,0.0,0.0,0.0,0,0,21,27,778,0,11,0,0,0,Report partita
17,Gary Medel,28-10-2021,Gio,Serie A,Giornata n. 10,Ospiti,P 0–3,Bologna,Napoli,Sì,"CB,DM",90,0,0,0,0,0,0,1,0,38,9,0,2,2,0.0,0.0,0.0,0,0,29,33,879,1,22,1,0,0,Report partita
18,Gary Medel,01-11-2021,Lun,Serie A,Giornata n. 11,Casa,V 2–0,Bologna,Cagliari,Sì,"CB,DM",90,0,1,0,0,0,0,1,0,118,9,0,1,1,0.0,0.0,0.0,1,1,109,113,965,7,92,6,0,0,Report partita
19,Gary Medel,07-11-2021,Dom,Serie A,Giornata n. 12,Ospiti,V 2–1,Bologna,Sampdoria,Sì,"CB,DM",90,0,0,0,0,0,0,0,0,54,6,1,2,0,0.0,0.0,0.0,0,0,39,47,830,0,29,1,0,0,Report partita
22,Gary Medel,21-11-2021,Dom,Serie A,Giornata n. 13,Casa,P 0–1,Bologna,Venezia,Sì,CB,90,0,0,0,0,0,0,0,0,98,7,0,0,0,0.0,0.0,0.0,1,0,89,97,918,3,85,6,0,0,Report partita
23,Gary Medel,28-11-2021,Dom,Serie A,Giornata n. 14,Ospiti,V 1–0,Bologna,Spezia,Sì,"CB,DM",90,0,0,0,0,0,0,0,0,76,10,2,5,2,0.0,0.0,0.0,0,0,60,67,896,5,54,1,0,0,Report partita
24,Gary Medel,01-12-2021,Mer,Serie A,Giornata n. 15,Casa,V 1–0,Bologna,Roma,Sì,CB,90,0,0,0,0,0,0,0,0,55,5,1,3,0,0.0,0.0,0.0,0,0,45,48,938,2,41,1,2,2,Report partita
25,Gary Medel,05-12-2021,Dom,Serie A,Giornata n. 16,Casa,P 2–3,Bologna,Fiorentina,Sì,CB,71,0,0,0,0,0,0,0,0,46,8,2,1,1,0.0,0.0,0.0,0,0,36,39,923,1,33,1,0,0,Report partita
26,Gary Medel,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,P 1–2,Bologna,Torino,Sì,CB,90,0,0,0,0,0,0,0,0,69,9,2,2,4,0.0,0.0,0.0,0,0,46,54,852,1,35,3,1,1,Report partita
27,Gary Medel,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 0–2,Bologna,Juventus,Sì,CB,90,0,0,0,0,0,0,0,0,66,11,3,3,0,0.0,0.0,0.0,1,0,51,57,895,1,40,4,0,0,Report partita
28,Gary Medel,22-12-2021,Mer,Serie A,Giornata n. 19,Ospiti,V 3–0,Bologna,Sassuolo,Sì,CB,90,0,0,0,0,0,0,0,0,44,10,1,1,1,0.0,0.0,0.0,0,0,34,40,850,1,22,3,0,0,Report partita
30,Gary Medel,17-01-2022,Lun,Serie A,Giornata n. 22,Casa,P 0–2,Bologna,Napoli,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
31,Gary Medel,21-01-2022,Ven,Serie A,Giornata n. 23,Ospiti,P 1–2,Bologna,Hellas Verona,Sì,CB,90,0,0,0,0,0,0,0,0,52,14,0,2,2,0.0,0.0,0.0,0,0,27,38,711,1,21,3,0,0,Report partita
34,Gary Medel,06-02-2022,Dom,Serie A,Giornata n. 24,Casa,N 0–0,Bologna,Empoli,Sì,CB,90,0,0,0,0,0,0,0,0,50,6,0,2,2,0.0,0.0,0.0,0,0,39,43,907,1,26,0,0,0,Report partita
35,Gary Medel,12-02-2022,Sab,Serie A,Giornata n. 25,Ospiti,P 0–3,Bologna,Lazio,Sì,CB,90,0,0,0,0,0,0,1,0,62,9,2,1,1,0.0,0.0,0.0,0,0,52,55,945,1,45,3,1,2,Report partita
37,Gary Medel,26-02-2022,Sab,Serie A,Giornata n. 27,Ospiti,N 1–1,Bologna,Salernitana,Sì,"CB,DM",90,0,0,0,0,0,0,0,0,56,11,0,2,3,0.0,0.0,0.0,0,0,34,46,739,1,22,1,0,0,Report partita
38,Gary Medel,06-03-2022,Dom,Serie A,Giornata n. 28,Casa,N 0–0,Bologna,Torino,Sì,CB,79,0,0,0,0,0,0,1,0,50,10,1,2,2,0.0,0.0,0.0,1,0,36,45,800,0,30,1,1,1,Report partita
39,Gary Medel,13-03-2022,Dom,Serie A,Giornata n. 29,Ospiti,P 0–1,Bologna,Fiorentina,Sì,CB,78,0,0,0,0,0,0,0,0,28,9,1,0,2,0.0,0.0,0.0,0,0,19,21,905,2,11,0,0,0,Report partita
40,Gary Medel,20-03-2022,Dom,Serie A,Giornata n. 30,Casa,P 0–1,Bologna,Atalanta,Sì,CB,89,0,0,0,0,2,0,0,0,79,12,3,4,5,0.3,0.3,0.0,2,0,61,69,884,6,46,3,2,2,Report partita
43,Gary Medel,04-04-2022,Lun,Serie A,Giornata n. 31,Ospiti,N 0–0,Bologna,Milan,Sì*,CB,81,0,0,0,0,0,0,0,0,45,7,0,1,3,0.0,0.0,0.0,0,0,33,36,917,2,20,1,0,0,Report partita
44,Gary Medel,11-04-2022,Lun,Serie A,Giornata n. 32,Casa,V 2–0,Bologna,Sampdoria,Sì*,CB,73,0,0,0,0,0,0,0,0,63,10,0,2,1,0.0,0.0,0.0,1,0,50,58,862,2,39,1,0,0,Report partita
45,Gary Medel,16-04-2022,Sab,Serie A,Giornata n. 33,Ospiti,N 1–1,Bologna,Juventus,Sì,CB,83,0,0,0,0,0,0,2,1,49,13,2,3,1,0.0,0.0,0.0,0,0,34,38,895,1,23,2,0,0,Report partita
47,Gary Medel,27-04-2022,Mer,Serie A,Giornata n. 20,Casa,V 2–1,Bologna,Inter,Sì,CB,90,0,0,0,0,0,0,0,0,51,8,0,2,1,0.0,0.0,0.0,0,0,38,43,884,0,34,1,0,0,Report partita
48,Gary Medel,01-05-2022,Dom,Serie A,Giornata n. 35,Ospiti,N 0–0,Bologna,Roma,Sì,CB,90,0,0,0,0,0,0,1,0,52,13,0,2,2,0.0,0.0,0.0,1,0,39,45,867,2,23,0,0,0,Report partita
49,Gary Medel,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,P 3–4,Bologna,Venezia,Sì,CB,90,0,0,0,0,0,0,1,0,59,11,2,6,1,0.0,0.0,0.0,0,0,44,44,1000,3,33,4,0,0,Report partita
