,calciatore,data,giorno,competizione,girone,stadio,risultato,squadra,avversario,f inz,ruolo,min,reti,assist,rigori,rig t,tiri,tiri.1,amm.,esp.,tocchi,press,cntrs,int,blocchi,xg,npxg,xa,sca,gca,compl.,"tent,",% compl.,prog.,controlli palla,prog.,vinti,tent.,report partita
49,Giorgio Scalvini,21-05-2022,Sab,Serie A,Giornata n. 38,Casa,P 0–1,Atalanta,Empoli,No,DM,13,0,0,0,0,3,0,0,0,20,3,1,0,0,0.5,0.5,0.1,3,0,11,12,917,1,11,0,0,1,Report partita
0,Josip Iličić,21-08-2021,Sab,Serie A,Giornata n. 1,Ospiti,V 2–1,Atalanta,Torino,Sì,AM,56,0,0,0,0,0,0,0,0,27,8,1,0,1,0.0,0.0,0.2,2,1,13,15,867,2,18,1,0,0,Report partita
1,Josip Iličić,28-08-2021,Sab,Serie A,Giornata n. 2,Casa,N 0–0,Atalanta,Bologna,Sì,RW,86,0,0,0,0,4,0,0,0,64,15,1,0,1,0.2,0.2,0.0,6,0,37,49,755,7,48,9,3,4,Report partita
5,Josip Iličić,11-09-2021,Sab,Serie A,Giornata n. 3,Casa,P 1–2,Atalanta,Fiorentina,No,DM,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0.0,0.0,0.1,1,0,5,5,1000,1,6,1,0,0,Report partita
7,Josip Iličić,18-09-2021,Sab,Serie A,Giornata n. 4,Ospiti,V 1–0,Atalanta,Salernitana,No,AM,45,0,1,0,0,0,0,0,0,41,5,2,0,1,0.0,0.0,0.4,4,2,23,29,793,4,31,3,1,4,Report partita
8,Josip Iličić,21-09-2021,Mar,Serie A,Giornata n. 5,Casa,V 2–1,Atalanta,Sassuolo,No,FW,28,0,0,0,0,1,1,0,0,13,8,0,0,0,0.0,0.0,0.1,2,0,9,10,900,1,12,2,0,0,Report partita
9,Josip Iličić,25-09-2021,Sab,Serie A,Giornata n. 6,Ospiti,N 2–2,Atalanta,Inter,No,LW,29,0,0,0,0,3,1,0,0,23,6,0,0,0,0.1,0.1,0.3,3,0,10,17,588,0,18,6,0,0,Report partita
11,Josip Iličić,03-10-2021,Dom,Serie A,Giornata n. 7,Casa,P 2–3,Atalanta,Milan,No,FW,35,0,0,0,0,1,0,0,0,23,3,0,1,0,0.0,0.0,0.0,1,0,12,19,632,2,18,2,1,2,Report partita
14,Josip Iličić,17-10-2021,Dom,Serie A,Giornata n. 8,Ospiti,V 4–1,Atalanta,Empoli,Sì,FW,67,2,0,0,1,2,2,0,0,46,12,1,0,1,1.6,0.9,0.3,5,2,25,37,676,8,41,5,2,2,Report partita
16,Josip Iličić,24-10-2021,Dom,Serie A,Giornata n. 9,Casa,N 1–1,Atalanta,Udinese,Sì,AM,63,0,0,0,0,2,0,0,0,60,5,0,0,0,0.2,0.2,0.1,2,0,36,48,750,4,51,6,0,1,Report partita
17,Josip Iličić,27-10-2021,Mer,Serie A,Giornata n. 10,Ospiti,V 3–1,Atalanta,Sampdoria,No,AM,32,1,0,0,0,2,1,1,0,29,6,0,0,0,0.1,0.1,0.0,2,1,16,18,889,3,25,2,2,3,Report partita
18,Josip Iličić,30-10-2021,Sab,Serie A,Giornata n. 11,Casa,N 2–2,Atalanta,Lazio,Sì,RW,66,0,0,0,0,1,0,0,0,50,4,0,1,1,0.1,0.1,0.3,5,0,30,42,714,6,43,7,4,4,Report partita
20,Josip Iličić,06-11-2021,Sab,Serie A,Giornata n. 12,Ospiti,V 2–1,Atalanta,Cagliari,No,RW,28,0,0,0,0,3,2,0,0,33,1,0,0,0,0.3,0.3,0.1,2,0,15,23,652,3,23,4,0,1,Report partita
23,Josip Iličić,20-11-2021,Sab,Serie A,Giornata n. 13,Casa,V 5–2,Atalanta,Spezia,Sì,RW,59,0,0,0,0,1,0,0,0,35,13,1,0,0,0.1,0.1,0.0,3,0,19,27,704,2,28,3,0,1,Report partita
25,Josip Iličić,27-11-2021,Sab,Serie A,Giornata n. 14,Ospiti,V 1–0,Atalanta,Juventus,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
26,Josip Iličić,30-11-2021,Mar,Serie A,Giornata n. 15,Casa,V 4–0,Atalanta,Venezia,Sì,RW,76,0,1,0,0,5,0,0,0,75,6,1,0,1,0.4,0.4,0.7,3,1,50,62,806,5,59,16,2,2,Report partita
27,Josip Iličić,04-12-2021,Sab,Serie A,Giornata n. 16,Ospiti,V 3–2,Atalanta,Napoli,No,LW,35,0,1,0,0,1,0,0,0,17,6,0,0,0,0.0,0.0,0.3,4,1,11,12,917,0,13,3,0,0,Report partita
29,Josip Iličić,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,V 2–1,Atalanta,Hellas Verona,No,AM,35,0,0,0,0,0,0,0,0,17,10,3,0,0,0.0,0.0,0.2,2,0,9,12,750,2,14,3,0,1,Report partita
30,Josip Iličić,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 1–4,Atalanta,Roma,Sì,RW,45,0,0,0,0,0,0,0,0,40,4,1,0,1,0.0,0.0,0.3,5,0,20,33,606,2,27,4,1,5,Report partita
31,Josip Iličić,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,N 0–0,Atalanta,Genoa,No,"AM,RW",26,0,0,0,0,1,0,0,0,22,4,1,0,2,0.1,0.1,0.0,1,0,11,17,647,2,17,7,1,1,Report partita
32,Josip Iličić,09-01-2022,Dom,Serie A,Giornata n. 21,Ospiti,V 6–2,Atalanta,Udinese,No,FW,12,0,0,0,0,3,0,0,0,13,2,0,0,0,0.1,0.1,0.0,2,0,10,10,1000,0,9,2,0,0,Report partita
34,Josip Iličić,21-05-2022,Sab,Serie A,Giornata n. 38,Casa,P 0–1,Atalanta,Empoli,No,FW,9,0,0,0,0,1,0,0,0,12,2,0,0,0,0.1,0.1,0.1,5,0,9,11,818,2,7,4,0,0,Report partita
0,Aleksei Miranchuk,21-08-2021,Sab,Serie A,Giornata n. 1,Ospiti,V 2–1,Atalanta,Torino,No,AM,34,0,0,0,0,0,0,0,0,20,6,0,0,0,0.0,0.0,0.0,1,0,12,16,750,3,13,1,0,0,Report partita
1,Aleksei Miranchuk,28-08-2021,Sab,Serie A,Giornata n. 2,Casa,N 0–0,Atalanta,Bologna,No,"RW,DM,LW",17,0,0,0,0,0,0,0,0,16,1,0,0,1,0.0,0.0,0.1,2,0,8,14,571,1,12,1,0,0,Report partita
5,Aleksei Miranchuk,11-09-2021,Sab,Serie A,Giornata n. 3,Casa,P 1–2,Atalanta,Fiorentina,Sì,RW,49,0,0,0,0,0,0,0,0,24,5,0,0,0,0.0,0.0,0.0,1,0,12,15,800,1,21,2,1,5,Report partita
7,Aleksei Miranchuk,18-09-2021,Sab,Serie A,Giornata n. 4,Ospiti,V 1–0,Atalanta,Salernitana,Sì,AM,45,0,0,0,0,0,0,0,0,35,8,0,0,1,0.0,0.0,0.1,2,0,18,27,667,1,23,2,0,0,Report partita
8,Aleksei Miranchuk,21-09-2021,Mar,Serie A,Giornata n. 5,Casa,V 2–1,Atalanta,Sassuolo,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
9,Aleksei Miranchuk,25-09-2021,Sab,Serie A,Giornata n. 6,Ospiti,N 2–2,Atalanta,Inter,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
11,Aleksei Miranchuk,03-10-2021,Dom,Serie A,Giornata n. 7,Casa,P 2–3,Atalanta,Milan,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
13,Aleksei Miranchuk,17-10-2021,Dom,Serie A,Giornata n. 8,Ospiti,V 4–1,Atalanta,Empoli,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
15,Aleksei Miranchuk,24-10-2021,Dom,Serie A,Giornata n. 9,Casa,N 1–1,Atalanta,Udinese,No,AM,27,0,0,0,0,1,0,0,0,15,18,2,2,0,0.0,0.0,0.0,0,0,8,9,889,1,12,1,0,1,Report partita
16,Aleksei Miranchuk,27-10-2021,Mer,Serie A,Giornata n. 10,Ospiti,V 3–1,Atalanta,Sampdoria,No,AM,13,0,1,0,0,0,0,0,0,12,4,0,0,0,0.0,0.0,0.3,3,1,7,9,778,2,9,2,0,0,Report partita
17,Aleksei Miranchuk,30-10-2021,Sab,Serie A,Giornata n. 11,Casa,N 2–2,Atalanta,Lazio,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
19,Aleksei Miranchuk,06-11-2021,Sab,Serie A,Giornata n. 12,Ospiti,V 2–1,Atalanta,Cagliari,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
22,Aleksei Miranchuk,20-11-2021,Sab,Serie A,Giornata n. 13,Casa,V 5–2,Atalanta,Spezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
24,Aleksei Miranchuk,27-11-2021,Sab,Serie A,Giornata n. 14,Ospiti,V 1–0,Atalanta,Juventus,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
25,Aleksei Miranchuk,30-11-2021,Mar,Serie A,Giornata n. 15,Casa,V 4–0,Atalanta,Venezia,No,RW,14,0,0,0,0,1,0,0,0,13,2,1,0,0,0.0,0.0,0.0,0,0,5,8,625,1,10,1,0,0,Report partita
26,Aleksei Miranchuk,04-12-2021,Sab,Serie A,Giornata n. 16,Ospiti,V 3–2,Atalanta,Napoli,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
28,Aleksei Miranchuk,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,V 2–1,Atalanta,Hellas Verona,Sì,AM,77,1,0,0,0,1,1,0,0,37,12,1,0,0,0.5,0.5,0.3,3,0,24,27,889,4,26,1,1,1,Report partita
29,Aleksei Miranchuk,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 1–4,Atalanta,Roma,No,AM,27,0,0,0,0,3,1,0,0,24,0,0,1,0,0.2,0.2,0.0,1,0,18,18,1000,1,19,3,0,0,Report partita
30,Aleksei Miranchuk,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,N 0–0,Atalanta,Genoa,Sì,AM,64,0,0,0,0,0,0,0,0,56,10,3,0,0,0.0,0.0,0.3,4,0,37,45,822,5,37,10,0,2,Report partita
31,Aleksei Miranchuk,09-01-2022,Dom,Serie A,Giornata n. 21,Ospiti,V 6–2,Atalanta,Udinese,No,AM,18,0,2,0,0,1,0,0,0,15,3,0,0,1,0.1,0.1,0.9,4,3,10,11,909,3,13,2,2,3,Report partita
33,Aleksei Miranchuk,16-01-2022,Dom,Serie A,Giornata n. 22,Casa,N 0–0,Atalanta,Inter,No,RW,13,0,0,0,0,0,0,0,0,8,1,0,0,0,0.0,0.0,0.0,0,0,6,6,1000,0,5,1,0,0,Report partita
34,Aleksei Miranchuk,22-01-2022,Sab,Serie A,Giornata n. 23,Ospiti,N 0–0,Atalanta,Lazio,Sì,FW,69,0,0,0,0,2,1,0,0,30,24,1,0,1,0.1,0.1,0.0,2,0,19,22,864,1,25,4,3,4,Report partita
36,Aleksei Miranchuk,28-02-2022,Lun,Serie A,Giornata n. 27,Casa,V 4–0,Atalanta,Sampdoria,No,"RW,LW",31,1,1,0,0,1,1,0,0,25,9,0,0,1,0.2,0.2,0.4,3,2,16,18,889,7,22,6,1,1,Report partita
37,Aleksei Miranchuk,05-03-2022,Sab,Serie A,Giornata n. 28,Ospiti,P 0–1,Atalanta,Roma,Sì,"FW,AM,RW",90,0,0,0,0,0,0,0,0,71,18,0,0,0,0.0,0.0,0.0,2,0,44,52,846,4,64,8,4,5,Report partita
40,Aleksei Miranchuk,03-04-2022,Dom,Serie A,Giornata n. 31,Casa,P 1–3,Atalanta,Napoli,No,FW,45,0,1,0,0,0,0,0,0,27,13,0,0,1,0.0,0.0,0.5,4,1,15,17,882,1,20,2,0,2,Report partita
42,Aleksei Miranchuk,10-04-2022,Dom,Serie A,Giornata n. 32,Ospiti,P 1–2,Atalanta,Sassuolo,Sì,AM,45,0,0,0,0,1,0,0,0,28,10,1,1,0,0.2,0.2,0.0,1,0,17,21,810,2,22,8,1,2,Report partita
44,Aleksei Miranchuk,18-04-2022,Lun,Serie A,Giornata n. 33,Casa,P 1–2,Atalanta,Hellas Verona,No,AM,57,0,0,0,0,2,0,0,0,38,13,1,0,1,0.0,0.0,0.0,3,1,25,30,833,2,30,5,1,2,Report partita
45,Aleksei Miranchuk,23-04-2022,Sab,Serie A,Giornata n. 34,Ospiti,V 3–1,Atalanta,Venezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
46,Aleksei Miranchuk,27-04-2022,Mer,Serie A,Giornata n. 20,Casa,N 4–4,Atalanta,Torino,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
47,Aleksei Miranchuk,02-05-2022,Lun,Serie A,Giornata n. 35,Casa,N 1–1,Atalanta,Salernitana,No,"RW,AM",37,0,0,0,0,1,0,0,0,24,3,0,0,0,0.0,0.0,0.0,2,0,17,19,895,2,25,4,2,3,Report partita
48,Aleksei Miranchuk,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,V 3–1,Atalanta,Spezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
49,Aleksei Miranchuk,15-05-2022,Dom,Serie A,Giornata n. 37,Ospiti,P 0–2,Atalanta,Milan,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
50,Aleksei Miranchuk,21-05-2022,Sab,Serie A,Giornata n. 38,Casa,P 0–1,Atalanta,Empoli,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
0,Jeremie Boga,21-08-2021,Sab,Serie A,Giornata n. 1,Ospiti,V 3–2,Sassuolo,Hellas Verona,Sì,LW,90,0,1,0,0,3,1,0,0,45,7,1,0,1,0.1,0.1,0.0,3,1,27,32,844,2,41,11,2,5,Report partita
1,Jeremie Boga,29-08-2021,Dom,Serie A,Giornata n. 2,Casa,N 0–0,Sassuolo,Sampdoria,Sì,LW,85,0,0,0,0,3,1,0,0,53,5,0,1,3,0.1,0.1,0.0,3,0,27,38,711,2,45,9,3,7,Report partita
4,Jeremie Boga,12-09-2021,Dom,Serie A,Giornata n. 3,Ospiti,P 1–2,Sassuolo,Roma,Sì,LW,88,0,0,0,0,1,1,0,0,41,10,1,1,1,0.4,0.4,0.3,3,0,25,28,893,2,31,6,1,3,Report partita
5,Jeremie Boga,17-09-2021,Ven,Serie A,Giornata n. 4,Casa,P 0–1,Sassuolo,Torino,Sì,LW,64,0,0,0,0,0,0,0,0,26,5,1,0,1,0.0,0.0,0.0,0,0,19,21,905,3,21,2,3,4,Report partita
6,Jeremie Boga,21-09-2021,Mar,Serie A,Giornata n. 5,Ospiti,P 1–2,Sassuolo,Atalanta,Sì,LM,59,0,0,0,0,1,0,0,0,28,16,1,0,1,0.0,0.0,0.0,0,0,14,20,700,2,23,5,1,3,Report partita
7,Jeremie Boga,26-09-2021,Dom,Serie A,Giornata n. 6,Casa,V 1–0,Sassuolo,Salernitana,Sì,LW,69,0,1,0,0,2,0,0,0,32,5,0,0,0,0.1,0.1,0.3,6,2,17,26,654,1,32,7,4,6,Report partita
8,Jeremie Boga,02-10-2021,Sab,Serie A,Giornata n. 7,Casa,P 1–2,Sassuolo,Inter,Sì,LW,90,0,0,0,0,1,1,0,0,64,6,1,1,1,0.0,0.0,0.0,4,1,38,46,826,0,60,10,5,9,Report partita
11,Jeremie Boga,31-10-2021,Dom,Serie A,Giornata n. 11,Casa,P 1–2,Sassuolo,Empoli,No,LW,21,0,0,0,0,1,1,0,0,14,0,0,0,0,0.1,0.1,0.0,1,0,11,11,1000,1,15,2,2,4,Report partita
13,Jeremie Boga,05-12-2021,Dom,Serie A,Giornata n. 16,Ospiti,N 2–2,Sassuolo,Spezia,No,LW,22,0,0,0,0,2,0,0,0,17,2,0,0,0,0.1,0.1,0.0,2,0,13,14,929,1,17,10,0,0,Report partita
