,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards
10,Sassuolo,2022-10-24,Giornata n. 11,Casa,V,2.0,Hellas Verona,14.0,3.0,0,0,51.0,7.0,1,0
10,Hellas Verona,2022-10-24,Giornata n. 11,Ospiti,P,1.0,Sassuolo,13.0,5.0,0,0,49.0,19.0,3,0
10,Cremonese,2022-10-24,Giornata n. 11,Casa,P,0.0,Sampdoria,20.0,3.0,0,1,52.0,16.0,3,0
11,Lecce,2022-10-29,Giornata n. 12,Casa,P,0.0,Juventus,5.0,0.0,0,0,36.0,16.0,3,0
11,Sassuolo,2022-10-29,Giornata n. 12,Ospiti,P,0.0,Napoli,10.0,6.0,0,0,33.0,6.0,3,1
11,Inter,2022-10-29,Giornata n. 12,Casa,V,3.0,Sampdoria,17.0,8.0,0,0,51.0,4.0,1,0
11,Napoli,2022-10-29,Giornata n. 12,Casa,V,4.0,Sassuolo,18.0,6.0,0,0,67.0,5.0,0,0
11,Juventus,2022-10-29,Giornata n. 12,Ospiti,V,1.0,Lecce,13.0,5.0,0,0,64.0,13.0,5,0
11,Sampdoria,2022-10-29,Giornata n. 12,Ospiti,P,0,Inter,9.0,2.0,0,0,49.0,13.0,6,0
11,Salernitana,2022-10-30,Giornata n. 12,Ospiti,V,3.0,Lazio,10.0,6.0,0,0,39.0,7.0,3,0
11,Torino,2022-10-30,Giornata n. 12,Casa,V,2.0,Milan,7.0,4.0,0,0,44.0,11.0,5,0
11,Milan,2022-10-30,Giornata n. 12,Ospiti,P,1.0,Torino,12.0,1.0,0,0,56.0,16.0,2,0
11,Lazio,2022-10-30,Giornata n. 12,Casa,P,1.0,Salernitana,13.0,4.0,0,0,61.0,10.0,3,0
11,Spezia,2022-10-30,Giornata n. 12,Casa,P,1.0,Fiorentina,10.0,6.0,0,0,50.0,19.0,5,1
11,Fiorentina,2022-10-30,Giornata n. 12,Ospiti,V,2.0,Spezia,27.0,5.0,0,0,50.0,14.0,3,0
11,Empoli,2022-10-30,Giornata n. 12,Casa,P,0.0,Atalanta,13.0,3.0,0,0,53.0,10.0,2,0
11,Cremonese,2022-10-30,Giornata n. 12,Casa,N,0.0,Udinese,13.0,2.0,0,0,42.0,8.0,1,0
11,Atalanta,2022-10-30,Giornata n. 12,Ospiti,V,2.0,Empoli,19.0,5.0,0,1,47.0,13.0,1,0
11,Udinese,2022-10-30,Giornata n. 12,Ospiti,N,0.0,Cremonese,13.0,3.0,0,0,58.0,9.0,0,0
11,Monza,2022-10-31,Giornata n. 12,Casa,P,1.0,Bologna,8.0,2.0,1,1,56.0,13.0,4,0
11,Hellas Verona,2022-10-31,Giornata n. 12,Casa,P,1.0,Roma,7.0,3.0,0,0,33.0,9.0,3,1
11,Bologna,2022-10-31,Giornata n. 12,Ospiti,V,2.0,Monza,10.0,5.0,0,0,44.0,18.0,2,0
11,Roma,2022-10-31,Giornata n. 12,Ospiti,V,3.0,Hellas Verona,14.0,6.0,0,0,67.0,9.0,1,0
