,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a,prediction
636,Inter,2021-03-08,V,-0.3999999999999999,Atalanta,-0.8000000000000007,1.2000000000000002,0.2,0.2,-12.200000000000003,-4.800000000000001,-1.2000000000000002,0.0,20_21,3.0,1.0,V
637,Atalanta,2021-03-12,V,1.4,Spezia,4.399999999999999,2.9999999999999996,0.0,-0.2,-0.20000000000000284,-1.200000000000001,0.19999999999999996,0.0,20_21,9.0,0.0,V
638,Lazio,2021-03-12,V,-0.3999999999999999,Crotone,4.0,2.2,-0.2,0.0,16.0,-2.1999999999999993,0.0,0.0,20_21,10.0,0.0,V
639,Sassuolo,2021-03-13,V,-0.20000000000000018,Hellas Verona,5.199999999999999,0.3999999999999999,0.6,0.6,14.0,-0.3999999999999986,-0.8,0.0,20_21,8.0,2.0,V
640,Genoa,2021-03-13,N,-0.6,Udinese,-2.4000000000000004,-0.7999999999999998,0.0,0.0,6.399999999999999,1.1999999999999993,1.0,0.0,20_21,0.0,6.0,P
641,Benevento,2021-03-13,P,-1.2000000000000002,Fiorentina,-2.8,-0.6000000000000001,0.0,0.0,-7.200000000000003,-3.0,0.3999999999999999,0.2,20_21,2.0,9.0,V
642,Milan,2021-03-14,P,-1.2000000000000002,Napoli,0.3999999999999986,1.2000000000000002,0.0,0.0,6.0,1.0,0.0,-0.2,20_21,2.0,4.0,N
643,Parma,2021-03-14,V,0.40000000000000013,Roma,-2.5999999999999996,-1.5999999999999996,0.39999999999999997,0.39999999999999997,-7.799999999999997,-1.1999999999999993,1.4000000000000001,0.0,20_21,3.0,8.0,P
644,Cagliari,2021-03-14,P,-1.0,Juventus,-8.0,-3.1999999999999997,0.0,0.0,-13.0,1.3999999999999986,1.0,0.2,20_21,1.0,10.0,P
645,Bologna,2021-03-14,V,0.0,Sampdoria,2.0,1.0,0.0,0.0,1.2000000000000028,-1.4000000000000004,-0.6000000000000001,0.2,20_21,9.0,2.0,V
646,Torino,2021-03-14,P,-1.0,Inter,1.0,-2.4000000000000004,-0.2,0.0,6.0,9.2,1.4000000000000001,0.2,20_21,2.0,6.0,P
647,Torino,2021-03-17,V,-0.40000000000000013,Sassuolo,-5.0,-0.6000000000000005,-0.6,-0.39999999999999997,-15.200000000000003,3.0,0.40000000000000013,0.2,20_21,6.0,1.0,V
648,Parma,2021-03-19,P,1.2,Genoa,2.1999999999999993,1.4,0.6,0.6,-1.4000000000000057,2.799999999999999,1.1999999999999997,0.0,20_21,6.0,5.0,V
649,Crotone,2021-03-20,P,0.0,Bologna,-0.40000000000000036,-1.7999999999999998,0.4,0.4,-4.199999999999996,1.5999999999999996,1.4,-0.2,20_21,2.0,9.0,N
650,Spezia,2021-03-20,V,-0.3999999999999999,Cagliari,-1.5999999999999996,-0.6000000000000001,-0.2,0.0,13.199999999999996,-2.8000000000000007,-1.4,-0.2,20_21,2.0,6.0,N
651,Juventus,2021-03-21,P,2.2,Benevento,7.6,2.8000000000000003,0.4,0.4,11.599999999999994,0.1999999999999993,-0.8,-0.2,20_21,8.0,1.0,V
652,Hellas Verona,2021-03-21,P,-1.1999999999999997,Atalanta,-5.799999999999999,-2.9999999999999996,0.0,0.0,-2.799999999999997,2.1999999999999993,0.0,0.0,20_21,2.0,8.0,N
653,Udinese,2021-03-21,P,0.19999999999999996,Lazio,-7.599999999999998,-2.5999999999999996,0.2,0.0,-15.399999999999999,0.20000000000000107,0.0,0.0,20_21,1.0,7.0,P
654,Fiorentina,2021-03-21,P,1.2000000000000002,Milan,-5.200000000000001,-2.8,-0.4,-0.4,-11.0,5.4,-0.3999999999999999,-0.2,20_21,4.0,5.0,P
655,Roma,2021-03-21,P,-1.4000000000000001,Napoli,2.4000000000000004,0.39999999999999947,-0.2,-0.2,10.400000000000006,3.4000000000000004,0.0,-0.2,20_21,3.0,5.0,N
656,Sampdoria,2021-03-21,V,-0.5999999999999999,Torino,-2.1999999999999993,-2.0,0.0,0.0,1.6000000000000014,-3.5999999999999996,0.3999999999999999,-0.2,20_21,4.0,4.0,N
657,Lazio,2021-04-03,V,0.0,Spezia,7.4,2.5999999999999996,0.0,0.0,-2.0,0.7999999999999989,0.8,0.0,20_21,11.0,0.0,V
658,Sassuolo,2021-04-03,N,1.0,Roma,1.1999999999999993,-0.39999999999999947,0.4,0.4,2.3999999999999986,-0.1999999999999993,-1.1999999999999997,0.0,20_21,1.0,5.0,N
659,Bologna,2021-04-03,P,-0.40000000000000013,Inter,0.5999999999999996,0.5999999999999996,-0.2,-0.2,0.8000000000000043,3.0,1.7999999999999998,0.0,20_21,3.0,7.0,P
660,Atalanta,2021-04-03,V,1.4,Udinese,7.4,3.5999999999999996,0.0,0.0,11.599999999999994,3.799999999999999,0.6000000000000001,0.0,20_21,8.0,1.0,V
661,Milan,2021-04-03,N,0.6000000000000001,Sampdoria,2.0,1.4,0.4,0.4,6.0,0.20000000000000107,0.8000000000000003,0.2,20_21,6.0,2.0,V
662,Torino,2021-04-03,N,-0.6000000000000001,Juventus,-0.20000000000000107,-0.6000000000000005,-0.4,-0.4,-4.399999999999999,3.200000000000001,-0.20000000000000018,0.2,20_21,0.0,8.0,N
663,Benevento,2021-04-03,N,-1.2000000000000002,Parma,-2.200000000000001,-2.0,-0.4,-0.4,-9.800000000000004,-2.0,-0.3999999999999999,0.0,20_21,2.0,4.0,P
664,Napoli,2021-04-03,V,0.40000000000000013,Crotone,4.0,2.0,-0.39999999999999997,-0.39999999999999997,3.8000000000000043,-2.1999999999999993,-0.6000000000000001,0.2,20_21,11.0,0.0,V
665,Genoa,2021-04-03,N,-1.2,Fiorentina,-0.39999999999999947,-0.8,0.0,0.0,4.799999999999997,-2.1999999999999993,1.4,0.0,20_21,2.0,3.0,N
666,Cagliari,2021-04-03,P,0.19999999999999996,Hellas Verona,0.6000000000000014,1.0,0.2,0.2,-6.0,-2.799999999999997,0.20000000000000018,0.2,20_21,3.0,4.0,V
667,Juventus,2021-04-07,V,-0.3999999999999999,Napoli,-1.1999999999999993,0.20000000000000018,0.2,0.2,10.399999999999999,4.200000000000001,-0.19999999999999996,0.0,20_21,6.0,4.0,V
668,Inter,2021-04-07,V,-0.19999999999999996,Sassuolo,0.40000000000000036,0.7999999999999998,-0.2,-0.2,-5.800000000000004,-2.8000000000000007,-1.0000000000000002,0.0,20_21,5.0,4.0,V
669,Parma,2021-04-10,P,0.40000000000000013,Milan,-1.200000000000001,0.6000000000000005,0.2,0.2,-1.6000000000000014,3.599999999999998,0.3999999999999999,-0.2,20_21,0.0,9.0,P
670,Spezia,2021-04-10,V,-1.4,Crotone,-0.20000000000000107,-0.7999999999999998,-0.6,-0.39999999999999997,16.200000000000003,-1.8000000000000007,-2.2,0.0,20_21,3.0,4.0,V
671,Udinese,2021-04-10,P,-0.40000000000000013,Torino,-4.199999999999999,-1.7999999999999998,0.2,0.2,-5.199999999999996,-6.200000000000001,-0.40000000000000013,-0.2,20_21,4.0,6.0,N
672,Fiorentina,2021-04-11,P,-0.3999999999999999,Atalanta,-9.600000000000001,-4.2,-0.2,-0.2,-12.0,-2.0,-0.19999999999999996,0.2,20_21,3.0,4.0,N
673,Juventus,2021-04-11,V,1.0,Genoa,5.600000000000001,3.8000000000000003,0.4,0.4,8.200000000000003,0.8000000000000007,-1.0,0.0,20_21,8.0,2.0,V
674,Sampdoria,2021-04-11,P,-1.0000000000000002,Napoli,-5.200000000000001,-1.5999999999999996,-0.2,-0.2,-4.0,3.200000000000001,0.40000000000000013,0.2,20_21,1.0,10.0,N
675,Hellas Verona,2021-04-11,P,0.0,Lazio,-7.999999999999998,-2.2,-0.2,-0.4,-0.6000000000000014,3.8000000000000007,0.40000000000000013,-0.4,20_21,2.0,6.0,N
676,Inter,2021-04-11,V,0.6000000000000001,Cagliari,-4.0,-1.5999999999999996,0.2,0.2,0.8000000000000043,-3.4000000000000004,0.0,0.0,20_21,9.0,1.0,V
677,Roma,2021-04-11,V,-0.3999999999999999,Bologna,-0.8000000000000007,-0.6000000000000005,0.2,0.2,-2.799999999999997,-0.1999999999999993,-0.20000000000000018,0.0,20_21,6.0,3.0,V
678,Benevento,2021-04-12,P,-0.6000000000000001,Sassuolo,-5.6,-1.6,0.0,0.0,-21.0,1.8000000000000007,0.20000000000000018,0.0,20_21,0.0,10.0,N
679,Sampdoria,2021-04-17,V,0.19999999999999996,Hellas Verona,2.4000000000000004,2.0,0.0,0.0,-6.799999999999997,-3.8000000000000007,0.20000000000000018,0.2,20_21,7.0,2.0,N
680,Cagliari,2021-04-17,V,-1.0,Parma,1.1999999999999993,-0.7999999999999998,-0.4,-0.4,-8.0,-5.0,-1.8000000000000003,0.0,20_21,8.0,1.0,N
681,Sassuolo,2021-04-17,V,-0.5999999999999999,Fiorentina,6.0,1.7999999999999998,0.0,0.0,17.199999999999996,2.200000000000001,1.5999999999999999,-0.2,20_21,5.0,3.0,N
682,Crotone,2021-04-17,P,1.6,Udinese,-0.7999999999999989,0.20000000000000018,0.39999999999999997,0.39999999999999997,-5.200000000000003,3.1999999999999993,2.2,0.0,20_21,1.0,8.0,P
683,Milan,2021-04-18,V,0.8,Genoa,3.0,1.6,0.0,0.0,4.400000000000006,-2.6000000000000014,-0.7999999999999998,0.4,20_21,8.0,1.0,V
684,Bologna,2021-04-18,V,-0.20000000000000018,Spezia,5.199999999999999,1.6,0.0,0.0,-5.0,3.400000000000002,1.4,0.0,20_21,9.0,0.0,V
685,Napoli,2021-04-18,N,0.6000000000000001,Inter,6.6,2.5999999999999996,0.0,0.0,4.799999999999997,-2.0,0.3999999999999999,0.0,20_21,1.0,6.0,N
686,Torino,2021-04-18,V,0.5999999999999999,Roma,-2.1999999999999993,-0.39999999999999947,0.0,0.0,-6.0,-0.1999999999999993,-1.4,0.0,20_21,3.0,8.0,P
687,Lazio,2021-04-18,V,0.6000000000000001,Benevento,7.0,1.4000000000000004,0.2,0.2,18.0,-4.399999999999999,-1.4000000000000001,0.4,20_21,9.0,0.0,V
688,Atalanta,2021-04-18,V,0.20000000000000018,Juventus,-1.4000000000000021,-0.7999999999999998,0.2,0.2,-6.0,-0.3999999999999986,-0.8,0.0,20_21,2.0,3.0,P
689,Hellas Verona,2021-04-20,P,-1.0,Fiorentina,1.0,-0.6000000000000001,0.0,0.0,12.399999999999999,5.399999999999999,0.0,-0.2,20_21,3.0,4.0,N
690,Crotone,2021-04-21,P,0.8,Sampdoria,-2.0,-0.5999999999999996,0.39999999999999997,0.39999999999999997,-1.3999999999999986,-0.5999999999999996,0.3999999999999999,-0.2,20_21,1.0,10.0,P
691,Genoa,2021-04-21,N,-0.19999999999999996,Benevento,-0.40000000000000036,-1.6,-0.2,-0.2,11.0,-2.0,-0.7999999999999998,0.0,20_21,7.0,3.0,V
692,Bologna,2021-04-21,N,0.19999999999999996,Torino,-2.5999999999999996,-0.7999999999999998,0.0,0.0,3.799999999999997,-0.6000000000000014,1.0,0.0,20_21,1.0,4.0,N
693,Udinese,2021-04-21,P,-0.19999999999999996,Cagliari,-4.200000000000001,-1.0000000000000004,0.2,0.2,-2.3999999999999986,-1.4000000000000004,-0.40000000000000013,0.2,20_21,7.0,3.0,V
694,Milan,2021-04-21,P,0.0,Sassuolo,0.20000000000000107,-0.20000000000000018,-0.4,-0.4,-10.800000000000004,-2.4000000000000004,-0.7999999999999998,0.4,20_21,6.0,2.0,V
695,Spezia,2021-04-21,N,0.20000000000000018,Inter,-3.200000000000001,0.20000000000000018,-0.2,-0.2,7.200000000000003,0.0,-0.8,0.0,20_21,0.0,10.0,P
696,Juventus,2021-04-21,V,-0.40000000000000013,Parma,5.399999999999999,0.7999999999999998,-0.2,-0.2,8.199999999999996,-2.1999999999999993,-1.0,0.0,20_21,10.0,0.0,V
697,Roma,2021-04-22,N,-1.5999999999999999,Atalanta,-3.799999999999999,-1.2000000000000002,-0.2,-0.2,-3.8000000000000043,-1.6000000000000014,1.6,0.2,20_21,3.0,5.0,N
698,Napoli,2021-04-22,V,-0.3999999999999999,Lazio,1.6000000000000014,0.7999999999999998,-0.2,-0.39999999999999997,0.20000000000000284,-2.3999999999999986,0.6000000000000001,-0.4,20_21,8.0,3.0,V
699,Sassuolo,2021-04-24,V,0.6000000000000001,Sampdoria,3.799999999999999,0.7999999999999998,0.2,0.2,20.800000000000004,-0.5999999999999996,0.8,-0.2,20_21,6.0,2.0,V
700,Genoa,2021-04-24,V,-0.20000000000000018,Spezia,3.4000000000000004,-0.6000000000000001,0.0,0.0,-1.0,0.1999999999999993,0.3999999999999999,0.0,20_21,9.0,1.0,V
701,Parma,2021-04-24,P,0.0,Crotone,4.200000000000001,1.4,-0.4,-0.4,7.600000000000001,4.800000000000001,0.7999999999999998,0.0,20_21,4.0,5.0,N
702,Atalanta,2021-04-25,V,0.3999999999999999,Bologna,5.4,2.4000000000000004,0.2,0.2,-0.3999999999999986,-2.1999999999999993,-1.7999999999999998,0.2,20_21,7.0,2.0,V
703,Cagliari,2021-04-25,V,0.19999999999999996,Roma,4.800000000000001,-0.39999999999999947,0.0,0.0,2.799999999999997,-1.5999999999999996,-1.4,-0.4,20_21,1.0,7.0,P
704,Benevento,2021-04-25,P,0.8,Udinese,-3.1999999999999993,-0.3999999999999999,0.4,0.4,-18.4,2.799999999999999,1.4,-0.2,20_21,2.0,8.0,V
705,Inter,2021-04-25,V,0.3999999999999999,Hellas Verona,4.200000000000001,1.2000000000000002,0.0,0.0,-5.799999999999997,-7.000000000000002,-0.40000000000000013,0.0,20_21,10.0,0.0,V
706,Fiorentina,2021-04-25,N,-0.3999999999999999,Juventus,-9.399999999999999,-3.0,0.2,0.2,-21.0,-3.8000000000000007,0.6000000000000001,0.2,20_21,2.0,6.0,-1
707,Lazio,2021-04-26,V,0.20000000000000018,Milan,-1.4000000000000004,-0.20000000000000018,0.4,0.6,-0.3999999999999986,2.8000000000000007,0.9999999999999998,0.2,20_21,4.0,6.0,N
708,Torino,2021-04-26,P,-1.2000000000000002,Napoli,-1.799999999999999,-1.5999999999999996,-0.2,-0.2,-10.199999999999996,8.6,-0.5999999999999996,0.0,20_21,0.0,6.0,N
709,Hellas Verona,2021-05-01,N,-0.3999999999999999,Spezia,4.000000000000001,0.3999999999999999,0.0,0.0,-1.8000000000000043,3.0,0.40000000000000013,0.0,20_21,8.0,0.0,V
710,Milan,2021-05-01,V,-0.40000000000000013,Benevento,3.5999999999999996,0.40000000000000036,-0.6,-0.6,13.399999999999999,-3.8000000000000007,-0.8,0.2,20_21,9.0,1.0,V
711,Crotone,2021-05-01,P,0.8,Inter,-4.6,-0.3999999999999999,0.4,0.4,-5.199999999999996,5.800000000000001,0.6000000000000001,0.0,20_21,0.0,10.0,P
712,Lazio,2021-05-02,V,1.2000000000000002,Genoa,1.799999999999999,0.20000000000000018,0.4,0.6,2.1999999999999957,0.0,0.6000000000000001,0.4,20_21,8.0,2.0,V
713,Udinese,2021-05-02,P,-0.19999999999999996,Juventus,-3.4000000000000004,-0.7999999999999998,0.0,0.0,-8.0,-0.6000000000000014,-0.6000000000000001,0.2,20_21,1.0,9.0,P
714,Napoli,2021-05-02,N,0.6000000000000001,Cagliari,0.8000000000000007,1.2000000000000002,0.2,0.2,6.600000000000001,-2.200000000000001,0.7999999999999998,0.0,20_21,7.0,2.0,V
715,Bologna,2021-05-02,N,-0.3999999999999999,Fiorentina,1.200000000000001,-0.6000000000000001,-0.2,-0.2,12.800000000000004,2.5999999999999996,-0.7999999999999998,0.0,20_21,0.0,5.0,N
716,Sassuolo,2021-05-02,N,-1.0,Atalanta,-5.400000000000002,-2.2,0.0,0.0,13.999999999999993,-2.1999999999999993,0.6000000000000001,-0.2,20_21,1.0,9.0,N
717,Sampdoria,2021-05-02,V,-0.3999999999999999,Roma,-2.0,-1.6000000000000005,0.0,0.0,-6.200000000000003,-4.0,-0.8,-0.2,20_21,2.0,5.0,N
718,Torino,2021-05-03,V,-0.6000000000000001,Parma,1.3999999999999986,1.0,0.2,0.2,-9.200000000000003,0.1999999999999993,0.20000000000000018,0.2,20_21,6.0,3.0,V
719,Inter,2021-05-08,V,0.0,Sampdoria,4.0,0.0,-0.2,-0.2,5.799999999999997,-3.3999999999999986,0.19999999999999996,0.0,20_21,9.0,1.0,V
720,Udinese,2021-05-08,N,-0.20000000000000018,Bologna,1.3999999999999986,0.0,-0.2,-0.2,-0.3999999999999986,-0.6000000000000014,-0.40000000000000013,0.0,20_21,5.0,1.0,N
721,Spezia,2021-05-08,P,-1.0000000000000002,Napoli,-9.2,-3.1999999999999997,-0.2,-0.2,1.0,1.5999999999999996,-1.1999999999999997,0.0,20_21,3.0,8.0,P
722,Fiorentina,2021-05-08,V,-1.2,Lazio,-6.200000000000001,-1.3999999999999995,0.19999999999999996,0.0,-16.0,0.5999999999999996,0.6000000000000001,0.0,20_21,1.0,8.0,P
723,Benevento,2021-05-09,P,-0.40000000000000013,Cagliari,-0.3999999999999986,-0.3999999999999999,0.39999999999999997,0.39999999999999997,-3.799999999999997,1.0,-1.0,0.0,20_21,2.0,9.0,N
724,Hellas Verona,2021-05-09,N,-0.6,Torino,-5.4,-1.4000000000000004,-0.2,-0.2,5.0,1.5999999999999979,0.7999999999999998,-0.2,20_21,1.0,4.0,N
725,Juventus,2021-05-09,P,0.19999999999999996,Milan,-1.1999999999999993,-1.6000000000000005,0.2,0.2,8.399999999999999,2.599999999999998,0.40000000000000013,-0.2,20_21,7.0,2.0,V
726,Genoa,2021-05-09,P,0.19999999999999996,Sassuolo,-2.5999999999999996,-1.0,-0.39999999999999997,-0.39999999999999997,-17.200000000000003,0.40000000000000036,0.0,-0.2,20_21,3.0,4.0,N
727,Parma,2021-05-09,P,-0.6000000000000001,Atalanta,-4.400000000000002,-3.4000000000000004,-0.4,-0.6,0.0,2.5999999999999996,1.4,-0.4,20_21,0.0,11.0,P
728,Roma,2021-05-09,V,-0.3999999999999999,Crotone,4.6,1.4000000000000004,-0.4,-0.2,10.799999999999997,1.6000000000000014,1.6,0.4,20_21,11.0,0.0,V
729,Napoli,2021-05-11,V,1.0,Udinese,5.6,1.8000000000000003,0.2,0.2,6.200000000000003,-2.3999999999999986,1.0,-0.2,20_21,9.0,0.0,V
730,Atalanta,2021-05-12,V,1.0,Benevento,4.999999999999998,3.2,-0.39999999999999997,-0.19999999999999996,-1.3999999999999986,-0.40000000000000036,0.0,0.4,20_21,11.0,0.0,V
731,Cagliari,2021-05-12,N,0.5999999999999999,Fiorentina,5.4,0.40000000000000036,-0.39999999999999997,-0.39999999999999997,11.799999999999997,-0.5999999999999979,-0.6000000000000001,0.0,20_21,4.0,3.0,P
732,Sassuolo,2021-05-12,P,0.6000000000000001,Juventus,0.0,2.8000000000000003,0.39999999999999997,0.39999999999999997,2.8000000000000043,-2.3999999999999986,0.6000000000000001,0.2,20_21,1.0,7.0,N
733,Lazio,2021-05-12,V,0.9999999999999998,Parma,3.799999999999999,2.6,0.4,0.6,9.399999999999999,-1.8000000000000007,1.5999999999999996,0.2,20_21,11.0,0.0,V
734,Torino,2021-05-12,P,-0.40000000000000013,Milan,-0.5999999999999996,-1.2000000000000002,0.0,-0.2,-4.0,2.4000000000000004,1.2,0.2,20_21,3.0,4.0,N
735,Bologna,2021-05-12,P,0.0,Genoa,-1.0,-0.8000000000000003,0.2,0.2,3.6000000000000014,1.8000000000000007,-0.40000000000000013,0.2,20_21,3.0,4.0,V
736,Inter,2021-05-12,V,0.19999999999999996,Roma,1.6000000000000014,-1.0,0.2,0.0,-3.0,-5.199999999999999,-1.5999999999999999,-0.4,20_21,4.0,0.0,V
737,Sampdoria,2021-05-12,N,0.5999999999999999,Spezia,4.6,2.2,0.2,0.2,-4.0,-1.200000000000001,-0.8,0.0,20_21,7.0,3.0,V
738,Crotone,2021-05-13,V,0.19999999999999996,Hellas Verona,-6.4,-1.8000000000000003,0.4,0.4,-11.400000000000006,-4.600000000000001,-2.5999999999999996,0.0,20_21,2.0,6.0,P
739,Spezia,2021-05-15,V,0.4,Torino,-4.0,-0.3999999999999999,0.0,0.0,1.4000000000000057,-0.5999999999999979,0.20000000000000018,-0.2,20_21,2.0,7.0,N
740,Roma,2021-05-15,V,-0.19999999999999996,Lazio,1.1999999999999993,0.40000000000000036,-0.2,0.0,4.400000000000006,-0.3999999999999986,-0.8000000000000003,0.0,20_21,4.0,3.0,N
741,Genoa,2021-05-15,P,-0.7999999999999998,Atalanta,-6.800000000000001,-2.8,0.2,0.0,-7.799999999999997,1.0,1.2,-0.4,20_21,1.0,6.0,P
742,Juventus,2021-05-15,V,-0.5999999999999999,Inter,-2.3999999999999986,-1.1999999999999997,0.0,0.0,-0.3999999999999986,8.4,0.9999999999999999,0.0,20_21,6.0,2.0,N
743,Milan,2021-05-16,N,1.0,Cagliari,3.6000000000000014,3.3999999999999995,0.0,0.2,9.200000000000003,-0.1999999999999993,-1.2000000000000002,0.0,20_21,9.0,0.0,V
744,Benevento,2021-05-16,N,-0.19999999999999996,Crotone,2.0,0.20000000000000018,0.2,0.2,5.799999999999997,1.6000000000000014,0.40000000000000013,0.2,20_21,1.0,3.0,V
745,Udinese,2021-05-16,P,0.19999999999999996,Sampdoria,-5.199999999999999,-1.8000000000000003,0.0,0.0,-3.6000000000000014,2.5999999999999996,0.3999999999999999,0.0,20_21,3.0,7.0,V
746,Parma,2021-05-16,P,-0.19999999999999996,Sassuolo,-4.4,-2.8,-0.2,-0.4,-14.199999999999996,2.0000000000000018,0.7999999999999998,-0.2,20_21,4.0,5.0,P
747,Fiorentina,2021-05-16,P,-1.7999999999999998,Napoli,-10.0,-4.0,0.39999999999999997,0.39999999999999997,-15.799999999999997,1.8000000000000007,1.1999999999999997,0.0,20_21,3.0,6.0,P
748,Hellas Verona,2021-05-17,N,-0.19999999999999996,Bologna,-0.5999999999999996,-0.20000000000000018,-0.2,-0.2,1.3999999999999986,0.8000000000000007,1.2,-0.2,20_21,1.0,6.0,V
749,Lazio,2021-05-18,N,1.0,Torino,3.0,2.8000000000000003,0.0,0.0,4.399999999999999,-4.999999999999998,0.6000000000000001,0.2,20_21,5.0,2.0,V
750,Crotone,2021-05-22,N,0.19999999999999996,Fiorentina,0.20000000000000018,-0.3999999999999999,-0.2,-0.2,3.3999999999999986,1.4000000000000004,-1.6,0.0,20_21,1.0,9.0,V
751,Cagliari,2021-05-22,P,-0.8000000000000003,Genoa,-0.3999999999999986,-2.0,-0.6,-0.6,3.1999999999999957,0.8000000000000007,0.0,0.0,20_21,3.0,7.0,N
752,Sampdoria,2021-05-22,V,0.0,Parma,1.8000000000000007,1.1999999999999997,0.2,0.2,2.0,-1.4000000000000004,-1.2000000000000002,0.0,20_21,8.0,2.0,V
753,Torino,2021-05-23,N,-0.20000000000000007,Benevento,-4.0,-2.4000000000000004,0.0,0.0,-4.200000000000003,0.5999999999999996,-0.20000000000000018,-0.2,20_21,8.0,0.0,V
754,Bologna,2021-05-23,P,-0.6000000000000001,Juventus,1.0,1.5999999999999996,-0.2,-0.39999999999999997,4.0,-1.4000000000000004,-0.3999999999999999,0.0,20_21,0.0,10.0,N
755,Inter,2021-05-23,V,1.2000000000000002,Udinese,5.8,1.6,0.4,0.4,8.399999999999999,-4.6,-0.6000000000000001,0.2,20_21,8.0,1.0,V
756,Atalanta,2021-05-23,P,1.0,Milan,0.40000000000000036,1.4000000000000004,0.0,0.0,0.20000000000000284,0.0,-0.19999999999999996,0.2,20_21,4.0,4.0,N
757,Sassuolo,2021-05-23,V,0.6000000000000001,Lazio,-1.200000000000001,-0.1999999999999993,0.2,0.19999999999999996,5.0,3.200000000000001,-2.2,-0.2,20_21,3.0,6.0,N
758,Spezia,2021-05-23,N,-0.3999999999999999,Roma,-4.799999999999999,-1.6,0.2,0.0,-6.200000000000003,6.800000000000001,0.0,0.0,20_21,0.0,10.0,V
759,Napoli,2021-05-23,N,1.7999999999999998,Hellas Verona,6.399999999999999,3.0000000000000004,0.0,0.2,0.19999999999999574,-5.200000000000001,-2.0,0.0,20_21,8.0,1.0,V
760,Inter,2021-08-21,V,1.4,Genoa,3.0,0.0,0.0,0.0,12.600000000000001,-2.799999999999999,-1.0,0.0,21_22,9.0,1.0,V
761,Torino,2021-08-21,P,-1.7999999999999998,Atalanta,-4.800000000000001,-3.4,0.2,0.0,-13.399999999999999,2.8000000000000007,0.19999999999999996,-0.4,21_22,3.0,4.0,P
762,Empoli,2021-08-21,P,-2.0,Lazio,10.0,1.0,-1.0,-1.0,-8.0,5.0,1.0,0.0,21_22,0.0,9.0,P
763,Hellas Verona,2021-08-21,P,-0.6000000000000001,Sassuolo,-0.40000000000000036,-0.7999999999999998,-0.6,-0.8,-9.399999999999999,6.799999999999999,1.5999999999999999,-0.4,21_22,2.0,8.0,N
764,Roma,2021-08-22,V,1.0,Fiorentina,8.600000000000001,3.5999999999999996,-0.2,0.0,12.800000000000004,-0.5999999999999996,-0.6000000000000001,-0.2,21_22,7.0,2.0,V
765,Napoli,2021-08-22,V,2.0,Venezia,3.0,-1.0,1.0,2.0,12.0,-19.0,-6.0,1.0,21_22,10.0,0.0,V
766,Bologna,2021-08-22,V,1.0,Salernitana,9.0,4.0,-1.0,-1.0,44.0,-3.0,3.0,1.0,21_22,9.0,0.0,N
767,Udinese,2021-08-22,N,-1.5999999999999999,Juventus,-8.0,-3.0,-0.2,-0.39999999999999997,0.7999999999999972,-0.5999999999999996,-0.6000000000000001,-0.2,21_22,1.0,9.0,P
768,Sampdoria,2021-08-23,P,-0.9999999999999998,Milan,1.0,0.0,-0.39999999999999997,-0.6000000000000001,1.3999999999999986,0.5999999999999996,-0.8,0.0,21_22,2.0,6.0,P
769,Cagliari,2021-08-23,N,-1.2,Spezia,-2.0,-2.4,-0.2,-0.2,2.3999999999999986,-4.599999999999998,-0.19999999999999996,0.0,21_22,6.0,2.0,V
770,Udinese,2021-08-27,V,1.0,Venezia,0.0,-1.6,0.4,0.4,5.0,-7.6,-5.8,0.0,21_22,10.0,0.0,V
771,Hellas Verona,2021-08-27,P,-2.4,Inter,1.1999999999999993,-2.0000000000000004,-0.39999999999999997,-0.39999999999999997,-3.0,3.9999999999999982,1.4,0.0,21_22,0.0,10.0,P
772,Lazio,2021-08-28,V,-1.4000000000000001,Spezia,0.0,-1.2000000000000002,0.0,0.2,12.600000000000001,-9.000000000000002,-0.40000000000000013,0.2,21_22,11.0,0.0,V
773,Atalanta,2021-08-28,N,1.2000000000000002,Bologna,-4.399999999999999,-0.40000000000000036,-0.2,-0.2,4.0,2.4000000000000004,-0.3999999999999999,-0.2,21_22,7.0,2.0,V
774,Juventus,2021-08-28,P,1.4,Empoli,-2.1999999999999993,0.7999999999999998,0.2,0.4,1.7999999999999972,-0.1999999999999993,0.7999999999999998,0.2,21_22,9.0,1.0,V
775,Fiorentina,2021-08-28,V,0.0,Torino,-3.6000000000000005,0.0,-0.2,-0.2,-2.200000000000003,-3.6000000000000014,1.2,0.4,21_22,5.0,3.0,V
776,Genoa,2021-08-29,P,-1.4,Napoli,-5.0,-0.20000000000000018,0.2,-0.19999999999999996,-13.799999999999997,1.1999999999999993,0.6000000000000001,0.0,21_22,1.0,7.0,N
777,Sassuolo,2021-08-29,N,0.8000000000000003,Sampdoria,-0.40000000000000036,1.0,0.2,0.39999999999999997,11.399999999999999,-1.1999999999999993,-0.8,0.2,21_22,6.0,2.0,V
778,Salernitana,2021-08-29,P,-0.6000000000000001,Roma,-7.199999999999999,-3.5999999999999996,1.0,1.0,-23.799999999999997,1.8000000000000007,0.6000000000000001,0.8,21_22,0.0,10.0,P
