,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a,prediction
779,Milan,2021-08-29,V,1.6,Cagliari,-0.6000000000000014,0.6000000000000001,0.39999999999999997,0.6000000000000001,-0.7999999999999972,-3.1999999999999993,0.19999999999999996,0.0,21_22,9.0,0.0,V
780,Empoli,2021-09-11,P,1.0,Venezia,5.0,0.0,0.0,0.0,-3.5,-4.5,-2.5,0.0,21_22,2.0,1.0,V
781,Napoli,2021-09-11,V,0.0,Juventus,0.7999999999999989,-0.1999999999999993,0.0,0.19999999999999996,8.800000000000004,-3.0,-0.9999999999999998,0.0,21_22,4.0,6.0,V
782,Atalanta,2021-09-11,P,1.0,Fiorentina,6.200000000000001,-0.3999999999999999,0.0,0.0,12.799999999999997,2.1999999999999993,-0.7999999999999998,-0.2,21_22,4.0,3.0,V
783,Roma,2021-09-12,V,0.5999999999999999,Sassuolo,2.1999999999999993,1.4000000000000004,-0.4,-0.6,-7.200000000000003,-0.1999999999999993,1.0,0.0,21_22,5.0,1.0,V
784,Spezia,2021-09-12,P,0.8000000000000003,Udinese,1.5999999999999996,1.6000000000000005,-0.2,-0.2,-8.399999999999999,3.8000000000000007,0.6000000000000001,0.2,21_22,3.0,8.0,P
785,Milan,2021-09-12,V,0.9999999999999998,Lazio,0.0,-1.4,0.6000000000000001,0.20000000000000007,-5.399999999999999,1.4000000000000004,0.0,-0.2,21_22,6.0,4.0,N
786,Sampdoria,2021-09-12,N,-2.2,Inter,1.0,-1.7999999999999998,-0.2,-0.2,-6.200000000000003,2.0,0.0,-0.2,21_22,1.0,9.0,P
787,Cagliari,2021-09-12,P,-0.7999999999999999,Genoa,2.0,-1.7999999999999998,-0.2,-0.2,9.399999999999999,1.5999999999999996,0.0,-0.2,21_22,3.0,7.0,N
788,Torino,2021-09-12,V,-0.19999999999999996,Salernitana,2.5999999999999996,1.9,-0.3,-0.3,20.1,5.600000000000001,-0.10000000000000009,-0.5,21_22,10.0,0.0,V
789,Bologna,2021-09-13,V,-0.19999999999999996,Hellas Verona,4.6,2.8,-0.2,-0.2,7.0,-4.200000000000001,0.6000000000000001,0.2,21_22,6.0,1.0,N
790,Sassuolo,2021-09-17,P,0.40000000000000013,Torino,2.8000000000000007,1.7999999999999998,0.4,0.4,13.600000000000001,-5.6,0.0,0.2,21_22,1.0,6.0,V
791,Salernitana,2021-09-18,P,-0.7333333333333333,Atalanta,-5.866666666666666,-1.5333333333333334,0.1333333333333333,0.1333333333333333,-29.066666666666666,0.0,-0.2666666666666666,0.1333333333333333,21_22,0.0,9.0,P
792,Inter,2021-09-18,V,1.8000000000000003,Bologna,-2.1999999999999993,1.0,0.4,0.4,3.200000000000003,1.4000000000000004,-0.6000000000000001,-0.2,21_22,7.0,3.0,V
793,Genoa,2021-09-18,P,0.6000000000000001,Fiorentina,1.4000000000000004,0.3999999999999999,-0.2,-0.2,-6.799999999999997,-1.0,-1.0,-0.2,21_22,2.0,3.0,N
794,Hellas Verona,2021-09-19,V,-1.4000000000000001,Roma,-7.6,-4.8,0.2,0.2,-7.399999999999999,8.399999999999999,1.0,0.0,21_22,2.0,8.0,P
795,Venezia,2021-09-19,P,-1.1333333333333333,Spezia,-3.333333333333334,-1.8666666666666667,-0.2,-0.2,-0.46666666666666146,2.0,3.2,-0.2,21_22,0.0,4.0,V
796,Empoli,2021-09-19,P,-0.19999999999999996,Sampdoria,3.066666666666668,0.6000000000000001,0.1333333333333333,0.1333333333333333,7.266666666666666,-3.4000000000000004,0.1333333333333333,0.0,21_22,1.0,9.0,V
797,Lazio,2021-09-19,N,0.8,Cagliari,1.1999999999999993,2.0,-0.2,0.19999999999999996,7.799999999999997,0.40000000000000036,-0.3999999999999999,0.0,21_22,9.0,0.0,V
798,Juventus,2021-09-19,N,0.19999999999999996,Milan,-0.7999999999999989,2.2,-0.39999999999999997,-0.4,-2.200000000000003,2.4000000000000004,1.0,0.2,21_22,7.0,2.0,V
799,Udinese,2021-09-20,P,-0.40000000000000013,Napoli,-5.6,-0.5999999999999996,0.2,-0.19999999999999996,-11.799999999999997,3.1999999999999993,-0.6000000000000001,-0.2,21_22,0.0,9.0,P
800,Atalanta,2021-09-21,V,-0.3999999999999999,Sassuolo,-1.1999999999999993,-2.1999999999999997,0.0,0.0,2.5999999999999943,2.5999999999999996,1.6,0.0,21_22,9.0,1.0,V
801,Fiorentina,2021-09-21,P,-2.6,Inter,-4.4,-3.2,0.2,0.2,2.8000000000000043,1.5999999999999996,1.6,0.2,21_22,0.0,5.0,P
802,Bologna,2021-09-21,N,0.0,Genoa,3.5999999999999996,0.3999999999999999,-0.2,-0.2,9.399999999999999,-1.799999999999999,0.20000000000000018,0.2,21_22,3.0,4.0,V
803,Cagliari,2021-09-22,P,0.6499999999999999,Empoli,-4.25,-0.6000000000000001,0.15000000000000002,0.15000000000000002,-6.5,2.0500000000000007,0.3500000000000001,0.2,21_22,6.0,2.0,V
804,Milan,2021-09-22,V,1.25,Venezia,2.25,-0.4500000000000002,0.6,0.8,4.450000000000003,-4.199999999999999,-3.35,0.0,21_22,10.0,0.0,V
805,Salernitana,2021-09-22,N,-0.8999999999999999,Hellas Verona,-0.75,-1.1,0.04999999999999999,0.04999999999999999,-14.299999999999997,-3.5500000000000007,-0.4500000000000002,0.04999999999999999,21_22,1.0,6.0,N
806,Spezia,2021-09-22,P,-0.20000000000000018,Juventus,-0.40000000000000036,-0.5999999999999996,0.0,0.0,-0.8000000000000043,-1.799999999999999,-0.40000000000000013,0.2,21_22,0.0,11.0,V
807,Roma,2021-09-23,V,1.2000000000000002,Udinese,5.999999999999998,2.3999999999999995,-0.4,-0.4,9.799999999999997,-2.8000000000000007,0.6000000000000001,0.2,21_22,8.0,2.0,V
808,Torino,2021-09-23,N,-0.6000000000000001,Lazio,0.1999999999999993,-1.5999999999999996,-0.2,-0.4,-7.399999999999999,7.6,0.8000000000000003,0.0,21_22,2.0,5.0,N
809,Sampdoria,2021-09-23,P,-0.6000000000000001,Napoli,-3.200000000000001,-1.7999999999999998,-0.2,-0.4,-14.0,2.799999999999999,0.3999999999999999,-0.2,21_22,1.0,10.0,N
810,Spezia,2021-09-25,P,-0.6000000000000001,Milan,-3.1999999999999993,0.0,-0.2,-0.4,-9.200000000000003,-1.1999999999999993,1.0,0.2,21_22,2.0,9.0,P
811,Inter,2021-09-25,N,2.4000000000000004,Atalanta,2.4000000000000004,3.6,-0.2,-0.2,-2.8000000000000043,-0.8000000000000007,-0.7999999999999998,0.0,21_22,3.0,1.0,V
812,Genoa,2021-09-25,N,-0.20000000000000018,Hellas Verona,-0.1999999999999993,0.3999999999999999,0.2,0.2,-7.600000000000001,-1.6000000000000014,0.0,-0.2,21_22,5.0,3.0,N
813,Sassuolo,2021-09-26,V,0.19999999999999996,Salernitana,4.200000000000001,2.4000000000000004,-0.2,-0.2,19.0,-2.4000000000000004,-1.2000000000000002,-0.2,21_22,9.0,0.0,V
814,Empoli,2021-09-26,V,-0.3999999999999999,Bologna,4.200000000000001,0.6000000000000001,0.0,0.0,-0.7999999999999972,-1.6000000000000014,-1.6,-0.4,21_22,2.0,7.0,N
815,Napoli,2021-09-26,V,1.4,Cagliari,5.0,4.2,-0.2,0.0,13.399999999999999,-3.1999999999999993,-1.1999999999999997,0.0,21_22,7.0,2.0,V
816,Udinese,2021-09-26,P,-0.40000000000000013,Fiorentina,0.5999999999999996,-0.5999999999999996,-0.2,-0.2,-12.0,-2.8000000000000007,-1.6,-0.4,21_22,2.0,7.0,N
817,Lazio,2021-09-26,V,0.0,Roma,-3.8000000000000007,0.5999999999999996,0.4,0.6,5.600000000000001,-3.0,-0.8,-0.4,21_22,3.0,4.0,N
818,Juventus,2021-09-26,V,0.3999999999999999,Sampdoria,0.8000000000000007,1.0,0.0,0.0,2.6000000000000014,-1.0,-1.0,0.0,21_22,9.0,2.0,V
819,Venezia,2021-09-27,N,-1.0,Torino,-4.800000000000001,-1.2000000000000002,0.0,0.0,-6.600000000000001,-3.400000000000002,1.4000000000000004,0.0,21_22,1.0,8.0,P
820,Cagliari,2021-10-01,N,0.19999999999999996,Venezia,-0.6000000000000014,-0.6000000000000001,0.0,0.0,-0.3999999999999986,-0.5999999999999996,-0.3999999999999999,0.2,21_22,8.0,0.0,V
821,Sassuolo,2021-10-02,P,-2.6,Inter,-1.8000000000000007,-2.3999999999999995,0.0,-0.2,5.600000000000001,-1.0,-0.7999999999999998,0.0,21_22,4.0,5.0,P
822,Torino,2021-10-02,P,0.0,Juventus,-3.0,-2.0000000000000004,-0.2,-0.2,2.0,5.199999999999999,1.4000000000000001,0.2,21_22,0.0,8.0,N
823,Salernitana,2021-10-02,V,-1.6,Genoa,1.1999999999999993,-1.0,-0.6,-0.6,-2.8000000000000043,-1.200000000000001,-0.6000000000000001,0.0,21_22,1.0,8.0,N
824,Hellas Verona,2021-10-03,V,0.6000000000000001,Spezia,-2.4000000000000004,0.3999999999999999,0.2,0.2,5.399999999999999,5.4,1.0,-0.2,21_22,8.0,0.0,V
825,Atalanta,2021-10-03,P,-1.0000000000000002,Milan,-0.5999999999999979,0.20000000000000018,0.0,-0.2,-4.600000000000001,0.5999999999999996,2.4,0.0,21_22,4.0,4.0,N
826,Sampdoria,2021-10-03,N,0.5999999999999999,Udinese,-0.20000000000000107,-0.40000000000000036,0.0,0.0,2.799999999999997,1.4000000000000004,0.8,0.0,21_22,7.0,3.0,V
827,Roma,2021-10-03,V,0.6000000000000001,Empoli,2.3999999999999986,0.40000000000000036,-0.2,-0.2,3.799999999999997,2.0,0.7999999999999998,0.2,21_22,10.0,0.0,V
828,Bologna,2021-10-03,V,-1.2,Lazio,-0.7999999999999989,-2.5999999999999996,0.0,0.0,-6.200000000000003,3.5999999999999996,0.7999999999999998,0.0,21_22,2.0,5.0,N
829,Fiorentina,2021-10-03,P,-1.1999999999999997,Napoli,-7.600000000000001,-3.9999999999999996,0.39999999999999997,0.39999999999999997,-7.200000000000003,3.0,1.5999999999999999,0.2,21_22,3.0,6.0,P
830,Lazio,2021-10-16,V,-1.8,Inter,-3.5999999999999996,-0.6000000000000005,0.0,-0.2,10.599999999999994,-2.4000000000000004,0.6000000000000001,0.2,21_22,3.0,6.0,N
831,Milan,2021-10-16,V,-0.3999999999999999,Hellas Verona,7.4,0.20000000000000018,-0.2,0.0,4.399999999999999,-4.400000000000002,-0.7999999999999998,0.0,21_22,8.0,1.0,V
832,Spezia,2021-10-16,V,0.4,Salernitana,1.200000000000001,0.6000000000000001,0.0,0.0,3.3999999999999986,-4.0,-1.2000000000000002,0.2,21_22,3.0,0.0,V
833,Genoa,2021-10-17,N,1.0,Sassuolo,-0.5999999999999996,-1.3999999999999995,0.39999999999999997,0.39999999999999997,-8.800000000000004,3.400000000000002,1.2000000000000002,0.0,21_22,3.0,4.0,N
834,Empoli,2021-10-17,P,-0.20000000000000018,Atalanta,1.4000000000000004,0.39999999999999947,0.0,0.0,-3.799999999999997,-0.6000000000000014,-1.2000000000000002,0.0,21_22,2.0,7.0,P
835,Cagliari,2021-10-17,V,-1.0,Sampdoria,-2.0,-2.2,0.0,0.0,-9.200000000000003,0.1999999999999993,-1.0,0.2,21_22,5.0,3.0,V
836,Napoli,2021-10-17,V,1.4,Torino,3.3999999999999986,3.1999999999999997,0.2,0.4,7.399999999999999,-8.0,-0.9999999999999998,-0.2,21_22,6.0,0.0,V
837,Juventus,2021-10-17,V,0.0,Roma,-2.799999999999999,0.7999999999999998,0.0,0.0,-4.799999999999997,1.3999999999999986,-1.1999999999999997,-0.2,21_22,7.0,2.0,N
838,Udinese,2021-10-17,N,-1.0,Bologna,-2.8000000000000007,0.19999999999999973,-0.2,-0.4,-7.799999999999997,0.6000000000000014,0.19999999999999973,0.0,21_22,5.0,1.0,N
839,Venezia,2021-10-18,V,-0.3999999999999999,Fiorentina,-0.40000000000000036,-0.6000000000000001,-0.39999999999999997,-0.39999999999999997,-11.799999999999997,0.0,0.19999999999999973,-0.2,21_22,1.0,9.0,P
840,Sampdoria,2021-10-22,V,0.40000000000000013,Spezia,0.1999999999999993,0.6000000000000001,0.2,0.2,2.799999999999997,1.799999999999999,1.0,-0.2,21_22,7.0,3.0,V
841,Torino,2021-10-22,V,-1.0,Genoa,0.1999999999999993,-0.19999999999999973,-0.6,-0.6,5.200000000000003,6.800000000000001,0.3999999999999999,0.2,21_22,8.0,1.0,V
842,Sassuolo,2021-10-23,V,0.19999999999999996,Venezia,3.3999999999999986,2.0,0.0,0.0,11.0,0.5999999999999996,-0.19999999999999973,0.0,21_22,10.0,0.0,V
843,Bologna,2021-10-23,P,-0.40000000000000013,Milan,0.7999999999999989,0.5999999999999996,0.0,0.2,-1.5999999999999943,-0.8000000000000007,1.7999999999999998,0.0,21_22,0.0,9.0,N
844,Salernitana,2021-10-23,P,-0.5999999999999999,Empoli,-1.8000000000000007,-1.0000000000000004,-0.2,-0.2,0.3999999999999986,4.199999999999999,0.5999999999999996,0.0,21_22,0.0,3.0,-1
845,Inter,2021-10-24,N,0.9999999999999998,Juventus,2.5999999999999996,0.6000000000000005,0.2,0.39999999999999997,-3.1999999999999957,-1.5999999999999996,0.7999999999999998,0.0,21_22,2.0,6.0,N
846,Atalanta,2021-10-24,N,1.4000000000000001,Udinese,4.999999999999998,1.4,0.2,0.4,8.799999999999997,1.1999999999999993,0.19999999999999973,-0.2,21_22,8.0,1.0,V
847,Hellas Verona,2021-10-24,V,0.9999999999999998,Lazio,-4.800000000000001,-0.20000000000000018,0.0,0.0,-8.399999999999999,5.800000000000001,-0.19999999999999973,-0.4,21_22,2.0,6.0,N
848,Roma,2021-10-24,N,-1.2000000000000002,Napoli,1.1999999999999993,-2.1999999999999997,0.0,-0.19999999999999996,-2.3999999999999986,6.399999999999999,1.5999999999999999,0.2,21_22,3.0,5.0,N
849,Fiorentina,2021-10-24,V,-0.19999999999999996,Cagliari,1.1999999999999993,1.2000000000000002,0.2,0.2,19.0,0.1999999999999993,1.0,0.2,21_22,3.0,4.0,V
850,Milan,2021-10-26,V,1.7999999999999998,Torino,2.1999999999999993,1.4000000000000004,0.2,0.2,6.799999999999997,-7.400000000000002,-1.2000000000000002,-0.2,21_22,4.0,3.0,V
851,Venezia,2021-10-26,P,-0.3999999999999999,Salernitana,-5.4,-2.4000000000000004,0.2,0.2,-6.399999999999999,-1.6000000000000014,0.19999999999999973,0.0,21_22,0.0,2.0,V
852,Spezia,2021-10-26,N,-0.6000000000000001,Genoa,-1.1999999999999993,0.6000000000000005,-0.4,-0.4,7.200000000000003,-4.800000000000001,-1.4,0.2,21_22,1.0,9.0,N
853,Cagliari,2021-10-27,P,-0.19999999999999996,Roma,-6.199999999999999,-1.4,-0.2,-0.4,-11.799999999999997,-1.0,-1.5999999999999996,-0.2,21_22,1.0,7.0,P
854,Udinese,2021-10-27,N,-2.0,Hellas Verona,1.200000000000001,-1.4000000000000004,-0.4,-0.4,-5.600000000000001,-1.9999999999999982,0.3999999999999999,0.2,21_22,5.0,2.0,N
855,Empoli,2021-10-27,P,0.40000000000000013,Inter,-1.0,0.8000000000000003,0.0,-0.19999999999999996,-5.199999999999996,-1.6000000000000014,-0.8000000000000003,0.0,21_22,0.0,10.0,P
856,Sampdoria,2021-10-27,P,-0.6000000000000001,Atalanta,-5.4,-1.7999999999999998,0.0,-0.2,-5.799999999999997,-1.6000000000000014,0.3999999999999999,0.0,21_22,4.0,5.0,P
857,Juventus,2021-10-27,P,0.19999999999999996,Sassuolo,1.5999999999999996,-0.6000000000000005,0.2,0.2,-5.200000000000003,1.4000000000000021,-0.5999999999999996,0.0,21_22,7.0,1.0,V
858,Lazio,2021-10-27,V,0.40000000000000013,Fiorentina,-2.4000000000000004,0.6000000000000001,0.0,0.0,-4.200000000000003,1.1999999999999993,0.3999999999999999,0.0,21_22,8.0,1.0,N
859,Napoli,2021-10-28,V,-0.19999999999999996,Bologna,-2.8000000000000007,-0.8000000000000007,0.0,0.19999999999999996,3.3999999999999986,-3.200000000000001,-1.2,-0.4,21_22,7.0,3.0,V
860,Hellas Verona,2021-10-30,V,1.4,Juventus,-3.0,1.2000000000000002,0.19999999999999996,0.19999999999999996,0.20000000000000284,-4.399999999999999,-0.20000000000000018,0.0,21_22,2.0,7.0,V
861,Torino,2021-10-30,V,-1.0,Sampdoria,2.8000000000000007,0.6000000000000001,-0.2,-0.2,6.399999999999999,6.600000000000001,0.0,0.2,21_22,4.0,4.0,N
862,Atalanta,2021-10-30,N,0.7999999999999998,Lazio,5.800000000000001,0.39999999999999947,0.0,0.2,4.799999999999997,-0.7999999999999989,-0.3999999999999999,-0.4,21_22,4.0,1.0,V
863,Genoa,2021-10-31,N,0.6000000000000001,Venezia,6.4,0.7999999999999998,0.2,0.2,2.799999999999997,1.1999999999999993,0.3999999999999999,-0.2,21_22,8.0,0.0,V
864,Sassuolo,2021-10-31,P,0.0,Empoli,1.5999999999999996,2.1999999999999997,-0.2,-0.2,16.4,-0.20000000000000284,1.0,-0.2,21_22,8.0,2.0,V
865,Salernitana,2021-10-31,P,-0.40000000000000013,Napoli,1.1999999999999993,1.1999999999999997,-0.6,-1.0,-8.399999999999999,5.399999999999999,0.5999999999999999,0.0,21_22,0.0,10.0,P
866,Inter,2021-10-31,V,0.40000000000000013,Udinese,2.0,0.0,0.4,0.6,12.200000000000003,-0.40000000000000213,0.6000000000000001,-0.2,21_22,8.0,1.0,V
867,Roma,2021-10-31,P,-1.4000000000000001,Milan,2.9999999999999982,-1.1999999999999997,0.0,0.2,-0.7999999999999972,0.8000000000000007,1.1999999999999997,0.0,21_22,3.0,6.0,N
868,Fiorentina,2021-10-31,V,0.0,Spezia,-2.1999999999999993,-1.8000000000000003,0.4,0.4,3.8000000000000043,0.5999999999999996,1.1999999999999997,0.0,21_22,9.0,0.0,V
869,Bologna,2021-11-01,V,0.6000000000000001,Cagliari,6.799999999999999,2.0,0.0,0.2,9.0,-4.4,0.20000000000000018,0.4,21_22,3.0,5.0,V
870,Empoli,2021-11-05,N,0.3999999999999999,Genoa,-4.4,0.0,0.2,0.2,-10.200000000000003,-1.2000000000000028,-0.20000000000000018,0.2,21_22,0.0,8.0,V
871,Cagliari,2021-11-06,P,-1.4,Atalanta,-7.0,-1.0,-0.2,-0.4,-18.0,-1.0,0.8,0.2,21_22,6.0,5.0,P
872,Spezia,2021-11-06,V,-0.3999999999999999,Torino,-1.4000000000000004,0.19999999999999973,0.0,0.0,0.4000000000000057,-6.800000000000001,-0.9999999999999998,0.2,21_22,2.0,7.0,N
873,Juventus,2021-11-06,V,-0.3999999999999999,Fiorentina,-3.0,-1.4000000000000004,-0.2,-0.2,-5.0,4.199999999999999,-1.0,-0.2,21_22,6.0,2.0,N
874,Lazio,2021-11-07,V,0.19999999999999996,Salernitana,-3.8000000000000007,0.0,0.2,0.2,2.3999999999999986,0.1999999999999993,1.4000000000000001,0.2,21_22,10.0,0.0,V
875,Sampdoria,2021-11-07,P,-0.20000000000000018,Bologna,-2.4000000000000004,-2.2,0.2,0.2,-1.6000000000000014,4.4,0.6000000000000001,-0.2,21_22,2.0,9.0,V
876,Napoli,2021-11-07,N,-1.2000000000000002,Hellas Verona,3.799999999999999,-1.0,0.0,0.4,6.600000000000001,-5.6,-0.8,0.2,21_22,8.0,1.0,V
877,Milan,2021-11-07,N,1.0,Inter,-2.4000000000000004,0.0,0.0,0.0,-4.799999999999997,-0.8000000000000007,1.0,0.2,21_22,2.0,7.0,-1
878,Udinese,2021-11-07,V,-0.6000000000000001,Sassuolo,-0.1999999999999993,-1.1999999999999993,-0.2,-0.2,-17.4,-0.3999999999999986,-1.0,0.2,21_22,6.0,1.0,N
879,Venezia,2021-11-07,V,-0.19999999999999996,Roma,-10.999999999999998,-1.0,0.0,-0.2,-9.200000000000003,0.8000000000000007,-0.7999999999999998,0.2,21_22,1.0,8.0,P
880,Lazio,2021-11-20,P,1.0,Juventus,-1.4000000000000004,1.5999999999999996,0.0,0.0,-0.7999999999999972,-3.1999999999999993,0.19999999999999973,0.2,21_22,3.0,6.0,N
881,Fiorentina,2021-11-20,V,-1.0000000000000002,Milan,1.5999999999999996,0.3999999999999999,0.0,0.0,4.399999999999999,-2.200000000000001,0.20000000000000018,0.2,21_22,4.0,5.0,P
882,Atalanta,2021-11-20,V,1.4,Spezia,4.200000000000001,1.4,0.0,0.2,7.0,-0.6000000000000014,-0.40000000000000013,0.0,21_22,9.0,0.0,V
883,Inter,2021-11-21,V,0.19999999999999996,Napoli,-0.3999999999999986,1.1999999999999997,0.0,0.0,-3.3999999999999986,0.40000000000000036,0.6000000000000001,-0.2,21_22,6.0,1.0,V
884,Salernitana,2021-11-21,P,0.0,Sampdoria,3.200000000000001,1.0,0.0,0.0,3.6000000000000014,0.5999999999999996,-1.5999999999999999,0.0,21_22,1.0,9.0,N
885,Bologna,2021-11-21,P,0.19999999999999996,Venezia,5.199999999999999,2.0,-0.2,-0.2,8.799999999999997,-5.6,0.20000000000000018,0.2,21_22,8.0,2.0,V
886,Sassuolo,2021-11-21,N,1.0,Cagliari,4.800000000000001,2.2,0.0,0.0,17.0,3.0,1.0,-0.2,21_22,2.0,1.0,V
887,Genoa,2021-11-21,P,0.3999999999999999,Roma,-5.599999999999998,-0.40000000000000036,0.4,0.2,-2.6000000000000014,0.1999999999999993,-0.7999999999999998,0.0,21_22,0.0,6.0,P
888,Torino,2021-11-22,V,0.0,Udinese,2.0,0.0,0.0,0.0,21.0,5.4,0.5999999999999996,-0.4,21_22,6.0,4.0,V
889,Hellas Verona,2021-11-22,V,0.19999999999999996,Empoli,-0.40000000000000036,1.0,0.0,0.0,6.599999999999994,3.3999999999999986,1.9999999999999998,0.2,21_22,7.0,2.0,V
890,Cagliari,2021-11-26,N,0.0,Salernitana,-5.8,-1.0,0.2,0.2,-9.399999999999999,0.40000000000000036,0.8,0.0,21_22,8.0,0.0,V
891,Empoli,2021-11-27,V,-0.19999999999999996,Fiorentina,-4.0,-1.6000000000000005,0.0,0.0,-10.800000000000004,3.5999999999999996,-0.5999999999999999,0.0,21_22,2.0,8.0,P
892,Sampdoria,2021-11-27,V,-0.8,Hellas Verona,-4.6,-0.7999999999999998,-0.2,-0.2,-11.800000000000004,-0.7999999999999989,0.3999999999999999,-0.2,21_22,7.0,2.0,N
893,Juventus,2021-11-27,P,-1.4000000000000001,Atalanta,-1.8000000000000007,-2.2,0.39999999999999997,0.39999999999999997,-7.799999999999997,2.3999999999999986,0.0,0.0,21_22,3.0,2.0,N
894,Venezia,2021-11-27,P,-0.6000000000000001,Inter,-6.600000000000001,-0.6000000000000005,-0.2,-0.39999999999999997,-17.0,0.5999999999999996,0.8,0.2,21_22,0.0,10.0,P
895,Udinese,2021-11-28,N,0.19999999999999996,Genoa,1.8000000000000007,1.2000000000000002,-0.4,-0.4,-11.399999999999999,-1.5999999999999979,-0.7999999999999998,0.2,21_22,6.0,0.0,V
896,Roma,2021-11-28,V,-0.20000000000000018,Torino,7.199999999999999,0.8000000000000003,0.0,0.0,-4.199999999999996,-2.0,1.0,0.0,21_22,8.0,3.0,V
897,Spezia,2021-11-28,P,-0.19999999999999996,Bologna,-2.5999999999999996,-0.3999999999999999,0.0,0.0,0.6000000000000014,5.6,1.2,-0.4,21_22,0.0,9.0,-1
898,Napoli,2021-11-28,V,0.0,Lazio,4.6,-0.6000000000000001,0.4,0.4,8.399999999999999,1.799999999999999,-0.5999999999999999,0.2,21_22,8.0,3.0,V
899,Milan,2021-11-28,P,0.20000000000000018,Sassuolo,-0.3999999999999986,-0.39999999999999947,0.0,0.0,-4.200000000000003,-0.8000000000000007,0.20000000000000018,0.2,21_22,6.0,2.0,V
900,Atalanta,2021-11-30,V,1.6,Venezia,6.800000000000001,1.0,0.0,0.0,14.0,1.0,-0.20000000000000018,-0.2,21_22,10.0,0.0,V
901,Hellas Verona,2021-11-30,N,0.3999999999999999,Cagliari,2.4000000000000004,0.6000000000000001,0.0,0.0,9.0,1.8000000000000007,0.7999999999999998,0.2,21_22,4.0,3.0,V
902,Fiorentina,2021-11-30,V,0.20000000000000018,Sampdoria,3.0,1.0,0.2,0.2,7.799999999999997,-4.199999999999999,-1.1999999999999997,0.0,21_22,4.0,5.0,V
903,Salernitana,2021-11-30,P,-0.4,Juventus,-1.0,0.0,-0.4,-0.4,-6.599999999999994,-3.4000000000000004,-1.0000000000000002,0.2,21_22,0.0,10.0,P
904,Sassuolo,2021-12-01,N,-0.20000000000000018,Napoli,-2.0,0.20000000000000018,-0.2,-0.2,-6.600000000000001,-1.1999999999999993,1.0,-0.2,21_22,1.0,6.0,N
905,Genoa,2021-12-01,P,-1.0,Milan,-2.6000000000000014,-0.40000000000000036,0.2,0.2,2.0,0.7999999999999989,0.0,-0.4,21_22,1.0,8.0,P
906,Bologna,2021-12-01,V,-0.6000000000000001,Roma,-6.600000000000001,-0.40000000000000036,0.2,0.2,1.7999999999999972,-6.600000000000001,-1.5999999999999999,0.0,21_22,3.0,6.0,N
907,Inter,2021-12-01,V,1.2,Spezia,8.6,2.6,0.6,0.8,11.599999999999994,-4.0,-1.4,0.0,21_22,10.0,0.0,V
908,Torino,2021-12-02,N,-0.3999999999999999,Empoli,2.5999999999999996,-0.20000000000000018,-0.2,-0.2,15.0,2.799999999999999,0.6000000000000001,-0.2,21_22,8.0,1.0,N
909,Lazio,2021-12-02,N,0.19999999999999996,Udinese,-5.6,-1.4000000000000004,0.0,0.0,10.0,-3.5999999999999996,0.3999999999999999,-0.2,21_22,7.0,1.0,V
910,Milan,2021-12-04,V,1.8,Salernitana,5.6,2.4,0.2,0.2,12.199999999999996,2.8000000000000007,1.9999999999999998,0.2,21_22,9.0,0.0,V
911,Napoli,2021-12-04,P,-0.7999999999999998,Atalanta,-2.0,-1.2000000000000002,-0.2,-0.2,4.200000000000003,2.0,0.40000000000000013,0.2,21_22,5.0,4.0,N
912,Roma,2021-12-04,P,-0.8,Inter,-1.1999999999999993,-1.4000000000000004,-0.8,-1.0,-3.6000000000000014,3.200000000000001,1.7999999999999998,0.0,21_22,0.0,4.0,N
913,Bologna,2021-12-05,P,-1.0000000000000002,Fiorentina,-1.200000000000001,-1.7999999999999998,0.0,0.0,3.4000000000000057,0.6000000000000014,-0.3999999999999999,-0.2,21_22,0.0,5.0,N
914,Juventus,2021-12-05,V,0.7999999999999999,Genoa,3.0,0.5999999999999996,0.2,0.39999999999999997,6.200000000000003,-1.799999999999999,-0.5999999999999996,0.0,21_22,8.0,2.0,V
915,Sampdoria,2021-12-05,P,-0.40000000000000013,Lazio,0.40000000000000036,0.6000000000000001,0.0,0.0,-10.0,4.0,0.8000000000000003,0.0,21_22,1.0,9.0,P
916,Spezia,2021-12-05,N,-1.4,Sassuolo,-5.4,-1.1999999999999997,-0.2,-0.2,-12.199999999999996,3.200000000000001,0.0,0.0,21_22,1.0,9.0,N
917,Venezia,2021-12-05,P,-0.3999999999999999,Hellas Verona,-7.0,-0.6000000000000005,0.2,0.2,-14.599999999999994,-4.0,-1.0,-0.4,21_22,0.0,8.0,N
918,Cagliari,2021-12-06,N,-0.5999999999999999,Torino,-2.1999999999999993,-0.6000000000000001,0.2,0.2,-14.0,-2.1999999999999993,0.3999999999999999,0.0,21_22,3.0,3.0,V
919,Empoli,2021-12-06,V,0.19999999999999996,Udinese,-0.6000000000000014,-0.6000000000000005,0.2,0.2,9.600000000000001,-1.799999999999999,-1.4000000000000001,-0.6,21_22,2.0,8.0,P
920,Genoa,2021-12-10,P,-1.2000000000000002,Sampdoria,-6.4,-2.6,0.2,0.2,-1.0,-3.799999999999999,-0.8000000000000003,0.0,21_22,1.0,6.0,N
