,Data,Casa,Punteggio,Ospiti
128,2015-11-08,Frosinone,2–2,Genoa
129,2015-11-08,Napoli,1–0,Udinese
130,2015-11-08,Sampdoria,0–2,Fiorentina
132,2015-11-21,Bologna,2–2,Roma
133,2015-11-21,Juventus,1–0,Milan
134,2015-11-22,Hellas Verona,0–2,Napoli
135,2015-11-22,Carpi,1–2,Chievo
136,2015-11-22,Atalanta,0–1,Torino
137,2015-11-22,Genoa,2–1,Sassuolo
138,2015-11-22,Udinese,1–0,Sampdoria
139,2015-11-22,Lazio,1–1,Palermo
140,2015-11-22,Fiorentina,2–2,Empoli
141,2015-11-22,Inter,4–0,Frosinone
143,2015-11-28,Torino,2–0,Bologna
144,2015-11-28,Milan,4–1,Sampdoria
145,2015-11-29,Frosinone,3–2,Hellas Verona
146,2015-11-29,Roma,0–2,Atalanta
147,2015-11-29,Chievo,2–3,Udinese
148,2015-11-29,Genoa,1–2,Carpi
149,2015-11-29,Empoli,1–0,Lazio
150,2015-11-29,Palermo,0–3,Juventus
151,2015-11-30,Sassuolo,1–1,Fiorentina
152,2015-11-30,Napoli,2–1,Inter
154,2015-12-04,Lazio,0–2,Juventus
155,2015-12-05,Torino,1–1,Roma
156,2015-12-05,Inter,1–0,Genoa
157,2015-12-06,Bologna,3–2,Napoli
158,2015-12-06,Frosinone,0–2,Chievo
159,2015-12-06,Hellas Verona,0–1,Empoli
160,2015-12-06,Fiorentina,3–0,Udinese
161,2015-12-06,Atalanta,3–0,Palermo
162,2015-12-06,Sampdoria,1–3,Sassuolo
163,2015-12-06,Carpi,0–0,Milan
165,2015-12-12,Genoa,0–1,Bologna
166,2015-12-12,Palermo,4–1,Frosinone
167,2015-12-12,Udinese,0–4,Inter
168,2015-12-13,Empoli,3–0,Carpi
169,2015-12-13,Milan,1–1,Hellas Verona
170,2015-12-13,Chievo,1–0,Atalanta
171,2015-12-13,Napoli,0–0,Roma
172,2015-12-13,Juventus,3–1,Fiorentina
173,2015-12-14,Lazio,1–1,Sampdoria
175,2015-12-19,Bologna,2–3,Empoli
176,2015-12-20,Carpi,2–3,Juventus
177,2015-12-20,Fiorentina,2–0,Chievo
178,2015-12-20,Roma,2–0,Genoa
179,2015-12-20,Atalanta,1–3,Napoli
180,2015-12-20,Hellas Verona,1–1,Sassuolo
181,2015-12-20,Frosinone,2–4,Milan
182,2015-12-20,Torino,0–1,Udinese
183,2015-12-20,Sampdoria,2–0,Palermo
184,2015-12-20,Inter,1–2,Lazio
186,2016-01-05,Genoa,2–3,Sampdoria
187,2016-01-06,Udinese,2–1,Atalanta
188,2016-01-06,Chievo,3–3,Roma
189,2016-01-06,Milan,0–1,Bologna
190,2016-01-06,Juventus,3–0,Hellas Verona
191,2016-01-06,Palermo,1–3,Fiorentina
192,2016-01-06,Lazio,0–0,Carpi
193,2016-01-06,Sassuolo,2–2,Frosinone
194,2016-01-06,Empoli,0–1,Inter
195,2016-01-06,Napoli,2–1,Torino
197,2016-01-09,Carpi,2–1,Udinese
198,2016-01-09,Fiorentina,1–3,Lazio
199,2016-01-09,Roma,1–1,Milan
200,2016-01-10,Inter,0–1,Sassuolo
201,2016-01-10,Bologna,0–1,Chievo
202,2016-01-10,Frosinone,1–5,Napoli
203,2016-01-10,Atalanta,0–2,Genoa
204,2016-01-10,Hellas Verona,0–1,Palermo
205,2016-01-10,Torino,0–1,Empoli
206,2016-01-10,Sampdoria,1–2,Juventus
208,2016-01-16,Atalanta,1–1,Inter
209,2016-01-16,Torino,4–2,Frosinone
210,2016-01-16,Napoli,3–1,Sassuolo
211,2016-01-17,Genoa,4–0,Palermo
212,2016-01-17,Udinese,0–4,Juventus
213,2016-01-17,Roma,1–1,Hellas Verona
214,2016-01-17,Bologna,2–2,Lazio
215,2016-01-17,Chievo,1–1,Empoli
216,2016-01-17,Carpi,2–1,Sampdoria
217,2016-01-17,Milan,2–0,Fiorentina
219,2016-01-20,Sassuolo,1–1,Torino
221,2016-01-23,Frosinone,0–0,Atalanta
222,2016-01-23,Empoli,2–2,Milan
223,2016-01-24,Fiorentina,2–0,Torino
224,2016-01-24,Hellas Verona,1–1,Genoa
225,2016-01-24,Sampdoria,2–4,Napoli
226,2016-01-24,Palermo,4–1,Udinese
227,2016-01-24,Inter,1–1,Carpi
228,2016-01-24,Lazio,4–1,Chievo
229,2016-01-24,Sassuolo,0–2,Bologna
230,2016-01-24,Juventus,1–0,Roma
232,2016-01-30,Carpi,1–1,Palermo
233,2016-01-30,Atalanta,1–1,Sassuolo
234,2016-01-30,Roma,3–1,Frosinone
235,2016-01-31,Chievo,0–4,Juventus
236,2016-01-31,Udinese,0–0,Lazio
237,2016-01-31,Napoli,5–1,Empoli
238,2016-01-31,Bologna,3–2,Sampdoria
239,2016-01-31,Torino,0–0,Hellas Verona
240,2016-01-31,Genoa,0–0,Fiorentina
241,2016-01-31,Milan,3–0,Inter
243,2016-02-02,Sassuolo,0–2,Roma
244,2016-02-03,Frosinone,1–0,Bologna
245,2016-02-03,Lazio,0–2,Napoli
246,2016-02-03,Inter,1–0,Chievo
247,2016-02-03,Fiorentina,2–1,Carpi
248,2016-02-03,Juventus,1–0,Genoa
249,2016-02-03,Hellas Verona,2–1,Atalanta
250,2016-02-03,Palermo,0–2,Milan
251,2016-02-03,Empoli,1–1,Udinese
252,2016-02-03,Sampdoria,2–2,Torino
254,2016-02-06,Bologna,1–1,Fiorentina
255,2016-02-06,Genoa,0–0,Lazio
256,2016-02-07,Hellas Verona,3–3,Inter
257,2016-02-07,Torino,1–2,Chievo
258,2016-02-07,Milan,1–1,Udinese
259,2016-02-07,Sassuolo,2–2,Palermo
260,2016-02-07,Frosinone,0–2,Juventus
261,2016-02-07,Napoli,1–0,Carpi
262,2016-02-07,Atalanta,0–0,Empoli
263,2016-02-07,Roma,2–1,Sampdoria
265,2016-02-11,Lazio,5–2,Hellas Verona
266,2016-02-12,Carpi,1–3,Roma
267,2016-02-13,Empoli,1–2,Frosinone
268,2016-02-13,Chievo,1–1,Sassuolo
269,2016-02-13,Juventus,1–0,Napoli
270,2016-02-14,Milan,2–1,Genoa
271,2016-02-14,Udinese,0–1,Bologna
272,2016-02-14,Sampdoria,0–0,Atalanta
273,2016-02-14,Palermo,1–3,Torino
274,2016-02-14,Fiorentina,2–1,Inter
276,2016-02-19,Bologna,0–0,Juventus
277,2016-02-20,Hellas Verona,3–1,Chievo
278,2016-02-20,Inter,3–1,Sampdoria
279,2016-02-21,Sassuolo,3–2,Empoli
280,2016-02-21,Genoa,2–1,Udinese
281,2016-02-21,Torino,0–0,Carpi
282,2016-02-21,Atalanta,2–3,Fiorentina
283,2016-02-21,Frosinone,0–0,Lazio
284,2016-02-21,Roma,5–0,Palermo
285,2016-02-22,Napoli,1–1,Milan
287,2016-02-27,Empoli,1–3,Roma
288,2016-02-27,Milan,1–0,Torino
289,2016-02-28,Palermo,0–0,Bologna
290,2016-02-28,Udinese,2–0,Hellas Verona
291,2016-02-28,Chievo,1–0,Genoa
292,2016-02-28,Sampdoria,2–0,Frosinone
293,2016-02-28,Carpi,1–1,Atalanta
294,2016-02-28,Juventus,2–0,Inter
295,2016-02-29,Lazio,0–2,Sassuolo
296,2016-02-29,Fiorentina,1–1,Napoli
298,2016-03-04,Roma,4–1,Fiorentina
299,2016-03-05,Hellas Verona,0–3,Sampdoria
300,2016-03-05,Napoli,3–1,Chievo
301,2016-03-06,Torino,1–1,Lazio
302,2016-03-06,Sassuolo,2–0,Milan
303,2016-03-06,Atalanta,0–2,Juventus
304,2016-03-06,Frosinone,2–0,Udinese
305,2016-03-06,Genoa,1–0,Empoli
306,2016-03-06,Bologna,0–0,Carpi
307,2016-03-06,Inter,3–1,Palermo
309,2016-03-11,Juventus,1–0,Sassuolo
310,2016-03-12,Empoli,1–1,Sampdoria
311,2016-03-12,Inter,2–1,Bologna
312,2016-03-13,Chievo,0–0,Milan
313,2016-03-13,Udinese,1–2,Roma
314,2016-03-13,Genoa,3–2,Torino
315,2016-03-13,Fiorentina,1–1,Hellas Verona
316,2016-03-13,Carpi,2–1,Frosinone
317,2016-03-13,Palermo,0–1,Napoli
318,2016-03-13,Lazio,2–0,Atalanta
320,2016-03-19,Empoli,0–0,Palermo
321,2016-03-19,Roma,1–1,Inter
322,2016-03-20,Atalanta,2–0,Bologna
323,2016-03-20,Sampdoria,0–1,Chievo
324,2016-03-20,Frosinone,0–0,Fiorentina
325,2016-03-20,Torino,1–4,Juventus
326,2016-03-20,Sassuolo,1–1,Udinese
327,2016-03-20,Hellas Verona,1–2,Carpi
328,2016-03-20,Napoli,3–1,Genoa
329,2016-03-20,Milan,1–1,Lazio
331,2016-04-02,Carpi,1–3,Sassuolo
332,2016-04-02,Juventus,1–0,Empoli
333,2016-04-03,Udinese,3–1,Napoli
334,2016-04-03,Fiorentina,1–1,Sampdoria
335,2016-04-03,Atalanta,2–1,Milan
336,2016-04-03,Genoa,4–0,Frosinone
337,2016-04-03,Chievo,3–1,Palermo
338,2016-04-03,Lazio,1–4,Roma
339,2016-04-03,Inter,1–2,Torino
340,2016-04-04,Bologna,0–1,Hellas Verona
342,2016-04-09,Frosinone,0–1,Inter
343,2016-04-09,Sassuolo,0–1,Genoa
344,2016-04-09,Chievo,1–0,Carpi
345,2016-04-09,Milan,1–2,Juventus
346,2016-04-10,Empoli,2–0,Fiorentina
347,2016-04-10,Napoli,3–0,Hellas Verona
348,2016-04-10,Sampdoria,2–0,Udinese
349,2016-04-10,Torino,2–1,Atalanta
350,2016-04-10,Palermo,0–3,Lazio
351,2016-04-11,Roma,1–1,Bologna
353,2016-04-16,Bologna,0–1,Torino
354,2016-04-16,Carpi,4–1,Genoa
355,2016-04-16,Inter,2–0,Napoli
356,2016-04-17,Atalanta,3–3,Roma
357,2016-04-17,Hellas Verona,1–2,Frosinone
358,2016-04-17,Fiorentina,3–1,Sassuolo
359,2016-04-17,Udinese,0–0,Chievo
360,2016-04-17,Juventus,4–0,Palermo
361,2016-04-17,Lazio,2–0,Empoli
362,2016-04-17,Sampdoria,0–1,Milan
364,2016-04-19,Napoli,6–0,Bologna
365,2016-04-20,Sassuolo,0–0,Sampdoria
366,2016-04-20,Palermo,2–2,Atalanta
367,2016-04-20,Empoli,1–0,Hellas Verona
368,2016-04-20,Juventus,3–0,Lazio
369,2016-04-20,Chievo,5–1,Frosinone
370,2016-04-20,Roma,3–2,Torino
371,2016-04-20,Udinese,2–1,Fiorentina
372,2016-04-20,Genoa,1–0,Inter
373,2016-04-21,Milan,0–0,Carpi
375,2016-04-23,Inter,3–1,Udinese
376,2016-04-24,Frosinone,0–2,Palermo
377,2016-04-24,Bologna,2–0,Genoa
378,2016-04-24,Torino,1–3,Sassuolo
379,2016-04-24,Sampdoria,2–1,Lazio
380,2016-04-24,Atalanta,1–0,Chievo
381,2016-04-24,Fiorentina,1–2,Juventus
382,2016-04-25,Roma,1–0,Napoli
383,2016-04-25,Hellas Verona,2–1,Milan
384,2016-04-25,Carpi,1–0,Empoli
386,2016-04-30,Udinese,1–5,Torino
387,2016-04-30,Chievo,0–0,Fiorentina
388,2016-05-01,Juventus,2–0,Carpi
389,2016-05-01,Milan,3–3,Frosinone
390,2016-05-01,Empoli,0–0,Bologna
391,2016-05-01,Sassuolo,1–0,Hellas Verona
392,2016-05-01,Palermo,2–0,Sampdoria
393,2016-05-01,Lazio,2–0,Inter
394,2016-05-02,Genoa,2–3,Roma
395,2016-05-02,Napoli,2–1,Atalanta
397,2016-05-07,Inter,2–1,Empoli
398,2016-05-07,Bologna,0–1,Milan
399,2016-05-08,Roma,3–0,Chievo
400,2016-05-08,Sampdoria,0–3,Genoa
401,2016-05-08,Carpi,1–3,Lazio
402,2016-05-08,Atalanta,1–1,Udinese
403,2016-05-08,Fiorentina,0–0,Palermo
404,2016-05-08,Frosinone,0–1,Sassuolo
405,2016-05-08,Hellas Verona,2–1,Juventus
406,2016-05-08,Torino,1–2,Napoli
408,2016-05-14,Juventus,5–0,Sampdoria
409,2016-05-14,Napoli,4–0,Frosinone
410,2016-05-14,Sassuolo,3–1,Inter
411,2016-05-14,Milan,1–3,Roma
412,2016-05-15,Empoli,2–1,Torino
413,2016-05-15,Genoa,1–2,Atalanta
414,2016-05-15,Chievo,0–0,Bologna
415,2016-05-15,Udinese,1–2,Carpi
416,2016-05-15,Palermo,3–2,Hellas Verona
417,2016-05-15,Lazio,2–4,Fiorentina
