,id,h_team,h_goals,a_team,a_goals,result,date,matchday,h_total_shots,h_shots_on_target,a_total_shots,a_shots_on_target,h_goals_on_penalty,h_total_penalties,a_goals_on_penalty,a_total_penalties,h_completed_passings,h_total_passings,a_completed_passings,a_total_passings,h_corners,a_corners,h_fouls,h_yellow_cards,h_red_cards,a_yellow_cards,a_red_cards,a_fouls,h_percentage_possession,a_percentage_possession
0,233,Juventus,2,Hellas Verona,0,V,2022-02-06,Giornata n. 24,11.0,8.0,13.0,1.0,0,0,0,0,362.0,461.0,440.0,552.0,6.0,5.0,12.0,1,0,1,0,11.0,46.0,54.0
0,234,Salernitana,2,Spezia,2,N,2022-02-07,Giornata n. 24,10.0,5.0,11.0,0.0,0,0,2,2,395.0,512.0,299.0,396.0,5.0,6.0,13.0,3,0,3,0,22.0,56.0,44.0
0,235,Torino,1,Venezia,2,P,2022-02-12,Giornata n. 25,14.0,2.0,6.0,2.0,0,0,0,0,406.0,520.0,151.0,258.0,8.0,4.0,16.0,2,0,3,1,13.0,67.0,33.0
0,236,Lazio,3,Bologna,0,V,2022-02-12,Giornata n. 25,11.0,5.0,11.0,3.0,1,1,0,0,549.0,634.0,422.0,488.0,5.0,3.0,13.0,2,0,2,0,16.0,57.0,43.0
0,237,Napoli,1,Inter,1,N,2022-02-12,Giornata n. 25,12.0,3.0,8.0,2.0,1,1,0,0,456.0,534.0,485.0,564.0,4.0,2.0,7.0,1,0,1,0,14.0,49.0,51.0
0,238,Sassuolo,2,Roma,2,N,2022-02-13,Giornata n. 25,12.0,3.0,12.0,7.0,0,0,1,1,345.0,425.0,397.0,503.0,4.0,3.0,12.0,4,1,2,0,16.0,46.0,54.0
0,239,Atalanta,1,Juventus,1,N,2022-02-13,Giornata n. 25,21.0,3.0,15.0,6.0,0,0,0,0,456.0,551.0,396.0,504.0,8.0,8.0,13.0,2,0,3,0,12.0,52.0,48.0
0,240,Hellas Verona,4,Udinese,0,V,2022-02-13,Giornata n. 25,6.0,5.0,21.0,6.0,0,0,0,0,271.0,388.0,354.0,487.0,2.0,7.0,17.0,3,0,1,0,8.0,44.0,56.0
0,241,Milan,1,Sampdoria,0,V,2022-02-13,Giornata n. 25,15.0,7.0,4.0,1.0,0,0,0,0,418.0,510.0,410.0,505.0,4.0,0.0,14.0,3,0,1,0,14.0,50.0,50.0
0,242,Genoa,1,Salernitana,1,N,2022-02-13,Giornata n. 25,16.0,5.0,12.0,4.0,0,0,0,0,268.0,388.0,277.0,396.0,5.0,4.0,22.0,3,0,2,0,11.0,49.0,51.0
0,243,Empoli,1,Cagliari,1,N,2022-02-13,Giornata n. 25,15.0,6.0,17.0,4.0,0,0,0,0,253.0,369.0,320.0,444.0,6.0,4.0,19.0,1,0,2,0,14.0,45.0,55.0
0,244,Spezia,1,Fiorentina,2,P,2022-02-14,Giornata n. 25,9.0,1.0,20.0,4.0,0,0,0,1,192.0,263.0,433.0,527.0,4.0,8.0,20.0,2,0,1,0,10.0,33.0,67.0
0,245,Juventus,1,Torino,1,N,2022-02-18,Giornata n. 26,12.0,3.0,10.0,3.0,0,0,0,0,318.0,412.0,391.0,489.0,7.0,9.0,17.0,1,0,2,0,20.0,46.0,54.0
0,246,Sampdoria,2,Empoli,0,V,2022-02-19,Giornata n. 26,8.0,3.0,10.0,2.0,0,0,0,0,296.0,391.0,435.0,538.0,3.0,6.0,17.0,4,0,2,0,12.0,42.0,58.0
0,247,Salernitana,2,Milan,2,N,2022-02-19,Giornata n. 26,9.0,4.0,13.0,5.0,0,0,0,0,259.0,349.0,430.0,532.0,4.0,7.0,19.0,2,0,4,0,13.0,40.0,60.0
0,248,Roma,2,Hellas Verona,2,N,2022-02-19,Giornata n. 26,7.0,3.0,5.0,3.0,0,0,0,0,411.0,550.0,293.0,419.0,4.0,2.0,19.0,3,0,2,0,14.0,57.0,43.0
0,249,Fiorentina,1,Atalanta,0,V,2022-02-20,Giornata n. 26,6.0,3.0,7.0,1.0,0,0,0,0,373.0,461.0,382.0,471.0,2.0,1.0,19.0,2,0,5,0,23.0,49.0,51.0
0,250,Inter,0,Sassuolo,2,P,2022-02-20,Giornata n. 26,29.0,7.0,13.0,5.0,0,0,0,0,537.0,628.0,367.0,447.0,8.0,3.0,12.0,1,0,2,0,14.0,58.0,42.0
0,251,Udinese,1,Lazio,1,N,2022-02-20,Giornata n. 26,12.0,2.0,10.0,2.0,0,0,0,0,325.0,407.0,503.0,588.0,2.0,12.0,24.0,3,0,2,0,9.0,41.0,59.0
0,252,Venezia,1,Genoa,1,N,2022-02-20,Giornata n. 26,15.0,4.0,12.0,2.0,0,0,0,0,218.0,369.0,272.0,421.0,6.0,5.0,14.0,2,0,2,0,19.0,47.0,53.0
0,253,Bologna,2,Spezia,1,V,2022-02-21,Giornata n. 26,19.0,7.0,6.0,2.0,0,0,0,0,456.0,566.0,263.0,360.0,11.0,0.0,7.0,1,0,1,0,16.0,61.0,39.0
0,254,Cagliari,1,Napoli,1,N,2022-02-21,Giornata n. 26,13.0,5.0,7.0,3.0,0,0,0,0,290.0,419.0,363.0,494.0,3.0,5.0,18.0,1,0,2,0,22.0,46.0,54.0
0,255,Milan,1,Udinese,1,N,2022-02-25,Giornata n. 27,9.0,3.0,11.0,6.0,0,0,0,0,445.0,535.0,247.0,328.0,5.0,4.0,14.0,2,0,4,0,19.0,62.0,38.0
0,256,Genoa,0,Inter,0,N,2022-02-25,Giornata n. 27,7.0,1.0,21.0,4.0,0,0,0,0,157.0,266.0,529.0,652.0,0.0,14.0,12.0,1,0,1,0,10.0,29.0,71.0
0,257,Salernitana,1,Bologna,1,N,2022-02-26,Giornata n. 27,16.0,4.0,8.0,3.0,0,0,0,0,372.0,463.0,276.0,370.0,6.0,1.0,18.0,2,0,3,0,26.0,56.0,44.0
0,258,Empoli,2,Juventus,3,P,2022-02-26,Giornata n. 27,11.0,2.0,12.0,5.0,0,0,0,0,419.0,519.0,372.0,463.0,7.0,3.0,18.0,2,0,0,0,8.0,53.0,47.0
0,259,Sassuolo,2,Fiorentina,1,V,2022-02-26,Giornata n. 27,16.0,6.0,15.0,6.0,0,0,0,0,376.0,450.0,365.0,463.0,6.0,10.0,14.0,1,0,2,1,13.0,49.0,51.0
0,260,Lazio,1,Napoli,2,P,2022-02-27,Giornata n. 27,13.0,8.0,14.0,7.0,0,0,0,0,497.0,568.0,601.0,690.0,1.0,5.0,14.0,3,0,2,0,17.0,45.0,55.0
0,261,Hellas Verona,3,Venezia,1,V,2022-02-27,Giornata n. 27,19.0,11.0,9.0,3.0,0,0,0,0,393.0,525.0,249.0,389.0,5.0,5.0,13.0,0,0,1,0,14.0,57.0,43.0
0,262,Spezia,0,Roma,1,P,2022-02-27,Giornata n. 27,9.0,3.0,30.0,7.0,0,0,1,1,270.0,365.0,560.0,655.0,1.0,8.0,13.0,5,1,3,0,11.0,36.0,64.0
0,263,Torino,1,Cagliari,2,P,2022-02-27,Giornata n. 27,15.0,6.0,11.0,5.0,0,0,0,0,319.0,467.0,213.0,359.0,4.0,3.0,21.0,2,0,4,0,25.0,57.0,43.0
0,264,Atalanta,4,Sampdoria,0,V,2022-02-28,Giornata n. 27,19.0,9.0,6.0,1.0,0,0,0,0,556.0,659.0,407.0,514.0,8.0,1.0,15.0,1,0,2,0,8.0,56.0,44.0
0,265,Inter,5,Salernitana,0,V,2022-03-04,Giornata n. 28,23.0,12.0,11.0,3.0,0,0,0,0,503.0,575.0,322.0,384.0,10.0,3.0,12.0,2,0,1,0,8.0,60.0,40.0
0,266,Cagliari,0,Lazio,3,P,2022-03-05,Giornata n. 28,16.0,3.0,14.0,4.0,0,0,1,1,357.0,481.0,477.0,587.0,7.0,6.0,11.0,3,0,2,1,13.0,45.0,55.0
0,267,Roma,1,Atalanta,0,V,2022-03-05,Giornata n. 28,13.0,4.0,7.0,4.0,0,0,0,0,250.0,346.0,543.0,628.0,6.0,3.0,18.0,6,1,4,1,17.0,36.0,64.0
0,268,Udinese,2,Sampdoria,1,V,2022-03-05,Giornata n. 28,20.0,5.0,8.0,3.0,0,0,0,0,281.0,404.0,413.0,535.0,11.0,4.0,20.0,5,0,2,0,15.0,43.0,57.0
0,269,Bologna,0,Torino,0,N,2022-03-06,Giornata n. 28,6.0,1.0,13.0,2.0,0,0,0,0,273.0,385.0,250.0,357.0,5.0,7.0,23.0,3,0,3,0,16.0,52.0,48.0
0,270,Genoa,0,Empoli,0,N,2022-03-06,Giornata n. 28,19.0,6.0,8.0,2.0,0,0,0,0,336.0,458.0,276.0,422.0,7.0,2.0,15.0,4,0,3,0,22.0,52.0,48.0
0,271,Juventus,1,Spezia,0,V,2022-03-06,Giornata n. 28,10.0,3.0,9.0,4.0,0,0,0,0,534.0,616.0,392.0,475.0,4.0,4.0,15.0,3,0,1,0,13.0,56.0,44.0
0,272,Venezia,1,Sassuolo,4,P,2022-03-06,Giornata n. 28,15.0,4.0,13.0,7.0,0,1,3,3,342.0,431.0,433.0,520.0,8.0,6.0,18.0,4,0,1,0,15.0,45.0,55.0
0,273,Fiorentina,1,Hellas Verona,1,N,2022-03-06,Giornata n. 28,8.0,2.0,3.0,1.0,0,0,1,1,313.0,416.0,307.0,412.0,4.0,2.0,15.0,0,0,4,0,15.0,50.0,50.0
0,274,Napoli,0,Milan,1,P,2022-03-06,Giornata n. 28,10.0,3.0,12.0,7.0,0,0,0,0,497.0,581.0,310.0,392.0,6.0,7.0,10.0,4,0,4,0,20.0,60.0,40.0
0,275,Spezia,2,Cagliari,0,V,2022-03-12,Giornata n. 29,14.0,8.0,11.0,1.0,0,1,0,0,220.0,350.0,333.0,465.0,5.0,7.0,13.0,1,0,4,0,20.0,43.0,57.0
0,276,Salernitana,2,Sassuolo,2,N,2022-03-12,Giornata n. 29,15.0,5.0,20.0,7.0,0,0,0,0,392.0,476.0,455.0,527.0,5.0,5.0,13.0,2,0,4,1,16.0,47.0,53.0
0,277,Sampdoria,1,Juventus,3,P,2022-03-12,Giornata n. 29,16.0,4.0,5.0,2.0,0,1,1,1,490.0,561.0,525.0,594.0,9.0,0.0,7.0,0,0,2,0,17.0,49.0,51.0
0,278,Milan,1,Empoli,0,V,2022-03-12,Giornata n. 29,15.0,5.0,5.0,3.0,0,0,0,0,451.0,543.0,397.0,492.0,5.0,4.0,7.0,1,0,0,0,12.0,52.0,48.0
0,279,Fiorentina,1,Bologna,0,V,2022-03-13,Giornata n. 29,14.0,5.0,4.0,0.0,0,0,0,0,423.0,529.0,243.0,340.0,9.0,1.0,10.0,1,0,5,1,17.0,61.0,39.0
0,280,Hellas Verona,1,Napoli,2,P,2022-03-13,Giornata n. 29,8.0,1.0,13.0,4.0,0,0,0,0,365.0,469.0,375.0,485.0,3.0,5.0,19.0,6,2,0,0,9.0,49.0,51.0
0,281,Torino,1,Inter,1,N,2022-03-13,Giornata n. 29,13.0,3.0,14.0,6.0,0,0,0,0,323.0,424.0,403.0,529.0,3.0,4.0,17.0,1,0,5,0,21.0,44.0,56.0
0,282,Atalanta,0,Genoa,0,N,2022-03-13,Giornata n. 29,12.0,2.0,13.0,3.0,0,0,0,0,461.0,644.0,291.0,455.0,4.0,3.0,14.0,2,0,0,0,18.0,59.0,41.0
0,283,Udinese,1,Roma,1,N,2022-03-13,Giornata n. 29,11.0,5.0,9.0,2.0,0,0,1,1,285.0,367.0,534.0,619.0,6.0,4.0,17.0,3,0,2,0,14.0,37.0,63.0
0,284,Lazio,1,Venezia,0,V,2022-03-14,Giornata n. 29,9.0,0.0,7.0,2.0,1,1,0,0,670.0,760.0,315.0,387.0,8.0,4.0,10.0,1,0,1,0,13.0,66.0,34.0
0,285,Genoa,1,Torino,0,V,2022-03-18,Giornata n. 30,7.0,2.0,9.0,3.0,0,0,0,0,134.0,239.0,605.0,692.0,2.0,3.0,13.0,3,1,3,0,19.0,26.0,74.0
0,286,Sassuolo,4,Spezia,1,V,2022-03-18,Giornata n. 30,14.0,6.0,6.0,1.0,1,1,0,0,490.0,578.0,333.0,426.0,6.0,2.0,14.0,2,0,3,0,18.0,58.0,42.0
0,287,Inter,1,Fiorentina,1,N,2022-03-19,Giornata n. 30,13.0,5.0,17.0,4.0,0,0,0,0,433.0,525.0,424.0,518.0,5.0,3.0,15.0,1,0,2,0,13.0,50.0,50.0
0,288,Napoli,2,Udinese,1,V,2022-03-19,Giornata n. 30,20.0,8.0,10.0,3.0,0,0,0,0,531.0,621.0,264.0,354.0,7.0,4.0,10.0,2,0,2,1,13.0,64.0,36.0
0,289,Cagliari,0,Milan,1,P,2022-03-19,Giornata n. 30,13.0,1.0,21.0,5.0,0,0,0,0,242.0,368.0,397.0,494.0,6.0,5.0,14.0,1,0,0,0,16.0,43.0,57.0
0,290,Bologna,0,Atalanta,1,P,2022-03-20,Giornata n. 30,12.0,3.0,15.0,2.0,0,0,0,0,467.0,604.0,279.0,400.0,6.0,3.0,9.0,0,0,1,0,12.0,60.0,40.0
0,291,Empoli,1,Hellas Verona,1,N,2022-03-20,Giornata n. 30,7.0,2.0,13.0,4.0,0,0,0,1,213.0,332.0,428.0,532.0,3.0,7.0,17.0,2,0,3,0,13.0,38.0,62.0
0,292,Venezia,0,Sampdoria,2,P,2022-03-20,Giornata n. 30,13.0,1.0,8.0,4.0,0,0,0,0,296.0,405.0,348.0,457.0,3.0,4.0,30.0,5,1,1,0,24.0,47.0,53.0
0,293,Roma,3,Lazio,0,V,2022-03-20,Giornata n. 30,12.0,6.0,9.0,3.0,0,0,0,0,256.0,342.0,577.0,669.0,5.0,3.0,17.0,4,0,3,0,14.0,34.0,66.0
0,294,Juventus,2,Salernitana,0,V,2022-03-20,Giornata n. 30,12.0,7.0,12.0,4.0,0,0,0,0,477.0,557.0,364.0,440.0,5.0,5.0,11.0,3,0,2,0,13.0,56.0,44.0
0,295,Spezia,1,Venezia,0,V,2022-04-02,Giornata n. 31,11.0,4.0,15.0,3.0,0,0,0,0,332.0,453.0,310.0,405.0,5.0,2.0,18.0,3,0,1,0,14.0,53.0,47.0
0,296,Lazio,2,Sassuolo,1,V,2022-04-02,Giornata n. 31,14.0,5.0,20.0,5.0,0,0,0,0,570.0,638.0,494.0,554.0,4.0,3.0,11.0,1,0,3,0,8.0,54.0,46.0
0,297,Salernitana,0,Torino,1,P,2022-04-02,Giornata n. 31,14.0,4.0,7.0,4.0,0,0,1,1,283.0,410.0,269.0,368.0,9.0,2.0,16.0,5,1,4,0,29.0,53.0,47.0
0,298,Sampdoria,0,Roma,1,P,2022-04-03,Giornata n. 31,8.0,3.0,6.0,1.0,0,0,0,0,379.0,483.0,414.0,510.0,4.0,4.0,16.0,2,0,3,0,15.0,49.0,51.0
0,299,Udinese,5,Cagliari,1,V,2022-04-03,Giornata n. 31,24.0,11.0,6.0,3.0,0,0,0,0,392.0,469.0,346.0,450.0,2.0,2.0,20.0,2,0,4,1,15.0,51.0,49.0
0,300,Atalanta,1,Napoli,3,P,2022-04-03,Giornata n. 31,19.0,3.0,5.0,4.0,0,0,1,1,485.0,579.0,368.0,473.0,9.0,1.0,17.0,2,0,3,0,12.0,55.0,45.0
0,301,Juventus,0,Inter,1,P,2022-04-03,Giornata n. 31,22.0,5.0,5.0,1.0,0,0,1,1,449.0,543.0,376.0,461.0,8.0,1.0,10.0,4,1,4,0,20.0,54.0,46.0
0,302,Fiorentina,1,Empoli,0,V,2022-04-03,Giornata n. 31,24.0,11.0,4.0,1.0,0,0,0,0,506.0,574.0,294.0,361.0,4.0,0.0,10.0,1,0,3,1,19.0,61.0,39.0
0,303,Milan,0,Bologna,0,N,2022-04-04,Giornata n. 31,33.0,7.0,8.0,4.0,0,0,0,0,377.0,484.0,328.0,425.0,9.0,2.0,11.0,0,0,2,0,10.0,53.0,47.0
0,304,Hellas Verona,1,Genoa,0,V,2022-04-04,Giornata n. 31,7.0,4.0,7.0,4.0,0,0,0,0,261.0,395.0,295.0,465.0,2.0,5.0,17.0,4,0,3,0,15.0,46.0,54.0
0,305,Cagliari,1,Juventus,2,P,2022-04-09,Giornata n. 32,4.0,1.0,20.0,7.0,0,0,0,0,256.0,375.0,436.0,533.0,1.0,4.0,19.0,1,0,0,0,10.0,41.0,59.0
0,306,Inter,2,Hellas Verona,0,V,2022-04-09,Giornata n. 32,18.0,6.0,9.0,3.0,0,0,0,0,335.0,455.0,394.0,486.0,10.0,2.0,14.0,2,0,0,0,8.0,48.0,52.0
0,307,Empoli,0,Spezia,0,N,2022-04-09,Giornata n. 32,15.0,4.0,11.0,4.0,0,0,0,0,364.0,477.0,251.0,357.0,5.0,4.0,10.0,2,0,2,0,21.0,57.0,43.0
0,308,Torino,0,Milan,0,N,2022-04-10,Giornata n. 32,14.0,3.0,14.0,4.0,0,0,0,0,268.0,361.0,365.0,472.0,6.0,5.0,19.0,2,0,2,0,8.0,43.0,57.0
0,309,Roma,2,Salernitana,1,V,2022-04-10,Giornata n. 32,17.0,7.0,6.0,3.0,0,0,0,0,456.0,548.0,203.0,284.0,9.0,2.0,19.0,5,0,8,0,25.0,66.0,34.0
0,310,Sassuolo,2,Atalanta,1,V,2022-04-10,Giornata n. 32,14.0,7.0,15.0,4.0,0,0,0,0,442.0,526.0,421.0,509.0,8.0,8.0,19.0,2,0,1,0,15.0,51.0,49.0
0,311,Napoli,2,Fiorentina,3,P,2022-04-10,Giornata n. 32,15.0,3.0,11.0,4.0,0,0,0,0,437.0,528.0,442.0,528.0,3.0,2.0,14.0,0,0,3,0,19.0,50.0,50.0
0,312,Venezia,1,Udinese,2,P,2022-04-10,Giornata n. 32,9.0,4.0,15.0,4.0,0,0,1,1,299.0,395.0,261.0,367.0,7.0,11.0,16.0,7,0,2,0,14.0,52.0,48.0
0,313,Genoa,1,Lazio,4,P,2022-04-10,Giornata n. 32,15.0,4.0,17.0,11.0,0,0,0,0,349.0,442.0,467.0,573.0,3.0,6.0,9.0,0,0,1,0,9.0,44.0,56.0
0,314,Bologna,2,Sampdoria,0,V,2022-04-11,Giornata n. 32,19.0,4.0,9.0,2.0,0,0,0,0,456.0,557.0,403.0,495.0,6.0,0.0,12.0,1,0,2,0,12.0,53.0,47.0
0,315,Milan,2,Genoa,0,V,2022-04-15,Giornata n. 33,10.0,5.0,7.0,1.0,0,0,0,0,442.0,536.0,274.0,382.0,3.0,1.0,11.0,1,0,2,0,22.0,58.0,42.0
0,316,Spezia,1,Inter,3,P,2022-04-15,Giornata n. 33,11.0,3.0,23.0,7.0,0,0,0,0,229.0,334.0,541.0,644.0,6.0,7.0,13.0,2,0,0,0,12.0,34.0,66.0
0,317,Lazio,1,Torino,1,N,2022-04-16,Giornata n. 33,10.0,4.0,12.0,4.0,0,0,0,0,414.0,512.0,483.0,553.0,9.0,7.0,10.0,1,0,2,0,12.0,48.0,52.0
0,318,Juventus,1,Bologna,1,N,2022-04-16,Giornata n. 33,24.0,4.0,10.0,2.0,0,0,0,0,373.0,443.0,350.0,420.0,4.0,5.0,11.0,1,0,5,2,12.0,51.0,49.0
0,319,Cagliari,1,Sassuolo,0,V,2022-04-16,Giornata n. 33,15.0,7.0,8.0,2.0,0,0,0,0,220.0,329.0,444.0,563.0,3.0,3.0,18.0,2,0,2,0,11.0,37.0,63.0
0,320,Sampdoria,1,Salernitana,2,P,2022-04-16,Giornata n. 33,5.0,1.0,7.0,2.0,0,0,0,0,537.0,652.0,230.0,319.0,5.0,2.0,18.0,1,0,7,0,25.0,67.0,33.0
0,321,Udinese,4,Empoli,1,V,2022-04-16,Giornata n. 33,13.0,5.0,14.0,3.0,0,0,1,1,248.0,319.0,394.0,489.0,4.0,7.0,21.0,1,0,4,0,13.0,39.0,61.0
0,322,Fiorentina,1,Venezia,0,V,2022-04-16,Giornata n. 33,22.0,5.0,3.0,1.0,0,0,0,0,540.0,616.0,200.0,280.0,5.0,0.0,16.0,4,0,4,0,19.0,69.0,31.0
0,323,Napoli,1,Roma,1,N,2022-04-18,Giornata n. 33,8.0,3.0,8.0,6.0,1,1,0,0,370.0,456.0,381.0,470.0,5.0,5.0,23.0,4,0,2,1,16.0,49.0,51.0
0,324,Atalanta,1,Hellas Verona,2,P,2022-04-18,Giornata n. 33,17.0,4.0,21.0,6.0,0,0,0,0,437.0,559.0,333.0,433.0,10.0,1.0,14.0,3,0,3,0,13.0,56.0,44.0
0,325,Udinese,0,Salernitana,1,P,2022-04-20,Giornata n. 19,12.0,3.0,9.0,2.0,0,0,0,0,320.0,435.0,275.0,374.0,9.0,3.0,23.0,3,0,5,0,14.0,54.0,46.0
0,326,Hellas Verona,1,Sampdoria,1,N,2022-04-23,Giornata n. 34,12.0,1.0,3.0,2.0,0,0,0,1,408.0,524.0,271.0,394.0,4.0,5.0,15.0,1,0,3,0,16.0,57.0,43.0
0,327,Inter,3,Roma,1,V,2022-04-23,Giornata n. 34,11.0,8.0,9.0,2.0,0,0,0,0,408.0,491.0,517.0,595.0,4.0,3.0,11.0,2,0,2,0,13.0,45.0,55.0
0,328,Torino,2,Spezia,1,V,2022-04-23,Giornata n. 34,14.0,5.0,6.0,1.0,1,1,1,1,441.0,539.0,323.0,443.0,5.0,6.0,11.0,1,0,2,0,17.0,55.0,45.0
0,329,Venezia,1,Atalanta,3,P,2022-04-23,Giornata n. 34,9.0,2.0,19.0,4.0,0,0,0,0,327.0,434.0,555.0,670.0,0.0,7.0,12.0,0,0,3,0,14.0,39.0,61.0
0,330,Genoa,1,Cagliari,0,V,2022-04-24,Giornata n. 34,13.0,2.0,11.0,1.0,0,0,0,0,242.0,414.0,189.0,362.0,2.0,3.0,22.0,3,0,2,0,18.0,53.0,47.0
0,331,Bologna,2,Udinese,2,N,2022-04-24,Giornata n. 34,10.0,3.0,17.0,5.0,0,0,0,0,379.0,474.0,306.0,392.0,2.0,4.0,9.0,2,0,2,0,23.0,55.0,45.0
0,332,Salernitana,2,Fiorentina,1,V,2022-04-24,Giornata n. 34,10.0,4.0,8.0,3.0,0,0,0,0,155.0,246.0,521.0,630.0,6.0,4.0,17.0,1,0,1,0,12.0,28.0,72.0
0,333,Empoli,3,Napoli,2,V,2022-04-24,Giornata n. 34,17.0,7.0,16.0,2.0,0,0,0,0,305.0,404.0,451.0,557.0,10.0,7.0,13.0,4,0,1,0,10.0,42.0,58.0
0,334,Lazio,1,Milan,2,P,2022-04-24,Giornata n. 34,7.0,2.0,25.0,8.0,0,0,0,0,345.0,437.0,389.0,501.0,2.0,8.0,14.0,3,0,4,0,16.0,47.0,53.0
0,335,Sassuolo,1,Juventus,2,P,2022-04-25,Giornata n. 34,22.0,7.0,10.0,5.0,0,0,0,0,619.0,691.0,336.0,416.0,6.0,4.0,16.0,2,1,2,0,10.0,62.0,38.0
0,336,Atalanta,4,Torino,4,N,2022-04-27,Giornata n. 20,15.0,3.0,3.0,2.0,2,2,2,2,359.0,462.0,376.0,472.0,8.0,0.0,12.0,2,0,2,0,13.0,49.0,51.0
0,337,Bologna,2,Inter,1,V,2022-04-27,Giornata n. 20,5.0,3.0,26.0,6.0,0,0,0,0,363.0,440.0,534.0,629.0,0.0,7.0,12.0,1,0,3,0,11.0,41.0,59.0
0,338,Fiorentina,0,Udinese,4,P,2022-04-27,Giornata n. 20,18.0,7.0,17.0,8.0,0,0,0,0,485.0,592.0,146.0,229.0,14.0,2.0,12.0,3,0,4,0,25.0,72.0,28.0
0,339,Cagliari,1,Hellas Verona,2,P,2022-04-30,Giornata n. 35,14.0,4.0,13.0,4.0,0,0,0,0,353.0,487.0,216.0,331.0,2.0,2.0,16.0,2,0,4,0,26.0,60.0,40.0
0,340,Spezia,3,Lazio,4,P,2022-04-30,Giornata n. 35,9.0,3.0,21.0,8.0,0,0,1,1,196.0,296.0,580.0,677.0,4.0,5.0,17.0,3,0,1,0,10.0,30.0,70.0
0,341,Sampdoria,1,Genoa,0,V,2022-04-30,Giornata n. 35,10.0,2.0,13.0,4.0,0,0,0,1,261.0,374.0,272.0,400.0,1.0,2.0,19.0,3,0,1,0,26.0,48.0,52.0
0,342,Napoli,6,Sassuolo,1,V,2022-04-30,Giornata n. 35,18.0,8.0,13.0,4.0,0,0,0,0,519.0,580.0,445.0,507.0,4.0,3.0,12.0,0,0,3,0,11.0,53.0,47.0
0,343,Juventus,2,Venezia,1,V,2022-05-01,Giornata n. 35,18.0,4.0,9.0,3.0,0,0,0,0,381.0,455.0,373.0,459.0,8.0,4.0,18.0,3,0,3,0,14.0,50.0,50.0
0,344,Roma,0,Bologna,0,N,2022-05-01,Giornata n. 35,18.0,5.0,10.0,4.0,0,0,0,0,303.0,399.0,429.0,535.0,10.0,5.0,10.0,0,0,1,0,12.0,43.0,57.0
0,345,Milan,1,Fiorentina,0,V,2022-05-01,Giornata n. 35,13.0,2.0,8.0,2.0,0,0,0,0,341.0,437.0,369.0,457.0,2.0,2.0,18.0,1,0,3,0,17.0,49.0,51.0
0,346,Empoli,1,Torino,3,P,2022-05-01,Giornata n. 35,11.0,4.0,11.0,1.0,0,0,2,2,223.0,309.0,394.0,493.0,5.0,4.0,16.0,4,2,2,0,12.0,39.0,61.0
0,347,Udinese,1,Inter,2,P,2022-05-01,Giornata n. 35,8.0,5.0,11.0,4.0,0,0,0,1,385.0,466.0,434.0,509.0,5.0,11.0,15.0,2,0,1,0,11.0,48.0,52.0
0,348,Atalanta,1,Salernitana,1,N,2022-05-02,Giornata n. 35,20.0,5.0,11.0,9.0,0,0,0,0,490.0,596.0,272.0,375.0,11.0,4.0,14.0,3,0,2,0,11.0,61.0,39.0
0,349,Salernitana,2,Venezia,1,V,2022-05-05,Giornata n. 20,18.0,3.0,10.0,4.0,1,1,0,0,238.0,331.0,355.0,465.0,6.0,4.0,12.0,2,0,7,1,20.0,42.0,58.0
0,350,Inter,4,Empoli,2,V,2022-05-06,Giornata n. 36,37.0,10.0,4.0,2.0,0,0,0,0,558.0,638.0,289.0,360.0,14.0,2.0,10.0,1,0,0,0,10.0,64.0,36.0
0,351,Genoa,2,Juventus,1,V,2022-05-06,Giornata n. 36,17.0,5.0,13.0,4.0,1,1,0,0,366.0,470.0,442.0,540.0,9.0,2.0,13.0,2,0,3,0,15.0,47.0,53.0
0,352,Lazio,2,Sampdoria,0,V,2022-05-07,Giornata n. 36,16.0,10.0,9.0,2.0,0,0,0,0,678.0,759.0,411.0,515.0,6.0,0.0,10.0,1,0,1,0,10.0,60.0,40.0
0,353,Torino,0,Napoli,1,P,2022-05-07,Giornata n. 36,10.0,3.0,10.0,4.0,0,0,0,1,295.0,383.0,429.0,504.0,5.0,4.0,19.0,2,0,3,0,12.0,43.0,57.0
0,354,Sassuolo,1,Udinese,1,N,2022-05-07,Giornata n. 36,15.0,5.0,13.0,6.0,0,0,0,0,491.0,573.0,308.0,393.0,6.0,9.0,12.0,2,0,2,0,18.0,59.0,41.0
0,355,Hellas Verona,1,Milan,3,P,2022-05-08,Giornata n. 36,10.0,3.0,18.0,8.0,0,0,0,0,314.0,403.0,355.0,450.0,5.0,8.0,17.0,2,0,1,0,7.0,47.0,53.0
0,356,Salernitana,1,Cagliari,1,N,2022-05-08,Giornata n. 36,12.0,2.0,9.0,3.0,1,1,0,0,283.0,388.0,332.0,427.0,7.0,6.0,12.0,5,1,2,1,18.0,48.0,52.0
0,357,Venezia,4,Bologna,3,V,2022-05-08,Giornata n. 36,16.0,7.0,23.0,10.0,1,2,0,0,256.0,348.0,420.0,508.0,4.0,8.0,10.0,2,0,4,0,16.0,41.0,59.0
0,358,Spezia,1,Atalanta,3,P,2022-05-08,Giornata n. 36,5.0,1.0,17.0,6.0,0,0,0,0,236.0,321.0,521.0,614.0,0.0,3.0,10.0,2,0,3,0,14.0,34.0,66.0
