,matchday,date,h_team,a_team,result,goals,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards
230,Giornata n. 24,2022-02-06,Bologna,Empoli,N,-0.2905138339920952,-2.5177865612648205,-0.38932806324110647,-0.124505928853755,-0.0790513833992095,33.37747035573125,31.70750988142288,-0.21541501976284572,1.209486166007899,-2.203557312252965,0.4209486166007905,0.09486166007905139
231,Giornata n. 24,2022-02-06,Venezia,Napoli,P,-0.9604743083003953,-7.345849802371543,-2.086956521739131,-0.1699604743083004,-0.3003952569169961,-217.794466403162,-210.86363636363637,-2.529644268774703,-17.780632411067195,1.920948616600791,1.2984189723320163,0.09486166007905139
232,Giornata n. 24,2022-02-06,Udinese,Torino,V,-0.030303030303030276,-1.3051948051948052,0.29004329004329055,0.0476190476190476,0.0476190476190476,-58.640692640692635,-74.16017316017314,0.2943722943722946,-11.448051948051948,-3.978354978354977,0.11255411255411207,0.1471861471861471
233,Giornata n. 24,2022-02-06,Juventus,Hellas Verona,V,-0.39130434782608714,1.6086956521739122,0.3913043478260869,-0.08695652173913049,-0.0434782608695653,96.08695652173918,74.52173913043475,-0.5652173913043477,1.9130434782608674,0.0,-0.5652173913043479,-0.1739130434782608
234,Giornata n. 24,2022-02-07,Salernitana,Spezia,N,-0.37681159420289856,-0.8426501035196683,-0.9813664596273295,0.0952380952380952,0.0952380952380952,-63.608695652173935,-63.01656314699795,0.3975155279503104,-6.532091097308488,-1.1304347826086953,-0.3913043478260869,0.0124223602484472
235,Giornata n. 25,2022-02-12,Torino,Venezia,P,0.434782608695652,4.260869565217391,0.9565217391304346,-0.0869565217391304,-0.0869565217391304,46.95652173913044,63.34782608695656,1.3478260869565215,11.130434782608695,4.521739130434783,-0.34782608695652195,-0.0869565217391304
236,Giornata n. 25,2022-02-12,Lazio,Bologna,V,0.7807971014492752,-1.253623188405797,0.5851449275362324,-0.005434782608695593,0.03442028985507248,127.822463768116,117.47463768115944,-1.039855072463768,4.115942028985508,0.8224637681159432,-0.06884057971014501,-0.007246376811594207
237,Giornata n. 25,2022-02-12,Napoli,Inter,N,-0.47282608695652195,-0.4076086956521756,-1.0489130434782608,-0.010869565217391297,-0.016304347826086973,58.13586956521738,56.3297101449275,-0.7989130434782608,3.7355072463768124,-0.7028985507246386,-0.32971014492753636,0.0833333333333333
238,Giornata n. 25,2022-02-13,Sassuolo,Roma,N,-0.04166666666666674,-1.4166666666666679,0.833333333333333,0.0416666666666667,-0.0416666666666666,61.0,59.208333333333314,-0.833333333333333,5.5833333333333215,-1.083333333333334,-0.5416666666666665,-0.2083333333333334
239,Giornata n. 25,2022-02-13,Atalanta,Juventus,N,0.4565217391304348,0.5362318840579707,0.02717391304347938,-0.03623188405797101,-0.03442028985507248,-1.3641304347826235,15.53260869565213,0.8931159420289854,1.2228260869565233,-0.8858695652173907,0.257246376811594,0.0018115942028986004
240,Giornata n. 25,2022-02-13,Hellas Verona,Udinese,V,0.4280303030303032,0.6931818181818183,-0.314393939393939,0.15909090909090912,0.15909090909090912,54.15530303030306,69.71590909090912,0.4053030303030303,10.44318181818182,0.31060606060606233,-0.04166666666666696,-0.018939393939393923
241,Giornata n. 25,2022-02-13,Milan,Sampdoria,V,0.6666666666666665,3.833333333333334,0.7500000000000004,0.12499999999999999,0.25,114.58333333333331,94.70833333333331,0.625,9.541666666666657,-0.6666666666666661,-0.75,0.0
242,Giornata n. 25,2022-02-13,Genoa,Salernitana,N,0.10606060606060608,-0.3598484848484844,-0.31818181818181834,0.11742424242424239,0.11742424242424239,40.28030303030306,47.71590909090912,-0.42424242424242387,4.56818181818182,2.1287878787878753,0.6212121212121211,-0.053030303030303
243,Giornata n. 25,2022-02-13,Empoli,Cagliari,N,0.5416666666666667,4.666666666666666,1.708333333333334,0.125,0.0833333333333334,40.125,35.625,1.791666666666667,5.291666666666657,-0.5833333333333339,-0.375,-0.0416666666666667
244,Giornata n. 25,2022-02-14,Spezia,Fiorentina,P,-0.6992753623188406,-2.246376811594203,-1.2844202898550727,-0.17753623188405798,-0.26449275362318836,-136.5271739130435,-127.93115942028982,-0.5760869565217392,-12.081521739130437,2.807971014492754,-0.061594202898550776,-0.17934782608695649
245,Giornata n. 26,2022-02-18,Juventus,Torino,N,0.18833333333333324,1.1099999999999994,0.8049999999999997,0.16,0.2,77.11000000000001,57.42166666666668,0.38833333333333275,-0.4966666666666555,-3.9366666666666674,-0.4983333333333331,-0.08499999999999999
246,Giornata n. 26,2022-02-19,Sampdoria,Empoli,V,-0.19999999999999996,-3.5600000000000005,-1.0400000000000005,-0.15999999999999998,-0.15999999999999998,-24.04000000000002,-12.319999999999993,-1.2400000000000002,-2.719999999999999,0.03999999999999915,0.4400000000000004,0.039999999999999994
247,Giornata n. 26,2022-02-19,Salernitana,Milan,N,-1.2608695652173914,-5.28695652173913,-1.5304347826086961,-0.1130434782608696,-0.2330434782608696,-157.7878260869565,-149.92869565217399,-0.23478260869565215,-14.904347826086955,-0.29391304347826086,-0.03652173913043466,0.010434782608695597
248,Giornata n. 26,2022-02-19,Roma,Hellas Verona,N,-0.19999999999999996,3.5200000000000014,0.6399999999999997,-0.12,-0.03999999999999998,41.120000000000005,22.639999999999986,1.08,-0.4799999999999969,-0.8800000000000008,0.56,0.03999999999999998
249,Giornata n. 26,2022-02-20,Fiorentina,Atalanta,V,-0.125,-1.916666666666666,0.20833333333333393,0.125,0.2083333333333334,16.666666666666686,1.4583333333333712,-0.5833333333333339,3.125,-2.166666666666666,0.25,0.2500000000000001
250,Giornata n. 26,2022-02-20,Inter,Sassuolo,P,0.6516666666666666,1.656666666666668,0.7199999999999998,0.13,0.255,32.81999999999999,31.90333333333342,0.7599999999999998,0.24499999999999744,0.3149999999999995,-0.7250000000000001,-0.08
251,Giornata n. 26,2022-02-20,Udinese,Lazio,N,-0.7756521739130438,1.7252173913043478,-0.2121739130434781,-0.0730434782608696,-0.1530434782608696,-208.7147826086956,-200.62782608695647,0.7791304347826085,-12.613913043478256,1.8765217391304354,-0.12521739130434772,0.057391304347825994
252,Giornata n. 26,2022-02-20,Venezia,Genoa,N,0.07666666666666666,-0.8866666666666667,0.35833333333333295,-0.11666666666666671,-0.11666666666666671,2.6650000000000205,-11.966666666666697,-1.3666666666666671,-2.626666666666665,-1.3616666666666664,0.15333333333333288,0.16999999999999998
253,Giornata n. 26,2022-02-21,Bologna,Spezia,V,0.1283333333333332,1.4416666666666664,0.47666666666666657,0.045,0.0866666666666666,65.06166666666667,64.86666666666667,0.6349999999999998,5.516666666666659,-3.1833333333333336,0.2250000000000001,0.046666666666666606
254,Giornata n. 26,2022-02-21,Cagliari,Napoli,N,-0.8400000000000001,-5.959999999999999,-2.2800000000000002,-0.16000000000000003,-0.24000000000000002,-232.83999999999997,-214.16000000000003,-1.8400000000000003,-16.160000000000004,2.16,1.12,0.039999999999999994
255,Giornata n. 27,2022-02-25,Milan,Udinese,N,0.7083333333333333,2.5737179487179507,0.17307692307692335,0.10897435897435899,0.2243589743589744,122.14423076923077,119.86538461538464,0.259615384615385,13.01602564102565,-1.2564102564102573,-0.3044871794871793,-0.092948717948718
256,Giornata n. 27,2022-02-25,Genoa,Inter,N,-1.353846153846154,-7.112307692307693,-3.463076923076923,-0.0476923076923077,-0.1676923076923077,-179.0523076923077,-157.83384615384608,-1.8492307692307692,-11.892307692307696,2.6230769230769226,0.8138461538461537,0.0769230769230769
257,Giornata n. 27,2022-02-26,Salernitana,Bologna,N,-0.44833333333333336,-2.4450000000000003,-1.1233333333333335,-0.036666666666666695,-0.0766666666666667,-119.1633333333333,-116.50666666666666,-0.5783333333333331,-10.651666666666664,1.8416666666666668,-0.5183333333333335,-0.035
258,Giornata n. 27,2022-02-26,Empoli,Juventus,P,0.0,0.19230769230769162,-0.23076923076922995,0.0769230769230769,0.03846153846153841,-93.76923076923077,-83.0,0.5384615384615392,-4.115384615384613,-0.9230769230769216,0.34615384615384603,0.0384615384615385
259,Giornata n. 27,2022-02-26,Sassuolo,Fiorentina,V,-0.10615384615384649,1.7723076923076917,0.5492307692307694,-0.1246153846153847,-0.24461538461538468,-10.127692307692314,-11.39846153846156,0.31384615384615433,-1.6938461538461524,0.8169230769230769,0.17692307692307718,-0.20307692307692313
260,Giornata n. 27,2022-02-27,Lazio,Napoli,P,0.2307692307692304,-5.03846153846154,-0.5,-0.11538461538461542,-0.15384615384615388,-18.538461538461547,-18.692307692307622,-1.0384615384615392,-4.807692307692307,-0.3461538461538467,0.9615384615384615,0.0769230769230769
261,Giornata n. 27,2022-02-27,Hellas Verona,Venezia,V,0.9646153846153848,3.2276923076923083,0.9615384615384617,0.1507692307692307,0.1507692307692307,43.860000000000014,59.18153846153848,1.8476923076923084,9.439999999999998,0.6569230769230767,-0.33846153846153815,-0.0476923076923077
262,Giornata n. 27,2022-02-27,Spezia,Roma,P,-0.6153846153846154,-5.346153846153847,-1.192307692307692,-0.038461538461538394,-0.11538461538461539,-76.5769230769231,-72.84615384615387,-1.8461538461538467,-6.884615384615387,0.6923076923076934,-0.6923076923076921,-0.1153846153846154
263,Giornata n. 27,2022-02-27,Torino,Cagliari,P,0.28,2.7738461538461507,0.9938461538461536,-0.1153846153846153,-0.1538461538461538,62.49846153846153,65.33999999999997,1.0184615384615388,9.863076923076918,4.24769230769231,-0.17538461538461547,0.004615384615384702
264,Giornata n. 27,2022-02-28,Atalanta,Sampdoria,V,0.4938461538461536,3.838461538461539,1.0169230769230775,0.043076923076923096,0.0830769230769231,125.64153846153846,118.78307692307692,1.3600000000000003,8.81230769230769,0.15384615384615152,-0.48923076923076936,-0.0753846153846153
265,Giornata n. 28,2022-03-04,Inter,Salernitana,V,1.3153846153846154,6.956923076923077,3.0015384615384617,0.1507692307692307,0.2661538461538461,214.00923076923078,203.61846153846153,1.7846153846153854,16.409230769230767,-0.5461538461538478,-0.2323076923076921,-0.12
266,Giornata n. 28,2022-03-05,Cagliari,Lazio,P,-0.962962962962963,-0.518518518518519,-1.6666666666666665,-0.03703703703703701,-0.0740740740740741,-210.962962962963,-190.81481481481478,-0.7037037037037033,-10.703703703703702,2.5925925925925917,0.11111111111111072,-0.03703703703703701
267,Giornata n. 28,2022-03-05,Roma,Atalanta,V,-0.2564102564102564,1.334757834757836,0.05128205128205199,0.03276353276353282,0.06837606837606841,-45.363247863247864,-56.24216524216524,0.5384615384615383,-2.6367521367521363,-0.22222222222221966,0.8062678062678064,0.1837606837606838
268,Giornata n. 28,2022-03-05,Udinese,Sampdoria,V,-0.016296296296296475,1.70222222222222,0.9866666666666672,0.005925925925926001,0.005925925925926001,-16.628148148148114,-32.94962962962961,0.7111111111111108,-3.619259259259259,0.8874074074074088,-0.2207407407407409,0.0888888888888889
269,Giornata n. 28,2022-03-06,Bologna,Torino,N,-0.038461538461538325,-1.03846153846154,0.0769230769230771,0.1153846153846153,0.1538461538461538,18.653846153846132,5.884615384615358,0.5,-3.461538461538467,-6.76923076923077,0.1538461538461542,0.038461538461538505
270,Giornata n. 28,2022-03-06,Genoa,Empoli,N,-0.6666666666666666,-4.62962962962963,-1.7777777777777781,-0.03703703703703712,-0.03703703703703712,-46.48148148148147,-37.51851851851853,-1.2962962962962958,-4.962962962962962,1.518518518518519,0.3333333333333339,0.0
271,Giornata n. 28,2022-03-06,Juventus,Spezia,V,0.4814814814814816,3.814814814814813,1.2592592592592595,0.07407407407407411,0.11111111111111109,119.59259259259255,112.11111111111109,0.7407407407407405,8.555555555555557,-0.2592592592592613,-0.5925925925925926,-0.1111111111111111
272,Giornata n. 28,2022-03-06,Venezia,Sassuolo,P,-0.7435897435897435,-5.663817663817664,-2.2962962962962967,-0.034188034188034205,-0.034188034188034205,-140.14245014245017,-131.01424501424503,-2.146723646723647,-13.495726495726508,1.2920227920227916,0.21225071225071224,0.1566951566951567
273,Giornata n. 28,2022-03-06,Fiorentina,Hellas Verona,N,-0.19515669515669476,0.44444444444444464,0.5470085470085468,0.008547008547008489,0.12393162393162388,101.68518518518516,80.29487179487177,0.22364672364672344,5.585470085470085,-2.712250712250709,0.014245014245014342,0.12250712250712262
274,Giornata n. 28,2022-03-06,Napoli,Milan,P,-0.14814814814814814,0.8888888888888911,0.666666666666667,0.0740740740740741,0.07407407407407401,105.81481481481484,100.77777777777783,0.40740740740740744,4.185185185185176,-0.6666666666666661,-0.5555555555555558,-0.037037037037037104
275,Giornata n. 29,2022-03-12,Spezia,Cagliari,V,0.0,-0.25,0.4642857142857144,-0.0357142857142857,-0.0714285714285714,15.85714285714289,4.571428571428498,0.39285714285714146,0.2857142857142989,0.035714285714286476,-0.2857142857142856,0.0357142857142857
276,Giornata n. 29,2022-03-12,Salernitana,Sassuolo,N,-0.9807692307692307,-4.524725274725277,-2.395604395604395,-0.1373626373626373,-0.1373626373626373,-169.25824175824187,-158.84340659340666,-0.6758241758241761,-14.760989010989,0.3186813186813193,-0.4642857142857144,0.0439560439560439
277,Giornata n. 29,2022-03-12,Sampdoria,Juventus,P,-0.2142857142857142,-3.3571428571428577,-1.2499999999999991,-0.0714285714285714,-0.1071428571428571,-116.57142857142856,-94.39285714285717,-0.785714285714286,-6.892857142857139,-0.6428571428571423,0.8214285714285716,0.0714285714285714
278,Giornata n. 29,2022-03-12,Milan,Empoli,V,0.5000000000000002,0.6785714285714288,0.25,-0.0357142857142857,0.07142857142857151,79.0,69.64285714285722,-0.2857142857142856,5.857142857142854,-0.7142857142857135,-0.07142857142857117,0.0357142857142857
279,Giornata n. 29,2022-03-13,Fiorentina,Bologna,V,0.5185185185185184,0.8888888888888911,0.7777777777777781,0.1111111111111111,0.1851851851851852,68.88888888888886,61.55555555555554,0.0370370370370372,6.370370370370374,-0.2592592592592595,-0.2962962962962967,0.14814814814814817
280,Giornata n. 29,2022-03-13,Hellas Verona,Napoli,P,0.1428571428571428,-3.3571428571428577,-0.8571428571428577,0.0,-0.1071428571428571,-181.96428571428572,-158.50000000000006,-0.6071428571428568,-8.107142857142854,2.178571428571427,0.7499999999999998,0.1071428571428571
281,Giornata n. 29,2022-03-13,Torino,Inter,N,-1.0,-4.111111111111114,-2.333333333333333,-0.2222222222222222,-0.3333333333333333,-126.77777777777777,-105.51851851851848,-1.9629629629629628,-3.518518518518519,5.777777777777779,0.6296296296296298,0.1111111111111111
282,Giornata n. 29,2022-03-13,Atalanta,Genoa,N,1.0661375661375665,4.63095238095238,1.9497354497354498,-0.06746031746031739,-0.03042328042328038,147.61243386243387,141.54497354497352,1.1917989417989414,10.519841269841272,-1.140211640211641,-0.3465608465608465,0.0026455026455026037
283,Giornata n. 29,2022-03-13,Udinese,Roma,N,-0.3351648351648351,-3.409340659340657,-0.2967032967032974,-0.0659340659340659,-0.1373626373626373,-93.39835164835165,-91.087912087912,-1.1538461538461542,-9.307692307692307,0.7609890109890092,-0.5274725274725274,-0.05769230769230771
284,Giornata n. 29,2022-03-14,Lazio,Venezia,V,1.1097883597883595,1.7037037037037042,1.534391534391534,0.10449735449735449,0.1388888888888889,204.98941798941803,196.1230158730159,0.9920634920634921,12.544973544973544,-2.0357142857142865,-0.2420634920634921,-0.04365079365079372
285,Giornata n. 30,2022-03-18,Genoa,Torino,V,-0.4556650246305418,-3.040640394088671,-1.166256157635468,0.1724137931034483,0.1724137931034483,-57.818965517241395,-55.931034482758605,-0.3620689655172411,-9.104679802955665,-3.0098522167487687,0.1588669950738919,-0.0381773399014778
286,Giornata n. 30,2022-03-18,Sassuolo,Spezia,V,0.7241379310344829,4.413793103448276,1.862068965517241,0.13793103448275862,0.103448275862069,129.0,118.65517241379314,1.206896551724138,11.172413793103452,-1.6206896551724146,0.1724137931034484,-0.034482758620689696
287,Giornata n. 30,2022-03-19,Inter,Fiorentina,N,0.4999999999999998,4.321428571428569,1.5,0.0,0.0,36.96428571428555,35.928571428571445,1.2857142857142856,0.14285714285712459,1.1071428571428577,-0.3214285714285712,-0.2857142857142857
288,Giornata n. 30,2022-03-19,Napoli,Udinese,V,0.4623243933588759,2.7790549169859524,0.5606641123882508,0.1673052362707536,0.27075351213282256,225.72030651340992,218.89782886334604,0.421455938697318,17.48148148148148,-2.565772669220946,-1.008939974457216,-0.1162196679438058
289,Giornata n. 30,2022-03-19,Cagliari,Milan,P,-0.9310344827586207,-4.206896551724135,-1.6206896551724137,-0.06896551724137939,-0.1379310344827586,-120.55172413793099,-104.4137931034482,-1.2758620689655182,-10.379310344827587,1.5172413793103434,0.5517241379310343,0.0
290,Giornata n. 30,2022-03-20,Bologna,Atalanta,P,-0.642857142857143,-2.928571428571429,-0.75,0.0,0.0,-75.28571428571428,-83.89285714285717,-0.5,-4.928571428571438,-1.7857142857142865,0.3928571428571428,0.1071428571428571
291,Giornata n. 30,2022-03-20,Empoli,Hellas Verona,N,-0.4827586206896548,1.7241379310344787,0.1724137931034484,-0.034482758620689696,-0.034482758620689696,-4.448275862068954,-13.758620689655174,0.5517241379310347,-2.448275862068968,-0.6896551724137936,-0.3448275862068968,-0.1724137931034483
292,Giornata n. 30,2022-03-20,Venezia,Sampdoria,P,-0.3830049261083742,-1.6477832512315285,-0.34482758620689635,0.0024630541871921013,0.0036945812807882006,-22.400246305418648,-36.59113300492618,-0.818965517241379,-4.328817733990142,0.583743842364532,0.09359605911330071,0.1108374384236453
293,Giornata n. 30,2022-03-20,Roma,Lazio,V,-0.3793103448275863,5.0,0.1379310344827589,-0.03448275862068961,-0.034482758620689585,-116.17241379310343,-110.89655172413796,1.5862068965517242,-3.275862068965516,2.0,0.6206896551724137,0.06896551724137931
294,Giornata n. 30,2022-03-20,Juventus,Salernitana,V,0.7369093231162197,3.3908045977011483,1.4457215836526176,0.09833971902937429,0.13282247765006389,163.07024265644964,153.87228607918263,-0.03831417624521016,11.92464878671774,1.3844189016602808,-0.10344827586206895,-0.0766283524904215
295,Giornata n. 31,2022-04-02,Spezia,Venezia,V,0.1712643678160921,0.9551724137931039,0.5356321839080458,-0.002298850574712699,-0.003448275862068889,10.339080459770116,11.539080459770105,0.6919540229885057,2.144827586206894,-0.01494252873563262,-0.4264367816091954,-0.10804597701149429
296,Giornata n. 31,2022-04-02,Lazio,Sassuolo,V,0.09999999999999987,-3.966666666666667,-1.0666666666666673,-0.0333333333333333,0.0333333333333333,72.26666666666665,73.0,-0.9333333333333336,-0.06666666666666288,-0.8333333333333321,0.0,0.0666666666666666
297,Giornata n. 31,2022-04-02,Salernitana,Torino,P,-0.3866995073891625,-2.641625615763548,-0.72167487684729,0.0714285714285714,0.0714285714285714,-85.71428571428572,-97.58743842364538,0.12315270935960587,-13.044334975369445,-5.383004926108377,-0.4137931034482758,0.0036945812807882006
298,Giornata n. 31,2022-04-03,Sampdoria,Roma,P,-0.3666666666666667,-5.033333333333333,-1.233333333333333,-0.1,-0.1333333333333333,-66.13333333333338,-49.10000000000008,-1.833333333333334,-4.800000000000004,-0.2666666666666675,-0.5666666666666664,-0.1333333333333333
299,Giornata n. 31,2022-04-03,Udinese,Cagliari,V,0.3523809523809526,1.9404761904761916,1.5214285714285714,-0.02857142857142861,-0.06190476190476191,-2.1000000000000227,-16.178571428571445,1.0904761904761902,-2.711904761904762,0.10714285714285765,-0.05952380952380931,0.11428571428571419
300,Giornata n. 31,2022-04-03,Atalanta,Napoli,P,-0.008045977011494232,-1.0471264367816087,-0.6195402298850574,-0.12988505747126441,-0.19540229885057472,-82.99310344827592,-64.60574712643677,-0.12528735632183885,-4.959770114942522,1.8977011494252878,0.6080459770114941,0.002298850574712699
301,Giornata n. 31,2022-04-03,Juventus,Inter,P,-0.5712643678160916,-3.3678160919540243,-1.5712643678160925,-0.0402298850574713,-0.1103448275862069,-39.36206896551727,-41.18850574712644,-1.845977011494253,-3.98735632183908,1.2701149425287355,0.036781609195402076,0.0333333333333333
302,Giornata n. 31,2022-04-03,Fiorentina,Empoli,V,0.28850574712643673,-0.5666666666666664,0.5551724137931036,0.006896551724137889,0.1103448275862069,104.72873563218394,93.69080459770117,-0.06436781609195474,8.182758620689661,-2.208045977011496,0.041379310344827225,0.20919540229885059
303,Giornata n. 31,2022-04-04,Milan,Bologna,N,0.7632183908045977,3.344827586206897,0.7758620689655178,0.06321839080459771,0.12873563218390802,45.80000000000001,39.27126436781606,0.10459770114942568,4.39540229885057,0.9965517241379303,-0.4862068965517241,-0.07241379310344828
304,Giornata n. 31,2022-04-04,Hellas Verona,Genoa,V,1.0666666666666664,2.066666666666668,1.3666666666666667,0.06666666666666671,0.1,57.4666666666667,56.866666666666674,0.666666666666667,8.133333333333333,-0.6666666666666679,0.0,0.1333333333333333
305,Giornata n. 32,2022-04-09,Cagliari,Juventus,P,-0.5806451612903225,-3.419354838709678,-1.774193548387097,-0.06451612903225801,-0.06451612903225809,-140.16129032258073,-119.58064516129036,-0.9354838709677415,-8.483870967741936,0.48387096774193594,0.7096774193548385,0.0645161290322581
306,Giornata n. 32,2022-04-09,Inter,Hellas Verona,V,0.29354838709677455,4.697849462365591,1.9666666666666668,0.0075268817204301175,0.07526881720430112,128.68064516129033,107.15483870967739,1.5548387096774192,4.976344086021506,-1.4483870967741943,-0.6462365591397852,-0.2258064516129032
307,Giornata n. 32,2022-04-09,Empoli,Spezia,N,0.2903225806451615,2.935483870967742,0.5161290322580645,0.12903225806451618,0.0967741935483871,23.903225806451587,26.70967741935482,1.0,3.9032258064516157,-0.41935483870967616,-0.16129032258064546,-0.032258064516129004
308,Giornata n. 32,2022-04-10,Torino,Milan,N,-0.6397849462365588,-2.747311827956988,-0.7806451612903231,-0.1279569892473118,-0.2247311827956989,-57.59677419354841,-42.16774193548389,-0.7301075268817208,-0.9505376344086045,5.600000000000001,0.4344086021505378,0.0032258064516129115
309,Giornata n. 32,2022-04-10,Roma,Salernitana,V,0.8865406006674084,4.9666295884315925,1.380422691879866,0.0923248053392658,0.1568409343715239,113.67074527252498,108.71635150166856,1.1145717463848719,9.70077864293659,0.9699666295884324,1.025583982202447,0.0878754171301446
310,Giornata n. 32,2022-04-10,Sassuolo,Atalanta,V,0.07311827956989214,0.2666666666666675,1.0526881720430108,0.1258064516129032,0.09247311827956989,2.0849462365591194,-17.955913978494664,-0.20537634408602123,0.6053763440860251,-1.451612903225806,0.2827956989247311,0.030107526881720498
311,Giornata n. 32,2022-04-10,Napoli,Fiorentina,P,0.17311827956989223,1.9236559139784948,0.13333333333333375,0.058064516129032184,0.054838709677419384,73.23763440860216,71.90967741935492,0.1924731182795698,2.076344086021507,0.3333333333333339,-0.5225806451612907,-0.2021505376344086
312,Giornata n. 32,2022-04-10,Venezia,Udinese,P,-0.5804597701149424,-3.4666666666666686,-1.6183908045977016,-0.002298850574712699,0.03103448275862071,2.801149425287349,4.558620689655186,-1.5586206896551724,0.1781609195402325,-0.35862068965517224,0.1471264367816092,0.02643678160919541
313,Giornata n. 32,2022-04-10,Genoa,Lazio,P,-1.1935483870967742,-1.0322580645161281,-1.709677419354839,-0.03225806451612909,-0.0967741935483871,-223.9354838709678,-198.1612903225806,-0.19354838709677402,-11.354838709677416,3.290322580645162,0.12903225806451601,-0.06451612903225801
314,Giornata n. 32,2022-04-11,Bologna,Sampdoria,V,-0.1913978494623656,0.8559139784946215,0.37849462365591346,0.03548387096774201,0.03655913978494621,45.48817204301076,34.774193548387075,0.7021505376344086,3.904301075268812,-1.709677419354838,0.018279569892473813,0.06989247311827951
315,Giornata n. 33,2022-04-15,Milan,Genoa,V,1.0,5.4375,1.84375,0.0,0.09375,122.75,103.71875,1.03125,10.875,-2.09375,-0.46875,0.0
316,Giornata n. 33,2022-04-15,Spezia,Inter,P,-1.096774193548387,-6.333669354838708,-2.467741935483871,-0.1633064516129032,-0.2288306451612903,-160.00806451612902,-152.40625,-2.35383064516129,-11.9375,1.590725806451612,0.407258064516129,0.125
317,Giornata n. 33,2022-04-16,Lazio,Torino,N,0.8709677419354838,-1.714717741935484,0.819556451612903,0.155241935483871,0.217741935483871,156.80645161290317,136.77923387096774,-0.07560483870967705,1.8689516129032242,-6.861895161290324,-0.045362903225806495,0.059475806451612906
318,Giornata n. 33,2022-04-16,Juventus,Bologna,N,0.434475806451613,2.350806451612904,0.914314516129032,0.059475806451612906,0.0584677419354839,64.5463709677419,54.10887096774189,-0.18145161290322598,2.7459677419354804,1.87600806451613,-0.5786290322580645,-0.0987903225806451
319,Giornata n. 33,2022-04-16,Cagliari,Sassuolo,V,-0.875,-4.65625,-2.71875,-0.125,-0.09375,-145.4375,-122.46875,-1.625,-10.625,1.875,0.15625,0.03125
320,Giornata n. 33,2022-04-16,Sampdoria,Salernitana,P,0.4520833333333333,0.25833333333333286,0.2124999999999999,-0.004166666666666596,0.027083333333333404,53.45208333333335,65.24583333333334,-0.6958333333333337,5.256250000000001,0.2916666666666661,0.23125000000000018,-0.039583333333333304
321,Giornata n. 33,2022-04-16,Udinese,Empoli,V,0.15208333333333313,-0.24583333333333357,0.5333333333333332,-0.0875,-0.0875,-39.570833333333326,-46.11874999999998,-0.002083333333333215,-6.414583333333333,0.7624999999999993,0.3479166666666669,0.10625000000000001
322,Giornata n. 33,2022-04-16,Fiorentina,Venezia,V,0.8387096774193546,3.774193548387098,1.870967741935484,0.12903225806451618,0.19354838709677422,142.8709677419355,136.87096774193554,1.6129032258064515,14.258064516129032,-2.548387096774194,-0.645161290322581,0.032258064516129004
323,Giornata n. 33,2022-04-18,Napoli,Roma,N,0.15625,-0.25,0.375,0.09375,0.125,121.5625,117.65625,-0.78125,7.125,-2.03125,-1.5625,-0.15625
324,Giornata n. 33,2022-04-18,Atalanta,Hellas Verona,P,-0.040322580645161255,2.898185483870968,0.38608870967741904,-0.1219758064516129,-0.1209677419354839,92.7933467741936,87.84778225806451,0.889112903225806,2.7520161290322562,-0.3125,-0.337701612903226,-0.154233870967742
325,Giornata n. 19,2022-04-20,Udinese,Salernitana,P,0.7096774193548387,2.806451612903226,1.483870967741936,0.0322580645161291,0.0322580645161291,21.967741935483843,18.9032258064517,0.38709677419354804,1.1290322580645196,1.193548387096774,0.06451612903225801,0.06451612903225809
326,Giornata n. 34,2022-04-23,Hellas Verona,Sampdoria,N,0.5454545454545454,1.6666666666666625,0.7878787878787881,0.1515151515151515,0.1515151515151515,12.121212121212125,13.21212121212119,0.4848484848484844,4.3030303030303045,0.5151515151515138,0.06060606060606055,0.1212121212121212
327,Giornata n. 34,2022-04-23,Inter,Roma,V,0.48863636363636354,1.5719696969696955,1.3939393939393936,0.06723484848484851,0.1003787878787879,79.36837121212119,77.73768939393938,0.43465909090909083,5.009469696969688,-1.0596590909090917,-1.2452651515151514,-0.2424242424242424
328,Giornata n. 34,2022-04-23,Torino,Spezia,V,0.125,2.4801136363636367,0.29640151515151514,-0.0293560606060606,-0.0596590909090909,53.3276515151515,61.471590909090935,0.4696969696969697,9.398674242424242,3.7376893939393945,0.0738636363636358,-0.0274621212121212
329,Giornata n. 34,2022-04-23,Venezia,Atalanta,P,-0.875,-5.5,-1.4375,-0.03125,-0.03125,-142.09375,-152.75,-2.375,-12.3125,0.5625,0.6875,0.15625
330,Giornata n. 34,2022-04-24,Genoa,Cagliari,V,-0.21212121212121215,-0.4545454545454568,-0.21212121212121238,0.060606060606060594,0.03030303030303029,-2.5151515151515014,0.5757575757575637,0.36363636363636376,-0.24242424242424931,0.42424242424242387,-0.15151515151515094,-0.030303030303030304
331,Giornata n. 34,2022-04-24,Bologna,Udinese,N,-0.375,-1.3125,-0.8125,0.0,0.03125,77.53125,80.9375,-0.25,7.9375,-3.15625,0.0625,0.03125
332,Giornata n. 34,2022-04-24,Salernitana,Fiorentina,V,-0.84375,-3.34375,-1.8125,-0.125,-0.21875,-173.6875,-166.1875,-0.4375,-16.0,1.6875,0.25,-0.125
