,Data,Ora,Competizione,Girone,Giorno,Stadio,Risultato,Rf,Rs,Avversario,Reti,Tiri,Tiri.1,% TiP,G/Tiri,G/TiP,Dist.,Pun.,Rigori,Rig T,xG,npxG,npxG/Sh,G-xG,np:G-xG,Report partita
19,19-12-2021,18:00,Serie A,Giornata n. 18,Dom,Ospiti,N,1,1,Sampdoria,1,12,1,83,8,100.0,141.0,1.0,0,0,1.4,1.4,12.0,-0.4,-0.4,Report partita
20,22-12-2021,16:30,Serie A,Giornata n. 19,Mer,Casa,P,1,3,Lazio,1,10,2,200,10,50.0,120.0,1.0,0,0,1.0,1.0,9.0,0.0,0.0,Report partita
21,09-01-2022,12:30,Serie A,Giornata n. 21,Dom,Casa,P,0,3,Milan,0,10,3,300,0,0.0,228.0,0.0,0,0,0.4,0.4,4.0,-0.4,-0.4,Report partita
23,16-01-2022,15:00,Serie A,Giornata n. 22,Dom,Casa,N,1,1,Empoli,1,14,3,214,7,33.0,182.0,1.0,0,0,1.1,1.1,8.0,-0.1,-0.1,Report partita
24,22-01-2022,18:00,Serie A,Giornata n. 23,Sab,Ospiti,P,1,2,Inter,1,3,3,1000,33,33.0,168.0,0.0,0,0,0.3,0.3,8.0,0.7,0.7,Report partita
25,06-02-2022,15:00,Serie A,Giornata n. 24,Dom,Casa,P,0,2,Napoli,0,7,3,429,0,0.0,180.0,1.0,0,0,0.4,0.4,5.0,-0.4,-0.4,Report partita
26,12-02-2022,20:45,Serie A,Giornata n. 25,Sab,Ospiti,V,2,1,Torino,2,6,2,333,33,100.0,178.0,0.0,0,0,0.4,0.4,6.0,1.6,1.6,Report partita
27,20-02-2022,15:00,Serie A,Giornata n. 26,Dom,Casa,N,1,1,Genoa,1,15,4,267,7,25.0,216.0,2.0,0,0,1.0,1.0,7.0,0.0,0.0,Report partita
28,27-02-2022,15:05,Serie A,Giornata n. 27,Dom,Ospiti,P,1,3,Hellas Verona,1,9,3,333,11,33.0,107.0,0.0,0,0,0.9,0.9,10.0,0.1,0.1,Report partita
29,06-03-2022,15:00,Serie A,Giornata n. 28,Dom,Casa,P,1,4,Sassuolo,1,15,4,267,7,25.0,138.0,1.0,0,1,2.4,1.6,11.0,-1.4,-0.6,Report partita
30,14-03-2022,20:45,Serie A,Giornata n. 29,Lun,Ospiti,P,0,1,Lazio,0,7,2,286,0,0.0,206.0,0.0,0,0,0.3,0.3,4.0,-0.3,-0.3,Report partita
31,20-03-2022,12:30,Serie A,Giornata n. 30,Dom,Casa,P,0,2,Sampdoria,0,13,1,77,0,0.0,126.0,1.0,0,0,1.2,1.2,10.0,-1.2,-1.2,Report partita
32,02-04-2022,15:00,Serie A,Giornata n. 31,Sab,Ospiti,P,0,1,Spezia,0,15,3,200,0,0.0,210.0,2.0,0,0,1.0,1.0,7.0,-1.0,-1.0,Report partita
33,10-04-2022,15:00,Serie A,Giornata n. 32,Dom,Casa,P,1,2,Udinese,1,9,4,444,11,25.0,140.0,1.0,0,0,1.3,1.3,15.0,-0.3,-0.3,Report partita
34,16-04-2022,16:30,Serie A,Giornata n. 33,Sab,Ospiti,P,0,1,Fiorentina,0,3,1,333,0,0.0,188.0,0.0,0,0,0.1,0.1,4.0,-0.1,-0.1,Report partita
35,23-04-2022,15:00,Serie A,Giornata n. 34,Sab,Casa,P,1,3,Atalanta,1,9,2,222,11,50.0,169.0,1.0,0,0,0.9,0.9,10.0,0.1,0.1,Report partita
36,01-05-2022,12:30,Serie A,Giornata n. 35,Dom,Ospiti,P,1,2,Juventus,1,9,3,333,11,33.0,200.0,2.0,0,0,0.6,0.6,7.0,0.4,0.4,Report partita
37,05-05-2022,18:00,Serie A,Giornata n. 20,Gio,Ospiti,P,1,2,Salernitana,1,10,4,400,10,25.0,148.0,2.0,0,0,1.2,1.2,12.0,-0.2,-0.2,Report partita
38,08-05-2022,15:00,Serie A,Giornata n. 36,Dom,Casa,V,4,3,Bologna,4,16,7,438,19,43.0,177.0,0.0,1,2,2.8,1.2,7.0,1.2,1.8,Report partita
39,14-05-2022,20:45,Serie A,Giornata n. 37,Sab,Ospiti,N,1,1,Roma,1,4,2,500,25,50.0,242.0,0.0,0,0,0.3,0.3,7.0,0.7,0.7,Report partita
40,22-05-2022,21:00,Serie A,Giornata n. 38,Dom,Casa,N,0,0,Cagliari,0,8,1,125,0,0.0,180.0,0.0,0,0,0.7,0.7,9.0,-0.7,-0.7,Report partita
